"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.65710040964484,0.673713032486918,0.116451043800117,"Converged",FALSE,4,67,1,28,0.99,0.01
1,0.9,"CC",-1.67837444859789,0.761500173580917,0.116829533598557,"Converged",FALSE,4,67,1,28,0.99,0.01
1,0.9,"BCC",-1.6172916449435,0.517705408240451,0.117669244972448,"Converged",FALSE,3,47,8,42,0.99,0.01
1,0.9,"RESID",-1.67847643825192,0.744695751946246,0.116728263397847,"Converged",FALSE,25,25,25,25,0.99,0.01
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,8,42,1,49,0.99,0.01
1,0.9,"OPTMLE",-1.63344265727574,0.581007111179397,0.117702874129116,"Converged",FALSE,39,17,25,19,0.99,0.01
2,0.9,"SRS",-1.97856955841142,2.14706722523569,0.102963090200514,"Converged",FALSE,9,70,3,18,0.99,0.01
2,0.9,"CC",-1.84740526191178,1.75356600862217,0.102348337971887,"Converged",FALSE,9,70,3,18,0.99,0.01
2,0.9,"BCC",-1.6908333040797,1.35505622054321,0.101483774031928,"Converged",FALSE,2,48,6,44,0.99,0.01
2,0.9,"RESID",-1.8472173301771,1.73195745207155,0.100814480705763,"Converged",FALSE,25,25,25,25,0.99,0.01
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,14,36,1,49,0.99,0.01
2,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,44,10,36,10,0.99,0.01
3,0.9,"SRS",-1.930161685558,1.84816647090697,0.0941932237781217,"Converged",FALSE,5,77,3,15,0.99,0.01
3,0.9,"CC",-1.92092768224304,1.84672931052211,0.0920645942358424,"Converged",FALSE,5,77,3,15,0.99,0.01
3,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,4,46,2,48,0.99,0.01
3,0.9,"RESID",-1.856708724263,1.606236382687,0.0938314767460352,"Converged",FALSE,25,25,25,25,0.99,0.01
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,12,38,1,49,0.99,0.01
3,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,53,11,25,11,0.99,0.01
4,0.9,"SRS",-2.3385036865592,2.31266303937478,0.122598646908258,"Converged",FALSE,8,67,2,23,0.99,0.01
4,0.9,"CC",-2.67817858279231,3.26030402647968,0.124488780539771,"Converged",FALSE,8,67,2,23,0.99,0.01
4,0.9,"BCC",-2.49259314560062,2.68954765538715,0.12592579442408,"Converged",FALSE,1,49,9,41,0.99,0.01
4,0.9,"RESID",-2.27137455830951,2.05007808912254,0.121870285392684,"Converged",FALSE,25,25,25,25,0.99,0.01
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,21,29,0,50,0.99,0.01
4,0.9,"OPTMLE",-2.311631331381,2.13359005478059,0.12639183785569,"Converged",FALSE,48,12,26,14,0.99,0.01
5,0.9,"SRS",-1.59842274942499,0.968728340546847,0.10547495064618,"Converged",FALSE,3,63,4,30,0.99,0.01
5,0.9,"CC",-1.70706181960194,1.3694363826924,0.105787379617158,"Converged",FALSE,3,63,4,30,0.99,0.01
5,0.9,"BCC",-1.65970732701739,1.17735024026663,0.105112970310283,"Converged",FALSE,3,47,11,39,0.99,0.01
5,0.9,"RESID",-1.56863162280132,0.876322870624372,0.10505113472505,"Converged",FALSE,25,25,25,25,0.99,0.01
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,8,42,1,49,0.99,0.01
5,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,46,10,34,10,0.99,0.01
6,0.9,"SRS",-1.902615848545,2.01695487487146,0.0760390228050719,"Converged",FALSE,4,69,3,24,0.99,0.01
6,0.9,"CC",-1.86037420934933,1.95563517246737,0.0743184016667707,"Converged",FALSE,4,69,3,24,0.99,0.01
6,0.9,"BCC",-1.71240062972375,1.44662087582837,0.0763666570278616,"Converged",FALSE,1,49,3,47,0.99,0.01
6,0.9,"RESID",-1.80887093719529,1.67922992464458,0.0757079253646241,"Converged",FALSE,27,27,19,27,0.99,0.01
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,20,30,0,50,0.99,0.01
