"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-2.2500274924459,2.50056617982497,0.13415910897913,"Converged",FALSE,7,63,1,29,0.99,0.01
1,0.9,"CC",-2.17567100728631,2.26938356298629,0.136501352760943,"Converged",FALSE,7,63,1,29,0.99,0.01
1,0.9,"BCC",-2.46149226098342,3.06280985110533,0.138372463670737,"Converged",FALSE,6,44,3,47,0.99,0.01
1,0.9,"RESID",-2.23179953364496,2.46660655574869,0.135024855178158,"Converged",FALSE,25,25,25,25,0.99,0.01
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,12,38,0,50,0.99,0.01
1,0.9,"OPTMLE",-2.34477438845802,2.53029996222522,0.134637414276493,"Converged",FALSE,46,10,34,10,0.99,0.01
2,0.9,"SRS",-1.48166237729667,1.04233477294753,0.0690049561099313,"Converged",FALSE,5,71,1,23,0.99,0.01
2,0.9,"CC",-1.64135730268468,1.51719044394147,0.0698782377940241,"Converged",FALSE,5,71,1,23,0.99,0.01
2,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,2,48,5,45,0.99,0.01
2,0.9,"RESID",-1.52922584589159,1.10888962320645,0.0696470587130759,"Converged",FALSE,25,25,25,25,0.99,0.01
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,20,30,0,50,0.99,0.01
2,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,48,10,32,10,0.99,0.01
3,0.9,"SRS",-1.91957165605127,1.3819123419695,0.132084739448308,"Converged",FALSE,6,69,2,23,0.99,0.01
3,0.9,"CC",-2.03293022669822,1.8083143130016,0.131885143698651,"Converged",FALSE,6,69,2,23,0.99,0.01
3,0.9,"BCC",-1.79728481825058,1.01656681170638,0.131859166601987,"Converged",FALSE,5,45,3,47,0.99,0.01
3,0.9,"RESID",-1.7596234677194,0.893186956804836,0.131268249690598,"Converged",FALSE,25,25,25,25,0.99,0.01
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,9,41,1,49,0.99,0.01
3,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,53,10,27,10,0.99,0.01
4,0.9,"SRS",-1.93469219135751,1.17526765794086,0.113290520198505,"Converged",FALSE,6,62,4,28,0.99,0.01
4,0.9,"CC",-1.94970786376068,1.28247776722587,0.113803185264814,"Converged",FALSE,6,62,4,28,0.99,0.01
4,0.9,"BCC",-2.10850046370225,1.65066987135173,0.112885969750212,"Converged",FALSE,4,46,4,46,0.99,0.01
4,0.9,"RESID",-1.8960917065827,1.08567034474525,0.113022330254009,"Converged",FALSE,25,25,25,25,0.99,0.01
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,12,38,0,50,0.99,0.01
4,0.9,"OPTMLE",-1.97569135215662,1.22514362715141,0.113433112238815,"Converged",FALSE,49,10,31,10,0.99,0.01
5,0.9,"SRS",-1.70024460607873,1.06492850987479,0.103836608869741,"Converged",FALSE,8,61,3,28,0.99,0.01
5,0.9,"CC",-1.85232810713657,1.68494655510749,0.103258119971068,"Converged",FALSE,8,61,3,28,0.99,0.01
5,0.9,"BCC",-1.66791263415237,0.979776313416573,0.103690961344188,"Converged",FALSE,3,47,5,45,0.99,0.01
5,0.9,"RESID",-1.77768604499246,1.35388545821628,0.104697861165484,"Converged",FALSE,25,25,25,25,0.99,0.01
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,8,42,0,50,0.99,0.01
5,0.9,"OPTMLE",-1.81513562973795,1.44877907893274,0.103967043753429,"Converged",FALSE,42,15,28,15,0.99,0.01
6,0.9,"SRS",-2.10053775538808,2.35856473922997,0.110863528137075,"Converged",FALSE,5,60,7,28,0.99,0.01
6,0.9,"CC",-2.27751834031271,2.94576515125209,0.111186593913516,"Converged",FALSE,5,60,7,28,0.99,0.01
6,0.9,"BCC",-2.12734356233177,2.48718394708399,0.113265225082204,"Converged",FALSE,4,46,5,45,0.99,0.01
6,0.9,"RESID",-2.0471076908804,2.23102513828104,0.110124518887933,"Converged",FALSE,25,25,25,25,0.99,0.01
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,21,29,0,50,0.99,0.01
6,0.9,"OPTMLE",-1.99376757839253,2.33187269823471,0.111560816604132,"Converged",FALSE,41,10,39,10,0.99,0.01
7,0.9,"SRS",-1.62992110155409,1.21444309870103,0.113902211440138,"Converged",FALSE,1,71,1,27,0.99,0.01
7,0.9,"CC",-1.64025344371467,1.3020120929078,0.114259079138632,"Converged",FALSE,1,71,1,27,0.99,0.01
7,0.9,"BCC",-1.87232728592286,1.92146140824472,0.115454089484372,"Converged",FALSE,1,49,4,46,0.99,0.01
7,0.9,"RESID",-1.66626361713972,1.40570045934953,0.115975681821888,"Converged",FALSE,25,25,25,25,0.99,0.01
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,11,39,0,50,0.99,0.01
7,0.9,"OPTMLE",-1.75825406149441,1.58244486696421,0.114729372420152,"Converged",FALSE,33,15,33,19,0.99,0.01
8,0.9,"SRS",-1.67660892628072,1.72802550106993,0.0623821240579211,"Converged",FALSE,9,63,7,21,0.99,0.01
8,0.9,"CC",-1.83808012646329,2.35661556893625,0.0600389036515458,"Converged",FALSE,9,63,7,21,0.99,0.01
8,0.9,"BCC",-1.46808888840291,1.15266536267112,0.0609356611748116,"Converged",FALSE,0,50,3,47,0.99,0.01
8,0.9,"RESID",-1.67775396400199,1.735760618126,0.0615253120699819,"Converged",FALSE,25,25,25,25,0.99,0.01
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,24,26,0,50,0.99,0.01
8,0.9,"OPTMLE",-1.52967903603708,1.40878454996739,0.0611716711009541,"Converged",FALSE,48,12,26,14,0.99,0.01
9,0.9,"SRS",-1.53231986630307,1.43691585685848,0.0439249153704605,"Converged",FALSE,7,68,3,22,0.99,0.01
9,0.9,"CC",-1.62120134610821,1.64893453142083,0.0454693593010221,"Converged",FALSE,7,68,3,22,0.99,0.01
9,0.9,"BCC",-1.58295075014136,1.56521668745203,0.0457322256805781,"Converged",FALSE,2,48,5,45,0.99,0.01
9,0.9,"RESID",-1.68880098371566,1.72186969657402,0.0451875335357563,"Converged",FALSE,25,25,25,25,0.99,0.01
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,0,50,0.99,0.01
9,0.9,"OPTMLE",NA,NA,NA,"B-spline error",FALSE,46,14,25,15,0.99,0.01
10,0.9,"SRS",-1.82408200454523,1.36964324522267,0.118435126612392,"Converged",FALSE,4,60,7,29,0.99,0.01
10,0.9,"CC",-1.77968001996843,1.19899625953479,0.118893892604401,"Converged",FALSE,4,60,7,29,0.99,0.01
