"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.4208488745021,0.943719994245879,0.0940503744829497,"Converged",FALSE,44,6,35,15,"MLE",0.95,0.05
1,0.25,-1.3838729333671,0.819947235133969,0.0939983444790964,"Converged",FALSE,21,20,21,38,"MLE",0.95,0.05
1,0.5,-1.53898572571135,1.30879509488734,0.0938151991052777,"Converged",FALSE,17,32,15,36,"MLE",0.95,0.05
1,0.75,-1.40866575341708,0.935388964143322,0.0936176337910249,"Converged",FALSE,44,12,32,12,"MLE",0.95,0.05
1,0.9,-1.48626930949907,1.12865238999608,0.0941529357068701,"Converged",FALSE,31,14,12,43,"MLE",0.95,0.05
2,0.1,-2.02148838142222,1.97684490579166,0.113210446821703,"Converged",FALSE,49,7,31,13,"MLE",0.95,0.05
2,0.25,-1.97795390412664,1.87299740453799,0.114233338893378,"Converged",FALSE,44,7,28,21,"MLE",0.95,0.05
2,0.5,-1.9772023160356,1.72488643303188,0.114735152913438,"Converged",FALSE,33,12,17,38,"MLE",0.95,0.05
2,0.75,-1.9493793578848,1.59152709579684,0.115872146075834,"Converged",FALSE,42,12,31,15,"MLE",0.95,0.05
2,0.9,-2.06827120460976,1.9876553670665,0.114958321411697,"Converged",FALSE,34,15,17,34,"MLE",0.95,0.05
3,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.95,0.05
3,0.25,-1.61087339003223,0.969268252735167,0.104431061281037,"Converged",FALSE,24,21,20,35,"MLE",0.95,0.05
3,0.5,-1.75036535134954,1.36936117124194,0.104813477637284,"Converged",FALSE,18,27,17,38,"MLE",0.95,0.05
3,0.75,-1.75457865211863,1.48791736347517,0.104142509325737,"Converged",FALSE,48,12,27,13,"MLE",0.95,0.05
3,0.9,-1.91112123341195,1.82351979066356,0.10597804860736,"Converged",FALSE,40,14,31,15,"MLE",0.95,0.05
4,0.1,-1.48477023890204,-0.143610893627494,0.120487568598702,"Converged",FALSE,21,34,26,19,"MLE",0.95,0.05
4,0.25,-1.51841069883212,-0.0376097496070992,0.120672062303504,"Converged",FALSE,22,33,23,22,"MLE",0.95,0.05
4,0.5,-1.25474839273859,-0.834060318022844,0.120217812009444,"Converged",FALSE,16,40,17,27,"MLE",0.95,0.05
4,0.75,-1.56586698257137,0.105082517314636,0.120797973367088,"Converged",FALSE,30,12,46,12,"MLE",0.95,0.05
4,0.9,-1.37688629524842,-0.471337447591606,0.120275218656868,"Converged",FALSE,7,43,15,35,"MLE",0.95,0.05
5,0.1,-2.01033287704567,2.02305608563856,0.106615946885901,"Converged",FALSE,44,5,39,12,"MLE",0.95,0.05
5,0.25,-2.31409493351366,2.98084014381583,0.108318564277062,"Converged",FALSE,37,10,19,34,"MLE",0.95,0.05
5,0.5,-1.94804794874392,1.78000586533997,0.105396400881479,"Converged",FALSE,17,23,15,45,"MLE",0.95,0.05
5,0.75,-2.11012923288602,2.3098586070888,0.10570951995074,"Converged",FALSE,45,12,13,30,"MLE",0.95,0.05
5,0.9,-2.19968727601813,2.45173071361474,0.10726977866282,"Converged",FALSE,20,20,7,53,"MLE",0.95,0.05
6,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.95,0.05
6,0.25,-2.04373842920562,0.621137640772924,0.16168776162442,"Converged",FALSE,20,26,17,37,"MLE",0.95,0.05
6,0.5,-1.83658943401824,-0.00924090001376372,0.161113514524104,"Converged",FALSE,16,31,18,35,"MLE",0.95,0.05
6,0.75,-1.63294365840666,-0.618592985636929,0.160747971310014,"Converged",FALSE,38,12,38,12,"MLE",0.95,0.05
6,0.9,-1.57172888891701,-0.824564498672532,0.160145670310275,"Converged",FALSE,21,27,37,15,"MLE",0.95,0.05
7,0.1,-1.69366157172119,1.03152325103719,0.115231679960503,"Converged",FALSE,70,5,21,4,"CC",0.95,0.05
7,0.25,-1.58360889077786,0.649424004705051,0.115175118618392,"Converged",FALSE,24,22,18,36,"MLE",0.95,0.05
7,0.5,-1.87003241748198,1.52503577003033,0.114886468260093,"Converged",FALSE,29,18,20,33,"MLE",0.95,0.05
7,0.75,-1.77220006050887,1.22665020578332,0.115372973894714,"Converged",FALSE,42,12,19,27,"MLE",0.95,0.05
7,0.9,-1.65251902350559,0.839215755467108,0.115265576487097,"Converged",FALSE,15,32,8,45,"MLE",0.95,0.05
8,0.1,-0.862912479767061,-0.360250641355833,0.0609882117556374,"Converged",FALSE,19,30,21,30,"MLE",0.95,0.05
8,0.25,-0.812167993899503,-0.512096193092743,0.0608336621602022,"Converged",FALSE,17,33,25,25,"MLE",0.95,0.05
8,0.5,-0.910836623345474,-0.197240022712072,0.0612560476301917,"Converged",FALSE,25,23,42,10,"MLE",0.95,0.05
8,0.75,-0.797559840067072,-0.550988673274699,0.0614448218352771,"Converged",FALSE,32,12,44,12,"MLE",0.95,0.05
8,0.9,-0.968080396714582,-0.01136692730551,0.0612111856002589,"Converged",FALSE,31,14,42,13,"MLE",0.95,0.05
9,0.1,-1.51892040118113,0.650163048368583,0.113154962037311,"Converged",FALSE,63,2,30,5,"MLE",0.95,0.05
9,0.25,-1.62743968681007,1.00025967943071,0.113086749332935,"Converged",FALSE,22,27,19,32,"MLE",0.95,0.05
9,0.5,-1.59492225081862,0.85914563094867,0.112753148815678,"Converged",FALSE,29,18,15,38,"MLE",0.95,0.05
9,0.75,NA,NA,NA,"MAX_ITER reached",FALSE,47,12,29,12,"MLE",0.95,0.05
9,0.9,-1.5869126151655,0.906632964244218,0.112594907052931,"Converged",FALSE,41,13,27,19,"MLE",0.95,0.05
10,0.1,-1.87133984962311,1.7875904902073,0.100109596731086,"Converged",FALSE,22,23,19,36,"MLE",0.95,0.05
10,0.25,-1.66663676991648,1.12070973623373,0.0983912054410767,"Converged",FALSE,38,8,38,16,"MLE",0.95,0.05
10,0.5,-1.64484890023655,1.07396279866611,0.0985405626068751,"Converged",FALSE,14,31,13,42,"MLE",0.95,0.05
10,0.75,-1.7661191386538,1.41344485839059,0.0994909030129543,"Converged",FALSE,39,12,28,21,"MLE",0.95,0.05
10,0.9,-1.69365923976701,1.22107236221106,0.0990221125738893,"Converged",FALSE,36,16,22,26,"MLE",0.95,0.05
11,0.1,-2.06173294301418,1.97859066480356,0.105367919245182,"Converged",FALSE,24,20,22,34,"MLE",0.95,0.05
11,0.25,-2.01746273517864,1.91637647671603,0.106119773345133,"Converged",FALSE,35,8,20,37,"MLE",0.95,0.05
11,0.5,-2.14185376195895,2.2611950881312,0.106212318329939,"Converged",FALSE,32,8,16,44,"MLE",0.95,0.05
11,0.75,-2.04326420416487,1.86926546034914,0.105838765691647,"Converged",FALSE,41,12,22,25,"MLE",0.95,0.05
11,0.9,-1.99950354120795,1.76209247708754,0.106195324962916,"Converged",FALSE,39,15,27,19,"MLE",0.95,0.05
12,0.1,-2.10514392239959,2.60895711858041,0.0972565290886061,"Converged",FALSE,23,17,22,38,"MLE",0.95,0.05
12,0.25,-1.66450505859398,1.05581492873592,0.0958413230442676,"Converged",FALSE,20,24,20,36,"MLE",0.95,0.05
12,0.5,-1.84234106377032,1.62822821298883,0.0962123486537214,"Converged",FALSE,41,7,28,24,"MLE",0.95,0.05
12,0.75,-1.94343159800759,2.01122814128491,0.0959401388096708,"Converged",FALSE,25,22,13,40,"MLE",0.95,0.05
12,0.9,-2.00929682358196,2.11373811238695,0.0959834005782811,"Converged",FALSE,38,14,30,18,"MLE",0.95,0.05
13,0.1,-2.44354697928143,3.17206247708086,0.112577966574966,"Converged",FALSE,47,2,46,5,"MLE",0.95,0.05
13,0.25,-2.52236580171618,3.34658012487752,0.114575639045456,"Converged",FALSE,35,9,19,37,"MLE",0.95,0.05
13,0.5,-2.84080944573007,4.34747778294549,0.117221460443911,"Converged",FALSE,20,21,17,42,"MLE",0.95,0.05
13,0.75,-2.3680025516208,2.73918993777188,0.113947824937798,"Converged",FALSE,52,12,18,18,"MLE",0.95,0.05
13,0.9,-2.67448276983376,3.5591296876769,0.113795161549205,"Converged",FALSE,40,14,9,37,"MLE",0.95,0.05
14,0.1,-1.56441867017526,-0.574897701924434,0.143336345740162,"Converged",FALSE,26,24,23,27,"MLE",0.95,0.05
14,0.25,-1.73105760649063,-0.0300591027849494,0.142857565290145,"Converged",FALSE,42,4,41,13,"MLE",0.95,0.05
14,0.5,-1.75558283838876,0.0469021245157837,0.142808147144524,"Converged",FALSE,20,27,17,36,"MLE",0.95,0.05
14,0.75,-1.89601004721148,0.499237440218441,0.142907606657138,"Converged",FALSE,38,12,38,12,"MLE",0.95,0.05
14,0.9,-1.87239048472244,0.418286880313828,0.142825885619809,"Converged",FALSE,39,14,33,14,"MLE",0.95,0.05
15,0.1,-1.46948924552689,1.54753907337888,0.0846988781062717,"Converged",FALSE,46,2,40,12,"MLE",0.95,0.05
15,0.25,NA,NA,NA,"B-spline error",FALSE,20,26,20,34,"MLE",0.95,0.05
