"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.45877023795695,-0.172337321220025,0.127300415021818,"Converged",FALSE,19,32,18,31,"MLE",0.8,0.2
1,0.25,-1.43795130704962,-0.236449961985596,0.127789266461528,"Converged",FALSE,20,35,19,26,"MLE",0.8,0.2
1,0.5,-2.72030868387513,3.72369512620023,0.134168377133518,"Converged",FALSE,39,10,41,10,"MLE",0.8,0.2
1,0.75,NA,NA,NA,"B-spline error",FALSE,39,12,37,12,"MLE",0.8,0.2
1,0.9,-1.82612119676243,1.0063292077926,0.12903934661719,"Converged",FALSE,28,22,34,16,"MLE",0.8,0.2
2,0.1,NA,NA,NA,"B-spline error",FALSE,48,3,42,7,"MLE",0.8,0.2
2,0.25,-1.2038764311019,-1.01506807639278,0.126166904909829,"Converged",FALSE,17,31,17,35,"MLE",0.8,0.2
2,0.5,-1.60254375193998,0.250545759749361,0.126930823077446,"Converged",FALSE,16,25,15,44,"MLE",0.8,0.2
2,0.75,-1.81341715458706,0.907668191446098,0.12715342731858,"Converged",FALSE,20,30,13,37,"MLE",0.8,0.2
2,0.9,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.8,0.2
3,0.1,-0.673884456579476,-0.990326720200026,0.0708079208170306,"Converged",FALSE,20,28,20,32,"MLE",0.8,0.2
3,0.25,-0.732384046371824,-0.755309558031608,0.0703778301218392,"Converged",FALSE,15,38,15,32,"MLE",0.8,0.2
3,0.5,-0.525851380191161,-1.49010711083987,0.072628008675248,"Converged",FALSE,15,37,15,33,"MLE",0.8,0.2
3,0.75,-0.73807598648077,-0.733925455015135,0.0701341678266781,"Converged",FALSE,27,13,48,12,"MLE",0.8,0.2
3,0.9,-1.2848399671288,1.08797917844804,0.0698815471625605,"Converged",FALSE,41,15,27,17,"MLE",0.8,0.2
4,0.1,-0.979182844309975,-0.683559961337386,0.0962747264827814,"Converged",FALSE,45,3,48,4,"MLE",0.8,0.2
4,0.25,-0.697212267628594,-1.68685058133436,0.095562179945081,"Converged",FALSE,16,40,22,22,"MLE",0.8,0.2
4,0.5,-1.19770832923746,-0.0144621434876209,0.0961757326599206,"Converged",FALSE,16,34,15,35,"MLE",0.8,0.2
4,0.75,-0.724363074072717,-1.57015299941215,0.0957453290570776,"Converged",FALSE,31,14,43,12,"MLE",0.8,0.2
4,0.9,-1.37827759242743,0.561211427719337,0.0962774891710382,"Converged",FALSE,13,38,9,40,"MLE",0.8,0.2
5,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.8,0.2
5,0.25,-0.843539551675197,-1.12558201667513,0.0827687551710124,"Converged",FALSE,17,36,21,26,"MLE",0.8,0.2
