"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.69289442951001,1.56011014593413,0.0989478943166958,"Converged",FALSE,20,27,23,30,"MLE",0.99,0.01
1,0.25,-1.42660371446053,0.742652659773116,0.097710847649356,"Converged",FALSE,40,9,42,9,"MLE",0.99,0.01
1,0.5,-1.38919951663546,0.632997539206043,0.097154175787111,"Converged",FALSE,16,25,19,40,"MLE",0.99,0.01
1,0.75,-1.48730004585956,0.887560341906849,0.0978842809558671,"Converged",FALSE,38,12,31,19,"MLE",0.99,0.01
1,0.9,-1.43818396180789,0.788381852970211,0.0977804660680033,"Converged",FALSE,41,15,29,15,"MLE",0.99,0.01
2,0.1,-1.49793174678293,0.49296814338718,0.109068173598801,"Converged",FALSE,58,3,33,6,"CC",0.99,0.01
2,0.25,-1.64348298520173,0.974548427132145,0.108916500935566,"Converged",FALSE,43,6,35,16,"MLE",0.99,0.01
2,0.5,-1.38227604980982,0.121955277050172,0.108695364914509,"Converged",FALSE,15,34,17,34,"MLE",0.99,0.01
2,0.75,-1.54176879089089,0.627891822052429,0.109098159910326,"Converged",FALSE,41,12,35,12,"MLE",0.99,0.01
2,0.9,-1.42274448768484,0.252683453526973,0.108896323485081,"Converged",FALSE,35,16,28,21,"MLE",0.99,0.01
3,0.1,-0.859212922911284,-0.74919007074689,0.0883980627269503,"Converged",FALSE,20,31,18,31,"MLE",0.99,0.01
3,0.25,-0.937800731325809,-0.471686124994588,0.0883486223458382,"Converged",FALSE,18,41,18,23,"MLE",0.99,0.01
3,0.5,-0.926000649606033,-0.483173846619455,0.0881412398887648,"Converged",FALSE,16,40,16,28,"MLE",0.99,0.01
3,0.75,-1.07884664956963,0.0121162592516423,0.0878245700749661,"Converged",FALSE,32,12,44,12,"MLE",0.99,0.01
3,0.9,-1.03890565062796,-0.115493658650531,0.0878587468181592,"Converged",FALSE,12,36,11,41,"MLE",0.99,0.01
4,0.1,-1.84957331204533,1.85470984016588,0.0950935423890262,"Converged",FALSE,21,16,25,38,"MLE",0.99,0.01
4,0.25,-1.65508680249795,1.33282044201646,0.0941841003869672,"Converged",FALSE,26,20,18,36,"MLE",0.99,0.01
4,0.5,-1.71798493752205,1.47459423360172,0.0950354322148028,"Converged",FALSE,21,13,17,49,"MLE",0.99,0.01
4,0.75,-1.69281526990425,1.43818374062689,0.0947627990239497,"Converged",FALSE,50,12,24,14,"MLE",0.99,0.01
4,0.9,-1.81164754936915,1.68967481108813,0.0955765330605839,"Converged",FALSE,40,14,24,22,"MLE",0.99,0.01
5,0.1,-1.41698313358204,1.19259559601824,0.0708682558012982,"Converged",FALSE,55,3,38,4,"CC",0.99,0.01
5,0.25,-1.41929409874727,1.2937158775946,0.0711038678995782,"Converged",FALSE,44,3,45,8,"MLE",0.99,0.01
5,0.5,-1.53308858233832,1.51985250868345,0.071258438051612,"Converged",FALSE,19,11,18,52,"MLE",0.99,0.01
