"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-2.76781318577199,3.51570002756353,0.134754036522695,"Converged",FALSE,44,9,22,25,"MLE",0.99,0.01
1,0.25,-2.51870842212022,2.74125364198647,0.132234722098794,"Converged",FALSE,42,6,29,23,"MLE",0.99,0.01
1,0.5,-2.41267616003703,2.54738434631886,0.131136717521296,"Converged",FALSE,51,12,22,15,"MLE",0.99,0.01
1,0.75,-2.58088019559633,2.99954964090866,0.132825712036899,"Converged",FALSE,40,18,26,16,"CC",0.99,0.01
1,0.9,-2.43985396792425,2.505180412822,0.129828165757365,"Converged",FALSE,30,23,25,22,"CC",0.99,0.01
2,0.1,-1.7603723201205,1.60624721221478,0.0807055268382807,"Converged",FALSE,44,4,40,12,"MLE",0.99,0.01
2,0.25,-1.76212632703726,1.65065453793089,0.0810768734232089,"Converged",FALSE,32,16,20,32,"MLE",0.99,0.01
2,0.5,-1.78088257036404,1.62790835451372,0.0814759672882833,"Converged",FALSE,50,12,19,19,"MLE",0.99,0.01
2,0.75,NA,NA,NA,"B-spline error",FALSE,51,17,14,18,"MLE",0.99,0.01
2,0.9,-1.74642377628495,1.45783957391616,0.0806280667476183,"Converged",FALSE,49,23,6,22,"MLE",0.99,0.01
3,0.1,-1.99739893007365,2.13196173110673,0.0939386610789604,"Converged",FALSE,30,18,22,30,"MLE",0.99,0.01
3,0.25,-1.8691922299507,1.67477660974108,0.0929562227034598,"Converged",FALSE,22,24,20,34,"MLE",0.99,0.01
3,0.5,-2.01371363218755,2.09930869148888,0.0934644070423974,"Converged",FALSE,39,12,29,20,"MLE",0.99,0.01
3,0.75,-2.06650465218906,2.27311992144689,0.0942386436088355,"Converged",FALSE,40,22,18,20,"MLE",0.99,0.01
3,0.9,-1.99714259760842,2.04819207624271,0.0934856280575441,"Converged",FALSE,28,24,26,22,"MLE",0.99,0.01
4,0.1,-2.71833564457542,3.34061613437167,0.146151519394274,"Converged",FALSE,20,21,19,40,"MLE",0.99,0.01
4,0.25,-2.75024251641786,3.4322818857471,0.144599828725393,"Converged",FALSE,21,20,21,38,"MLE",0.99,0.01
4,0.5,-2.80262933927772,3.62319363242223,0.146500553847573,"Converged",FALSE,48,12,15,25,"MLE",0.99,0.01
4,0.75,-2.66978660357946,3.18927446248013,0.142723287660459,"Converged",FALSE,33,18,7,42,"MLE",0.99,0.01
4,0.9,-2.7890546373872,3.51224520355236,0.144985786403721,"Converged",FALSE,44,29,9,18,"MLE",0.99,0.01
5,0.1,-2.38103676472197,2.57810506690045,0.149072223287923,"Converged",FALSE,45,4,23,28,"MLE",0.99,0.01
5,0.25,-2.40845206073532,2.76053080587929,0.14779731966084,"Converged",FALSE,44,7,20,29,"MLE",0.99,0.01
5,0.5,-2.3418449744258,2.52730616477965,0.148554859985105,"Converged",FALSE,44,12,24,20,"MLE",0.99,0.01
5,0.75,-2.72183990865955,3.48395727052979,0.153595910623045,"Converged",FALSE,39,20,17,24,"MLE",0.99,0.01
5,0.9,-2.61636766521196,3.34917434507377,0.146547725882082,"Converged",FALSE,2,73,3,22,"CC",0.99,0.01
6,0.1,-1.95098544854543,2.09521184804565,0.0791084556996011,"Converged",FALSE,21,25,19,35,"MLE",0.99,0.01
6,0.25,-1.99318061053798,2.20628091849123,0.0794000872098712,"Converged",FALSE,22,21,19,38,"MLE",0.99,0.01
6,0.5,NA,NA,NA,"MAX_ITER reached",FALSE,34,12,42,12,"CC",0.99,0.01
6,0.75,-1.60025314722902,1.00670694823221,0.0757915762944124,"Converged",FALSE,40,21,18,21,"MLE",0.99,0.01
6,0.9,-1.77975890784335,1.54052223088456,0.0762642471671782,"Converged",FALSE,33,22,22,23,"CC",0.99,0.01
7,0.1,-1.75852994343655,1.39170429071322,0.110939035787121,"Converged",FALSE,47,1,38,14,"MLE",0.99,0.01
7,0.25,-1.70509183933784,1.26887231871359,0.110468604578962,"Converged",FALSE,47,4,36,13,"MLE",0.99,0.01
7,0.5,-1.75052482632131,1.42282412004861,0.110885450047196,"Converged",FALSE,42,12,27,19,"MLE",0.99,0.01
7,0.75,-1.65028853767584,1.14807228243045,0.109698265793387,"Converged",FALSE,31,19,28,22,"MLE",0.99,0.01
7,0.9,-1.78542353153099,1.47227718351886,0.111010109477575,"Converged",FALSE,24,25,27,24,"MLE",0.99,0.01
8,0.1,-1.95081334376284,1.35784153241437,0.139707333908287,"Converged",FALSE,31,16,22,31,"MLE",0.99,0.01
8,0.25,-1.98083103052817,1.36224805300764,0.139424779459586,"Converged",FALSE,17,19,17,47,"MLE",0.99,0.01
8,0.5,-1.90504731178709,1.17215934141926,0.139572801023151,"Converged",FALSE,41,12,35,12,"MLE",0.99,0.01
8,0.75,-1.92380918432097,1.14418979521546,0.139556659204217,"Converged",FALSE,29,21,30,20,"CC",0.99,0.01
8,0.9,-1.98160097972621,1.28686394476134,0.138617237494211,"Converged",FALSE,31,22,1,46,"CC",0.99,0.01
9,0.1,-1.65506630289189,1.49706776430558,0.0769266592048234,"Converged",FALSE,22,18,24,36,"MLE",0.99,0.01
9,0.25,-1.56765721655513,1.18067634903333,0.0756373486743348,"Converged",FALSE,21,22,19,38,"MLE",0.99,0.01
9,0.5,NA,NA,NA,"B-spline error",FALSE,41,12,35,12,"MLE",0.99,0.01
9,0.75,-1.5615081369964,1.13282401871064,0.0761954784326955,"Converged",FALSE,28,19,35,18,"MLE",0.99,0.01
9,0.9,-1.58139112133637,1.21255455399984,0.0755588790894138,"Converged",FALSE,32,22,22,24,"MLE",0.99,0.01
10,0.1,-2.01793181796494,2.51573117524709,0.0810269500100904,"Converged",FALSE,49,3,31,17,"MLE",0.99,0.01
10,0.25,-1.84132220329023,1.93123340122746,0.0801856014268473,"Converged",FALSE,43,8,22,27,"MLE",0.99,0.01
10,0.5,-2.17258596088619,3.04952998459744,0.0806083007861845,"Converged",FALSE,49,12,23,16,"MLE",0.99,0.01
10,0.75,-1.95292623973389,2.23328167625353,0.0811539498178104,"Converged",FALSE,42,19,18,21,"MLE",0.99,0.01
10,0.9,-1.95671438770948,2.25026729322285,0.0805903334735265,"Converged",FALSE,30,23,23,24,"CC",0.99,0.01
11,0.1,-1.75514179580616,1.61188888841686,0.0781826272197514,"Converged",FALSE,42,5,33,20,"MLE",0.99,0.01
11,0.25,-1.92608256594052,2.19337178851315,0.0804089443434379,"Converged",FALSE,19,16,21,44,"MLE",0.99,0.01
11,0.5,-1.83491453095178,1.93502435648907,0.0799467275264292,"Converged",FALSE,40,12,27,21,"MLE",0.99,0.01
11,0.75,NA,NA,NA,"B-spline error",FALSE,35,20,28,17,"MLE",0.99,0.01
11,0.9,-1.86330143295062,1.95354860376742,0.0796303171071517,"Converged",FALSE,53,22,5,20,"CC",0.99,0.01
12,0.1,-1.90855650993149,1.24575481726494,0.130192034416154,"Converged",FALSE,52,3,42,3,"MLE",0.99,0.01
12,0.25,-1.87480637194118,1.18206254330384,0.129519294001496,"Converged",FALSE,17,29,20,34,"MLE",0.99,0.01
12,0.5,-2.17350806193701,2.0486756932123,0.132742997016689,"Converged",FALSE,44,12,32,12,"MLE",0.99,0.01
12,0.75,-1.96419086616659,1.45229999545956,0.129048589967775,"Converged",FALSE,37,22,21,20,"MLE",0.99,0.01
12,0.9,-2.08299940736359,1.74125629275123,0.131418736403389,"Converged",FALSE,1,24,24,51,"CC",0.99,0.01
13,0.1,-1.57936992429729,1.10923185136662,0.110430809911831,"Converged",FALSE,48,3,45,4,"MLE",0.99,0.01
13,0.25,-1.51462536078509,0.923484220884417,0.110965237863897,"Converged",FALSE,20,29,20,31,"MLE",0.99,0.01
13,0.5,-1.4498702865906,0.654920188751714,0.110138550588547,"Converged",FALSE,26,20,13,41,"MLE",0.99,0.01
13,0.75,-1.58901662115623,1.19505599690542,0.111243323184891,"Converged",FALSE,39,21,19,21,"MLE",0.99,0.01
13,0.9,-1.59610697723938,1.15275749306366,0.110793518771296,"Converged",FALSE,31,20,26,23,"MLE",0.99,0.01
14,0.1,-2.03024732120858,2.04763226283699,0.11195819961565,"Converged",FALSE,45,3,29,23,"MLE",0.99,0.01
14,0.25,-2.21330813403342,2.70490989787683,0.110410052716758,"Converged",FALSE,34,12,21,33,"MLE",0.99,0.01
14,0.5,-1.90024315494567,1.55689323780667,0.113988072304904,"Converged",FALSE,35,13,13,39,"MLE",0.99,0.01
14,0.75,-1.87353679843397,1.56550279961638,0.112017445099269,"Converged",FALSE,34,23,21,22,"MLE",0.99,0.01
14,0.9,-2.00547677660395,1.98101156217942,0.112297201751444,"Converged",FALSE,0,30,13,57,"CC",0.99,0.01
15,0.1,-2.16140276634111,1.83030211143186,0.127017359396478,"Converged",FALSE,22,23,22,33,"MLE",0.99,0.01
15,0.25,-2.44930521679572,2.50658717928858,0.128668099464278,"Converged",FALSE,20,19,20,41,"MLE",0.99,0.01
15,0.5,-2.10126218977407,1.57066085510381,0.126146110872823,"Converged",FALSE,43,12,28,17,"MLE",0.99,0.01
15,0.75,-2.0763999201451,1.44669613546954,0.125953604366024,"Converged",FALSE,27,19,9,45,"MLE",0.99,0.01
15,0.9,-2.22259073583389,1.96932380696715,0.127798623331663,"Converged",FALSE,0,26,17,57,"CC",0.99,0.01
16,0.1,-1.36777469949441,-0.233678794410408,0.103517252233077,"Converged",FALSE,40,9,45,6,"MLE",0.99,0.01
16,0.25,-1.32063202225607,-0.412323659547412,0.103353148663967,"Converged",FALSE,37,10,47,6,"MLE",0.99,0.01
16,0.5,NA,NA,NA,"B-spline error",FALSE,39,12,33,16,"MLE",0.99,0.01
16,0.75,-1.3996357036825,-0.140475104700222,0.103598723456578,"Converged",FALSE,30,20,33,17,"MLE",0.99,0.01
16,0.9,-1.37465049533497,-0.21386020433836,0.103618156518573,"Converged",FALSE,40,23,3,34,"CC",0.99,0.01
17,0.1,-1.92405377116445,1.76143767325692,0.0923202067155913,"Converged",FALSE,49,1,37,13,"MLE",0.99,0.01
17,0.25,-2.12806577250372,2.26511427942964,0.0936084413888943,"Converged",FALSE,43,5,31,21,"MLE",0.99,0.01
17,0.5,-2.01600464300852,1.98171541492476,0.0938568512145397,"Converged",FALSE,42,12,24,22,"MLE",0.99,0.01
17,0.75,-1.9069061591329,1.57997216227842,0.090961882378278,"Converged",FALSE,27,19,33,21,"MLE",0.99,0.01
17,0.9,-2.10465375088808,2.24332777501302,0.0897493021503848,"Converged",FALSE,15,25,25,35,"CC",0.99,0.01
18,0.1,-1.86403293997071,1.77463312122584,0.0538519154401083,"Converged",FALSE,44,5,43,8,"MLE",0.99,0.01
18,0.25,-2.04670230349744,2.25180106117401,0.0551630509339123,"Converged",FALSE,18,25,17,40,"MLE",0.99,0.01
18,0.5,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
18,0.75,-1.82641988812445,1.66010530944365,0.053642819795176,"Converged",FALSE,36,19,8,37,"MLE",0.99,0.01
18,0.9,-2.04748058974388,2.43241613413257,0.0532545912200821,"Converged",FALSE,26,24,26,24,"MLE",0.99,0.01
19,0.1,-2.45742357483188,3.16557796687938,0.0968618290361674,"Converged",FALSE,19,26,19,36,"MLE",0.99,0.01
19,0.25,-2.40154682321101,3.11913338205057,0.0955812387703703,"Converged",FALSE,25,19,21,35,"MLE",0.99,0.01
19,0.5,-2.26471770791382,2.54319650889644,0.0974399674899347,"Converged",FALSE,48,12,21,19,"MLE",0.99,0.01
19,0.75,NA,NA,NA,"B-spline error",FALSE,47,20,12,21,"MLE",0.99,0.01
19,0.9,-2.35006483139018,2.71799805670953,0.0983270172118032,"Converged",FALSE,5,70,1,24,"CC",0.99,0.01
20,0.1,-1.98560962140086,2.35321910969217,0.0938500372767064,"Converged",FALSE,52,4,40,4,"MLE",0.99,0.01
20,0.25,-2.14523844544489,2.80298522184206,0.0958340217124591,"Converged",FALSE,31,13,19,37,"MLE",0.99,0.01
20,0.5,-1.965694846288,2.31928598365791,0.0935075609885632,"Converged",FALSE,50,12,26,12,"MLE",0.99,0.01
20,0.75,-2.22961664323693,3.03124099202254,0.0934854032686078,"Converged",FALSE,44,21,13,22,"MLE",0.99,0.01
20,0.9,-2.51174182579665,3.79744844740881,0.0961168053761364,"Converged",FALSE,37,22,17,24,"CC",0.99,0.01
21,0.1,-2.16796429033305,2.53099446965269,0.129899685430377,"Converged",FALSE,65,3,29,3,"CC",0.99,0.01
21,0.25,-1.96206586936495,1.74390267482167,0.12799574470482,"Converged",FALSE,26,17,17,40,"MLE",0.99,0.01
21,0.5,-1.9886626884864,1.87725894469956,0.128643429873,"Converged",FALSE,40,12,30,18,"MLE",0.99,0.01
