"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.6849517631966,0.741122248159166,0.1164201032432,"Converged",FALSE,43,4,47,6,"MLE",0.95,0.05
1,0.25,-1.66762124659502,0.66725982970164,0.116849114321461,"Converged",FALSE,19,25,20,36,"MLE",0.95,0.05
1,0.5,-1.7433521245412,0.93222202666465,0.117463173459998,"Converged",FALSE,36,12,29,23,"MLE",0.95,0.05
1,0.75,-1.77020409018504,0.994808218529275,0.119104234790041,"Converged",FALSE,36,21,23,20,"MLE",0.95,0.05
1,0.9,-1.69220584392264,0.755902739968485,0.117870528415368,"Converged",FALSE,27,25,25,23,"MLE",0.95,0.05
2,0.1,-1.64009429205413,0.783338166077037,0.135859729119267,"Converged",FALSE,48,3,47,2,"MLE",0.95,0.05
2,0.25,-1.77833551847583,1.29182215696893,0.135741781593776,"Converged",FALSE,21,24,22,33,"MLE",0.95,0.05
2,0.5,-1.90467846779863,1.66832442178991,0.135851030293895,"Converged",FALSE,22,25,13,40,"MLE",0.95,0.05
2,0.75,-1.48865698351838,0.326383769445539,0.135746069553432,"Converged",FALSE,32,21,28,19,"MLE",0.95,0.05
2,0.9,-1.69296679154179,0.940465490259075,0.135319572533672,"Converged",FALSE,38,23,18,21,"MLE",0.95,0.05
3,0.1,-2.19936604203557,2.26558473424237,0.1327265389943,"Converged",FALSE,50,4,44,2,"MLE",0.95,0.05
3,0.25,-2.3546672250711,2.58659064292064,0.133307815840467,"Converged",FALSE,23,18,22,37,"MLE",0.95,0.05
3,0.5,-3.10407137985095,4.76800417536402,0.134093254391667,"Converged",FALSE,40,12,23,25,"MLE",0.95,0.05
3,0.75,-2.12685681007176,2.00606891384871,0.134451997435626,"Converged",FALSE,50,25,10,15,"CC",0.95,0.05
3,0.9,-2.47606563178187,2.88337665971694,0.136096479388666,"Converged",FALSE,37,23,18,22,"MLE",0.95,0.05
4,0.1,-1.7655880946062,1.19290411474492,0.078149176540128,"Converged",FALSE,22,25,23,30,"MLE",0.95,0.05
4,0.25,-2.08424155398533,2.21463463516148,0.0784796557597216,"Converged",FALSE,19,24,20,37,"MLE",0.95,0.05
4,0.5,-1.84352641935213,1.52642777617014,0.0769280433880779,"Converged",FALSE,46,12,28,14,"MLE",0.95,0.05
4,0.75,-1.81157341280483,1.33015118803952,0.0789388646741966,"Converged",FALSE,34,23,22,21,"CC",0.95,0.05
4,0.9,-1.61803903761219,0.736444828981431,0.0770507245031429,"Converged",FALSE,35,22,21,22,"MLE",0.95,0.05
5,0.1,-2.40735703872395,3.9206574730406,0.0637400730826606,"Converged",FALSE,28,23,21,28,"MLE",0.95,0.05
5,0.25,-2.34970995599069,3.70355433837441,0.0672236028267262,"Converged",FALSE,23,17,18,42,"MLE",0.95,0.05
5,0.5,-2.24838717311443,3.33712152702807,0.0637764499217185,"Converged",FALSE,45,12,13,30,"MLE",0.95,0.05
5,0.75,-2.28096067319017,3.13208283109096,0.0660604018525345,"Converged",FALSE,41,22,16,21,"MLE",0.95,0.05
5,0.9,-2.18333360777362,2.9511810449381,0.0652843613132971,"Converged",FALSE,42,33,3,22,"MLE",0.95,0.05
6,0.1,-2.19258875228466,1.88453030563372,0.134795885713296,"Converged",FALSE,23,23,19,35,"MLE",0.95,0.05
6,0.25,-2.26676079987168,2.21866478354217,0.136565329202501,"Converged",FALSE,21,28,20,31,"MLE",0.95,0.05
6,0.5,-2.20075456078816,1.88296018259733,0.136215871681699,"Converged",FALSE,46,12,25,17,"MLE",0.95,0.05
6,0.75,-2.13382023925896,1.60781510688699,0.135471049532729,"Converged",FALSE,36,21,23,20,"MLE",0.95,0.05
6,0.9,-2.60633389334899,3.1586404717752,0.137430265470062,"Converged",FALSE,1,74,3,22,"CC",0.95,0.05
7,0.1,-1.62773688022684,1.25171987515328,0.0646185791818679,"Converged",FALSE,26,21,21,32,"MLE",0.95,0.05
