"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-1.74151263554327,2.1264252853736,-0.0159535285539826,"Converged",FALSE,-1.66921591945048,2.0419508383531,-0.015958259084812,"Converged",FALSE,-1.55256544905438,1.53863102278417,-0.0157729440914236,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.89348503044675,2.44522185654533,-0.0156396851696497,"Converged",FALSE,0.99,0.01,"optMLE"
2,-1.93652885014799,1.07604585272248,-0.00248973730253858,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
3,-1.29663407446209,1.03187045371229,-0.0166653570962105,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
4,-1.87947660134916,2.23911212895886,-0.0130178559574898,"Converged",FALSE,-2.10382722378405,3.06087835355261,-0.0137409109023667,"Converged",FALSE,-2.13750582048541,3.6137088888192,-0.0160149231764351,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.6845974205371,1.80702628133093,-0.0132497067271765,"Converged",FALSE,0.99,0.01,"optMLE"
5,-0.574756186369201,-0.462827393193653,-0.0210069033947352,"Converged",FALSE,-0.256948478653742,-1.35205374670131,-0.0216884123059057,"Converged",FALSE,-0.272958750637861,-1.49311630377327,-0.020885628301098,"Converged",FALSE,-0.353299871144475,-1.13511001405223,-0.0209074569609993,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
6,-0.827498010668846,-0.156194315917853,-0.0163096086878232,"Converged",FALSE,-0.836820039701661,-0.123010704811194,-0.0162858097652952,"Converged",FALSE,-0.64382840960126,-0.72036747634931,-0.0164413315160553,"Converged",FALSE,-0.879056626975651,0.0127615270561875,-0.016287812127185,"Converged",FALSE,-0.63584282213411,-0.692882463912791,-0.0165171875815763,"Converged",FALSE,0.99,0.01,"optMLE"
7,-0.753046989004356,1.81157993994158,-0.0314366596296197,"Converged",FALSE,-0.412769348702855,0.621999749939215,-0.0307915322873652,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.607299950973299,1.31889640778578,-0.0311997160975067,"Converged",FALSE,0.99,0.01,"optMLE"
8,-1.2323271139439,0.988084197053238,-0.0166507714344883,"Converged",FALSE,-1.12734558095613,0.658728282575717,-0.0166932606935734,"Converged",FALSE,-1.11259140934307,0.582734532559527,-0.0167911126238607,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
9,-0.486608984578695,0.689794442239139,-0.0285117087734835,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.167279286233072,-0.33658815537639,-0.0285407040879759,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.441367125548882,0.51621532640758,-0.028658988817671,"Converged",FALSE,0.99,0.01,"optMLE"
10,-2.2254549310621,2.42084856472526,-0.00700507066622973,"Converged",FALSE,-2.27567177847981,2.55090111649501,-0.00696264992038581,"Converged",FALSE,-2.24412777962146,2.58172129274649,-0.00731452078419338,"Converged",FALSE,-2.29183496388939,2.53199399836454,-0.00720660905870524,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
