"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-1.17781666329314,1.21313059700407,-0.0218441622212334,"Converged",FALSE,-0.578574900835926,-0.817871413272399,-0.0216507741221503,"Converged",FALSE,-0.461011384630031,-1.12367675316408,-0.0216781310294341,"Converged",FALSE,-0.15759256369253,-1.97472095415198,-0.021676856131568,"Converged",FALSE,-1.45411666695482,2.11143985471921,-0.0220807494122153,"Converged",FALSE,0.5,0.5,"optMLE"
2,-2.10053301880867,2.01034518318094,-0.0070364270510312,"Converged",FALSE,-1.58372190380602,0.443796924607347,-0.00734348355230239,"Converged",FALSE,-1.69097056384944,0.717783192170966,-0.00733831490665944,"Converged",FALSE,-0.893034004767078,-1.94384936911497,-0.00642504164685004,"Converged",FALSE,-1.85994042398991,1.33061562610303,-0.00740785206267637,"Converged",FALSE,0.5,0.5,"optMLE"
3,-1.94027489614011,0.658224967997701,-0.000520911175802908,"Converged",FALSE,-1.92015955062335,0.570479260299996,-0.000482980903490886,"Converged",FALSE,-1.47621025560695,-0.995094956468957,-0.000397510187258819,"Converged",FALSE,-1.54263053747356,-0.645628810580228,-0.000315496476640241,"Converged",FALSE,-2.22315453890877,1.62561165179544,-0.000635192137564449,"Converged",FALSE,0.5,0.5,"optMLE"
4,-1.1971023274725,0.326015584027059,-0.013727392020463,"Converged",FALSE,-0.778709292838422,-1.08363436779852,-0.0137020561856386,"Converged",FALSE,-2.57184226137842,4.42406628277159,-0.013262404730563,"Converged",FALSE,-1.74941854555224,2.03434248099663,-0.013960507428558,"Converged",FALSE,-0.230176642259696,-2.76583543456052,-0.0139330406510461,"Converged",FALSE,0.5,0.5,"optMLE"
5,-3.36410240710822,3.50051134701455,0.0104269273148944,"Converged",FALSE,-2.16774391950463,-0.574224465855067,0.0104631216624777,"Converged",FALSE,-2.98062435407784,2.09926253711797,0.00988623116108096,"Converged",FALSE,-3.52963512024903,3.48594302306752,0.0113705206328663,"Converged",FALSE,-3.06556481674615,2.25846685703055,0.010194855213935,"Converged",FALSE,0.5,0.5,"optMLE"
6,-1.11414556463758,-0.469285991812024,-0.00710842352118232,"Converged",FALSE,-1.73788004976393,1.56448063278468,-0.00719303634521149,"Converged",FALSE,-1.46589414522649,0.699875340944168,-0.00744748434892628,"Converged",FALSE,-1.66380250671701,1.3002473793462,-0.00677579253510179,"Converged",FALSE,-1.86761173851252,2.00195449241301,-0.0080095224899967,"Converged",FALSE,0.5,0.5,"optMLE"
7,-1.15464718676459,-2.35953032001697,0.00234015955798072,"Converged",FALSE,-2.85755398093827,3.10185144787948,0.00461784733788771,"Converged",FALSE,-1.62686554595024,-1.01425725149974,0.00391373126403245,"Converged",FALSE,-1.40985707894568,-1.73284860521826,0.00356321473768927,"Converged",FALSE,-2.05621027806481,0.390715302514431,0.00407778935017509,"Converged",FALSE,0.5,0.5,"optMLE"
8,-2.68151019820956,1.6767681932039,0.00832387574495404,"Converged",FALSE,-2.24554674541724,0.230993391401731,0.00860430750610755,"Converged",FALSE,-2.86775035981231,2.26676486449849,0.00863620962574138,"Converged",FALSE,-2.64358535386487,1.45702807339086,0.00880026389440023,"Converged",FALSE,-2.94139274886393,2.35429644958345,0.00920821404158832,"Converged",FALSE,0.5,0.5,"optMLE"
9,-1.7034861272448,0.674636712644065,-0.00496989157082293,"Converged",FALSE,-1.65216049121462,0.419477514792496,-0.00460718635726056,"Converged",FALSE,-1.40560825201091,-0.361897055777446,-0.00453083845576467,"Converged",FALSE,-2.11102348400049,1.84959174018873,-0.00486244966645367,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5,"optMLE"
10,-2.78076747342065,5.94847306369215,-0.0175702497938635,"Converged",FALSE,-1.20699427750688,0.661590713404525,-0.0158530150945088,"Converged",FALSE,-0.586124727405232,-1.44115820876312,-0.0153869958852641,"Converged",FALSE,-1.00211560765703,0.00372336982619896,-0.0160059239672205,"Converged",FALSE,-2.12373278030115,3.65877097892228,-0.0171381897978596,"Converged",FALSE,0.5,0.5,"optMLE"
