"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-1.47438695962889,0.547342683249918,-0.00884707672451584,"Converged",FALSE,-1.52422064120541,0.6849902955646,-0.00864429560719648,"Converged",FALSE,-1.15578935028584,-0.402316228414515,-0.00924166485448912,"Converged",FALSE,-1.51986314286694,0.708181839040038,-0.00897055005055187,"Converged",FALSE,-1.2962527152468,-0.00308001985005632,-0.00904486638383766,"Converged",FALSE,0.95,0.05,"optMLE"
2,-1.30089788178997,0.509643533092967,-0.0121453191324284,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.48476742658897,1.12629369697049,-0.012116705732005,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
3,-1.06816263757676,-0.0135582370586204,-0.0147271986696514,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.38218710770492,0.978853677324079,-0.0147677827321512,"Converged",FALSE,-1.68370915687703,2.1182139045544,-0.0150939992455448,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
4,-1.78478330244586,0.900070803131078,-0.00285987235211445,"Converged",FALSE,-2.09986574083221,1.61778448503253,-0.00189205829611481,"Converged",FALSE,-1.29866745653983,-0.435890487169626,-0.00398969650417788,"Converged",FALSE,-1.23717432867328,-0.558747499392125,-0.00438885470297295,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
5,-2.1936752905091,-0.0918435224365757,0.011428758930693,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.57096635736309,1.15857393631908,0.0108330458786844,"Converged",FALSE,-2.2330176142868,0.0355731977867108,0.0114021552220014,"Converged",FALSE,-2.51609267946692,1.15745122353718,0.0102229198275256,"Converged",FALSE,0.95,0.05,"optMLE"
6,-2.34770229677757,3.17564602527899,-0.00886258541041744,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.33716931741944,2.91137620974814,-0.00861371418855169,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.63202343472612,0.775191446440421,-0.00785710851096446,"Converged",FALSE,0.95,0.05,"optMLE"
7,-2.07393536964485,1.18709498098146,-0.00497777633660931,"Converged",FALSE,-1.68780218875231,0.00418273757094086,-0.00452666145525245,"Converged",FALSE,-2.04676359946651,1.31119317532656,-0.00517998165422555,"Converged",FALSE,-2.08910767272214,1.31055755685186,-0.00553247675465796,"Converged",FALSE,-1.89496115893956,0.709947191077761,-0.00480873891840006,"Converged",FALSE,0.95,0.05,"optMLE"
8,-0.441482546857758,-1.03836009378195,-0.0202436454680696,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.630487743587155,-0.447854524204339,-0.0202883543421028,"Converged",FALSE,-0.329204788714972,-1.18668362261504,-0.0205486437791212,"Converged",FALSE,0.95,0.05,"optMLE"
9,-1.94613698235735,0.515579611124541,0.00387614692633754,"Converged",FALSE,-2.00277827864044,0.735552091453075,0.00378372244731891,"Converged",FALSE,-1.8331271005361,0.133467795886698,0.00397537550935148,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.85136696495832,0.256638295669347,0.00369441220058813,"Converged",FALSE,0.95,0.05,"optMLE"
10,-1.49883917038916,1.39811071287088,-0.0129803506254182,"Converged",FALSE,-1.26156361795151,0.67485831561514,-0.0129424402388522,"Converged",FALSE,-1.75797273314809,2.14763423285458,-0.012372740342737,"Converged",FALSE,-1.20621216467853,0.550791150040657,-0.0132005109014508,"Converged",FALSE,-1.28683359760304,0.723456288051139,-0.0134868832065069,"Converged",FALSE,0.95,0.05,"optMLE"
11,-1.26981972139492,-0.943093682419878,-0.00528844292663829,"Converged",FALSE,-1.37517653772748,-0.591019443097185,-0.00532958242245401,"Converged",FALSE,-1.56487224399812,-0.0722579285978183,-0.00480673711043514,"Converged",FALSE,-1.13932774345697,-1.240183962394,-0.00595235333534196,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
