"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-1.36875807304973,0.779702804517873,-0.0169321683992254,"Converged",FALSE,-0.319907086549571,-2.35476910041069,-0.0182621663751209,"Converged",FALSE,-0.782846781103877,-1.14351969078231,-0.0169249311304446,"Converged",FALSE,-0.598272467867718,-1.75989810911019,-0.0162940349427838,"Converged",FALSE,-1.42816622775305,0.929435967275645,-0.0167258013827335,"Converged",FALSE,0.5,0.5,"optMLE"
2,-2.72740039611901,3.0476712743786,0.000747965056589733,"Converged",FALSE,-3.81105609108369,5.54299301218288,0.00490865250301746,"Converged",FALSE,-2.78330907653584,2.9296439657844,0.00124033463390428,"Converged",FALSE,-2.11391455825096,0.892067293836041,0.00120253455503932,"Converged",FALSE,-2.44654326461242,1.90875933926131,0.00150448235238379,"Converged",FALSE,0.5,0.5,"optMLE"
3,-0.761702625025115,-0.0512806651631685,-0.0222576613855041,"Converged",FALSE,-1.40183066897768,1.98519199889875,-0.0223137814810562,"Converged",FALSE,-1.42332523794461,2.15060903015173,-0.0225772585233481,"Converged",FALSE,-1.45115335991998,2.38334970767536,-0.022344058980999,"Converged",FALSE,-1.38447220196005,2.12924015674758,-0.0229642669219852,"Converged",FALSE,0.5,0.5,"optMLE"
4,0.635664148406246,-2.05445935561173,-0.0405303644752061,"Converged",FALSE,-0.350396572976959,1.03570369797126,-0.0402896986305847,"Converged",FALSE,0.972380693896319,-2.98176629538154,-0.0413763785739158,"Converged",FALSE,0.382499173030841,-1.27466284193892,-0.040637347149791,"Converged",FALSE,0.872592117217776,-2.71945526106959,-0.0414610448062782,"Converged",FALSE,0.5,0.5,"optMLE"
5,-1.516788413334,2.32603671561805,-0.0204411564328827,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.72756911419852,3.21127488134853,-0.0211898323504145,"Converged",FALSE,-1.38620268074921,1.96698087541384,-0.0217186671762422,"Converged",FALSE,-1.5574531920416,2.3904750846932,-0.0209351534089996,"Converged",FALSE,0.5,0.5,"optMLE"
6,-3.38723811763822,2.5517571164706,0.0142344590834682,"Converged",FALSE,-3.41570003125946,2.70432004937385,0.0140865272092959,"Converged",FALSE,-2.53931945893562,-0.202855602137996,0.0142356864949994,"Converged",FALSE,-2.81580581461479,0.759890610790473,0.0138783566940147,"Converged",FALSE,-3.19982412374655,1.93764771557739,0.0143887295573074,"Converged",FALSE,0.5,0.5,"optMLE"
7,-0.0453346091933948,-0.700919185222347,-0.0313284384722152,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.765126170069751,1.38726674730228,-0.0307571612417163,"Converged",FALSE,-0.894045124144923,1.72702151289366,-0.0302082012580467,"Converged",FALSE,-1.21466913084122,3.10250361489225,-0.0323961953148674,"Converged",FALSE,0.5,0.5,"optMLE"
8,-2.54987943368491,1.92498570127197,0.00359361265778978,"Converged",FALSE,-1.86559413864108,-0.215436955549292,0.00330999197700351,"Converged",FALSE,-2.76162201725533,2.84099124834191,0.00248160970271354,"Converged",FALSE,-2.73854800246838,2.66222089787473,0.00364936251209179,"Converged",FALSE,-4.29609728831704,7.53086046426102,0.00398724652560671,"Converged",FALSE,0.5,0.5,"optMLE"
9,-1.08524592390718,-0.823392471380997,-0.0105064771416997,"Converged",FALSE,-1.71719400732464,1.08510489242441,-0.00997376405869049,"Converged",FALSE,-1.60635404785315,0.743785630526558,-0.0100912282636253,"Converged",FALSE,-1.23819891841595,-0.384240828780118,-0.010380926352193,"Converged",FALSE,-1.75741375880505,1.33941371901037,-0.0100548292677236,"Converged",FALSE,0.5,0.5,"optMLE"
10,-1.4004120054427,0.349206422775038,-0.00907360612842657,"Converged",FALSE,-1.47474353601335,0.65557634384625,-0.00917296476161344,"Converged",FALSE,-0.279862333943517,-3.09999658979937,-0.00969183834917563,"Converged",FALSE,-0.798181632833552,-1.58299192330075,-0.0093729802629848,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5,"optMLE"
