"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.8484002153186,0.0516109857071155,0.0673971462065593,"Converged",FALSE,24,27,20,29,"MLE",0.95,0.05
1,0.25,NA,NA,NA,"B-spline error",FALSE,18,27,16,39,"MLE",0.95,0.05
1,0.5,-1.70522503723075,0.00772951285233366,0.0673818954531926,"Converged",FALSE,38,12,38,12,"MLE",0.95,0.05
1,0.75,-1.71992047029842,0.0129011650447361,0.0675061898961946,"Converged",FALSE,33,21,27,19,"MLE",0.95,0.05
1,0.9,-1.81260265871155,0.0408596982669043,0.0673250726654461,"Converged",FALSE,9,44,8,39,"CC",0.95,0.05
2,0.1,-1.25936992934636,-0.0904837066351825,0.0650070852615677,"Converged",FALSE,40,12,45,3,"MLE",0.95,0.05
2,0.25,-1.44276235075473,-0.0341137305791951,0.0652808074494071,"Converged",FALSE,45,6,42,7,"MLE",0.95,0.05
2,0.5,-1.5876857643839,0.0125445215232237,0.0655626716458739,"Converged",FALSE,42,12,34,12,"MLE",0.95,0.05
2,0.75,-1.44515837527058,-0.0327075554209029,0.0648967829552777,"Converged",FALSE,34,20,26,20,"MLE",0.95,0.05
2,0.9,-1.63124209445212,0.0240278542619947,0.0659065815934078,"Converged",FALSE,53,22,2,23,"CC",0.95,0.05
3,0.1,-1.32743878851423,-0.141724411405922,0.0723833531442904,"Converged",FALSE,47,2,44,7,"MLE",0.95,0.05
3,0.25,-1.45567123753374,-0.094789245566479,0.0726852190581743,"Converged",FALSE,19,33,19,29,"MLE",0.95,0.05
3,0.5,-1.33928776750436,-0.138427460296287,0.0724381047863712,"Converged",FALSE,28,20,40,12,"MLE",0.95,0.05
3,0.75,-1.50227041728335,-0.0767737992734483,0.0716506605027532,"Converged",FALSE,37,19,25,19,"MLE",0.95,0.05
3,0.9,-1.30265432162681,-0.157241709610431,0.0738461830585829,"Converged",FALSE,1,64,3,32,"CC",0.95,0.05
4,0.1,-2.16730536472675,0.0560582734692987,0.123746307426771,"Converged",FALSE,20,28,25,27,"MLE",0.95,0.05
4,0.25,-2.36338263273529,0.111480070867894,0.1267733851672,"Converged",FALSE,16,30,17,37,"MLE",0.95,0.05
4,0.5,-2.42819938290304,0.13163246537719,0.127579271631097,"Converged",FALSE,38,12,24,26,"MLE",0.95,0.05
4,0.75,-2.48155409125674,0.148190396022513,0.124638219766359,"Converged",FALSE,35,22,22,21,"MLE",0.95,0.05
4,0.9,-2.48168626672453,0.141599563154682,0.125623087376866,"Converged",FALSE,23,49,3,25,"CC",0.95,0.05
5,0.1,-1.5502323800365,-0.01933960989762,0.0341215433916712,"Converged",FALSE,20,32,22,26,"MLE",0.95,0.05
5,0.25,-1.18692160865865,-0.135914314174758,0.0352858710263899,"Converged",FALSE,18,30,20,32,"MLE",0.95,0.05
5,0.5,-1.34787998530391,-0.0866432046678863,0.0342762335506019,"Converged",FALSE,33,13,42,12,"MLE",0.95,0.05
5,0.75,-1.41605071293225,-0.0633694530908384,0.0345146589950576,"Converged",FALSE,32,20,26,22,"MLE",0.95,0.05
5,0.9,-1.28352666238906,-0.102569572750525,0.0337643599959995,"Converged",FALSE,33,23,11,33,"MLE",0.95,0.05
6,0.1,-2.1895078317449,0.169002916395878,0.0532160540990882,"Converged",FALSE,65,3,31,1,"CC",0.95,0.05
6,0.25,-1.73209562209718,0.0258168872142354,0.0538355417590257,"Converged",FALSE,19,30,21,30,"MLE",0.95,0.05
6,0.5,-1.83034737765989,0.0567291390036942,0.0537600095003271,"Converged",FALSE,30,16,42,12,"MLE",0.95,0.05
6,0.75,-1.80582151987752,0.051031400416496,0.0536647233926288,"Converged",FALSE,34,18,29,19,"MLE",0.95,0.05
6,0.9,-1.72856493651986,0.0248390243777184,0.054148774714627,"Converged",FALSE,23,24,1,52,"CC",0.95,0.05
7,0.1,-1.68143989644395,-0.0219250912998437,0.0952179794783381,"Converged",FALSE,45,3,44,8,"MLE",0.95,0.05
7,0.25,-1.69278040975138,-0.0174765049150279,0.0950770420658993,"Converged",FALSE,19,27,22,32,"MLE",0.95,0.05
7,0.5,-1.70109016061014,-0.0151595218271142,0.0952416912936112,"Converged",FALSE,35,12,41,12,"MLE",0.95,0.05
7,0.75,-1.44575690492961,-0.0964718801022595,0.0949558477753664,"Converged",FALSE,31,17,29,23,"MLE",0.95,0.05
7,0.9,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.95,0.05
8,0.1,NA,NA,NA,"B-spline error",FALSE,20,28,22,30,"MLE",0.95,0.05
8,0.25,-1.75009604447009,-0.0368351809159237,0.123313309267431,"Converged",FALSE,39,6,49,6,"MLE",0.95,0.05
8,0.5,NA,NA,NA,"B-spline error",FALSE,38,12,38,12,"MLE",0.95,0.05
8,0.75,-1.82205655647255,-0.0133843296434904,0.123747226148057,"Converged",FALSE,39,21,21,19,"MLE",0.95,0.05
8,0.9,-1.77887769560221,-0.0257362845308042,0.123313047882963,"Converged",FALSE,37,25,16,22,"MLE",0.95,0.05
9,0.1,-2.09795677379808,0.0462494022865972,0.107965047135504,"Converged",FALSE,17,33,23,27,"MLE",0.95,0.05
9,0.25,-1.96034013380411,0.00129105974834398,0.108672890740196,"Converged",FALSE,22,31,17,30,"MLE",0.95,0.05
9,0.5,-1.96535337959502,0.00296788252629919,0.108625305056604,"Converged",FALSE,13,35,15,37,"MLE",0.95,0.05
9,0.75,-1.69551018331836,-0.0821696706762001,0.110585847673011,"Converged",FALSE,7,18,31,44,"CC",0.95,0.05
9,0.9,-1.88104502917756,-0.0232974622220134,0.109241273837069,"Converged",FALSE,34,22,21,23,"MLE",0.95,0.05
10,0.1,-1.78658088404291,-0.0949278857567529,0.151024154271507,"Converged",FALSE,20,31,21,28,"MLE",0.95,0.05
10,0.25,-1.74082942323347,-0.123642035566759,0.151959111802628,"Converged",FALSE,17,29,20,34,"MLE",0.95,0.05
10,0.5,NA,NA,NA,"B-spline error",FALSE,33,12,43,12,"MLE",0.95,0.05
10,0.75,-1.8613843138743,-0.0696637911339932,0.150505185005444,"Converged",FALSE,32,20,25,23,"MLE",0.95,0.05
10,0.9,NA,NA,NA,"B-spline error",FALSE,44,23,9,24,"MLE",0.95,0.05
11,0.1,-2.37624985085128,0.0449490897714891,0.15672031336898,"Converged",FALSE,20,31,20,29,"MLE",0.95,0.05
11,0.25,-2.45586265384027,0.0703725472297516,0.157636092068662,"Converged",FALSE,19,30,18,33,"MLE",0.95,0.05
11,0.5,-2.35520690426523,0.0364300070433305,0.15724670648022,"Converged",FALSE,34,14,40,12,"MLE",0.95,0.05
11,0.75,-2.39317652916679,0.047672152215166,0.15717043545658,"Converged",FALSE,40,20,22,18,"MLE",0.95,0.05
11,0.9,-2.34214540975695,0.0318619350987515,0.157192882170229,"Converged",FALSE,40,24,13,23,"MLE",0.95,0.05
12,0.1,-1.99890401972463,-0.0038947666472708,0.127760634245473,"Converged",FALSE,21,30,21,28,"MLE",0.95,0.05
12,0.25,-1.56724058913699,-0.157548411190179,0.128868652841286,"Converged",FALSE,17,38,17,28,"MLE",0.95,0.05
12,0.5,-2.25131981730487,0.0766930825816013,0.128091416038175,"Converged",FALSE,35,12,41,12,"MLE",0.95,0.05
12,0.75,-1.91823018761289,-0.0312655723056864,0.128045607612833,"Converged",FALSE,53,22,4,21,"CC",0.95,0.05
12,0.9,-1.94556267208532,-0.0218828208180592,0.128019502603148,"Converged",FALSE,39,22,15,24,"MLE",0.95,0.05
13,0.1,-1.82762781150891,0.0221564740169315,0.0613615629999082,"Converged",FALSE,45,3,49,3,"MLE",0.95,0.05
