"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.77247235000526,0.0142371385325496,0.0737608663592912,"Converged",FALSE,20,31,18,31,"MLE",0.99,0.01
1,0.25,-1.81422938159704,0.0272369288584284,0.0737407251731982,"Converged",FALSE,19,28,19,34,"MLE",0.99,0.01
1,0.5,-1.77249822958714,0.0135759042462958,0.0737629780594369,"Converged",FALSE,37,12,39,12,"MLE",0.99,0.01
1,0.75,-1.69106949545421,-0.0112325727800363,0.0737281403627678,"Converged",FALSE,29,21,27,23,"MLE",0.99,0.01
1,0.9,-1.82390228062473,0.030966095034698,0.0738922936155676,"Converged",FALSE,23,28,9,40,"MLE",0.99,0.01
2,0.1,-2.23149837310226,0.0662879079690163,0.121316126925899,"Converged",FALSE,23,27,22,28,"MLE",0.99,0.01
2,0.25,NA,NA,NA,"MAX_ITER reached",FALSE,23,25,20,32,"MLE",0.99,0.01
2,0.5,-2.63569076027705,0.190713583844321,0.120380097875692,"Converged",FALSE,40,12,36,12,"MLE",0.99,0.01
2,0.75,NA,NA,NA,"B-spline error",FALSE,32,22,22,24,"MLE",0.99,0.01
2,0.9,-2.34873291170935,0.100380373033664,0.121564174723345,"Converged",FALSE,13,29,13,45,"MLE",0.99,0.01
3,0.1,-2.18269903274958,0.0647133203173469,0.11187397186686,"Converged",FALSE,22,29,20,29,"MLE",0.99,0.01
3,0.25,-2.27110216452596,0.0969288900953015,0.111107824339223,"Converged",FALSE,19,31,25,25,"MLE",0.99,0.01
3,0.5,-2.44292384742005,0.150659300339717,0.110735803144875,"Converged",FALSE,41,12,25,22,"MLE",0.99,0.01
3,0.75,-2.1615956020467,0.056990716942534,0.111522476465977,"Converged",FALSE,34,21,26,19,"MLE",0.99,0.01
3,0.9,-2.09747938541046,0.0338877771543004,0.112588161243294,"Converged",FALSE,31,24,22,23,"MLE",0.99,0.01
4,0.1,-2.34346191150202,0.144152382792657,0.119529930810546,"Converged",FALSE,47,4,45,4,"MLE",0.99,0.01
4,0.25,-2.14319568127297,0.0842157534241131,0.119606846363307,"Converged",FALSE,22,26,18,34,"MLE",0.99,0.01
4,0.5,-2.44243236567814,0.185477820582671,0.119712946763429,"Converged",FALSE,51,12,23,14,"MLE",0.99,0.01
4,0.75,-2.04932316357794,0.0515397820741932,0.120487058305188,"Converged",FALSE,31,20,26,23,"MLE",0.99,0.01
4,0.9,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
5,0.1,-1.82909417723793,0.118350754541548,0.0388829387116337,"Converged",FALSE,62,3,31,4,"CC",0.99,0.01
5,0.25,NA,NA,NA,"B-spline error",FALSE,20,29,20,31,"MLE",0.99,0.01
5,0.5,-1.70172905740411,0.079265490935313,0.0394716372536525,"Converged",FALSE,44,12,32,12,"MLE",0.99,0.01
5,0.75,-1.65844271150849,0.0634523558003211,0.039175506550707,"Converged",FALSE,31,22,25,22,"MLE",0.99,0.01
5,0.9,NA,NA,NA,"B-spline error",FALSE,30,21,22,27,"MLE",0.99,0.01
6,0.1,-1.90767199868703,0.0561508220683793,0.0867756226304279,"Converged",FALSE,25,20,23,32,"MLE",0.99,0.01
6,0.25,-1.87233466263826,0.0441953210159233,0.0868252476773713,"Converged",FALSE,44,6,41,9,"MLE",0.99,0.01
6,0.5,NA,NA,NA,"B-spline error",FALSE,35,13,40,12,"MLE",0.99,0.01
6,0.75,-1.67576417896526,-0.0203513504310452,0.0868490688838032,"Converged",FALSE,33,25,21,21,"MLE",0.99,0.01
6,0.9,-1.51224194195348,-0.07302236065382,0.0871297832306902,"Converged",FALSE,36,22,19,23,"MLE",0.99,0.01
7,0.1,-2.1665848723381,0.108880782389879,0.0903638653827628,"Converged",FALSE,44,4,47,5,"MLE",0.99,0.01
7,0.25,-1.90563086481434,0.0298799421516574,0.0882665065436528,"Converged",FALSE,18,29,20,33,"MLE",0.99,0.01
7,0.5,-1.99302409003597,0.0551240321645521,0.0891228901657874,"Converged",FALSE,39,12,37,12,"MLE",0.99,0.01
7,0.75,-1.99915621117385,0.0593842133149386,0.0893432507168891,"Converged",FALSE,32,21,26,21,"MLE",0.99,0.01
7,0.9,-2.16894677244325,0.108553403376973,0.0901265484094545,"Converged",FALSE,33,22,22,23,"MLE",0.99,0.01
8,0.1,-1.78188623915185,0.00913940287878256,0.0746816836636735,"Converged",FALSE,24,23,24,29,"MLE",0.99,0.01
8,0.25,-1.70647963107453,-0.0154539227016884,0.0747943622473387,"Converged",FALSE,21,24,22,33,"MLE",0.99,0.01
8,0.5,-1.753490906525,-0.00025227567119235,0.0747883783927577,"Converged",FALSE,33,12,43,12,"MLE",0.99,0.01
8,0.75,-1.83255565471815,0.024843162062088,0.07486546122985,"Converged",FALSE,32,21,29,18,"MLE",0.99,0.01
8,0.9,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
9,0.1,-1.88005455285453,0.0185386629298674,0.0992394424260394,"Converged",FALSE,21,30,21,28,"MLE",0.99,0.01
9,0.25,-1.79451083092102,-0.00919802796781522,0.0994584011477868,"Converged",FALSE,44,6,45,5,"MLE",0.99,0.01
9,0.5,-1.67729242782979,-0.0458850133592391,0.099923922005239,"Converged",FALSE,29,17,42,12,"MLE",0.99,0.01
