"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.38663477322733,0.311472091981705,0.0986872317796827,"Converged",FALSE,21,27,23,29,"MLE",0.5,0.5
1,0.25,-1.97305672019852,2.09914305627805,0.100980500229655,"Converged",FALSE,20,29,18,33,"MLE",0.5,0.5
1,0.5,-1.9596241202013,2.04853783431555,0.101509875498039,"Converged",FALSE,13,36,15,36,"MLE",0.5,0.5
1,0.75,-3.11696629785569,5.5052927211315,0.107367790335521,"Converged",FALSE,5,43,7,45,"MLE",0.5,0.5
1,0.9,NA,NA,NA,"B-spline error",FALSE,39,23,14,24,"MLE",0.5,0.5
2,0.1,-1.68264174084842,1.79163891242715,0.0552418333550425,"Converged",FALSE,23,27,23,27,"MLE",0.5,0.5
2,0.25,-1.65554004853678,1.7201979623886,0.0568037384692879,"Converged",FALSE,34,11,49,6,"MLE",0.5,0.5
2,0.5,-1.06117697682224,-0.153475621531785,0.0558287590722021,"Converged",FALSE,37,12,33,18,"MLE",0.5,0.5
2,0.75,-1.49770969050967,1.14129466240981,0.0568830244489864,"Converged",FALSE,30,16,34,20,"MLE",0.5,0.5
2,0.9,-2.35373861349532,3.79612841835359,0.0606418111366597,"Converged",FALSE,4,71,5,20,"CC",0.5,0.5
3,0.1,-1.82907041488242,1.27872758500219,0.135204169282634,"Converged",FALSE,42,5,47,6,"MLE",0.5,0.5
3,0.25,-3.00693324813661,4.57590720350714,0.142578048659423,"Converged",FALSE,37,8,50,5,"MLE",0.5,0.5
3,0.5,-2.48165325693176,3.11364319228494,0.141017944395591,"Converged",FALSE,18,31,13,38,"MLE",0.5,0.5
3,0.75,-1.83127985369575,1.27250845152131,0.135621213294258,"Converged",FALSE,10,35,12,43,"MLE",0.5,0.5
3,0.9,-1.70507983032552,0.814484722682308,0.135212387988761,"Converged",FALSE,35,22,20,23,"MLE",0.5,0.5
4,0.1,-1.59358250555477,0.292234937173322,0.129033416133258,"Converged",FALSE,47,2,49,2,"MLE",0.5,0.5
4,0.25,-1.81500254585167,0.892688982570214,0.129993969322445,"Converged",FALSE,50,6,38,6,"MLE",0.5,0.5
4,0.5,-3.40819217405265,6.05357694759093,0.143708793134361,"Converged",FALSE,13,38,25,24,"MLE",0.5,0.5
4,0.75,-3.99984135038799,7.74093096931416,0.152269215703643,"Converged",FALSE,6,69,5,20,"CC",0.5,0.5
4,0.9,-0.56462179494918,-2.97659643073023,0.134642519639323,"Converged",FALSE,36,21,21,22,"MLE",0.5,0.5
5,0.1,-1.98892428504647,2.56237279090613,0.0605372435844852,"Converged",FALSE,43,4,49,4,"MLE",0.5,0.5
5,0.25,-2.88297747162023,5.24239076313041,0.06190578265153,"Converged",FALSE,22,21,22,35,"MLE",0.5,0.5
5,0.5,-2.86622377495249,5.17494828733033,0.0609346640618191,"Converged",FALSE,40,12,35,13,"MLE",0.5,0.5
5,0.75,-2.45002410746154,4.02563374447674,0.0628763241976295,"Converged",FALSE,35,20,27,18,"MLE",0.5,0.5
5,0.9,-1.12781989890138,-0.199395046514416,0.0586981484423902,"Converged",FALSE,33,23,22,22,"MLE",0.5,0.5
6,0.1,-2.48564000961868,2.53887454925199,0.155502553028802,"Converged",FALSE,38,5,51,6,"MLE",0.5,0.5
6,0.25,-2.64830234649678,3.09983146797936,0.149645243607341,"Converged",FALSE,33,8,52,7,"MLE",0.5,0.5
6,0.5,-2.44186313944502,2.64452169327121,0.150119348808966,"Converged",FALSE,38,12,37,13,"MLE",0.5,0.5
6,0.75,-2.50711531964265,2.81017306359178,0.152248760054334,"Converged",FALSE,5,52,5,38,"MLE",0.5,0.5
