"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.02689858096273,-0.410062542370507,0.0908417940589618,"Converged",FALSE,40,8,48,4,"MLE",0.5,0.5
1,0.25,-0.572923252415982,-1.76533864662591,0.0910418569602592,"Converged",FALSE,15,35,21,29,"MLE",0.5,0.5
1,0.5,-1.09273297004897,-0.168600325603526,0.0906731962590386,"Converged",FALSE,13,40,19,28,"MLE",0.5,0.5
1,0.75,-1.24541219050011,0.299303346342635,0.0907152469882339,"Converged",FALSE,28,20,34,18,"MLE",0.5,0.5
1,0.9,-0.600620735589627,-1.78067483797696,0.0915134567502789,"Converged",FALSE,5,42,5,48,"MLE",0.5,0.5
2,0.1,-3.00760537082552,5.14829276005496,0.116336850175475,"Converged",FALSE,31,11,52,6,"MLE",0.5,0.5
2,0.25,-1.25351752909608,-0.175796591718389,0.10720624650137,"Converged",FALSE,37,10,45,8,"MLE",0.5,0.5
2,0.5,-2.41212427793766,3.49631699095384,0.108128315187046,"Converged",FALSE,30,12,46,12,"MLE",0.5,0.5
2,0.75,-2.24726807141527,2.77103167523089,0.111850377973822,"Converged",FALSE,8,44,12,36,"MLE",0.5,0.5
2,0.9,-2.45654345567925,3.76503389370737,0.107996281836506,"Converged",FALSE,29,18,26,27,"MLE",0.5,0.5
3,0.1,-1.04609900654127,-1.01966731235372,0.109647769121652,"Converged",FALSE,18,29,17,36,"MLE",0.5,0.5
3,0.25,-1.02100957974159,-1.10485791601236,0.109019495234815,"Converged",FALSE,38,9,36,17,"MLE",0.5,0.5
3,0.5,-1.6205174459971,0.729018033020738,0.109243697013954,"Converged",FALSE,13,37,13,37,"MLE",0.5,0.5
3,0.75,-1.24148049636569,-0.410749195631854,0.108716245506553,"Converged",FALSE,32,17,37,14,"MLE",0.5,0.5
3,0.9,-1.42887282105689,0.192639398594238,0.108722275843041,"Converged",FALSE,30,18,34,18,"MLE",0.5,0.5
4,0.1,-1.27615567574178,0.191234338881797,0.0869957611203306,"Converged",FALSE,17,23,19,41,"MLE",0.5,0.5
4,0.25,-2.53994702444484,3.96178853997221,0.0937792636595003,"Converged",FALSE,38,9,48,5,"MLE",0.5,0.5
4,0.5,-1.15975597454579,-0.167707857756722,0.0869801934309435,"Converged",FALSE,41,12,35,12,"MLE",0.5,0.5
4,0.75,-2.26297634227097,3.13930241413683,0.0921488635642574,"Converged",FALSE,34,15,38,13,"MLE",0.5,0.5
4,0.9,-1.38767221693889,0.587335063115999,0.0869859790543042,"Converged",FALSE,8,38,8,46,"MLE",0.5,0.5
5,0.1,-0.619092373504232,-2.40997313835655,0.110737475022455,"Converged",FALSE,20,26,21,33,"MLE",0.5,0.5
5,0.25,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.5,0.5
5,0.5,-2.25369320571074,2.74584358799661,0.113064117879566,"Converged",FALSE,22,21,13,44,"MLE",0.5,0.5
5,0.75,-1.20815498300382,-0.513129244280112,0.108426995752138,"Converged",FALSE,15,31,12,42,"MLE",0.5,0.5
5,0.9,-3.02147647924629,4.82073367502318,0.118888437755302,"Converged",FALSE,13,37,5,45,"MLE",0.5,0.5
6,0.1,-0.930942899243797,-1.84351196340618,0.124041510939846,"Converged",FALSE,21,30,22,27,"MLE",0.5,0.5
6,0.25,-2.06590226926006,1.77926172510721,0.12263024385421,"Converged",FALSE,41,10,33,16,"MLE",0.5,0.5
6,0.5,-2.73149953560808,3.75767434039516,0.127479867072568,"Converged",FALSE,35,12,41,12,"MLE",0.5,0.5
6,0.75,-2.75200810618986,3.89510517028477,0.128472731904314,"Converged",FALSE,37,16,27,20,"MLE",0.5,0.5
6,0.9,-2.38775505620987,2.78231086332975,0.125227060145829,"Converged",FALSE,5,42,6,47,"MLE",0.5,0.5
7,0.1,-0.868500608488595,-0.704546964280647,0.071823008110728,"Converged",FALSE,39,11,43,7,"MLE",0.5,0.5
7,0.25,-2.00927877234113,2.60590866343769,0.0757966160368492,"Converged",FALSE,17,29,19,35,"MLE",0.5,0.5
7,0.5,-1.63510920771309,1.72828026332951,0.0720464936178537,"Converged",FALSE,24,12,48,16,"MLE",0.5,0.5
7,0.75,-1.78926742883747,2.13865090783847,0.0734997304167061,"Converged",FALSE,7,44,8,41,"MLE",0.5,0.5
7,0.9,-0.397285519778397,-2.12871831503615,0.0712700854178676,"Converged",FALSE,3,53,5,39,"MLE",0.5,0.5
8,0.1,-1.8111056476475,3.11259086253293,0.0497028950493491,"Converged",FALSE,29,12,53,6,"MLE",0.5,0.5
