"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.18566298204242,-0.0844721933086638,0.109528035377598,"Converged",FALSE,45,5,46,4,"MLE",0.99,0.01
1,0.25,-1.24286084525665,0.105689396731446,0.109420212292968,"Converged",FALSE,37,7,38,18,"MLE",0.99,0.01
1,0.5,-1.35733929772164,0.47245873897568,0.109526351067231,"Converged",FALSE,19,23,17,41,"MLE",0.99,0.01
1,0.75,-1.30769821315204,0.319784502991661,0.109472238005966,"Converged",FALSE,42,12,34,12,"MLE",0.99,0.01
1,0.9,-1.24340220651995,0.108734197574641,0.109401196252373,"Converged",FALSE,19,27,12,42,"MLE",0.99,0.01
2,0.1,NA,NA,NA,"MAX_ITER reached",FALSE,45,3,47,5,"MLE",0.99,0.01
2,0.25,-1.05019469817985,0.316598493088949,0.0625078173605716,"Converged",FALSE,21,33,19,27,"MLE",0.99,0.01
2,0.5,-1.19132844669302,0.778058689702826,0.0629567282779626,"Converged",FALSE,16,34,15,35,"MLE",0.99,0.01
2,0.75,-1.11653885378934,0.566234530185597,0.0625096469313689,"Converged",FALSE,39,12,37,12,"MLE",0.99,0.01
2,0.9,-1.17709764008664,0.710793517177837,0.0628790669770654,"Converged",FALSE,34,16,31,19,"MLE",0.99,0.01
3,0.1,NA,NA,NA,"B-spline error",FALSE,16,31,19,34,"MLE",0.99,0.01
3,0.25,-1.10526263019604,-0.442049324436231,0.0886993228682915,"Converged",FALSE,20,31,16,33,"MLE",0.99,0.01
3,0.5,-1.19441100093688,-0.16279427350076,0.0883949741638694,"Converged",FALSE,19,26,17,38,"MLE",0.99,0.01
3,0.75,-1.1842321609309,-0.191849600325783,0.0884372309684475,"Converged",FALSE,44,12,32,12,"MLE",0.99,0.01
3,0.9,-1.18797291910617,-0.168104660337949,0.0884305943866149,"Converged",FALSE,11,41,14,34,"MLE",0.99,0.01
4,0.1,-1.57913680690527,0.928965528263333,0.101167882694478,"Converged",FALSE,27,23,19,31,"MLE",0.99,0.01
4,0.25,-1.83568308499617,1.68973308292098,0.103907873239586,"Converged",FALSE,18,22,22,38,"MLE",0.99,0.01
4,0.5,-1.65486950296758,1.12207757142358,0.10191857028003,"Converged",FALSE,21,23,14,42,"MLE",0.99,0.01
4,0.75,-1.74901050532444,1.4360688969496,0.101771356437235,"Converged",FALSE,13,34,13,40,"MLE",0.99,0.01
4,0.9,-1.72096199349721,1.30610489237666,0.101800431652441,"Converged",FALSE,33,17,33,17,"MLE",0.99,0.01
5,0.1,-1.62251816180114,1.07841039208974,0.0952756985944557,"Converged",FALSE,52,1,45,2,"CC",0.99,0.01
5,0.25,-1.60902219000223,1.0202864676448,0.0951636495552918,"Converged",FALSE,41,6,21,32,"MLE",0.99,0.01
5,0.5,-1.71770326802424,1.42610942310743,0.0949598117681289,"Converged",FALSE,33,13,16,38,"MLE",0.99,0.01
5,0.75,-1.60133247295626,0.91539587441208,0.0954928102759604,"Converged",FALSE,42,12,29,17,"MLE",0.99,0.01
5,0.9,-1.66896132164267,1.16450714549041,0.0952269389063076,"Converged",FALSE,36,16,23,25,"MLE",0.99,0.01
6,0.1,NA,NA,NA,"MAX_ITER reached",FALSE,41,6,48,5,"MLE",0.99,0.01
6,0.25,-1.57797260392077,0.932738827792806,0.107465762423602,"Converged",FALSE,21,25,21,33,"MLE",0.99,0.01
6,0.5,-1.41122581345639,0.408787762829777,0.106993437550176,"Converged",FALSE,19,23,16,42,"MLE",0.99,0.01
6,0.75,-1.47412201327478,0.581442100981865,0.107054888071093,"Converged",FALSE,36,12,33,19,"MLE",0.99,0.01
6,0.9,-1.41065274615276,0.410838356933221,0.107400033732791,"Converged",FALSE,35,17,34,14,"MLE",0.99,0.01
7,0.1,-2.39828917569527,2.72785776861277,0.13081635901784,"Converged",FALSE,27,22,22,29,"MLE",0.99,0.01
7,0.25,-2.50454358134401,2.87703134459824,0.133061881125266,"Converged",FALSE,40,6,21,33,"MLE",0.99,0.01
7,0.5,-2.4006211087249,2.66345508566079,0.132389003281685,"Converged",FALSE,34,11,18,37,"MLE",0.99,0.01
7,0.75,-2.43464604605635,2.67907137100021,0.133865814961753,"Converged",FALSE,41,12,13,34,"MLE",0.99,0.01
7,0.9,-2.59683464851123,3.16419183967432,0.132623834887669,"Converged",FALSE,36,14,12,38,"MLE",0.99,0.01
8,0.1,-1.63759095690178,1.23203824529397,0.100646067473725,"Converged",FALSE,52,3,43,2,"CC",0.99,0.01
8,0.25,-1.62889777503934,1.20183608654453,0.100118046185395,"Converged",FALSE,45,5,37,13,"MLE",0.99,0.01
8,0.5,-1.58414443646083,1.04155962696236,0.100407608331993,"Converged",FALSE,16,27,15,42,"MLE",0.99,0.01
8,0.75,-1.61522139478357,1.1379614425586,0.100308922401536,"Converged",FALSE,41,12,35,12,"MLE",0.99,0.01
8,0.9,-1.56538644501991,1.01953536654559,0.101285902684251,"Converged",FALSE,36,13,22,29,"MLE",0.99,0.01
9,0.1,-1.30988285375254,0.765733861452513,0.0789306371317891,"Converged",FALSE,30,15,19,36,"MLE",0.99,0.01
9,0.25,-1.1639094452639,0.335968671699309,0.0778585547255627,"Converged",FALSE,42,6,39,13,"MLE",0.99,0.01
9,0.5,-1.38751507360333,1.03332735275645,0.077863574007918,"Converged",FALSE,19,17,19,45,"MLE",0.99,0.01
9,0.75,NA,NA,NA,"B-spline error",FALSE,47,12,29,12,"MLE",0.99,0.01
9,0.9,-1.38413760109718,1.02862661802402,0.0789738505670459,"Converged",FALSE,39,12,18,31,"MLE",0.99,0.01
10,0.1,-1.8216848008627,1.80920036617841,0.0990442779400073,"Converged",FALSE,48,3,46,3,"MLE",0.99,0.01
10,0.25,-1.70115618622767,1.41286901975689,0.0985284471596178,"Converged",FALSE,27,22,19,32,"MLE",0.99,0.01
10,0.5,-1.65980935442771,1.37125311361828,0.0974260524847926,"Converged",FALSE,18,29,16,37,"MLE",0.99,0.01
10,0.75,-1.67219690036685,1.32198000415984,0.0975188948433371,"Converged",FALSE,37,12,33,18,"MLE",0.99,0.01
10,0.9,-1.71930379952424,1.57450992017292,0.0968979617257451,"Converged",FALSE,31,15,18,36,"MLE",0.99,0.01
11,0.1,-1.60568857764632,1.35861224066794,0.0911014475422777,"Converged",FALSE,19,28,18,35,"MLE",0.99,0.01
11,0.25,-1.61522253226535,1.35105465918458,0.0902455512026548,"Converged",FALSE,18,27,19,36,"MLE",0.99,0.01
11,0.5,-1.71884042104238,1.70510951967671,0.0918094188790719,"Converged",FALSE,20,22,17,41,"MLE",0.99,0.01
11,0.75,-1.43101841879344,0.831025517379513,0.0895670398667043,"Converged",FALSE,41,12,19,28,"MLE",0.99,0.01
11,0.9,-1.71910227944721,1.66213095370119,0.0919142147499493,"Converged",FALSE,36,14,12,38,"MLE",0.99,0.01
12,0.1,-1.74894495241918,1.08928896231166,0.111564154884974,"Converged",FALSE,31,15,23,31,"MLE",0.99,0.01
