"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_data_resampled","tpr","fpr"
313,-2.27182256391737,3.02194557465207,-0.137954437642957,"Converged",NA,0.8,0.2
314,-1.61766434525823,0.996945051742702,-0.0882385725846453,"Converged",NA,0.8,0.2
315,-2.45585188378067,3.2901844110246,-0.0776867610464519,"Converged",NA,0.8,0.2
316,-2.05516397543173,2.41983763244567,-0.116682163678002,"Converged",NA,0.8,0.2
317,-1.78407272229385,1.68932313150315,-0.132857457403842,"Converged",NA,0.8,0.2
318,-1.38418885538496,1.12705397469618,-0.155433515861134,"Converged",NA,0.8,0.2
319,-0.250117748056493,-4.26371929307953,-0.0310278062817716,"Converged",NA,0.8,0.2
320,-1.42850632750444,1.76067387886071,-0.209550783836928,"Converged",NA,0.8,0.2
321,-1.60983809292777,0.792231166736174,-0.0937821344517399,"Converged",NA,0.8,0.2
322,-0.769293067144032,-1.92409012029661,-0.064172141942842,"Converged",NA,0.8,0.2
323,-2.07499219567514,1.11089928278411,-0.0278097201847126,"Converged",NA,0.8,0.2
324,-2.00012022804135,1.72365651837505,-0.0631242219764464,"Converged",NA,0.8,0.2
325,-1.75602938661673,2.57127002849211,-0.172375500093718,"Converged",NA,0.8,0.2
326,-3.45970519420385,5.03610217862783,-0.00697218112156857,"Converged",NA,0.8,0.2
327,-2.04697466870926,2.8315907995871,-0.109068952526589,"Converged",NA,0.8,0.2
328,-2.85891974145459,5.08422601447144,-0.105662376786297,"Converged",NA,0.8,0.2
329,-2.19681501202551,3.01417656333943,-0.11434088813821,"Converged",NA,0.8,0.2
330,-1.49293574214771,1.56186725751793,-0.156278300081748,"Converged",NA,0.8,0.2
331,-1.81905380975537,1.90936141004376,-0.111362167063759,"Converged",NA,0.8,0.2
332,-1.85744741648695,2.33361880385589,-0.157788803037689,"Converged",NA,0.8,0.2
333,-0.968549199663866,-0.625894471688512,-0.131436257480229,"Converged",NA,0.8,0.2
334,-1.78802559057121,1.17431337514224,-0.0865390953071075,"Converged",NA,0.8,0.2
335,-2.27028818925234,2.67277401677437,-0.100982150625349,"Converged",NA,0.8,0.2
336,-1.78803101573081,1.69510817375653,-0.131085266123234,"Converged",NA,0.8,0.2
337,-1.72623381043628,2.21236334884777,-0.180008599406404,"Converged",NA,0.8,0.2
338,-2.61839675195576,3.10506281974568,-0.0455528155615893,"Converged",NA,0.8,0.2
339,-1.69195690453766,0.0507515638650026,-0.0628626945934093,"Converged",NA,0.8,0.2
340,-1.43332804164525,0.590182071913112,-0.155658848759256,"Converged",NA,0.8,0.2
341,-1.91095254004533,2.18596478186901,-0.124432389557479,"Converged",NA,0.8,0.2
342,-2.38657087154536,2.93882794481308,-0.0710686782802469,"Converged",NA,0.8,0.2
343,-2.06460400405485,2.04025471312943,-0.0723524781167305,"Converged",NA,0.8,0.2
344,-1.73912417517225,1.64967582437695,-0.126718840471404,"Converged",NA,0.8,0.2
345,-1.51938509060077,0.0245323964493638,-0.0686359019096092,"Converged",NA,0.8,0.2
346,-0.731524879088792,0.18985915372474,-0.243312054446438,"Converged",NA,0.8,0.2
347,-1.92411958176302,1.84048247743215,-0.121977236972414,"Converged",NA,0.8,0.2
348,-0.782136823752284,-0.297577845425436,-0.190034367681413,"Converged",NA,0.8,0.2
349,-1.70835167602625,1.27477175632981,-0.104351647909974,"Converged",NA,0.8,0.2
350,-2.03171954411251,2.42362543176932,-0.0945361681408494,"Converged",NA,0.8,0.2
351,-1.38416092699584,1.22241519264727,-0.190828508229159,"Converged",NA,0.8,0.2
352,-2.81567924673877,4.01510141291318,-0.0514384956263452,"Converged",NA,0.8,0.2
353,-2.46521605824288,3.75041661281993,-0.129463842070175,"Converged",NA,0.8,0.2
354,-2.26105716850144,2.99722322233212,-0.120229610885601,"Converged",NA,0.8,0.2
355,-1.52371139871474,1.28123459067449,-0.139249723968652,"Converged",NA,0.8,0.2
356,-2.14199838552414,2.23408907719889,-0.066812645846063,"Converged",NA,0.8,0.2
357,-2.05868606034651,2.55298493061178,-0.137730469935717,"Converged",NA,0.8,0.2
358,-1.80426876675739,1.52935226354058,-0.115173913157392,"Converged",NA,0.8,0.2
359,-0.109733212365892,-3.84107053229742,-0.0776826482411644,"Converged",NA,0.8,0.2
360,-1.95107023101631,1.3584579423024,-0.0684846705716892,"Converged",NA,0.8,0.2
361,-0.926242358028384,-0.376857103142338,-0.181274743411827,"Converged",NA,0.8,0.2
362,-2.26973178510184,2.24301739877582,-0.0574971373091279,"Converged",NA,0.8,0.2
363,-2.05229487713359,2.33773465295541,-0.108130987423423,"Converged",NA,0.8,0.2
364,-1.42950151974043,0.04569123312148,-0.0915934966282678,"Converged",NA,0.8,0.2
365,-2.71185075408317,3.82815247523504,-0.0853370935695282,"Converged",NA,0.8,0.2
366,-2.25877524458655,2.51088967180994,-0.0853032225710899,"Converged",NA,0.8,0.2
367,-2.33345518248862,3.92760198279648,-0.150265841414461,"Converged",NA,0.8,0.2
368,-1.42486435404656,0.538628290427639,-0.0902646312990542,"Converged",NA,0.8,0.2
369,-2.57385192122839,3.32630831925379,-0.0791015803876954,"Converged",NA,0.8,0.2
370,-1.30546327745388,0.745456090545136,-0.128565104580017,"Converged",NA,0.8,0.2
371,-2.2243470928533,2.75990404353833,-0.108911214523088,"Converged",NA,0.8,0.2
372,-1.92550314505858,2.27403303496715,-0.146895951975416,"Converged",NA,0.8,0.2
373,-1.87266230731321,1.39359144883428,-0.0831579954529034,"Converged",NA,0.8,0.2
374,-1.36105582370319,-0.183834630482656,-0.0574575496023801,"Converged",NA,0.8,0.2
375,-3.11509011635067,4.70505357106941,-0.0830504908867013,"Converged",NA,0.8,0.2
376,-1.31307705223219,0.291456538205437,-0.129362037629482,"Converged",NA,0.8,0.2
377,-2.05721152344434,1.81650358817953,-0.0688855733251092,"Converged",NA,0.8,0.2
378,-2.24612182454986,1.58665810798901,-0.0560333450937556,"Converged",NA,0.8,0.2
379,-1.32580743341686,0.0308938737046182,-0.08895425036348,"Converged",NA,0.8,0.2
380,-2.23924956564375,2.27597191817993,-0.0639004000530179,"Converged",NA,0.8,0.2
381,-1.61914543794973,1.6175164907368,-0.113767980730042,"Converged",NA,0.8,0.2
382,-1.57639939350614,1.2934166261778,-0.119373875151761,"Converged",NA,0.8,0.2
383,-1.691599892669,1.71099899958408,-0.131263232779477,"Converged",NA,0.8,0.2
384,-2.03567942017798,1.58877702312696,-0.0664289275416006,"Converged",NA,0.8,0.2
385,-1.57393581598947,0.668813913681133,-0.0638520210729116,"Converged",NA,0.8,0.2
386,-1.58600261671842,1.30100898116128,-0.146188234286829,"Converged",NA,0.8,0.2
387,-1.08983472276669,-1.58611658751672,-0.0818998633929666,"Converged",NA,0.8,0.2
388,-2.21712555298213,2.85635387241886,-0.0898656279675112,"Converged",NA,0.8,0.2
389,-1.64650981802744,0.331193021850635,-0.0990764593511675,"Converged",NA,0.8,0.2
390,-2.39172394559713,3.1733715112865,-0.0690099327123675,"Converged",NA,0.8,0.2
391,-2.571662824906,4.17868707737906,-0.143079319131721,"Converged",NA,0.8,0.2
392,-1.01046747544544,-0.254818837793501,-0.14399800622461,"Converged",NA,0.8,0.2
393,-1.8565501782524,2.16314030224908,-0.135021601969276,"Converged",NA,0.8,0.2
394,-1.77731711154556,1.3209049040539,-0.0647315338968154,"Converged",NA,0.8,0.2
395,-1.03918331205581,0.0159836672967718,-0.130831245225142,"Converged",NA,0.8,0.2
396,-1.78753536722244,1.21078437444584,-0.0988875687025976,"Converged",NA,0.8,0.2
397,-2.36942199661564,2.85854163213315,-0.0575726906557153,"Converged",NA,0.8,0.2
398,-1.75047251819951,1.76646197665745,-0.160190396548164,"Converged",NA,0.8,0.2
399,-1.01260630938354,-1.31404844891414,-0.0954101968825338,"Converged",NA,0.8,0.2
400,-1.56513388663903,1.536438836813,-0.166023140987209,"Converged",NA,0.8,0.2
401,-3.05107698094178,5.33994141249149,-0.0693828768607886,"Converged",NA,0.8,0.2
402,-2.14468128045532,2.71677016901826,-0.111614567062867,"Converged",NA,0.8,0.2
403,-2.19343798471874,2.04814025346294,-0.0541811052139162,"Converged",NA,0.8,0.2
404,-1.47146526897539,0.569509823123976,-0.0912854704515526,"Converged",NA,0.8,0.2
405,-1.64753178329929,0.498822043518063,-0.077276030846415,"Converged",NA,0.8,0.2
406,-1.80432742921911,0.981616651559839,-0.0904895072363066,"Converged",NA,0.8,0.2
407,-1.69154968859059,1.80228560264609,-0.116156948172287,"Converged",NA,0.8,0.2
408,-1.78188343572568,1.04112790702949,-0.0554547858019723,"Converged",NA,0.8,0.2
409,-2.25936286791422,3.45782359331165,-0.140156208872213,"Converged",NA,0.8,0.2
410,-1.63673708646565,1.40144304086307,-0.139193462288154,"Converged",NA,0.8,0.2
411,-1.79476560172225,2.54688430132512,-0.179469376267504,"Converged",NA,0.8,0.2
412,-2.09632023605413,2.06392141342146,-0.0607108406373469,"Converged",NA,0.8,0.2
413,-0.690083493788201,-1.41669194201887,-0.139458456026138,"Converged",NA,0.8,0.2
414,-0.762892882818969,-0.353091328549578,-0.169771302623068,"Converged",NA,0.8,0.2
415,-1.93308152327949,2.80994474021528,-0.165055072011654,"Converged",NA,0.8,0.2
416,-1.98257947414579,1.19151178539418,-0.0781383710109691,"Converged",NA,0.8,0.2
417,-1.11917054765939,0.347811378340797,-0.165354275001484,"Converged",NA,0.8,0.2
418,-2.13256372192647,1.93958475246393,-0.0533596183231386,"Converged",NA,0.8,0.2
419,-2.415663164883,2.76416586036092,-0.0481454037123936,"Converged",NA,0.8,0.2
420,-1.95589175027949,0.918053555920615,-0.0908131544351111,"Converged",NA,0.8,0.2
421,-1.62337283155939,1.44815019167216,-0.143488468349589,"Converged",NA,0.8,0.2
422,-2.44850266738632,3.55292228220684,-0.161922003211426,"Converged",NA,0.8,0.2
423,-1.65864976978078,1.77802377948541,-0.121090615577818,"Converged",NA,0.8,0.2
424,-1.95008723127166,1.81986643213321,-0.060638853607341,"Converged",NA,0.8,0.2
425,-1.50123942151397,1.28690003969422,-0.143871515348669,"Converged",NA,0.8,0.2
426,-0.998600497504713,1.06059617487556,-0.204541602492081,"Converged",NA,0.8,0.2
427,-1.52076065082717,1.10842348351434,-0.129146022573796,"Converged",NA,0.8,0.2
428,-1.50549311128137,0.178624911704647,-0.0543321257944131,"Converged",NA,0.8,0.2
429,-2.33237641980038,2.9516049585322,-0.102995695161737,"Converged",NA,0.8,0.2
430,-1.94183306526029,1.31797790713813,-0.0747853500249847,"Converged",NA,0.8,0.2
431,-2.19613988270395,3.50789620483986,-0.149751690440787,"Converged",NA,0.8,0.2
432,-0.766798245049253,-1.28137752587989,-0.111499369108323,"Converged",NA,0.8,0.2
433,-2.64345787376143,3.73262095679432,-0.0884729519368751,"Converged",NA,0.8,0.2
434,-1.5168707389164,1.96907134820838,-0.195911704642991,"Converged",NA,0.8,0.2
435,-1.87585311455391,1.66166557953081,-0.110274822041601,"Converged",NA,0.8,0.2
436,-1.495918407434,0.865013869953148,-0.152767447755543,"Converged",NA,0.8,0.2
437,-0.90231045331193,-1.15712414342681,-0.0856928367580214,"Converged",NA,0.8,0.2
438,-1.48066943300482,0.479001001278209,-0.134639343123344,"Converged",NA,0.8,0.2
439,-2.24035971595523,3.32122878163641,-0.123096635393498,"Converged",NA,0.8,0.2
440,-0.776157244542541,-0.237420532821412,-0.199639108696171,"Converged",NA,0.8,0.2
441,-1.62291728448714,1.32019678477549,-0.125436614148701,"Converged",NA,0.8,0.2
442,-1.5413292207514,0.893659476524798,-0.0949835883025789,"Converged",NA,0.8,0.2
443,-1.98178097757998,2.01857031502723,-0.089433615752904,"Converged",NA,0.8,0.2
444,-2.72626986453386,2.70061518990912,-0.0206905956421397,"Converged",NA,0.8,0.2
445,-1.7848467614512,1.43575305502391,-0.0762211936986094,"Converged",NA,0.8,0.2
446,-2.13330591462251,2.67604609686457,-0.089916778217466,"Converged",NA,0.8,0.2
447,-2.27622585443905,3.31389394951906,-0.163588528740613,"Converged",NA,0.8,0.2
448,-2.32624710022398,2.96321440894589,-0.0813043895535387,"Converged",NA,0.8,0.2
449,-2.21766632074309,2.8088014463479,-0.131263175330206,"Converged",NA,0.8,0.2
450,-1.01670274972693,-1.5217118714445,-0.0708113205383886,"Converged",NA,0.8,0.2
451,-2.26034279169306,2.18711749702576,-0.041305565342727,"Converged",NA,0.8,0.2
452,-2.68707908047225,1.66514288212008,0.0298835924303886,"Converged",NA,0.8,0.2
453,-1.85228191082865,2.93648603536675,-0.159294614829779,"Converged",NA,0.8,0.2
454,-1.41841205060607,0.687112202926339,-0.096706747182617,"Converged",NA,0.8,0.2
455,-1.73151884250745,1.69597299451229,-0.115444108305102,"Converged",NA,0.8,0.2
456,-1.75689733828957,0.905992452932689,-0.0937566134224496,"Converged",NA,0.8,0.2
457,-1.44038929733524,0.495427808373397,-0.117690051538838,"Converged",NA,0.8,0.2
458,-1.94288807005478,1.76016356929676,-0.0777052387078641,"Converged",NA,0.8,0.2
459,-1.93473563363198,1.46339384932672,-0.0853032558949776,"Converged",NA,0.8,0.2
460,-2.25577176958752,3.1951681077677,-0.120590459990496,"Converged",NA,0.8,0.2
461,-2.21862155103386,2.32160582171099,-0.0642731962416736,"Converged",NA,0.8,0.2
462,-1.42638834759873,0.838175044034169,-0.181638166047312,"Converged",NA,0.8,0.2
463,-2.22681939901321,2.0527982510601,-0.0559132996260735,"Converged",NA,0.8,0.2
464,-1.49988534205211,0.183176456150863,-0.039295469302572,"Converged",NA,0.8,0.2
465,-2.10221633356115,2.9453627300913,-0.112497597885331,"Converged",NA,0.8,0.2
466,-2.26701571856389,2.55779548298742,-0.0704262087395905,"Converged",NA,0.8,0.2
467,-1.59636929495107,1.63661013995329,-0.146286870192297,"Converged",NA,0.8,0.2
468,-2.66248718767923,3.07847936113039,-0.0278889870946792,"Converged",NA,0.8,0.2
469,-1.57162063351012,0.202805546525819,-0.113962411766843,"Converged",NA,0.8,0.2
470,-2.13939778913006,1.21803753647039,-0.0378169872934556,"Converged",NA,0.8,0.2
471,-1.62516990112553,0.594759296794183,-0.0411278607716669,"Converged",NA,0.8,0.2
472,-1.73972680980648,1.47850902537978,-0.104149475045759,"Converged",NA,0.8,0.2
473,-1.9462064402179,2.26194119679337,-0.136352449808735,"Converged",NA,0.8,0.2
474,-2.60216023273607,3.17522574312009,-0.0587464899817141,"Converged",NA,0.8,0.2
475,-1.89475533166065,1.23411070038277,-0.0946691469677016,"Converged",NA,0.8,0.2
476,-0.625794924844834,-1.91063939852302,-0.127320286810008,"Converged",NA,0.8,0.2
477,-1.98108174802214,3.2194460531244,-0.192922279842633,"Converged",NA,0.8,0.2
478,-2.15452109532726,1.23789542498421,0.00386130719989418,"Converged",NA,0.8,0.2
479,-2.36494111832898,1.87708918604042,-0.0512417060760518,"Converged",NA,0.8,0.2
480,-1.36539402337062,0.348477094303761,-0.11562556487783,"Converged",NA,0.8,0.2
481,-1.54455604192822,0.900051356481257,-0.105896201154919,"Converged",NA,0.8,0.2
482,-2.10847022225867,2.83080739609728,-0.149154316941698,"Converged",NA,0.8,0.2
483,-2.12653507788653,2.65428291200731,-0.119914192077821,"Converged",NA,0.8,0.2
484,-2.24700680987846,2.75369584385218,-0.0822841266447357,"Converged",NA,0.8,0.2
485,-1.7612048379689,0.573993073443096,-0.0287260378117455,"Converged",NA,0.8,0.2
486,-1.76292737287974,1.89081269482699,-0.178332429736094,"Converged",NA,0.8,0.2
487,-1.52619064515893,1.16507658283693,-0.120808863926491,"Converged",NA,0.8,0.2
488,-1.83095867997456,0.789442572588509,-0.0563689128205239,"Converged",NA,0.8,0.2
489,-1.52564062116324,0.353528396820674,-0.114722364623597,"Converged",NA,0.8,0.2
490,-2.4064073035167,3.36987261390606,-0.0876933133996592,"Converged",NA,0.8,0.2
491,-1.76637796137668,2.21100362462993,-0.17402995691238,"Converged",NA,0.8,0.2
492,-2.9279435221629,4.41028202790047,-0.0811177535117528,"Converged",NA,0.8,0.2
493,-1.6896150011127,1.57811844914968,-0.120472244727091,"Converged",NA,0.8,0.2
494,-2.13368386270532,1.16087878186614,-0.0597627855547373,"Converged",NA,0.8,0.2
495,-2.37793103711446,2.65372697815449,-0.0724230898945979,"Converged",NA,0.8,0.2
496,-1.76855099285505,1.39179779149807,-0.0974953401206071,"Converged",NA,0.8,0.2
497,-1.3058541839795,1.19112953297427,-0.194930300304881,"Converged",NA,0.8,0.2
498,-2.99355687579237,3.8402032527579,-0.019800313849921,"Converged",NA,0.8,0.2
499,-1.95132215590085,2.03628152916909,-0.114587978111786,"Converged",NA,0.8,0.2
500,-1.68993693345583,1.24650715287242,-0.0912122381884906,"Converged",NA,0.8,0.2
501,-2.05683749464567,2.55821846186882,-0.119411223274859,"Converged",NA,0.8,0.2
502,-2.28855774368362,2.17469337621678,-0.062933891398939,"Converged",NA,0.8,0.2
503,-1.52881056386353,1.16264004208199,-0.142088191412067,"Converged",NA,0.8,0.2
504,-1.42288075079044,0.461981418911503,-0.0821476178937021,"Converged",NA,0.8,0.2
505,-1.81114431411318,1.48945938825828,-0.109980012031948,"Converged",NA,0.8,0.2
506,-1.91433112317871,1.45412231333069,-0.0537593207342983,"Converged",NA,0.8,0.2
507,-2.84913124003686,4.23026766696037,-0.0817337153529219,"Converged",NA,0.8,0.2
508,-2.30724911904013,4.02584744959249,-0.137661277449615,"Converged",NA,0.8,0.2
509,-1.74761435185935,1.46664711695765,-0.134008499471689,"Converged",NA,0.8,0.2
510,-1.18002506063806,0.284346791964023,-0.123526906895927,"Converged",NA,0.8,0.2
511,-2.45670196589918,3.80765012143142,-0.147266299271699,"Converged",NA,0.8,0.2
512,-1.91566144823057,1.84214060015037,-0.0963998998778958,"Converged",NA,0.8,0.2
513,-2.00102610388936,1.88214461228494,-0.100596172376494,"Converged",NA,0.8,0.2
514,-0.689496155405211,-0.957284554779279,-0.166824244313563,"Converged",NA,0.8,0.2
515,-1.52120332095893,0.913801193661908,-0.142949026683839,"Converged",NA,0.8,0.2
516,-1.72469297334104,1.06205834128111,-0.080035832410878,"Converged",NA,0.8,0.2
517,-2.296771653558,2.30283428758372,-0.0863497963332129,"Converged",NA,0.8,0.2
518,-2.09770194157776,2.98594164153453,-0.129832919349924,"Converged",NA,0.8,0.2
519,-1.67885298857196,0.974371930641768,-0.118862861391694,"Converged",NA,0.8,0.2
520,-1.59263473148327,0.29673313479291,-0.12343729834016,"Converged",NA,0.8,0.2
521,-1.55026155975276,1.73276272472162,-0.15517883425647,"Converged",NA,0.8,0.2
522,-2.16349440921788,2.46825279856942,-0.103193604826938,"Converged",NA,0.8,0.2
523,-1.62560502672793,0.699766802985488,-0.116353116027737,"Converged",NA,0.8,0.2
524,-1.46042817769837,1.03340667156633,-0.143589415858311,"Converged",NA,0.8,0.2
525,-1.09462316895631,-0.461642595895243,-0.137431077538373,"Converged",NA,0.8,0.2
526,-1.04293609494394,0.0952968706177761,-0.131685464517501,"Converged",NA,0.8,0.2
527,-1.57849230807831,1.02661610838171,-0.129769706348355,"Converged",NA,0.8,0.2
528,-1.96100573811269,2.51678253863527,-0.136240462063012,"Converged",NA,0.8,0.2
529,-0.986789922297056,-1.05269794707499,-0.0862586229571804,"Converged",NA,0.8,0.2
530,-1.3547474885222,0.0980914206175463,-0.111104256810877,"Converged",NA,0.8,0.2
531,-2.65163410330549,2.16750053611743,0.0306635203285482,"Converged",NA,0.8,0.2
532,-2.02308555711885,1.67430176149083,-0.0779100586915033,"Converged",NA,0.8,0.2
533,-0.20635495028621,-4.06563416705735,-0.0946426418095301,"Converged",NA,0.8,0.2
534,-2.03856838594049,2.26728621898438,-0.0809972848174267,"Converged",NA,0.8,0.2
535,-1.86662348539977,2.1397288479425,-0.127442915993057,"Converged",NA,0.8,0.2
536,-2.90275911848964,4.07404186380027,-0.0831892788966997,"Converged",NA,0.8,0.2
537,-1.41211263715357,-0.378014490210315,-0.0532197701490861,"Converged",NA,0.8,0.2
538,-2.37367633984846,2.83574922076599,-0.0761595036364156,"Converged",NA,0.8,0.2
539,-2.82881269427883,4.16275868024762,-0.0632687890364833,"Converged",NA,0.8,0.2
540,-2.28629424309834,3.44688657404332,-0.159780378520836,"Converged",NA,0.8,0.2
541,-2.31321382381837,2.69225757957735,-0.0773211844420459,"Converged",NA,0.8,0.2
542,-1.78639410336854,2.01491661926829,-0.113372457706762,"Converged",NA,0.8,0.2
543,-1.0517366050721,-0.283858521072933,-0.122686625490838,"Converged",NA,0.8,0.2
544,-1.60411731614459,0.910307701769,-0.0911181138064714,"Converged",NA,0.8,0.2
545,-2.27039581916268,2.18008645651115,-0.0521781422370638,"Converged",NA,0.8,0.2
546,-1.89184359590979,1.67889661840307,-0.0463041034780521,"Converged",NA,0.8,0.2
547,-2.48911956560869,3.86858425976241,-0.132019755368672,"Converged",NA,0.8,0.2
548,-1.11497320176116,-0.0121483747690012,-0.133349137125063,"Converged",NA,0.8,0.2
549,-2.5198712810829,3.5567041250876,-0.0961401005952688,"Converged",NA,0.8,0.2
550,-2.02363087046768,1.81354378294181,-0.114585096179667,"Converged",NA,0.8,0.2
551,-2.42163137416079,2.14735716221557,-0.0279179602692257,"Converged",NA,0.8,0.2
552,-2.72974555864147,3.36563394827613,-0.049780138675383,"Converged",NA,0.8,0.2
553,-1.56795896668385,1.34790613047883,-0.0936092238061696,"Converged",NA,0.8,0.2
554,-2.00695658290653,1.9857066099005,-0.0647865225312581,"Converged",NA,0.8,0.2
555,-1.76968659135973,0.527270937844301,-0.0564717517061002,"Converged",NA,0.8,0.2
556,-2.32671440808361,3.00182592213151,-0.101054390544736,"Converged",NA,0.8,0.2
557,-1.64478789156257,1.32064449234787,-0.0897508647127327,"Converged",NA,0.8,0.2
558,-1.87579794820315,1.91168464307112,-0.0979489302395624,"Converged",NA,0.8,0.2
559,-2.60375324087905,4.65027877340704,-0.166118605827161,"Converged",NA,0.8,0.2
560,-0.444613399541447,-1.65269085008038,-0.159274300803756,"Converged",NA,0.8,0.2
561,-0.915489739949357,-1.01050739964725,-0.127999773436517,"Converged",NA,0.8,0.2
562,-2.34844576368676,3.28032685674233,-0.0941916326573518,"Converged",NA,0.8,0.2
563,-2.4158758636187,3.0887586903427,-0.0567003932742589,"Converged",NA,0.8,0.2
564,-1.70522758690257,2.05892839815307,-0.168553022610533,"Converged",NA,0.8,0.2
565,-2.16383863697575,2.63095998295849,-0.102435747292466,"Converged",NA,0.8,0.2
566,-1.07980456544036,-0.354211659972734,-0.116047705870886,"Converged",NA,0.8,0.2
567,-1.98989734058496,2.98117142806033,-0.137301469262624,"Converged",NA,0.8,0.2
568,-2.59158797080779,4.36486694681638,-0.112880794411894,"Converged",NA,0.8,0.2
569,-2.17806568307176,2.35659939675881,-0.0998010828381297,"Converged",NA,0.8,0.2
570,-2.63151914261352,2.73424755873304,-0.0229525783594682,"Converged",NA,0.8,0.2
571,-1.39169481086288,0.801699089552399,-0.154058433137379,"Converged",NA,0.8,0.2
572,-3.97786970552549,7.17042399409447,0.0106610511643665,"Converged",NA,0.8,0.2
573,-2.5834000027267,3.84881247628293,-0.10456746455556,"Converged",NA,0.8,0.2
574,-2.47142356109825,2.8378644111951,-0.0625463324773407,"Converged",NA,0.8,0.2
575,-2.0563963654099,1.84115822599219,-0.10638633499433,"Converged",NA,0.8,0.2
576,-1.42495371245002,0.854985300626837,-0.146554116014772,"Converged",NA,0.8,0.2
577,-1.837598388798,1.84466703463053,-0.0787184261730114,"Converged",NA,0.8,0.2
578,-1.56438471837116,1.3331788966097,-0.160040023928291,"Converged",NA,0.8,0.2
579,-0.735234140862264,-1.81288300860413,-0.108781773340007,"Converged",NA,0.8,0.2
580,-1.70862620680902,1.0133180267513,-0.124544814594108,"Converged",NA,0.8,0.2
581,-2.69638772376842,3.4604045562526,-0.0600343558096257,"Converged",NA,0.8,0.2
582,-1.97538682341102,1.25115091966558,-0.077521141438029,"Converged",NA,0.8,0.2
583,-2.29122086242934,1.77608362794236,-0.0111898809860827,"Converged",NA,0.8,0.2
584,-2.15266269921203,3.61138582930611,-0.172229302774165,"Converged",NA,0.8,0.2
585,-1.95400662298151,2.21371343825558,-0.0965180787627218,"Converged",TRUE,0.8,0.2
586,-2.40686556681127,3.37488508772478,-0.116376456918354,"Converged",NA,0.8,0.2
587,-2.66280325602697,3.78797670426043,-0.0952335200717315,"Converged",NA,0.8,0.2
588,-2.37035375378036,2.21987616009643,-0.0405772852052672,"Converged",NA,0.8,0.2
589,-2.15933411655194,1.76473557867395,-0.0963974134646471,"Converged",NA,0.8,0.2
590,-2.03381780769654,2.7810552895743,-0.131708425948451,"Converged",NA,0.8,0.2
591,-1.37099562417725,0.416719532185351,-0.12250855570324,"Converged",NA,0.8,0.2
592,-2.68028061001575,3.31773440685315,0.00670309340498295,"Converged",NA,0.8,0.2
593,-2.11541090523103,2.87354490627155,-0.155712842511777,"Converged",NA,0.8,0.2
594,-1.80664986261692,1.48094483498589,-0.133196256553585,"Converged",NA,0.8,0.2
595,-2.21940305179219,2.47616549304494,-0.107452103052973,"Converged",NA,0.8,0.2
596,-0.505140470283351,-3.38707634097596,-0.0105574091189321,"Converged",NA,0.8,0.2
597,-2.113757186819,3.16042085907598,-0.160401928922966,"Converged",NA,0.8,0.2
598,-1.85219905968323,1.35479264731756,-0.0675965273276473,"Converged",NA,0.8,0.2
599,-1.59543551204771,0.603362962303437,-0.107401072735545,"Converged",NA,0.8,0.2
600,-1.82857925715628,1.25302476960381,-0.111523383696697,"Converged",NA,0.8,0.2
601,-1.96731021185781,1.89073153732953,-0.0980921094275872,"Converged",NA,0.8,0.2
602,-1.77501491355562,1.01971602781651,-0.0708387784612743,"Converged",NA,0.8,0.2
603,-2.09695093237057,2.37980212836596,-0.0997342376436212,"Converged",NA,0.8,0.2
604,-2.17066995643785,3.46548560522882,-0.169218861692617,"Converged",NA,0.8,0.2
605,-2.18964049345818,1.99849776432044,-0.0734551852015926,"Converged",NA,0.8,0.2
606,-1.55719211708369,0.214331983302968,-0.0519570938589224,"Converged",NA,0.8,0.2
607,-2.51399969223257,3.85163289191977,-0.1053629695535,"Converged",NA,0.8,0.2
608,-2.38843309042148,2.32550545348851,-0.0371072676953361,"Converged",NA,0.8,0.2
609,-1.60004415584794,0.194581547306019,-0.0480499926724584,"Converged",NA,0.8,0.2
610,-2.75367963496408,3.9313250728203,-0.0703281661961658,"Converged",NA,0.8,0.2
611,-2.85660970173761,4.13523070194039,-0.0898382449041334,"Converged",NA,0.8,0.2
612,-1.13956377058868,-0.512528638667578,-0.117881336578959,"Converged",NA,0.8,0.2
613,-1.68241937501515,1.37532123278505,-0.102154271592431,"Converged",NA,0.8,0.2
614,-2.38028240297988,2.39702362898097,-0.0681682736797984,"Converged",NA,0.8,0.2
615,-2.08592117645752,2.54575501426441,-0.12188348052471,"Converged",NA,0.8,0.2
616,-2.02999485276378,2.4997955075938,-0.0861077714698152,"Converged",NA,0.8,0.2
617,-2.74033497183846,3.65644894614203,-0.0875339373236295,"Converged",NA,0.8,0.2
618,-1.6609044305472,2.24438851155168,-0.191970803615141,"Converged",NA,0.8,0.2
619,-1.56705994420992,0.111501420494529,-0.050888896303532,"Converged",NA,0.8,0.2
620,-1.4895967423501,0.883462932789377,-0.142692208409468,"Converged",NA,0.8,0.2
621,-1.656196510301,0.688260219870749,-0.0825139982576235,"Converged",NA,0.8,0.2
622,-1.85658099395515,2.31284484170201,-0.16194320868087,"Converged",NA,0.8,0.2
623,-2.00884500436481,1.77186913200663,-0.072010382319035,"Converged",NA,0.8,0.2
624,-1.94131168846592,1.96860189805553,-0.121093633777068,"Converged",NA,0.8,0.2
625,-2.3950711854281,3.77401464666341,-0.102999562103845,"Converged",NA,0.8,0.2
