"sim","optMLE2_beta0","optMLE2_beta1","optMLE2_beta2","optMLE2_conv_msg","optMLE_wave1_est","optMLE_data_resampled","optMLE_sing_inf","tpr","fpr"
35,-1.91569543639662,2.41231956128687,-0.153489289306281,"Converged","MLE",FALSE,FALSE,0.95,0.05
36,-1.9015359779644,3.16264605143268,-0.205775589134181,"Converged","MLE",FALSE,FALSE,0.95,0.05
37,-2.08883858944599,2.59905955638377,-0.144425718510353,"Converged","MLE",FALSE,FALSE,0.95,0.05
38,-2.10644550408396,2.36468913640217,-0.108664581198469,"Converged","MLE",FALSE,FALSE,0.95,0.05
39,-1.6521642464882,1.68029657506595,-0.134171361885174,"Converged","MLE",FALSE,FALSE,0.95,0.05
40,-1.65466194422631,-0.0603451555897954,-0.0224604234871317,"Converged","MLE",FALSE,FALSE,0.95,0.05
41,-1.85188931420349,1.2154848888374,-0.110062066550459,"Converged","MLE",FALSE,FALSE,0.95,0.05
42,-2.62651474903585,3.77296257737862,-0.0712633962171413,"Converged","CC",TRUE,FALSE,0.95,0.05
43,-2.17472350319912,1.80438738503062,-0.0444226679347158,"Converged","MLE",FALSE,FALSE,0.95,0.05
44,-1.40747447058765,0.557070331088964,-0.10945697848073,"Converged","MLE",FALSE,FALSE,0.95,0.05
45,-1.21106667897968,0.0533074277861787,-0.143056009149346,"Converged","MLE",FALSE,FALSE,0.95,0.05
46,-1.343725606628,1.64825909994692,-0.20712226163618,"Converged","CC",FALSE,FALSE,0.95,0.05
47,-2.03145723256677,2.17686221448602,-0.0905733268115964,"Converged","MLE",FALSE,FALSE,0.95,0.05
48,-2.12404057546181,3.15595046957055,-0.168664708603584,"Converged","MLE",FALSE,FALSE,0.95,0.05
49,-2.07394243629769,2.00782579036829,-0.0722617633231324,"Converged","MLE",FALSE,FALSE,0.95,0.05
50,-1.62154474988246,0.622072990350905,-0.0713079537992213,"Converged","MLE",FALSE,FALSE,0.95,0.05
51,-1.92895506617515,1.41124386104859,-0.0688911624066657,"Converged","MLE",FALSE,FALSE,0.95,0.05
52,-1.08285411131723,-0.192892834213795,-0.141673898642631,"Converged","MLE",FALSE,FALSE,0.95,0.05
53,-2.31775275513976,2.44660731491127,-0.0437112968030518,"Converged","MLE",FALSE,FALSE,0.95,0.05
54,-2.51720907999921,2.65642986355111,-0.0474657646382478,"Converged","MLE",TRUE,FALSE,0.95,0.05
55,-1.38493122404225,0.385485068993063,-0.0751486324092139,"Converged","CC",FALSE,FALSE,0.95,0.05
56,-2.3313931278864,3.18185353325698,-0.0813848497401503,"Converged","MLE",FALSE,FALSE,0.95,0.05
57,-1.90876362026813,1.91546766386488,-0.0917610821801701,"Converged","CC",TRUE,FALSE,0.95,0.05
58,-0.774976684531597,-1.13864986132113,-0.138430835655962,"Converged","MLE",FALSE,FALSE,0.95,0.05
59,-1.97400397471194,1.30201109722771,-0.0602733206486234,"Converged","MLE",FALSE,FALSE,0.95,0.05
60,-2.22266370659462,2.55169753575609,-0.105148160871727,"Converged","MLE",FALSE,FALSE,0.95,0.05
61,-1.37054865758902,0.170503718076352,-0.0886717948595348,"Converged","MLE",FALSE,FALSE,0.95,0.05
62,-2.78051724391364,3.73279382449859,-0.0575374319105347,"Converged","MLE",FALSE,FALSE,0.95,0.05
63,-2.26934354880004,1.98492822070774,-0.0440635576702551,"Converged","CC",TRUE,FALSE,0.95,0.05
64,-2.20239447140249,2.29478822196101,-0.0804635887887274,"Converged","MLE",FALSE,FALSE,0.95,0.05
65,-2.41853715606171,4.3124978247443,-0.152037785223403,"Converged","MLE",TRUE,FALSE,0.95,0.05
66,-2.31837955638381,2.41896553902049,-0.0488167305083189,"Converged","MLE",FALSE,FALSE,0.95,0.05
67,-1.25909157173647,0.135104077466846,-0.120889662046044,"Converged","MLE",TRUE,FALSE,0.95,0.05
68,-2.28848725882684,2.7834811865716,-0.0655868448005733,"Converged","MLE",FALSE,FALSE,0.95,0.05
69,-2.10649897269087,3.00470183907014,-0.15678913705087,"Converged","MLE",FALSE,FALSE,0.95,0.05
70,-1.55855943148039,1.23338823198312,-0.123912999703764,"Converged","MLE",FALSE,FALSE,0.95,0.05
71,-1.54963084570656,0.0363151157236375,-0.0576178010256816,"Converged","MLE",FALSE,FALSE,0.95,0.05
72,-1.51967758507901,1.70544153576356,-0.18015462970784,"Converged","MLE",FALSE,FALSE,0.95,0.05
73,-1.86978789406163,1.68016847327098,-0.0910968639755158,"Converged","MLE",TRUE,FALSE,0.95,0.05
74,-2.260300772055,1.6674745283241,-0.0356241721261953,"Converged","MLE",FALSE,FALSE,0.95,0.05
75,-1.77865386478073,1.88118688367192,-0.150024547036576,"Converged","MLE",FALSE,FALSE,0.95,0.05
76,-2.13085715225925,1.84037335899976,-0.0623874787129818,"Converged","MLE",FALSE,FALSE,0.95,0.05
77,-1.92190145061382,1.95686488485663,-0.0918209121810154,"Converged","MLE",FALSE,FALSE,0.95,0.05
78,-2.09509701917375,2.208003397989,-0.111736482136224,"Converged","MLE",FALSE,FALSE,0.95,0.05
79,-2.6795526473892,3.9236294430356,-0.082187077057316,"Converged","MLE",FALSE,FALSE,0.95,0.05
80,-1.6870284956821,1.76621729897374,-0.152152076702623,"Converged","CC",FALSE,FALSE,0.95,0.05
81,-2.15256520508608,2.0187396875799,-0.0348079163557234,"Converged","MLE",FALSE,FALSE,0.95,0.05
82,-2.31765884247699,2.37180538225959,-0.0709929684302814,"Converged","MLE",FALSE,FALSE,0.95,0.05
83,-2.14081317383992,2.7297742364092,-0.145286622469039,"Converged","MLE",FALSE,FALSE,0.95,0.05
84,-1.49747010678429,1.30576452519558,-0.13859546153966,"Converged","MLE",FALSE,FALSE,0.95,0.05
85,-1.43468070753432,0.163271546072456,-0.0839582192941428,"Converged","MLE",FALSE,FALSE,0.95,0.05
86,-1.88658261720035,2.69608764649735,-0.188386659255341,"Converged","MLE",FALSE,FALSE,0.95,0.05
87,-2.04409608820682,3.11275981873319,-0.144689848560457,"Converged","CC",FALSE,FALSE,0.95,0.05
88,-1.95193337112954,2.51390475836025,-0.156630745926484,"Converged","MLE",FALSE,FALSE,0.95,0.05
89,-2.25361832146374,2.83642759592951,-0.0728234921863724,"Converged","CC",FALSE,FALSE,0.95,0.05
90,-2.05922748844622,2.06482008875401,-0.0898081477158303,"Converged","MLE",FALSE,FALSE,0.95,0.05
91,-2.25094233667907,3.41331670320718,-0.14691373056704,"Converged","MLE",FALSE,FALSE,0.95,0.05
92,-2.16452992121646,3.08924947636105,-0.105898186226806,"Converged","CC",FALSE,FALSE,0.95,0.05
93,-2.06874437839193,2.78781910350891,-0.118551395273359,"Converged","MLE",FALSE,FALSE,0.95,0.05
94,-2.29481788056316,4.39595839278415,-0.220269397556458,"Converged","MLE",TRUE,FALSE,0.95,0.05
95,-2.39937826172698,3.28762772887466,-0.126708958338345,"Converged","CC",FALSE,FALSE,0.95,0.05
96,-2.17391487470728,2.03206894795212,-0.0594407553352522,"Converged","MLE",FALSE,FALSE,0.95,0.05
97,-2.16427127434189,3.09830077904751,-0.127724727919618,"Converged","MLE",TRUE,FALSE,0.95,0.05
98,-3.02541027491796,4.79647006708283,-0.0618561394031291,"Converged","MLE",FALSE,FALSE,0.95,0.05
99,-1.78427702897513,0.593724852354632,-0.0723388362967098,"Converged","MLE",TRUE,FALSE,0.95,0.05
100,-1.89062563233791,0.490950347090195,-0.0292045996160748,"Converged","MLE",TRUE,FALSE,0.95,0.05
101,-2.25365490325627,1.56403920746171,-0.039138977015307,"Converged","MLE",FALSE,FALSE,0.95,0.05
102,-2.28720120086999,2.48934415049425,-0.0677934918082099,"Converged","MLE",TRUE,FALSE,0.95,0.05
103,-2.01721097270052,1.98955061675513,-0.100677203313263,"Converged","CC",FALSE,FALSE,0.95,0.05
104,-2.32559080925358,2.33245008943587,-0.067369120590673,"Converged","MLE",FALSE,FALSE,0.95,0.05
105,-0.920882517253004,-0.366250178121108,-0.167818070052687,"Converged","MLE",FALSE,FALSE,0.95,0.05
106,-1.96913244938251,2.04717641283575,-0.0816864856478973,"Converged","MLE",FALSE,FALSE,0.95,0.05
107,-2.27841846583542,3.3831347942135,-0.148937961563858,"Converged","MLE",TRUE,FALSE,0.95,0.05
108,-3.1286422596128,4.92505966424454,-0.0526694549703082,"Converged","MLE",TRUE,FALSE,0.95,0.05
109,-1.58191997984845,0.348631048254331,-0.0753771872390929,"Converged","MLE",FALSE,FALSE,0.95,0.05
110,-1.46798706838288,0.993307896085216,-0.136127963613367,"Converged","MLE",TRUE,FALSE,0.95,0.05
111,-2.44102162309716,2.73072334624871,-0.0906750997130518,"Converged","MLE",FALSE,FALSE,0.95,0.05
112,-2.23445033416267,2.45036767794424,-0.113139066807914,"Converged","MLE",FALSE,FALSE,0.95,0.05
113,-1.49563289309713,0.487194727945338,-0.117577507813699,"Converged","CC",FALSE,FALSE,0.95,0.05
114,-1.18023756292402,-0.546595168463297,-0.115034983723378,"Converged","MLE",FALSE,FALSE,0.95,0.05
115,-1.96595819624787,2.32504974548048,-0.135897517610291,"Converged","CC",FALSE,FALSE,0.95,0.05
116,-1.84312038645504,2.1945643182915,-0.12171678880637,"Converged","MLE",FALSE,FALSE,0.95,0.05
117,-2.27532690464648,2.02906139924041,-0.0702147599440229,"Converged","MLE",FALSE,FALSE,0.95,0.05
118,-2.65783471488452,3.25530185835061,-0.0439275308054757,"Converged","MLE",FALSE,FALSE,0.95,0.05
119,-2.02654640218686,2.35952994672633,-0.0760966752856233,"Converged","MLE",FALSE,FALSE,0.95,0.05
120,-1.91006025358428,2.34597274915974,-0.1417810185429,"Converged","CC",TRUE,FALSE,0.95,0.05
121,-2.29778114960833,2.08168368280066,-0.0494945882795444,"Converged","MLE",TRUE,FALSE,0.95,0.05
122,-1.40619142148642,0.73319993590031,-0.0870738470759659,"Converged","MLE",FALSE,FALSE,0.95,0.05
123,-2.17684359711321,1.81786736065817,-0.0670072394086589,"Converged","MLE",FALSE,FALSE,0.95,0.05
124,-1.04404389097485,-0.522422366457944,-0.145914752248634,"Converged","MLE",FALSE,FALSE,0.95,0.05
125,-2.18755833254324,1.64797387213175,-0.0109233649997292,"Converged","MLE",FALSE,FALSE,0.95,0.05
126,-1.8384695956355,1.61221590459017,-0.114092035711559,"Converged","MLE",FALSE,FALSE,0.95,0.05
127,-1.52462900350914,1.025905661884,-0.130899514224661,"Converged","MLE",FALSE,FALSE,0.95,0.05
128,-2.84675071157784,5.22649257914733,-0.122702830602289,"Converged","MLE",FALSE,FALSE,0.95,0.05
129,-1.86344244646746,1.13661388708963,-0.084595790049401,"Converged","MLE",FALSE,FALSE,0.95,0.05
130,-1.58239153284372,1.35071353744079,-0.118942577895601,"Converged","CC",TRUE,FALSE,0.95,0.05
131,-1.98639624643321,1.41264919886721,-0.0891613840163321,"Converged","MLE",FALSE,FALSE,0.95,0.05
132,-2.21533424304388,2.43074273914242,-0.0534725835962462,"Converged","MLE",FALSE,FALSE,0.95,0.05
133,-2.01408873976616,2.12996883669387,-0.081786411329025,"Converged","CC",FALSE,FALSE,0.95,0.05
134,-1.97118839774431,1.87731330933859,-0.106115056141718,"Converged","MLE",TRUE,FALSE,0.95,0.05
135,-2.14547237604948,2.28920736452859,-0.0940923342086209,"Converged","MLE",FALSE,FALSE,0.95,0.05
136,-2.43571351224772,1.96488046723663,0.0160506813224353,"Converged","MLE",FALSE,FALSE,0.95,0.05
137,-1.93940694276113,2.72019766098048,-0.12163136158798,"Converged","MLE",FALSE,FALSE,0.95,0.05
138,-1.758780307461,1.66416280622134,-0.113037775173304,"Converged","CC",TRUE,FALSE,0.95,0.05
139,-1.98825965703864,1.2637751193058,-0.0329911170605444,"Converged","MLE",FALSE,FALSE,0.95,0.05
140,-1.84198416481703,1.84105847304572,-0.102865906344234,"Converged","MLE",FALSE,FALSE,0.95,0.05
141,-1.58365040599928,1.7402295828376,-0.15700766070595,"Converged","MLE",FALSE,FALSE,0.95,0.05
142,-2.63245635278847,4.76910113842726,-0.122854598904651,"Converged","MLE",TRUE,FALSE,0.95,0.05
143,-1.74832511489212,0.834266399346539,-0.104908213695001,"Converged","MLE",TRUE,FALSE,0.95,0.05
144,-2.22816219339192,3.28278700731473,-0.122957483118581,"Converged","MLE",FALSE,FALSE,0.95,0.05
145,-2.01664671019258,2.05117427565468,-0.0839473998874433,"Converged","MLE",FALSE,FALSE,0.95,0.05
146,-1.55259545321896,1.38551162251529,-0.161537225578144,"Converged","MLE",FALSE,FALSE,0.95,0.05
147,-1.50411997327335,0.972823937907692,-0.1522122255716,"Converged","CC",TRUE,FALSE,0.95,0.05
148,-1.9439689574891,1.93775346877257,-0.117454558259532,"Converged","MLE",FALSE,FALSE,0.95,0.05
149,-1.46284543187794,1.25758015092988,-0.11793458204441,"Converged","MLE",FALSE,FALSE,0.95,0.05
150,-1.34218317450275,-0.174838399808345,-0.10936643196721,"Converged","MLE",TRUE,FALSE,0.95,0.05
151,-1.54113521712451,1.26185179487619,-0.139319377531187,"Converged","MLE",FALSE,FALSE,0.95,0.05
152,-2.22453736148136,3.0271633829444,-0.139272177575095,"Converged","MLE",FALSE,FALSE,0.95,0.05
153,-1.79886376655773,1.57358248646193,-0.0888989135151665,"Converged","MLE",FALSE,FALSE,0.95,0.05
154,-1.33634644876033,-0.0522910101721106,-0.0941456145455054,"Converged","MLE",FALSE,FALSE,0.95,0.05
155,-1.72981681227347,2.08470198719252,-0.166693377528096,"Converged","MLE",FALSE,FALSE,0.95,0.05
156,-2.42401659867999,3.4186369977052,-0.105424209876474,"Converged","MLE",TRUE,FALSE,0.95,0.05
157,-1.69418119600607,1.08080097622207,-0.105533330605478,"Converged","MLE",FALSE,FALSE,0.95,0.05
158,-2.72912497897809,4.35012469584868,-0.12765992948536,"Converged","CC",FALSE,FALSE,0.95,0.05
159,-2.21850287567079,2.27292866416461,-0.0343778635416787,"Converged","MLE",FALSE,FALSE,0.95,0.05
160,-2.05548521831438,1.51694523092848,-0.0358514609890914,"Converged","CC",FALSE,FALSE,0.95,0.05
161,-0.973770137940843,-0.892745914822491,-0.101565172786705,"Converged","MLE",FALSE,FALSE,0.95,0.05
162,-2.24043409090124,3.0826592748809,-0.134048262428326,"Converged","MLE",FALSE,FALSE,0.95,0.05
163,-2.12038089299875,3.4701348980756,-0.153958267263846,"Converged","MLE",FALSE,FALSE,0.95,0.05
164,-2.23661369282821,2.6152023059873,-0.100744442978506,"Converged","MLE",FALSE,FALSE,0.95,0.05
165,-1.79836343203389,0.355464139280968,-0.000822412413224029,"Converged","MLE",FALSE,FALSE,0.95,0.05
166,-2.29756716248335,2.13111612203317,-0.0140066618617206,"Converged","MLE",TRUE,FALSE,0.95,0.05
167,-2.2721181823228,2.25605437260418,-0.0540692461219156,"Converged","MLE",FALSE,FALSE,0.95,0.05
168,-1.46440915112902,1.42602538860012,-0.1630374621921,"Converged","MLE",FALSE,FALSE,0.95,0.05
169,-1.81915491114792,2.01568958933825,-0.114968041846923,"Converged","MLE",FALSE,FALSE,0.95,0.05
170,-1.71634607031185,0.451182680162651,-0.0200040688487878,"Converged","MLE",TRUE,FALSE,0.95,0.05
171,-2.43615893703698,3.3078738832739,-0.09560753838534,"Converged","MLE",FALSE,FALSE,0.95,0.05
172,-1.59793115667444,1.10000017238957,-0.119752796210888,"Converged","MLE",FALSE,FALSE,0.95,0.05
173,-1.74615720161741,0.984511035088051,-0.0616688932001057,"Converged","MLE",TRUE,FALSE,0.95,0.05
174,-1.93918421077335,2.61375825477798,-0.142795216367672,"Converged","MLE",FALSE,FALSE,0.95,0.05
175,-2.05632100077945,2.04209800580717,-0.0983535449674755,"Converged","MLE",FALSE,FALSE,0.95,0.05
176,-1.26102672380946,-0.633916917448115,-0.0969815167914984,"Converged","MLE",FALSE,FALSE,0.95,0.05
177,-2.34976651524005,2.27476942547921,-0.0637019540058451,"Converged","MLE",FALSE,FALSE,0.95,0.05
178,-2.38273311502419,1.86042926499504,-0.0112912711649457,"Converged","MLE",TRUE,FALSE,0.95,0.05
179,-2.0640902761154,1.62856115275569,-0.0912439694802466,"Converged","MLE",TRUE,FALSE,0.95,0.05
180,-2.30345302191743,3.26876992544756,-0.11001654321341,"Converged","MLE",FALSE,FALSE,0.95,0.05
181,-1.21745623150435,-0.305330505127197,-0.0819681229707643,"Converged","MLE",TRUE,FALSE,0.95,0.05
182,-1.85806470791803,2.15876489239886,-0.0969260900781923,"Converged","MLE",FALSE,FALSE,0.95,0.05
183,-1.42835407887679,1.14848700983721,-0.172644027792336,"Converged","MLE",FALSE,FALSE,0.95,0.05
184,-1.62949627642826,1.34017001210387,-0.140500416490848,"Converged","MLE",TRUE,FALSE,0.95,0.05
185,-2.2311630826216,2.2267948727394,-0.0461453650721723,"Converged","MLE",FALSE,FALSE,0.95,0.05
186,-1.8132644155895,2.17511373487172,-0.113172294246951,"Converged","MLE",TRUE,FALSE,0.95,0.05
187,-2.5483759062759,3.86655327676194,-0.0830576577136241,"Converged","MLE",FALSE,FALSE,0.95,0.05
188,-1.60689401940126,1.37008860086616,-0.165090884628142,"Converged","MLE",FALSE,FALSE,0.95,0.05
189,-1.6513133270337,2.00128682398558,-0.161939497433596,"Converged","MLE",FALSE,FALSE,0.95,0.05
190,-2.10080902853164,1.95699830891517,-0.0834817153997872,"Converged","MLE",FALSE,FALSE,0.95,0.05
191,-1.82115437048832,1.97104417050889,-0.116454592567268,"Converged","MLE",FALSE,FALSE,0.95,0.05
192,-0.891489628769875,-1.03106158325201,-0.118709767740327,"Converged","MLE",FALSE,FALSE,0.95,0.05
193,-1.5208315620861,1.06322827937234,-0.124596031444637,"Converged","MLE",FALSE,FALSE,0.95,0.05
194,-1.32955274055654,-0.00763112908732024,-0.0901118712011331,"Converged","CC",TRUE,FALSE,0.95,0.05
195,-2.37355242350067,3.60888170236347,-0.123119106982258,"Converged","MLE",FALSE,FALSE,0.95,0.05
196,-2.01116715822178,1.88340044855302,-0.0952676236170398,"Converged","MLE",FALSE,FALSE,0.95,0.05
197,-2.07315779503068,2.48920920283224,-0.0964672328554544,"Converged","MLE",FALSE,FALSE,0.95,0.05
198,-2.07380510263467,3.06520413098345,-0.15672342498911,"Converged","MLE",TRUE,FALSE,0.95,0.05
199,-2.19775501179476,2.635680641174,-0.123985209118909,"Converged","MLE",FALSE,FALSE,0.95,0.05
200,-2.20471433983485,2.43547353863591,-0.0578206534056908,"Converged","MLE",FALSE,FALSE,0.95,0.05
201,-1.97645248492185,1.77548882291083,-0.111314293039267,"Converged","MLE",FALSE,FALSE,0.95,0.05
202,-2.05827452409863,2.48411101915958,-0.0914059302389732,"Converged","MLE",FALSE,FALSE,0.95,0.05
203,-2.15163236693357,1.82332623565047,-0.115559363358731,"Converged","MLE",FALSE,FALSE,0.95,0.05
204,-2.38472857523711,2.66184330303902,-0.0510015894687876,"Converged","MLE",FALSE,FALSE,0.95,0.05
205,-1.79990016268074,2.1753777863227,-0.162500828528834,"Converged","CC",TRUE,FALSE,0.95,0.05
206,-1.38045722688832,0.766243196152591,-0.160131624038482,"Converged","MLE",FALSE,FALSE,0.95,0.05
207,-2.82472146795695,3.46584649903335,-0.0855685056978526,"Converged","MLE",FALSE,FALSE,0.95,0.05
208,-1.73112690789729,1.90455319311072,-0.154218345747044,"Converged","MLE",FALSE,FALSE,0.95,0.05
209,-2.05586135571755,2.26082609798088,-0.0859175373019527,"Converged","MLE",FALSE,FALSE,0.95,0.05
210,-1.16231077008912,0.495886856751969,-0.187363381376092,"Converged","MLE",FALSE,FALSE,0.95,0.05
211,-2.41966513478418,2.44799898095133,-0.0201448255195101,"Converged","MLE",FALSE,FALSE,0.95,0.05
212,-1.61985495298837,1.18213370533542,-0.122357282187075,"Converged","MLE",FALSE,FALSE,0.95,0.05
213,-1.97612127656078,1.18025533441666,-0.0598922461984909,"Converged","MLE",FALSE,FALSE,0.95,0.05
214,-1.62485977473898,1.33248309606524,-0.0796645486087157,"Converged","MLE",FALSE,FALSE,0.95,0.05
215,-2.13747280880789,3.51934118324634,-0.169901245370575,"Converged","MLE",FALSE,FALSE,0.95,0.05
216,-2.79912913069548,3.06190716449563,-0.031692330526126,"Converged","MLE",FALSE,FALSE,0.95,0.05
217,-1.59431207757543,1.6564747322521,-0.17767035954048,"Converged","MLE",FALSE,FALSE,0.95,0.05
218,-2.40447415883172,3.64401953627369,-0.120812243512415,"Converged","MLE",FALSE,FALSE,0.95,0.05
219,-1.90005706752938,1.47832837177808,-0.0773434918394716,"Converged","MLE",FALSE,FALSE,0.95,0.05
220,-1.68503724634704,1.42012556457809,-0.0936134662338982,"Converged","MLE",FALSE,FALSE,0.95,0.05
221,-1.549604671635,1.04331739294907,-0.0795270376883278,"Converged","MLE",FALSE,FALSE,0.95,0.05
222,-1.16794608099045,0.60063377344073,-0.168169000385824,"Converged","MLE",FALSE,FALSE,0.95,0.05
223,-2.21442277642592,2.21475762568108,-0.0608606434586068,"Converged","MLE",FALSE,FALSE,0.95,0.05
224,-2.4538192223772,4.09076849214776,-0.1127287904517,"Converged","CC",TRUE,FALSE,0.95,0.05
225,-2.19934243382966,1.75127755427129,-0.0337135795127095,"Converged","MLE",FALSE,FALSE,0.95,0.05
226,-1.78782450221643,1.55567999067262,-0.099415396485528,"Converged","MLE",FALSE,FALSE,0.95,0.05
227,-2.91937941981223,3.53656828385211,-0.0098022767985707,"Converged","MLE",FALSE,FALSE,0.95,0.05
228,-1.62640790113409,0.48522002180858,-0.068046886812675,"Converged","MLE",FALSE,FALSE,0.95,0.05
229,-1.65252662629995,0.856497654206424,-0.0928785489905675,"Converged","MLE",FALSE,FALSE,0.95,0.05
230,-1.92144873243123,2.06677295352387,-0.129870279346516,"Converged","MLE",TRUE,FALSE,0.95,0.05
231,-1.84453325921277,2.0910808188323,-0.130538280975447,"Converged","MLE",FALSE,FALSE,0.95,0.05
232,-1.98335267655112,2.47285880630735,-0.138670038065784,"Converged","MLE",FALSE,FALSE,0.95,0.05
233,-2.3381949049581,2.48921588980372,-0.076583420177014,"Converged","MLE",FALSE,FALSE,0.95,0.05
234,-1.99483862358736,2.94771446641053,-0.170621098322808,"Converged","MLE",FALSE,FALSE,0.95,0.05
235,-2.01321724490376,2.60365121375806,-0.11409893076982,"Converged","MLE",FALSE,FALSE,0.95,0.05
236,-1.78292273259053,1.42391330287038,-0.124374534474635,"Converged","MLE",FALSE,FALSE,0.95,0.05
237,-2.54504177365435,3.82417847508563,-0.132132930164706,"Converged","MLE",FALSE,FALSE,0.95,0.05
238,-1.94732842512115,2.14008304341396,-0.122462519349253,"Converged","MLE",FALSE,FALSE,0.95,0.05
239,NA,NA,NA,"MAX_ITER reached","MLE",FALSE,FALSE,0.95,0.05
240,-2.04246989683795,2.43150128392625,-0.120840961505194,"Converged","MLE",FALSE,FALSE,0.95,0.05
241,-1.90486424926778,2.01361337005683,-0.121701952770078,"Converged","MLE",FALSE,FALSE,0.95,0.05
242,-0.945582870846853,-0.421007766701406,-0.148192058027484,"Converged","MLE",FALSE,FALSE,0.95,0.05
243,-2.47068391997445,3.09902740293811,-0.110935889134106,"Converged","MLE",TRUE,FALSE,0.95,0.05
244,-2.64919834214824,4.37595320787862,-0.118364907396199,"Converged","MLE",FALSE,FALSE,0.95,0.05
245,-3.14165048918831,4.91247685648989,-0.0630699798770004,"Converged","MLE",FALSE,FALSE,0.95,0.05
246,-1.99653299638476,1.47281409893814,-0.0303858099408301,"Converged","MLE",TRUE,FALSE,0.95,0.05
247,-1.832536239617,1.19018966541065,-0.0806791060887917,"Converged","MLE",FALSE,FALSE,0.95,0.05
248,-1.74886072059723,1.83284627862317,-0.140703195727991,"Converged","MLE",FALSE,FALSE,0.95,0.05
249,-2.24879451699975,3.49766672091529,-0.165058314758848,"Converged","MLE",TRUE,FALSE,0.95,0.05
