"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_data_resampled","tpr","fpr"
27,-1.36519420247483,-0.0652961111202535,-0.0737425110132865,"Converged",FALSE,0.8,0.2
28,-2.07400448818573,3.11393880409846,-0.186859320139554,"Converged",FALSE,0.8,0.2
29,-2.2367540170714,1.95219869805343,-0.0224714141128176,"Converged",FALSE,0.8,0.2
30,-2.36029874830073,3.41249911463498,-0.0867240998430722,"Converged",FALSE,0.8,0.2
31,-2.97888986976196,4.76580145035453,-0.104556064609643,"Converged",FALSE,0.8,0.2
32,-1.86351238571738,1.01302497317295,-0.0627088284024664,"Converged",FALSE,0.8,0.2
33,-1.38827060153461,0.136742735542687,-0.132390728679514,"Converged",FALSE,0.8,0.2
34,-1.61009999773355,0.368653772783632,-0.0663256663087872,"Converged",FALSE,0.8,0.2
35,-2.20647777586912,2.78170045480454,-0.0975200312103105,"Converged",FALSE,0.8,0.2
36,-1.65339607971062,1.13385282662191,-0.0993041372022794,"Converged",FALSE,0.8,0.2
37,-2.16359598247331,2.23218406145018,-0.0650544622191652,"Converged",FALSE,0.8,0.2
38,-1.92939246479359,1.22011313947319,-0.0648064000970064,"Converged",FALSE,0.8,0.2
39,-1.36577946292447,0.554073326150215,-0.124481073516065,"Converged",FALSE,0.8,0.2
40,-1.29383644446849,0.366522456282865,-0.149812646458954,"Converged",FALSE,0.8,0.2
41,-1.67278063378209,1.7537991112668,-0.176800257637604,"Converged",FALSE,0.8,0.2
42,-2.28053986990256,2.99783046533725,-0.117482904225895,"Converged",TRUE,0.8,0.2
43,-1.44891653170394,1.06450012404511,-0.155631910947717,"Converged",FALSE,0.8,0.2
44,-1.98791944937903,0.638328589609214,-0.0317187402239931,"Converged",FALSE,0.8,0.2
45,-1.04653817927462,-0.210891820821809,-0.158428549211355,"Converged",FALSE,0.8,0.2
46,-2.8619267892316,5.13283186969229,-0.142553634355514,"Converged",FALSE,0.8,0.2
47,-2.18622985747655,2.73589770943725,-0.123802089032006,"Converged",FALSE,0.8,0.2
48,-1.81968216870536,1.1238815192924,-0.0815762907191865,"Converged",FALSE,0.8,0.2
49,-2.46506263031454,4.83619589281896,-0.161191967106677,"Converged",FALSE,0.8,0.2
50,-1.29675052439557,-0.974489402231477,-0.0309407794311298,"Converged",FALSE,0.8,0.2
51,-2.53174780378731,3.60849883677304,-0.125333497501214,"Converged",FALSE,0.8,0.2
52,-2.28246931186022,3.32809076793073,-0.101693394786656,"Converged",FALSE,0.8,0.2
53,-1.66523008947128,0.0492328790604794,-4.777745325803e-05,"Converged",FALSE,0.8,0.2
54,-0.706511669452381,-1.52831858165219,-0.125040043889281,"Converged",FALSE,0.8,0.2
55,-1.45743975677814,1.22607116956168,-0.140559310925126,"Converged",FALSE,0.8,0.2
56,-1.13179017048736,-0.775120044673068,-0.0906683219300317,"Converged",FALSE,0.8,0.2
57,-1.63207002786209,2.49792822533582,-0.202828903125186,"Converged",FALSE,0.8,0.2
58,-2.10960781810328,2.23122560768949,-0.074930468718123,"Converged",FALSE,0.8,0.2
59,-1.97878962141937,1.83787560023003,-0.131677163700695,"Converged",FALSE,0.8,0.2
60,-2.55437595485865,3.10764182198236,-0.0479263344103744,"Converged",FALSE,0.8,0.2
61,-1.86634550008515,1.39982700660863,-0.046467770389539,"Converged",FALSE,0.8,0.2
62,-2.10859151500725,2.59030900744994,-0.0925513677233121,"Converged",FALSE,0.8,0.2
63,-3.01322584224233,4.45696190940122,-0.0822908293419951,"Converged",FALSE,0.8,0.2
64,-1.54139277610582,0.620665983526967,-0.0727858102962296,"Converged",FALSE,0.8,0.2
65,-2.171028508822,2.55407038258404,-0.0766012485764359,"Converged",FALSE,0.8,0.2
66,-2.32661338803586,2.97747367213175,-0.0875181640386444,"Converged",FALSE,0.8,0.2
67,-2.01577646954307,2.26196285158471,-0.0909262301356577,"Converged",FALSE,0.8,0.2
68,-1.21679336317534,-0.809199530697965,-0.0980848333430185,"Converged",FALSE,0.8,0.2
69,-1.17349895300451,-0.409273453699772,-0.0844095252773605,"Converged",FALSE,0.8,0.2
70,-1.18680867479173,-0.295528434586173,-0.127972530799572,"Converged",FALSE,0.8,0.2
71,-1.00908545380998,-0.536134945596734,-0.1444459913406,"Converged",FALSE,0.8,0.2
72,-3.11884014526262,5.87664146148759,-0.150940650401425,"Converged",FALSE,0.8,0.2
73,-1.83851257099663,2.10325688942793,-0.164599291440473,"Converged",FALSE,0.8,0.2
74,-0.822399856126883,-1.26083231185167,-0.0970989307782145,"Converged",FALSE,0.8,0.2
75,-1.45242714958675,0.292569734472435,-0.098239178304486,"Converged",FALSE,0.8,0.2
76,-1.89720320355438,0.641264401387704,-0.0265724670839348,"Converged",FALSE,0.8,0.2
77,-1.91333270316357,1.08445497238701,-0.0337151968102946,"Converged",FALSE,0.8,0.2
78,-1.76721701314976,1.17533608818522,-0.0855541051275388,"Converged",FALSE,0.8,0.2
79,-2.62978811377347,4.28077442612117,-0.0729080059843641,"Converged",FALSE,0.8,0.2
80,-1.42544062206058,1.43846453383364,-0.15865558890583,"Converged",FALSE,0.8,0.2
81,-2.39103165340093,3.88791752959374,-0.117372382665302,"Converged",FALSE,0.8,0.2
82,-3.00940495597468,3.68032931385275,-0.00365011575277029,"Converged",FALSE,0.8,0.2
83,-2.18729514991921,2.31809640541076,-0.0762703943062051,"Converged",FALSE,0.8,0.2
84,-2.46933087075238,3.17912924609098,-0.0612214851542599,"Converged",FALSE,0.8,0.2
85,-2.46943117075448,3.62386124547045,-0.109883077309208,"Converged",FALSE,0.8,0.2
86,-1.63922320706463,1.7311179399749,-0.149831051044687,"Converged",FALSE,0.8,0.2
87,-1.87568553549939,1.73226175615257,-0.12233962653362,"Converged",FALSE,0.8,0.2
88,-1.97476210455954,2.50252287219999,-0.11359772231491,"Converged",FALSE,0.8,0.2
89,-1.60132087991501,1.82573261468909,-0.185657406244536,"Converged",FALSE,0.8,0.2
90,-1.47446758738717,0.770958343496446,-0.10818309154612,"Converged",FALSE,0.8,0.2
91,-1.63552012870288,1.33521200391239,-0.125493439384873,"Converged",FALSE,0.8,0.2
92,-1.78651304989007,1.61660546850978,-0.0943610826159011,"Converged",FALSE,0.8,0.2
93,-2.4813495256849,3.55617051505086,-0.125604951950086,"Converged",FALSE,0.8,0.2
94,-2.08197324157906,1.92435542832094,-0.0741933639447258,"Converged",FALSE,0.8,0.2
95,-1.91826163966808,1.57468780091951,-0.0594902497933919,"Converged",FALSE,0.8,0.2
96,-1.75769237016356,1.57522939530454,-0.127426258060046,"Converged",FALSE,0.8,0.2
97,-2.70798852346956,4.1774333436024,-0.134338274976593,"Converged",FALSE,0.8,0.2
98,-1.80021256437323,1.44201260136514,-0.110026756819175,"Converged",FALSE,0.8,0.2
99,-2.06497581580629,2.40188233341027,-0.103666826393096,"Converged",FALSE,0.8,0.2
100,-2.02153920913424,2.99151515368485,-0.145209414564935,"Converged",TRUE,0.8,0.2
101,-2.41677450373225,4.56912748963132,-0.157373935385279,"Converged",FALSE,0.8,0.2
102,-1.56207922107626,1.63431067402901,-0.164165431200171,"Converged",FALSE,0.8,0.2
103,-1.4557653012252,0.563186411741776,-0.116883372250559,"Converged",FALSE,0.8,0.2
104,-2.40957994721631,3.0804371685055,-0.0722970242568878,"Converged",FALSE,0.8,0.2
105,-2.48985663458061,4.26456874576948,-0.154091302906575,"Converged",FALSE,0.8,0.2
106,-2.17505551665399,2.29119061344898,-0.0809658459879536,"Converged",FALSE,0.8,0.2
107,-2.36856985886249,3.85389064251573,-0.135100634084844,"Converged",FALSE,0.8,0.2
108,-1.79252173740057,2.07737806921152,-0.165451444914351,"Converged",FALSE,0.8,0.2
109,-1.30627576674264,-0.41199185824442,-0.0698923797981809,"Converged",FALSE,0.8,0.2
110,-1.95704564073513,2.42189445393438,-0.171630579771335,"Converged",FALSE,0.8,0.2
111,-1.55860691463046,1.58268363560015,-0.15674943303238,"Converged",FALSE,0.8,0.2
112,-2.15588702300366,1.87459197742903,-0.0567519237108022,"Converged",FALSE,0.8,0.2
113,-1.70624567385306,1.71193379162861,-0.123684525224269,"Converged",FALSE,0.8,0.2
114,-2.22530545317245,2.34162685369017,-0.0767977173615667,"Converged",FALSE,0.8,0.2
115,-1.14127870932586,-1.12743368966631,-0.0718058887478445,"Converged",FALSE,0.8,0.2
116,-2.90844225642114,5.08058744280435,-0.111053611850055,"Converged",FALSE,0.8,0.2
117,-1.71300535802304,1.3647021391478,-0.0871204448478136,"Converged",FALSE,0.8,0.2
118,-1.35209551714317,0.135303700047737,-0.128494190344311,"Converged",FALSE,0.8,0.2
119,-2.65344003647609,4.68263360441033,-0.119401072476146,"Converged",FALSE,0.8,0.2
120,-2.97498688811404,3.43536672984343,-0.0226542084512447,"Converged",FALSE,0.8,0.2
121,-1.59190461089558,0.219436748445797,-0.0808329289173179,"Converged",FALSE,0.8,0.2
122,-1.90502874212012,1.34648140810489,-0.0853714922686736,"Converged",FALSE,0.8,0.2
123,-1.7213895726747,1.42792333208468,-0.119455025144602,"Converged",FALSE,0.8,0.2
124,-1.62631852175194,0.994879829567397,-0.146430999951074,"Converged",FALSE,0.8,0.2
125,-2.63697286146204,3.38403230764447,-0.0357544707393279,"Converged",FALSE,0.8,0.2
126,-2.10191528192513,2.41542995470922,-0.0843672894577041,"Converged",FALSE,0.8,0.2
127,-1.35406915797705,0.812796008546071,-0.190540355076174,"Converged",FALSE,0.8,0.2
128,-2.44438654351564,3.61269263487961,-0.119396815318263,"Converged",FALSE,0.8,0.2
129,-1.9571763853973,2.32868000090305,-0.111959761350456,"Converged",FALSE,0.8,0.2
130,-1.36035877178041,0.485923308507954,-0.0816719809498554,"Converged",FALSE,0.8,0.2
131,-2.26152039231241,3.72922561324272,-0.162742477530196,"Converged",FALSE,0.8,0.2
132,-1.79240936366275,1.49105353567963,-0.10459120127984,"Converged",FALSE,0.8,0.2
133,-2.31922186099277,3.89492225894255,-0.152818178973027,"Converged",FALSE,0.8,0.2
134,-2.20637525591237,2.77767062988134,-0.110877439514401,"Converged",FALSE,0.8,0.2
135,-1.6748081178788,0.953107030885993,-0.0849219176099948,"Converged",FALSE,0.8,0.2
136,-1.86770095307922,1.05326095000217,-0.0460977358848862,"Converged",FALSE,0.8,0.2
137,-2.70478609443898,4.90160910044558,-0.128728953064513,"Converged",FALSE,0.8,0.2
138,-2.10399969525203,2.47314828239243,-0.0915619089845535,"Converged",FALSE,0.8,0.2
139,-2.26312227346557,3.22203523594582,-0.11601754167557,"Converged",FALSE,0.8,0.2
140,-2.54430417059459,3.58968612331745,-0.0578447633844672,"Converged",FALSE,0.8,0.2
141,-1.91107277742718,1.04357966991954,-0.0270199847437393,"Converged",FALSE,0.8,0.2
142,-1.62818259713138,2.03119327657518,-0.154301683232415,"Converged",FALSE,0.8,0.2
143,-1.68285243743615,0.889806360961473,-0.122694889666386,"Converged",FALSE,0.8,0.2
144,-2.28839192286312,3.3114604607703,-0.153627927070649,"Converged",FALSE,0.8,0.2
145,-2.09007266836096,0.715276048099977,-0.00500478258206485,"Converged",FALSE,0.8,0.2
146,-2.04771474174709,1.67939745546592,-0.0481426246314951,"Converged",FALSE,0.8,0.2
147,-1.75928176732128,-0.289483190842043,0.0206208528804411,"Converged",FALSE,0.8,0.2
148,-1.48761702592095,1.30778687850138,-0.145400810444182,"Converged",FALSE,0.8,0.2
149,-2.3021907301401,2.4401415214639,-0.0758236700238616,"Converged",FALSE,0.8,0.2
150,-1.92547154523085,2.04051817135944,-0.164715183919237,"Converged",FALSE,0.8,0.2
151,-2.47518509654129,3.04691826932667,-0.109803094886776,"Converged",FALSE,0.8,0.2
152,-2.04698559296276,2.13507772072481,-0.104422187951194,"Converged",FALSE,0.8,0.2
153,-1.49941039571854,0.436922982539842,-0.103588128084647,"Converged",FALSE,0.8,0.2
154,-2.45824799151132,2.82879198862407,-0.0619348188164942,"Converged",FALSE,0.8,0.2
155,-1.93466597089557,1.0450676599049,0.00357376083831577,"Converged",FALSE,0.8,0.2
156,-1.50951989756278,0.365406893085941,-0.0796472070262835,"Converged",FALSE,0.8,0.2
157,-1.67178156524396,0.762058860256175,-0.0641212031716463,"Converged",FALSE,0.8,0.2
158,-2.76958238739979,4.93312934875309,-0.109516917782639,"Converged",FALSE,0.8,0.2
159,-2.62492108427238,3.10006711005337,-0.0695345305599791,"Converged",FALSE,0.8,0.2
160,-1.98426461356432,1.995096016144,-0.0992694752000266,"Converged",FALSE,0.8,0.2
161,-1.20704375174722,0.475108445704597,-0.185943719641006,"Converged",FALSE,0.8,0.2
162,-2.33481867288303,2.90511151512514,-0.0783797665829708,"Converged",FALSE,0.8,0.2
163,-1.45932188929225,0.485854050157154,-0.129100268972349,"Converged",FALSE,0.8,0.2
164,-1.93655892519293,1.91911199462464,-0.136337738442076,"Converged",FALSE,0.8,0.2
165,-2.87675744010865,3.13898849711695,0.0132666197317395,"Converged",FALSE,0.8,0.2
166,-1.6624062540468,2.26299705755866,-0.196331827934256,"Converged",FALSE,0.8,0.2
167,-2.56613745483808,2.85680975172536,-0.0485288261594458,"Converged",FALSE,0.8,0.2
168,-1.4968649549954,0.622913577401798,-0.139815688797195,"Converged",FALSE,0.8,0.2
169,-1.46136384693598,1.02764065852974,-0.139132069776518,"Converged",FALSE,0.8,0.2
170,-1.69604675593947,1.01048657879237,-0.0777555194192797,"Converged",FALSE,0.8,0.2
171,-2.59933214358449,4.42293168034411,-0.110762529003776,"Converged",FALSE,0.8,0.2
172,-2.23422873661409,1.26868481439969,-0.00764110019650279,"Converged",FALSE,0.8,0.2
173,-3.06002231016584,4.99885402999032,-0.0434873761474108,"Converged",FALSE,0.8,0.2
174,-1.56690582094216,0.229808735772601,-0.0791696855467115,"Converged",FALSE,0.8,0.2
175,-2.26897793472432,3.60389165196336,-0.12104423937135,"Converged",FALSE,0.8,0.2
176,-1.66223356722092,0.695227543619083,-0.0919947836451975,"Converged",FALSE,0.8,0.2
177,-2.36211377052521,4.01781247611906,-0.144257809458808,"Converged",FALSE,0.8,0.2
178,-2.36452836250524,2.798992990181,-0.0909792541443152,"Converged",FALSE,0.8,0.2
179,-1.71391243872649,0.864300512802851,-0.0778478426669365,"Converged",FALSE,0.8,0.2
180,-2.14593193464098,2.43647372214489,-0.106485252357532,"Converged",FALSE,0.8,0.2
181,-1.61288384345664,0.989404995066747,-0.109463670562623,"Converged",FALSE,0.8,0.2
182,-1.72477616982947,1.75488799930862,-0.156044050067798,"Converged",FALSE,0.8,0.2
183,-1.74822750392653,1.03539634300536,-0.0723310134522068,"Converged",FALSE,0.8,0.2
184,-2.44698950295029,2.67144103078301,-0.0264195439288468,"Converged",FALSE,0.8,0.2
185,-2.4497098767713,3.37709908114356,-0.103767446327901,"Converged",FALSE,0.8,0.2
186,-2.73007778177014,2.77339382885263,-0.0538142179217304,"Converged",FALSE,0.8,0.2
187,-0.943464914880993,-0.201441236021017,-0.16342625474028,"Converged",FALSE,0.8,0.2
188,-2.45970076738774,4.50613989240803,-0.151817817835182,"Converged",FALSE,0.8,0.2
189,-2.21021353028209,2.3577428667852,-0.0776206088617048,"Converged",FALSE,0.8,0.2
190,-2.05988265515098,2.67483470084909,-0.129823215639505,"Converged",FALSE,0.8,0.2
191,-1.675120163132,1.97947041501844,-0.163464470468111,"Converged",FALSE,0.8,0.2
192,-2.08276480297101,2.41077600877098,-0.124284967177239,"Converged",FALSE,0.8,0.2
193,-2.31988584878334,4.15655483672451,-0.15708754155895,"Converged",FALSE,0.8,0.2
194,-2.6121765879523,3.08666232917824,-0.0482565744649115,"Converged",FALSE,0.8,0.2
195,-1.07967181584238,-0.81441586096651,-0.0913797940380534,"Converged",FALSE,0.8,0.2
196,-1.79473814775092,1.57399716138985,-0.132268606993972,"Converged",FALSE,0.8,0.2
197,-1.97666134615046,2.72389353394639,-0.151005829231068,"Converged",FALSE,0.8,0.2
198,-1.48923050341954,1.4696018985091,-0.185561147833612,"Converged",FALSE,0.8,0.2
199,-1.46013588834591,0.306558009545796,-0.120338194788543,"Converged",FALSE,0.8,0.2
200,-2.0269115229122,2.15123051637615,-0.0726092972781423,"Converged",FALSE,0.8,0.2
201,-2.64115170584721,3.79967473649319,-0.108319884959475,"Converged",FALSE,0.8,0.2
202,-2.12349635795092,2.23543848777826,-0.105508009918957,"Converged",FALSE,0.8,0.2
203,-1.18325081234633,0.600090845510792,-0.181805857548252,"Converged",FALSE,0.8,0.2
204,-1.74264493857003,1.21269818746838,-0.123597728583732,"Converged",FALSE,0.8,0.2
205,-1.41226111909156,0.380755536508972,-0.099851614822895,"Converged",FALSE,0.8,0.2
206,-2.34450267310681,2.31172791277714,-0.0369020346169716,"Converged",FALSE,0.8,0.2
207,-2.1098502896341,2.83342466226886,-0.146215526075036,"Converged",FALSE,0.8,0.2
208,-2.56972062206785,5.07335429164576,-0.191657475358233,"Converged",FALSE,0.8,0.2
209,-1.6634973681581,0.22014057570276,-0.0541347027859199,"Converged",FALSE,0.8,0.2
210,-3.54479540264975,6.43731339370771,-0.0557358174860942,"Converged",FALSE,0.8,0.2
211,-2.89657419663694,4.78732129475352,-0.0723088789247134,"Converged",FALSE,0.8,0.2
212,-2.62494133355376,3.91269887452155,-0.0587418004022285,"Converged",FALSE,0.8,0.2
213,-1.5388868826598,1.01929193352881,-0.119349565132141,"Converged",FALSE,0.8,0.2
214,-2.55299115769125,4.32968722118139,-0.141817119807242,"Converged",FALSE,0.8,0.2
215,-2.57236239309114,3.74629008111072,-0.100157757331429,"Converged",FALSE,0.8,0.2
216,-2.34316910655544,2.31789477575576,-0.0316827021252915,"Converged",FALSE,0.8,0.2
217,-2.06149708679302,2.33322462920915,-0.109924330808764,"Converged",FALSE,0.8,0.2
218,-2.80426511611121,3.08482450425505,-0.00540511162165304,"Converged",FALSE,0.8,0.2
219,-1.75681194026897,1.8367837517013,-0.0930820714772375,"Converged",FALSE,0.8,0.2
220,-2.43383092108086,1.50201429872241,-0.000976485831013902,"Converged",FALSE,0.8,0.2
221,-2.9909742925509,5.19423530398511,-0.0793800934913396,"Converged",FALSE,0.8,0.2
222,-2.0465588708137,2.34989589370293,-0.127475724972437,"Converged",FALSE,0.8,0.2
223,-1.85361363056255,1.75824150021657,-0.142116323702939,"Converged",FALSE,0.8,0.2
224,-1.90869668146009,0.814709086540678,-0.050222907741212,"Converged",FALSE,0.8,0.2
225,-1.2561496758458,-0.115771341278146,-0.138426300029502,"Converged",FALSE,0.8,0.2
226,-1.43775635704752,0.516148251884758,-0.116144485093423,"Converged",FALSE,0.8,0.2
227,-1.95721749388782,2.45293941367597,-0.138193908813449,"Converged",FALSE,0.8,0.2
228,-1.61164692540914,0.731465682568289,-0.12827530438768,"Converged",FALSE,0.8,0.2
229,-1.04401369958572,0.15228157405509,-0.199000838085378,"Converged",FALSE,0.8,0.2
230,-2.40628664516158,2.73805117490618,-0.0411539429006969,"Converged",FALSE,0.8,0.2
231,-1.16296983856372,0.0453063442216678,-0.148493417877134,"Converged",FALSE,0.8,0.2
232,-2.32761451898649,1.58810564467423,-0.00163976013128388,"Converged",FALSE,0.8,0.2
233,-1.67263177600264,0.876238336082754,-0.119604420974419,"Converged",FALSE,0.8,0.2
234,-2.26569056544951,2.69895188814621,-0.0958498575800614,"Converged",FALSE,0.8,0.2
235,-1.7324190532995,0.230593656262877,-0.0312627002722202,"Converged",FALSE,0.8,0.2
236,-2.47344460017834,4.26618312805202,-0.137063483745905,"Converged",FALSE,0.8,0.2
237,-2.75900985544388,4.99330667484046,-0.160716692016129,"Converged",FALSE,0.8,0.2
238,-1.63520208314742,1.20105111973239,-0.113033588136319,"Converged",FALSE,0.8,0.2
239,-2.59730124966867,3.17219955756745,-0.06179321687338,"Converged",FALSE,0.8,0.2
240,-2.50042316350652,2.73527942628272,-0.0577559479417945,"Converged",FALSE,0.8,0.2
241,-2.59180524504681,2.27035203156981,0.00168003700941204,"Converged",FALSE,0.8,0.2
242,-1.67110057035886,1.48676791623118,-0.15448981257591,"Converged",FALSE,0.8,0.2
243,-2.3118493689697,3.49316485818936,-0.110634880074398,"Converged",FALSE,0.8,0.2
244,-1.50039958286362,2.0577510398133,-0.2129557271473,"Converged",FALSE,0.8,0.2
245,-2.21996797004779,2.53291276996641,-0.113360123539978,"Converged",FALSE,0.8,0.2
246,-2.14255160961907,1.71077180023616,-0.0385862377016831,"Converged",FALSE,0.8,0.2
247,-1.85127306219293,2.7792015356257,-0.194143802415008,"Converged",FALSE,0.8,0.2
248,-1.44357553005064,1.98446583390884,-0.25673606143428,"Converged",FALSE,0.8,0.2
249,-1.81013748568587,1.32563308618043,-0.0663493706436948,"Converged",FALSE,0.8,0.2
250,-1.43812254311512,0.859816702916451,-0.136821665012706,"Converged",FALSE,0.8,0.2
251,-1.98107851256402,1.97744518327606,-0.0913156225784033,"Converged",FALSE,0.8,0.2
252,-1.85599132204511,1.22897431982963,-0.0750871872345717,"Converged",FALSE,0.8,0.2
253,-2.2402957387348,3.11263404082205,-0.173901344596519,"Converged",FALSE,0.8,0.2
254,-1.9082676968191,1.93534429676686,-0.104869968431224,"Converged",FALSE,0.8,0.2
255,-2.28021299479356,2.30468597843884,-0.0746925654250298,"Converged",FALSE,0.8,0.2
256,-1.01322955258538,-0.496453236364052,-0.126292739007545,"Converged",FALSE,0.8,0.2
257,-1.55513609225589,-0.115070750332912,-0.0676248882007133,"Converged",FALSE,0.8,0.2
258,-1.42980687551474,0.665158660187193,-0.155184186310216,"Converged",FALSE,0.8,0.2
259,-1.75955227807997,0.894635775762308,-0.101877328405768,"Converged",FALSE,0.8,0.2
260,-1.82341535466973,1.51973787497857,-0.1050006272735,"Converged",FALSE,0.8,0.2
261,-2.20036837241352,2.18283039037669,-0.099453109793391,"Converged",FALSE,0.8,0.2
262,-1.92630711524346,1.98848373654176,-0.0767834067542476,"Converged",FALSE,0.8,0.2
263,-1.54878186670921,0.89843278313763,-0.135099065443504,"Converged",FALSE,0.8,0.2
264,-1.33290996048314,0.942971673066181,-0.15198293188442,"Converged",FALSE,0.8,0.2
265,-1.66806361480071,0.59102082866691,-0.0767296025919252,"Converged",FALSE,0.8,0.2
266,-2.74949429953647,4.03265216939046,-0.067726930774566,"Converged",FALSE,0.8,0.2
267,-2.12442370913433,2.39908876026558,-0.0763287909837862,"Converged",FALSE,0.8,0.2
268,-2.43791608136371,3.11329042997876,-0.0570375742881982,"Converged",FALSE,0.8,0.2
269,-2.49877434122831,2.89214583949118,-0.0502701145301752,"Converged",FALSE,0.8,0.2
270,-2.01844897541026,2.91172614249963,-0.135217233789305,"Converged",FALSE,0.8,0.2
271,-2.14342827211656,2.29659955913338,-0.121700363893117,"Converged",FALSE,0.8,0.2
272,-1.7770177274982,1.69316743541475,-0.124679069179331,"Converged",FALSE,0.8,0.2
273,-1.37358370172447,1.98722377941656,-0.233123595489164,"Converged",FALSE,0.8,0.2
274,-1.71228478078092,0.283400031081088,-0.0166139238547907,"Converged",FALSE,0.8,0.2
275,-1.4242780364418,0.359940862910988,-0.117986661941942,"Converged",FALSE,0.8,0.2
276,-2.30737593506884,2.47224587525599,-0.0186437152697652,"Converged",FALSE,0.8,0.2
277,-1.80838883766575,1.4633635325194,-0.123603542261125,"Converged",FALSE,0.8,0.2
278,-1.51100069295903,0.0133306907579199,-0.0733362529878625,"Converged",FALSE,0.8,0.2
279,-1.59524785270176,1.40714208247329,-0.123958563268136,"Converged",FALSE,0.8,0.2
280,-1.87833693384539,1.64105222050218,-0.0965583090185574,"Converged",FALSE,0.8,0.2
281,-2.21789958690513,1.83539258330631,-0.0547156793327089,"Converged",FALSE,0.8,0.2
282,-1.49391560826338,-0.288381050047281,-0.0361248332795112,"Converged",FALSE,0.8,0.2
283,-1.67554307802617,0.926530305883541,-0.0934772197294996,"Converged",FALSE,0.8,0.2
284,-2.73633222347543,4.08541545699212,-0.0694437506902578,"Converged",FALSE,0.8,0.2
285,-1.9858377230307,1.9869089010501,-0.0777548117989573,"Converged",FALSE,0.8,0.2
286,-1.39710551279799,0.709895530596347,-0.137544242667033,"Converged",FALSE,0.8,0.2
287,-2.06862074574268,2.30992313039679,-0.104717183688333,"Converged",FALSE,0.8,0.2
288,-2.68455293710552,3.73769210059918,-0.0702639467664794,"Converged",FALSE,0.8,0.2
289,-1.43100810652366,0.680041125807707,-0.134896782754258,"Converged",FALSE,0.8,0.2
290,-2.73786880150972,3.58344172575397,-0.0507737381728788,"Converged",FALSE,0.8,0.2
291,-2.60591493207812,4.47946880941176,-0.155736961794022,"Converged",FALSE,0.8,0.2
292,-1.89818364553127,1.44749909366614,-0.0933660305188132,"Converged",FALSE,0.8,0.2
293,-1.95912925796243,2.5861597574244,-0.169949328483853,"Converged",FALSE,0.8,0.2
294,-2.20976670457854,3.01580868872371,-0.0997367364418253,"Converged",FALSE,0.8,0.2
295,-2.32094085671215,3.71246691937096,-0.152174995908502,"Converged",FALSE,0.8,0.2
296,-2.74308609397971,3.25604258741884,-0.0270628194567938,"Converged",FALSE,0.8,0.2
297,-2.55288105098372,4.00699898838502,-0.105825506553015,"Converged",FALSE,0.8,0.2
298,-1.34013731804981,-0.434518126150288,-0.0581589163849943,"Converged",FALSE,0.8,0.2
