"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_data_resampled","audit_recovery"
109,-1.08448687288031,0.557724915503339,-0.202811445153045,"Converged",FALSE,0.25
110,-2.34307011610571,3.89016293827707,-0.138594295926543,"Converged",FALSE,0.25
111,-1.19501413595575,0.365215899463825,-0.140453297347143,"Converged",FALSE,0.25
112,-1.65285818009184,1.59986806752671,-0.109481598153163,"Converged",FALSE,0.25
113,-2.09002846544573,1.59425031979046,-0.0379472718056039,"Converged",FALSE,0.25
114,-1.93294864006452,1.75280226369111,-0.0876608980893253,"Converged",FALSE,0.25
115,-1.97044803202386,2.06031816458607,-0.0774724644302605,"Converged",FALSE,0.25
116,-2.17539138713148,2.31925558335867,-0.0840642140341869,"Converged",FALSE,0.25
117,-1.42929339013375,1.33023922032872,-0.188502249859539,"Converged",FALSE,0.25
118,-1.6452798285195,-0.200645993846163,-0.0352509093451813,"Converged",FALSE,0.25
119,-2.12218645658029,1.91815618114524,-0.0679909203474804,"Converged",FALSE,0.25
120,-2.07655755192497,2.22198063188357,-0.0925191524071581,"Converged",FALSE,0.25
121,-2.50510791084313,3.13205857439792,-0.075625546747555,"Converged",FALSE,0.25
122,-2.00090166136377,1.98597903602483,-0.11651990010916,"Converged",FALSE,0.25
123,-1.97109907461394,1.56427560187063,-0.0686794284186715,"Converged",FALSE,0.25
124,-2.37892992824618,2.89142516253917,-0.0713242794610543,"Converged",FALSE,0.25
125,-1.96602346382375,3.43229037318913,-0.226210546275714,"Converged",FALSE,0.25
126,-1.9770232051647,2.11415572110191,-0.126451305957749,"Converged",FALSE,0.25
127,-1.79540685474435,2.3008331543516,-0.142502994263257,"Converged",FALSE,0.25
128,-1.73440849458895,1.34238379642114,-0.0702731722431542,"Converged",FALSE,0.25
129,-2.27209076672988,3.61013500098111,-0.163684156576967,"Converged",FALSE,0.25
130,-2.46808190219973,3.19590612982914,-0.0739950196152763,"Converged",FALSE,0.25
131,-1.26447938040049,0.207117079808066,-0.126464955304779,"Converged",FALSE,0.25
132,-2.3306860406897,2.85544764310692,-0.0981534707787754,"Converged",FALSE,0.25
133,-2.16073419567305,2.16617152390062,-0.0668308225149313,"Converged",FALSE,0.25
134,-3.03396636353473,4.57125728453785,-0.0301470224061435,"Converged",FALSE,0.25
135,-1.53289827052501,1.08388529623674,-0.130384570312815,"Converged",FALSE,0.25
136,-2.11724389845974,2.78798088591123,-0.117245691420194,"Converged",FALSE,0.25
137,-2.23073058917059,2.6533337619078,-0.103543791176948,"Converged",FALSE,0.25
138,-1.7884668166402,1.40595345229231,-0.0819139518223709,"Converged",FALSE,0.25
139,-1.86864484467775,0.924435084184404,-0.019694549088927,"Converged",FALSE,0.25
140,-1.57331730922423,1.72053018765586,-0.146909777572607,"Converged",FALSE,0.25
141,-2.2384954977726,1.62380104969887,-0.0481782478636216,"Converged",FALSE,0.25
142,-1.56293673584316,0.714407703640751,-0.10803822729262,"Converged",FALSE,0.25
143,-2.56207900836821,2.04320760637285,0.0185567475036624,"Converged",FALSE,0.25
144,-1.67222815468908,0.846926174931438,-0.0724181533642779,"Converged",FALSE,0.25
145,-2.99117454941547,3.87198390879141,-0.00525811805195338,"Converged",FALSE,0.25
146,-1.50484333045416,1.01210633621345,-0.114692316309995,"Converged",FALSE,0.25
147,-1.54043029252473,-0.773239826861092,-0.024023917631718,"Converged",FALSE,0.25
148,-2.35925472217547,3.64205128243888,-0.168984229944289,"Converged",FALSE,0.25
149,-1.92100965658567,1.69345620119112,-0.129885342780198,"Converged",FALSE,0.25
150,-1.2983910237561,0.493970111463026,-0.140518574493454,"Converged",FALSE,0.25
151,-2.07314043134385,2.02784500218345,-0.100365316202184,"Converged",FALSE,0.25
152,-1.99443113756092,1.58820212935899,-0.0692928218637969,"Converged",FALSE,0.25
153,-2.4043777802031,2.27718823970963,0.000423419478196704,"Converged",FALSE,0.25
154,-1.84559098883714,2.03550096445227,-0.118731571534104,"Converged",FALSE,0.25
155,-1.73231221386815,0.787809575920345,-0.0375846925516955,"Converged",FALSE,0.25
156,-1.32925024915806,0.298679480377208,-0.11647033088544,"Converged",FALSE,0.25
157,-2.55583129681589,2.79392094493766,-0.0580650525972109,"Converged",FALSE,0.25
158,-2.13046759780149,2.49493917601245,-0.120509366090124,"Converged",FALSE,0.25
159,-1.84138808712664,1.58201903983948,-0.129655068197947,"Converged",FALSE,0.25
160,-1.80498817641431,0.892981586360851,-0.0655286660809158,"Converged",FALSE,0.25
161,-2.23188237142038,3.4264814961343,-0.161844957805281,"Converged",FALSE,0.25
162,-1.84325825287541,2.17715953486288,-0.164573551691301,"Converged",FALSE,0.25
163,-2.73862031641391,2.55451583252171,0.0375080293322546,"Converged",FALSE,0.25
164,-1.99024099926363,2.69936401722841,-0.143478853338614,"Converged",FALSE,0.25
165,-2.05286191752157,1.95247806014601,-0.0737011566528328,"Converged",FALSE,0.25
166,-2.13496715305883,2.00129614298756,-0.0710343699387591,"Converged",FALSE,0.25
167,-2.62097089226977,4.40427561424564,-0.120251976649943,"Converged",FALSE,0.25
168,-1.91516584801201,2.22408420703697,-0.0919409222902688,"Converged",FALSE,0.25
169,-1.29415091008436,-0.23438874962142,-0.106515181670785,"Converged",FALSE,0.25
170,-1.97049685839595,0.903267310970199,-0.033928212646919,"Converged",FALSE,0.25
171,-1.94119586614728,1.39337188894729,-0.0581705602959706,"Converged",FALSE,0.25
172,-2.29390324637163,1.87519070046702,-0.037430413925205,"Converged",FALSE,0.25
173,-1.82960496701038,1.88609425826264,-0.112047512234117,"Converged",FALSE,0.25
174,-1.99028089187632,2.77004185640507,-0.147207314149005,"Converged",FALSE,0.25
175,-1.46247711559854,0.746137343583557,-0.13962545180505,"Converged",FALSE,0.25
176,-2.08952799428398,2.83719214163586,-0.120309280799515,"Converged",FALSE,0.25
177,-1.99986303578364,1.62977028371686,-0.0869512103711189,"Converged",FALSE,0.25
178,-1.93287739792996,1.62760552828348,-0.0724563133931236,"Converged",FALSE,0.25
179,-2.48661927994798,3.78020784289406,-0.107251049535968,"Converged",FALSE,0.25
180,-2.22113293011751,2.88140786256121,-0.145463577408855,"Converged",FALSE,0.25
181,-2.21007625583357,2.90811827102621,-0.104691336567872,"Converged",FALSE,0.25
182,-1.70565634158999,1.54230289193126,-0.130266789525588,"Converged",FALSE,0.25
183,-1.54479327076785,0.854054507450134,-0.112806138421341,"Converged",FALSE,0.25
184,-2.17316171353216,1.08094293432117,-0.0247323759811994,"Converged",FALSE,0.25
185,-1.70114524832446,1.36797434479322,-0.12022442701563,"Converged",FALSE,0.25
186,-1.65391784108218,1.766349555108,-0.132079943029367,"Converged",FALSE,0.25
187,-1.61143937238912,1.04001745927163,-0.111688553967237,"Converged",FALSE,0.25
188,-1.4732962824055,0.355436095627933,-0.101546487770387,"Converged",FALSE,0.25
189,-2.87910760660603,4.69978086620096,-0.0975748264244013,"Converged",FALSE,0.25
190,-1.40215506529257,-0.233028719263432,-0.0588570485943835,"Converged",FALSE,0.25
191,-1.77727769724991,2.03531786866191,-0.145083996527262,"Converged",FALSE,0.25
192,-1.47536416197457,1.19244322032304,-0.156072181617041,"Converged",FALSE,0.25
193,-1.47129027502153,1.19942777494915,-0.146990416688048,"Converged",FALSE,0.25
194,-1.62070991786399,0.716000481395981,-0.0744196533130878,"Converged",FALSE,0.25
195,-2.01956045199529,2.23074322465695,-0.113082885431725,"Converged",FALSE,0.25
196,-2.36965273075515,3.50641519366976,-0.0991506177028781,"Converged",FALSE,0.25
197,-2.20890274750138,2.39442038168468,-0.0877117958328316,"Converged",FALSE,0.25
198,-2.4799750002002,2.28618072256281,-0.0107387123422372,"Converged",FALSE,0.25
199,-2.34440091430667,2.03054874603617,-0.0542154325211988,"Converged",FALSE,0.25
200,-1.86332807248941,1.02735114007955,-0.0592498516827288,"Converged",FALSE,0.25
201,-1.75252338391784,2.05776798520978,-0.160609557643045,"Converged",FALSE,0.25
202,-1.16571947132105,-0.0814767674846135,-0.154986780035627,"Converged",FALSE,0.25
203,-0.991538887508054,-1.03787689935467,-0.0871075636474106,"Converged",FALSE,0.25
204,-2.54630618466738,2.73381531459152,-0.0225543240749133,"Converged",FALSE,0.25
205,-1.42823349309071,0.22730575732888,-0.087474498458614,"Converged",FALSE,0.25
206,-2.06591235825813,3.06473271625091,-0.169380251178593,"Converged",FALSE,0.25
207,-1.98043950580949,1.92980348996149,-0.0724038977388011,"Converged",FALSE,0.25
208,-2.43807146252107,3.63554921652426,-0.0823916009375115,"Converged",FALSE,0.25
209,-2.36533886242896,3.34100884758817,-0.0969276107994925,"Converged",FALSE,0.25
210,-2.15992018091865,2.08832222438963,-0.0379103018970052,"Converged",FALSE,0.25
211,-1.70366518119078,1.11498318396723,-0.106617993379145,"Converged",FALSE,0.25
212,-1.90251866290067,1.58377119550911,-0.0792341009470239,"Converged",FALSE,0.25
213,-2.33808111402534,3.01481413803803,-0.0875019775686157,"Converged",FALSE,0.25
214,-2.47451328995539,2.33714495631241,-0.0295876993990045,"Converged",FALSE,0.25
215,-2.2671059972886,2.12134447999419,-0.0363322779138377,"Converged",TRUE,0.25
216,-1.67442772954891,1.62595673712642,-0.0950728920723839,"Converged",FALSE,0.25
217,-2.40471694107944,2.38968588402678,-0.0529237983393468,"Converged",FALSE,0.25
218,-1.94114617195055,1.53883668924745,-0.0607985453276133,"Converged",FALSE,0.25
219,-2.11267461711029,2.51976949428806,-0.135013031676248,"Converged",FALSE,0.25
220,-1.79174389213551,1.28929110154831,-0.117130938908561,"Converged",FALSE,0.25
221,-1.98827214723986,1.09954212100655,-0.0507041581666046,"Converged",FALSE,0.25
222,-1.47042322725977,-0.191981833163255,-0.0869969059469108,"Converged",FALSE,0.25
223,-2.31306755537351,3.60967565203473,-0.134921472373762,"Converged",FALSE,0.25
224,-1.87988001346805,2.18196800778631,-0.127340888400452,"Converged",FALSE,0.25
225,-2.10806243126531,2.14193277940978,-0.114174871629547,"Converged",FALSE,0.25
226,-1.70221975385599,1.91676277628306,-0.165166720493238,"Converged",FALSE,0.25
227,-2.11189236150325,1.37968954214417,-0.0365795740364621,"Converged",FALSE,0.25
228,-0.978452027390875,-0.619044082082493,-0.126057878523934,"Converged",FALSE,0.25
229,-1.99408672570409,1.67518850009577,-0.0481802058818812,"Converged",FALSE,0.25
230,-2.08703717157125,2.20081381289541,-0.107153262578186,"Converged",FALSE,0.25
231,-1.76112583970364,0.978001699055471,-0.092650187338976,"Converged",FALSE,0.25
232,-2.22950574878748,2.04486581228037,-0.036789946144095,"Converged",FALSE,0.25
233,-1.4865654059911,1.32548388498776,-0.189989854897693,"Converged",FALSE,0.25
234,-2.12871725816684,2.69524095792805,-0.113164265082499,"Converged",FALSE,0.25
235,-1.73271974194162,1.49697425421034,-0.112378990592508,"Converged",FALSE,0.25
236,-2.45188168048346,3.52230472655227,-0.10912744198791,"Converged",FALSE,0.25
237,-1.98981127737262,1.47440950906227,-0.0791487682287384,"Converged",FALSE,0.25
238,-2.30055722987394,2.25542315703576,-0.0391229977538414,"Converged",FALSE,0.25
239,-2.05836187733281,2.32433225735822,-0.146786369529893,"Converged",FALSE,0.25
240,-1.88310144276524,2.36038053017814,-0.151021039790287,"Converged",FALSE,0.25
241,-1.29977705545302,0.562150519305619,-0.125338828203949,"Converged",FALSE,0.25
242,-2.11782928653594,3.36230722054331,-0.232526375210799,"Converged",FALSE,0.25
243,-2.17569766300455,1.43182864191148,-0.0131630435964993,"Converged",FALSE,0.25
244,-1.88318111818841,1.64069261120393,-0.111562541509963,"Converged",FALSE,0.25
245,-1.9761089244304,2.8388465282913,-0.18537577188777,"Converged",FALSE,0.25
246,-2.82322425927271,4.85216202090797,-0.105029113918165,"Converged",FALSE,0.25
247,-1.7589232434491,2.09702347799809,-0.138903471245587,"Converged",FALSE,0.25
248,-2.11722374663485,2.65186302641496,-0.107301361526043,"Converged",FALSE,0.25
249,-2.55862325411292,3.48396507448571,-0.0710348811310829,"Converged",FALSE,0.25
250,-1.28635622969044,0.334511658076772,-0.177842225380383,"Converged",FALSE,0.25
251,-2.28990135425156,3.06014477479504,-0.118548368868977,"Converged",FALSE,0.25
252,-2.46555947634398,2.36963870461034,-0.0413910939760323,"Converged",FALSE,0.25
253,-2.23650530194494,3.44030544773711,-0.140680045576045,"Converged",FALSE,0.25
254,-1.75916768321107,0.976562253019788,-0.0984286981639581,"Converged",FALSE,0.25
255,-1.85320658179393,2.1656912799351,-0.179746553161928,"Converged",FALSE,0.25
256,-1.92655002910931,0.937864940249377,-0.0709368379332241,"Converged",FALSE,0.25
257,-1.88943787873465,1.15248097166938,-0.088042744330448,"Converged",FALSE,0.25
258,-2.48707993817124,3.12730094249593,-0.0919719200688048,"Converged",FALSE,0.25
259,-1.32802768734192,0.129747638807798,-0.0705993150500051,"Converged",FALSE,0.25
260,-1.20210044532238,-0.207971281064139,-0.143440494049992,"Converged",FALSE,0.25
261,-2.34623490960115,4.02193644766484,-0.168723993151073,"Converged",FALSE,0.25
262,-2.28713009392488,2.09246053594223,-0.0617783921080711,"Converged",FALSE,0.25
263,-2.13002928903284,2.60677223744389,-0.0826512853105999,"Converged",FALSE,0.25
264,-1.9181162699748,1.6348820135167,-0.0814490092821762,"Converged",FALSE,0.25
265,-2.34305989252524,3.07372103706364,-0.0659144242603982,"Converged",FALSE,0.25
266,-1.76912984196221,1.37676370290821,-0.0931147019196086,"Converged",FALSE,0.25
267,-1.85140423784403,1.96140372857223,-0.0948146264333396,"Converged",FALSE,0.25
268,-2.11174612695013,1.87661858873126,-0.117659346868973,"Converged",FALSE,0.25
269,-1.93461116967193,1.8438426608182,-0.106056301884171,"Converged",FALSE,0.25
270,-1.55648512973682,2.13254629695997,-0.214177019148336,"Converged",FALSE,0.25
271,-1.76151942019446,1.36014136689675,-0.0766040835524186,"Converged",FALSE,0.25
272,-2.27313204909606,2.91914337138992,-0.101110682592293,"Converged",FALSE,0.25
273,-1.63371839189191,0.522791113504012,-0.0574807039910112,"Converged",FALSE,0.25
274,-1.82160525508318,1.97176395367117,-0.15270579801848,"Converged",FALSE,0.25
275,-1.5415710277735,0.717159056219585,-0.0968508364838525,"Converged",FALSE,0.25
276,-1.52494254992465,-0.0373952690334314,-0.0498613041703823,"Converged",FALSE,0.25
277,-1.94171571273013,1.4337337521502,-0.104161581954967,"Converged",FALSE,0.25
278,-1.85998849730838,0.621891355372622,-0.0300678384257942,"Converged",FALSE,0.25
279,-2.05431594194362,2.56646806282126,-0.132845676058704,"Converged",TRUE,0.25
280,-2.21963519253113,2.38415432782781,-0.0586387157661959,"Converged",FALSE,0.25
281,-2.34225232905834,3.15009656106772,-0.0683796249892692,"Converged",FALSE,0.25
282,-1.44665817710618,0.106743547609587,-0.0918288440566195,"Converged",FALSE,0.25
283,-1.46985646586612,1.25159229177704,-0.151846090938491,"Converged",FALSE,0.25
284,-1.95006880965222,1.4492068029199,-0.0781982445278851,"Converged",FALSE,0.25
285,-1.77286548233468,1.73524052574688,-0.124253114546393,"Converged",FALSE,0.25
286,-1.85891202269379,1.07233726946051,-0.0468465567686972,"Converged",FALSE,0.25
287,-1.62781021017339,1.00663870117352,-0.121043612715311,"Converged",FALSE,0.25
288,-1.49815262245439,0.345339219020183,-0.0814613929939338,"Converged",FALSE,0.25
289,-1.74739053677429,2.21022379577557,-0.154420623481565,"Converged",FALSE,0.25
290,-1.9828593397135,2.00996721128948,-0.100446010953808,"Converged",FALSE,0.25
291,-2.13223972779532,1.9641728227179,-0.0858186269178213,"Converged",FALSE,0.25
292,-1.81775316786234,1.87453926833508,-0.129308971165083,"Converged",FALSE,0.25
293,-1.54010242455739,0.311283669052812,-0.0470479218684155,"Converged",FALSE,0.25
294,-2.98416311514077,4.35081257793007,-0.0388884802761889,"Converged",FALSE,0.25
295,-2.48301646797199,3.75663942648683,-0.134817183140493,"Converged",FALSE,0.25
296,-1.35226103358008,0.0558570008334798,-0.0888161768548535,"Converged",FALSE,0.25
297,-1.76644533765704,2.01795970681482,-0.151122152388396,"Converged",FALSE,0.25
298,-2.17205287184811,2.10578116578315,-0.0681865590599229,"Converged",FALSE,0.25
299,-1.57198500822473,0.546142706385889,-0.0832458540593381,"Converged",FALSE,0.25
300,-1.7261753061575,1.52469031065044,-0.0942145420610173,"Converged",FALSE,0.25
301,-1.66790915757783,1.13598040817864,-0.134827210347737,"Converged",FALSE,0.25
302,-2.38275005943068,4.45036552579587,-0.244542262622588,"Converged",FALSE,0.25
303,-1.92394365852703,2.59179047746258,-0.146488771756542,"Converged",FALSE,0.25
304,-1.74699223591553,2.19386366660152,-0.147358574326992,"Converged",FALSE,0.25
305,-1.86882688788966,1.82537043337881,-0.094439874723161,"Converged",FALSE,0.25
306,NA,NA,NA,"MAX_ITER reached",FALSE,0.25
307,-2.42355725651222,2.65833464285639,-0.0425959934205947,"Converged",FALSE,0.25
308,-1.83588054399695,2.61646648820882,-0.20826068267958,"Converged",FALSE,0.25
309,-1.60423341004001,0.36876292518108,-0.029782164621103,"Converged",FALSE,0.25
310,-2.21949906574119,1.13245665931493,0.00951305216556292,"Converged",FALSE,0.25
311,-2.07129632365594,2.81955134917549,-0.121940235979012,"Converged",FALSE,0.25
312,-1.76304472341477,1.58605220057541,-0.141604887744911,"Converged",FALSE,0.25
313,-1.75319025992631,0.509181335468058,-0.0695208119617508,"Converged",FALSE,0.25
314,-2.34283115125772,2.19489719809995,-0.0368826957269017,"Converged",FALSE,0.25
315,-2.37531480384778,1.89046050021645,-0.0181645344657841,"Converged",FALSE,0.25
316,-1.30061096569772,0.0119666371566843,-0.127492414804796,"Converged",FALSE,0.25
317,-2.51148806158399,3.7270449487723,-0.0770402401558741,"Converged",FALSE,0.25
318,-2.29772271612666,2.72748152106042,-0.0667743468829494,"Converged",FALSE,0.25
319,-1.88941053018179,1.81877080859813,-0.113538341413777,"Converged",FALSE,0.25
320,-1.95985486238197,1.73561311874056,-0.132007431936565,"Converged",FALSE,0.25
321,-1.62606489026752,1.22562913756561,-0.105792973045601,"Converged",FALSE,0.25
322,-2.098085988824,2.46122923227846,-0.129602955855514,"Converged",FALSE,0.25
323,-1.43262133558141,1.78934843622597,-0.189921783874484,"Converged",FALSE,0.25
324,-1.91542267760039,1.97720995323622,-0.147309321698158,"Converged",FALSE,0.25
325,-2.16444896411474,2.16685966089798,-0.0605201720120342,"Converged",TRUE,0.25
326,-2.14542854291637,1.72635480660607,-0.0335444635513544,"Converged",FALSE,0.25
327,-2.66963787143386,2.47509549385554,-0.0129540599190242,"Converged",FALSE,0.25
