"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","score_data_resampled","audit_recovery"
66,-1.7861736185508,1.11291771827018,-0.0700368419955839,"Converged",FALSE,0.5
67,-1.33982457841219,-0.600463131535217,-0.0839042416530547,"Converged",FALSE,0.5
68,-2.00281302995554,1.44200584817707,-0.10998326189422,"Converged",FALSE,0.5
69,-1.3726168654519,0.493086513331788,-0.148397848279112,"Converged",FALSE,0.5
70,-1.55633606480763,1.68480989255251,-0.176394300908713,"Converged",TRUE,0.5
71,-1.66162326344953,0.978518880381512,-0.108529401983246,"Converged",FALSE,0.5
72,-2.26743012211068,2.61054066903615,-0.111066876921028,"Converged",FALSE,0.5
73,-2.13722554616268,1.72461872074465,-0.0790935346978499,"Converged",TRUE,0.5
74,-1.30462192321503,-0.0238746753661451,-0.111317757111262,"Converged",FALSE,0.5
75,-1.10566558339602,-0.310846516996618,-0.118222543064016,"Converged",FALSE,0.5
76,-1.19444618529163,-0.0435903664592902,-0.123640982819865,"Converged",FALSE,0.5
77,-1.69221753248334,2.050909989485,-0.144996559269796,"Converged",TRUE,0.5
78,-1.18766096222165,-0.203390640131107,-0.12490789933687,"Converged",FALSE,0.5
79,-1.51029350284074,1.01701793651186,-0.135193679030737,"Converged",FALSE,0.5
80,-1.69292880624127,1.03583022668606,-0.0941594263693162,"Converged",FALSE,0.5
81,-2.09449645529407,2.24773164092258,-0.0855268793882973,"Converged",FALSE,0.5
82,-1.68200429354413,1.24508041264287,-0.140192608134791,"Converged",FALSE,0.5
83,-2.05202077667498,1.15775595199237,-0.0538656369132237,"Converged",FALSE,0.5
84,-1.16375055944117,0.363142939593017,-0.154431745653001,"Converged",FALSE,0.5
85,-1.77784999196126,0.858184168653626,-0.0788993434248662,"Converged",FALSE,0.5
86,-1.98463636215598,1.60427862332098,-0.0463540160534646,"Converged",TRUE,0.5
87,-1.67926386198474,-0.00501591914463553,-0.0339162809971228,"Converged",FALSE,0.5
88,-2.27794538855652,2.23602106677965,-0.0610437673349387,"Converged",TRUE,0.5
89,-1.82724577327879,1.09724746494362,-0.0923573765045806,"Converged",FALSE,0.5
90,-1.71653672716697,1.91874176477254,-0.135925070788999,"Converged",TRUE,0.5
91,-1.34766078223825,0.642530951317382,-0.159454132732497,"Converged",TRUE,0.5
92,-2.2394793446271,1.63181901485426,-0.0479334139385629,"Converged",FALSE,0.5
93,-1.58714662795244,1.28780219662986,-0.122472294412689,"Converged",FALSE,0.5
94,-1.47337612853301,1.24204779296955,-0.150620571014407,"Converged",FALSE,0.5
95,-1.72780765316591,0.709728445195399,-0.063832629913599,"Converged",FALSE,0.5
96,-1.88389111614534,0.58900377881478,-0.0194218189599131,"Converged",FALSE,0.5
97,-1.60196981123252,1.34997924474003,-0.156392450136676,"Converged",TRUE,0.5
98,-1.92227262284536,1.28106137236463,-0.0433826108243112,"Converged",FALSE,0.5
99,-1.45658133467032,0.474810307230014,-0.129606792775426,"Converged",FALSE,0.5
100,-1.56607307574787,0.804172320372258,-0.114605136938554,"Converged",TRUE,0.5
101,-2.30838028307325,2.02656963611763,-0.0363080370445493,"Converged",FALSE,0.5
102,-1.45161174140011,0.985330540343107,-0.14156737167291,"Converged",FALSE,0.5
103,-1.6611154504457,0.911355708355643,-0.0907105100178422,"Converged",FALSE,0.5
104,-2.1338321624675,2.7666397856808,-0.119177372749916,"Converged",FALSE,0.5
105,-1.35416810407554,0.25611990823894,-0.10084096814815,"Converged",FALSE,0.5
106,-1.56250643505259,0.134667283950667,-0.0596768139253256,"Converged",FALSE,0.5
107,-1.97426311560242,1.05976033373694,-0.0616352127255148,"Converged",FALSE,0.5
108,NA,NA,NA,"MAX_ITER reached",FALSE,0.5
109,-1.90934265666193,2.15012879717699,-0.119862390201277,"Converged",FALSE,0.5
110,-2.06638197853465,1.88777902614675,-0.0649631894774806,"Converged",TRUE,0.5
111,-1.62753565518827,1.65188016098494,-0.131092019272613,"Converged",TRUE,0.5
112,-1.82042972917399,1.35154995040177,-0.101155561543807,"Converged",TRUE,0.5
113,-2.37313416283542,2.6765362657827,-0.0883696052429816,"Converged",FALSE,0.5
114,-2.18339346438635,2.02671772256207,-0.0839850441909905,"Converged",TRUE,0.5
115,-1.50989729797969,0.299002993223793,-0.0699067810280389,"Converged",FALSE,0.5
116,-1.59536091798512,0.11164952715394,-0.102292264352169,"Converged",TRUE,0.5
117,-1.489759970374,0.839403166186879,-0.109647951545884,"Converged",FALSE,0.5
118,-1.77426430217816,1.63917973958188,-0.1713311407592,"Converged",FALSE,0.5
119,-1.93159532288569,1.57271266599792,-0.113838050336814,"Converged",FALSE,0.5
120,-1.62647779998377,0.78186176575296,-0.0873090679402983,"Converged",FALSE,0.5
121,-1.58036758946256,0.888866160473727,-0.106165060164965,"Converged",FALSE,0.5
122,-1.49051726260781,0.343368398856207,-0.0971347639853031,"Converged",FALSE,0.5
123,-0.90528430700134,0.192038116926145,-0.218940243910788,"Converged",FALSE,0.5
124,-1.67741669002718,1.5961530637059,-0.147008753685169,"Converged",TRUE,0.5
125,-1.32278146330258,0.325531703219401,-0.0935646679998846,"Converged",FALSE,0.5
126,-1.68811332958881,1.56337833803276,-0.168071671678869,"Converged",FALSE,0.5
127,-1.63838659623634,0.901255056743354,-0.151709657060963,"Converged",TRUE,0.5
128,-1.75870619384344,1.16949114399151,-0.0883903544338067,"Converged",FALSE,0.5
129,-0.985744065178993,-1.52607425297405,-0.0953534455417628,"Converged",TRUE,0.5
130,-2.08153334610822,1.64918940229994,-0.0835552650222793,"Converged",FALSE,0.5
131,-2.0853170639528,2.99665981718769,-0.17504223361199,"Converged",FALSE,0.5
132,-1.53376189339109,1.28684171501425,-0.108804650479473,"Converged",FALSE,0.5
133,-0.583351687545753,-0.53282155368221,-0.263748837086069,"Converged",TRUE,0.5
134,-1.87881772947973,1.26016768141146,-0.073960790309161,"Converged",FALSE,0.5
135,-2.06282261642133,0.588907007023214,0.0106228115514311,"Converged",FALSE,0.5
136,-1.40467729947627,0.114480938598516,-0.102079930088443,"Converged",FALSE,0.5
137,-2.40609621909078,2.42485478214628,-0.0653048013977319,"Converged",FALSE,0.5
138,-2.00593494583297,1.76843155466022,-0.11962059820115,"Converged",FALSE,0.5
139,-1.94072352135468,1.42715360911116,-0.0868503979366733,"Converged",FALSE,0.5
140,-1.77851385694104,1.27073495912275,-0.0974954347401824,"Converged",FALSE,0.5
141,-2.35896871943387,2.96616695064743,-0.10455988890715,"Converged",TRUE,0.5
142,-1.93187591072576,1.67212164467446,-0.0883520368290771,"Converged",FALSE,0.5
143,-1.3350812658111,0.743659565729418,-0.140046819443138,"Converged",TRUE,0.5
144,-1.55249202814138,0.906161203128965,-0.134844041436526,"Converged",FALSE,0.5
145,-2.43002452938979,2.02957270061512,-0.032371486958877,"Converged",FALSE,0.5
146,-1.45528059465512,1.06677326912721,-0.13260025896375,"Converged",FALSE,0.5
147,-1.73665857262864,1.46948821305259,-0.103602841323028,"Converged",FALSE,0.5
148,-1.35833852919974,0.502289886031893,-0.147644067057507,"Converged",FALSE,0.5
149,-2.49991850316503,2.80634753274179,-0.0566219823563836,"Converged",TRUE,0.5
150,-1.42531331111375,-0.0820571389978037,-0.0799893204706918,"Converged",FALSE,0.5
151,-1.82188122216293,0.764546367706579,-0.0657983662161611,"Converged",TRUE,0.5
152,-1.99753531475869,1.69782718126482,-0.075514998696483,"Converged",TRUE,0.5
153,-1.30871625628042,1.06018132993933,-0.154585231127773,"Converged",TRUE,0.5
154,-1.97285544956629,1.33109538298046,-0.0578980676019917,"Converged",FALSE,0.5
155,-2.29307271103505,2.48138429941246,-0.11806952677973,"Converged",FALSE,0.5
156,-1.69948445031836,0.890551222209939,-0.101281823174286,"Converged",FALSE,0.5
157,-2.21137667162923,2.83488012150455,-0.114790295388554,"Converged",TRUE,0.5
158,-1.89190906133501,1.63707203556337,-0.0993734237480418,"Converged",TRUE,0.5
159,-2.11158080124174,2.0796998451597,-0.111200014851515,"Converged",FALSE,0.5
160,-1.69038206233368,1.01077084173314,-0.123923853049946,"Converged",FALSE,0.5
161,-1.76956110930264,0.8462336754053,-0.0607883838613338,"Converged",FALSE,0.5
162,-1.25648281920755,0.157092953601458,-0.0998074463146911,"Converged",FALSE,0.5
163,-1.5430174520538,1.26570090863507,-0.160862238359403,"Converged",FALSE,0.5
164,-1.58814440460905,1.21080869066742,-0.117031662797026,"Converged",FALSE,0.5
165,-1.76151404719017,1.57355461777504,-0.0992430962752325,"Converged",FALSE,0.5
166,-1.59671658410103,0.260919842813692,-0.0509116757066178,"Converged",FALSE,0.5
167,-1.69027583267326,0.847072412120349,-0.0945608941565856,"Converged",TRUE,0.5
168,-1.28456985778239,0.132752961557706,-0.132582642347884,"Converged",FALSE,0.5
169,-2.08957760242435,2.31110574496288,-0.11641221810102,"Converged",FALSE,0.5
170,-2.15442555045007,3.31223032074738,-0.157757243821426,"Converged",TRUE,0.5
171,-2.21560070539037,2.07142888311678,-0.0477602684059277,"Converged",TRUE,0.5
172,-1.35545363479192,0.454726228051579,-0.11808473637297,"Converged",FALSE,0.5
173,-2.09531804128627,2.05075646742579,-0.0686838214641984,"Converged",FALSE,0.5
174,-1.66297236740685,0.756512021115077,-0.0756976909357565,"Converged",FALSE,0.5
175,-2.1840959402156,2.4525077924553,-0.103919304884667,"Converged",FALSE,0.5
176,-2.56846209784459,2.95593575885243,-0.0827570976956112,"Converged",FALSE,0.5
177,-1.68657109402814,1.58312180808316,-0.143116305541663,"Converged",FALSE,0.5
178,-1.81118127426443,0.621750094906538,-0.0748250773652167,"Converged",FALSE,0.5
179,-1.41883105807638,0.0904350153330722,-0.0805488422950089,"Converged",FALSE,0.5
180,-2.4233853895688,2.47804172455906,-0.0536048297546908,"Converged",FALSE,0.5
181,-2.075552159213,0.79437603454598,0.00377402978674804,"Converged",FALSE,0.5
182,-2.59651921084549,3.79031587817602,-0.134996545502151,"Converged",FALSE,0.5
183,-1.43122867055041,1.3386193790713,-0.162197385420717,"Converged",FALSE,0.5
184,-1.46386697471896,0.326759406811389,-0.0634922528926961,"Converged",FALSE,0.5
185,-1.74210845457936,1.43181680447312,-0.120937267644109,"Converged",FALSE,0.5
186,-1.5795183428501,1.22499559937728,-0.0808982140756794,"Converged",FALSE,0.5
187,-1.50056403410122,1.08915994524668,-0.100992229757777,"Converged",FALSE,0.5
188,-1.55790430865397,-0.428519858474734,-0.012784700423243,"Converged",TRUE,0.5
189,-1.93976782199195,2.10692311056495,-0.133373526427917,"Converged",TRUE,0.5
190,-0.720482904575219,-0.931031664161022,-0.173653797686936,"Converged",FALSE,0.5
191,-1.35655462816299,0.319026705646298,-0.0801538678638848,"Converged",FALSE,0.5
192,-1.30183075983318,0.409999541610629,-0.119285266220521,"Converged",FALSE,0.5
193,-2.11857364631362,2.68574823616159,-0.175172188582147,"Converged",FALSE,0.5
194,-1.90612298716022,1.42193966318771,-0.045756962139303,"Converged",FALSE,0.5
195,-1.71778089223565,1.22933920381564,-0.112878262157146,"Converged",FALSE,0.5
196,-1.87860167632784,2.50640723481302,-0.16763960805301,"Converged",FALSE,0.5
197,-1.91286021120484,1.589362503353,-0.0942825564122796,"Converged",TRUE,0.5
198,-2.30995452539352,2.50828261230281,-0.089764408820007,"Converged",FALSE,0.5
199,-1.75890437104909,1.43412917038205,-0.115150823379682,"Converged",FALSE,0.5
200,-1.62224659103105,1.49167498565237,-0.103226600893451,"Converged",FALSE,0.5
201,NA,NA,NA,"MAX_ITER reached",FALSE,0.5
202,-1.59676047732864,0.201924548003947,-0.0632202978389725,"Converged",FALSE,0.5
203,-1.55795473316973,0.418788091658267,-0.105860945762203,"Converged",FALSE,0.5
204,-2.42354445931777,2.3811398700404,-0.0172669086811735,"Converged",TRUE,0.5
205,-1.35249709607179,0.672677907393623,-0.104765286478285,"Converged",FALSE,0.5
206,-1.80434092764479,1.19695341067391,-0.0655629272900154,"Converged",FALSE,0.5
207,-1.58160938093599,1.061986714634,-0.144646649374826,"Converged",FALSE,0.5
208,-1.83367952022288,1.8790703952403,-0.14980353140311,"Converged",TRUE,0.5
209,-1.97261525867635,1.39844691013561,-0.0641834746734265,"Converged",FALSE,0.5
210,-0.927980679383425,-0.690520877447298,-0.167667269238285,"Converged",FALSE,0.5
211,-1.95846848914181,0.912524848748652,-0.00315321917901971,"Converged",TRUE,0.5
212,-1.35161183975705,1.13891539600404,-0.185423579056138,"Converged",FALSE,0.5
213,-2.10352955870914,3.80835186628144,-0.260689437045813,"Converged",TRUE,0.5
214,-1.92642918701228,1.52432228627302,-0.0669036894308276,"Converged",FALSE,0.5
215,-1.7685799034311,1.05893720946006,-0.0724353199956818,"Converged",FALSE,0.5
216,-1.71468825509499,1.67529355701892,-0.131645100874101,"Converged",FALSE,0.5
217,-1.72893427671992,1.18564440521813,-0.0888388888486897,"Converged",TRUE,0.5
218,-1.56655879178988,1.23546051851297,-0.11000199338105,"Converged",FALSE,0.5
219,-2.00784221728047,2.11579411008851,-0.0800228662012112,"Converged",FALSE,0.5
220,-1.21542081998813,0.403937118953625,-0.118149218199483,"Converged",TRUE,0.5
221,-1.71544215110007,1.65504996931077,-0.168947667720405,"Converged",FALSE,0.5
222,-1.43173058666434,0.997956715828358,-0.142654969609295,"Converged",FALSE,0.5
223,-1.99772664723346,1.64515787567131,-0.0667451076903559,"Converged",FALSE,0.5
224,-1.64196438612654,0.579804438020113,-0.0858682047582259,"Converged",FALSE,0.5
225,-1.91075093636073,1.39841859468642,-0.0790162051372912,"Converged",TRUE,0.5
226,-1.5955854487675,0.919972652428375,-0.107803379794145,"Converged",FALSE,0.5
227,-1.35698511067087,0.584327471200564,-0.165640434324382,"Converged",FALSE,0.5
228,-1.40209736818422,0.167650473128414,-0.102796533225749,"Converged",FALSE,0.5
229,-1.50136715335978,0.737927727452194,-0.115521310680881,"Converged",FALSE,0.5
230,-2.28624304173144,2.21256973206692,-0.0574338513124668,"Converged",FALSE,0.5
231,-1.57300507735121,1.20623251309296,-0.105329982637785,"Converged",FALSE,0.5
232,-1.1977442527094,0.329893720844506,-0.147497448181469,"Converged",FALSE,0.5
233,-1.43694317490775,1.07652745200961,-0.154121249281653,"Converged",FALSE,0.5
234,-1.27793175845027,0.414728104186744,-0.154448227102535,"Converged",FALSE,0.5
235,NA,NA,NA,"MAX_ITER reached",TRUE,0.5
236,-1.43756267489614,0.82072196194896,-0.119908700449374,"Converged",FALSE,0.5
237,-1.31855053424334,0.365246612907837,-0.135006408973015,"Converged",TRUE,0.5
238,-2.02157048853595,1.27168536581265,-0.0335106718726413,"Converged",FALSE,0.5
239,-1.77254256685195,1.39553611264174,-0.114207895530945,"Converged",TRUE,0.5
240,-1.94592568808753,0.859423711632876,-0.0382002528756126,"Converged",TRUE,0.5
241,-2.09799587957037,2.22791333893356,-0.0875326978287746,"Converged",FALSE,0.5
242,-1.4614004929062,0.581046000271107,-0.152167152218394,"Converged",FALSE,0.5
243,-1.73844940173554,1.64601895942791,-0.144938251358148,"Converged",FALSE,0.5
244,-1.73384926729939,2.06118222654941,-0.17627265844636,"Converged",FALSE,0.5
245,-1.20208511655788,0.83740864380755,-0.147285068995447,"Converged",FALSE,0.5
246,-1.87138534388507,0.783661097268828,-0.0580878899266458,"Converged",FALSE,0.5
247,-1.81431121445923,1.24373050494688,-0.0716201829072356,"Converged",FALSE,0.5
248,NA,NA,NA,"MAX_ITER reached",FALSE,0.5
249,-0.983318288260903,0.534847720280095,-0.205540732251687,"Converged",FALSE,0.5
250,-1.60071608803995,0.854775546912076,-0.0910574908601198,"Converged",FALSE,0.5
251,-1.63315057304611,1.07367099920596,-0.131387671009717,"Converged",FALSE,0.5
252,-2.08375996078698,1.33920434409053,-0.0679796490730249,"Converged",TRUE,0.5
253,-1.75642928610235,1.28883983696286,-0.117527644342832,"Converged",FALSE,0.5
254,-1.48117245902953,1.35004250898422,-0.158825757839384,"Converged",FALSE,0.5
255,-1.41844333037531,1.21622845314117,-0.165427942832502,"Converged",FALSE,0.5
256,-1.97722486095812,1.19094122642818,-0.0632323229559447,"Converged",FALSE,0.5
257,-1.65318802383178,0.0211702585093291,-0.0478945739255678,"Converged",FALSE,0.5
258,-1.84102468250774,1.52375297276655,-0.130330969013655,"Converged",TRUE,0.5
259,-2.00607735639583,1.50613173160144,-0.0601767898114721,"Converged",FALSE,0.5
260,-2.77616609070306,3.57040412311776,-0.082999844835373,"Converged",FALSE,0.5
261,-2.2033146582596,2.67261087321937,-0.0892908946992822,"Converged",FALSE,0.5
262,-1.92733193613768,2.1711974203037,-0.134611325678474,"Converged",FALSE,0.5
263,-2.08270094680579,1.36386430999366,-0.0459663670985617,"Converged",TRUE,0.5
264,-1.44773157834017,1.41971593771264,-0.165703722842305,"Converged",FALSE,0.5
265,-2.22902024943442,1.58707817957645,-0.00837362043666051,"Converged",FALSE,0.5
266,-1.70472000009392,1.34047134696059,-0.099694357179911,"Converged",TRUE,0.5
267,-1.87159166655963,0.926255752481726,-0.0418695229124116,"Converged",FALSE,0.5
268,-1.57007964254067,1.62866469399286,-0.176824177890867,"Converged",FALSE,0.5
269,-1.58858825931995,0.895740929088286,-0.0999439297215745,"Converged",TRUE,0.5
270,-1.76867195459236,1.54840598592856,-0.148981929428907,"Converged",FALSE,0.5
271,-1.95071233490211,1.53208328142292,-0.0606091309112133,"Converged",FALSE,0.5
272,-1.48860823135834,1.03939561847151,-0.114020720529985,"Converged",TRUE,0.5
273,-2.03032848292312,1.40521864078313,-0.0498440541527468,"Converged",FALSE,0.5
274,-2.1591518990148,1.66347430048756,-0.0503184443911659,"Converged",TRUE,0.5
275,-1.85450137924233,1.15814057956654,-0.0646462058357915,"Converged",FALSE,0.5
276,-2.54600337239733,2.53025374503623,-0.0266663102868038,"Converged",TRUE,0.5
277,-1.40479617140483,0.360984290353752,-0.121972123795722,"Converged",FALSE,0.5
278,-2.18540539519685,1.3816685446162,-0.0250813195302448,"Converged",FALSE,0.5
279,-1.68987143883853,1.61026553042081,-0.148605686586601,"Converged",FALSE,0.5
280,-1.03029065640113,0.209713055661523,-0.165033949718041,"Converged",FALSE,0.5
281,-2.03058790575644,1.95929751035718,-0.0732105952049915,"Converged",TRUE,0.5
282,-1.7577939963141,1.03585637613369,-0.0558268015478912,"Converged",FALSE,0.5
283,-1.86361940658037,1.5863565447338,-0.11438669565765,"Converged",FALSE,0.5
284,-1.8409826393325,0.988474017710186,-0.0938044360719016,"Converged",FALSE,0.5
285,-1.69878403849776,0.163673217584563,-0.0455391531507678,"Converged",FALSE,0.5
286,-1.14579484637877,0.505917475163561,-0.172304763543813,"Converged",FALSE,0.5
287,-1.3300176203427,-0.653097457645252,-0.0546084630318112,"Converged",FALSE,0.5
288,-1.78794080004898,0.381075799584509,-0.0251189435424433,"Converged",FALSE,0.5
289,-1.49486761244214,0.996466892196919,-0.165974417026218,"Converged",FALSE,0.5
290,-1.81743772691585,0.802646155475249,-0.0451976295892225,"Converged",FALSE,0.5
291,-1.855667835047,1.85184446381164,-0.115870037379939,"Converged",FALSE,0.5
292,-2.07405495469639,2.37782334147433,-0.0842019314167548,"Converged",FALSE,0.5
293,-2.0436049640623,2.10940294873471,-0.0939055135362943,"Converged",TRUE,0.5
294,-2.12848015084949,1.95130376468626,-0.104090442244358,"Converged",FALSE,0.5
295,-1.51658850804321,0.166014642876731,-0.0609108579326489,"Converged",FALSE,0.5
296,-2.02597496883025,1.68321791063092,-0.0688534618263841,"Converged",FALSE,0.5
297,-1.7034011995441,1.41966829623522,-0.125858075643564,"Converged",FALSE,0.5
298,-1.71108492766203,0.187021276618145,0.00124631974132186,"Converged",FALSE,0.5
299,-1.2905985095541,0.982953750829349,-0.184135168180679,"Converged",FALSE,0.5
300,-1.67023361797017,0.927216434017219,-0.113092278570526,"Converged",FALSE,0.5
301,-1.46593503238327,0.246386752127039,-0.0929372537090067,"Converged",FALSE,0.5
302,-1.9546027161526,1.53329886184831,-0.0962864614228229,"Converged",TRUE,0.5
303,-1.48741287422324,1.04181670126729,-0.141532137052491,"Converged",FALSE,0.5
304,-1.23252753794255,-0.119105692411289,-0.110852722599072,"Converged",FALSE,0.5
305,-1.67864744924302,0.463749951650902,-0.0667034565886614,"Converged",FALSE,0.5
306,-1.98544221741702,1.24377711475315,-0.0751103174117137,"Converged",FALSE,0.5
307,-1.4884704330346,0.488991226632113,-0.0886996990534363,"Converged",FALSE,0.5
308,-1.88164163277775,0.838697651327969,-0.0674851683963166,"Converged",FALSE,0.5
309,-1.61491085828086,0.86467391129379,-0.105973212918504,"Converged",FALSE,0.5
310,-1.69193663472417,0.271552506804193,-0.0609599072578092,"Converged",FALSE,0.5
311,-2.00213149138284,1.88486808299575,-0.122789040504038,"Converged",FALSE,0.5
312,-2.17166487657721,2.83443531489146,-0.137128620936619,"Converged",FALSE,0.5
313,-2.23064416940286,2.2245999315335,-0.0523542932495267,"Converged",FALSE,0.5
314,-1.40982654839945,0.341066589380763,-0.131541781588243,"Converged",TRUE,0.5
315,-1.20431970014898,-0.283918514331973,-0.0986801427485248,"Converged",FALSE,0.5
316,-1.62522015520588,1.44721649747383,-0.129679707398561,"Converged",FALSE,0.5
317,-1.47138065847236,0.12204737984939,-0.0782890993961618,"Converged",TRUE,0.5
318,-1.23121270679929,0.384639849060583,-0.154754493385241,"Converged",FALSE,0.5
319,-1.4925731472112,0.668403907251613,-0.13709108525692,"Converged",FALSE,0.5
320,-1.1193192760963,0.0772032364454164,-0.159443153141596,"Converged",FALSE,0.5
321,-1.38649376514398,0.482848467855982,-0.11713607368128,"Converged",FALSE,0.5
322,-1.46718037931595,0.157954742657299,-0.087266901904181,"Converged",FALSE,0.5
323,-1.47244590256506,0.810843593915974,-0.140167524586298,"Converged",FALSE,0.5
324,-1.4287688503712,1.05700638330488,-0.144718920788878,"Converged",TRUE,0.5
325,-2.13771156949968,2.14251673835347,-0.0669242879796257,"Converged",FALSE,0.5
326,NA,NA,NA,"MAX_ITER reached",FALSE,0.5
327,-2.11978847560514,1.5811831753788,-0.0746313347194685,"Converged",FALSE,0.5
328,-1.75397673689462,0.63850394141053,-0.0466910793749539,"Converged",FALSE,0.5
329,-1.71343890456987,1.96907841241101,-0.170053290970999,"Converged",FALSE,0.5
