"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_data_resampled","audit_recovery"
1,-1.87917446636544,2.15176578920804,-0.127086612125086,"Converged",FALSE,0.5
2,-1.79975860779392,2.05271913761653,-0.124515384129375,"Converged",FALSE,0.5
3,-2.05149147270405,1.5306178800933,-0.0650808849358916,"Converged",FALSE,0.5
4,-1.15451836836185,-0.333008480874066,-0.115426507695593,"Converged",TRUE,0.5
5,-1.29525447168506,0.354789979800268,-0.146200562361148,"Converged",FALSE,0.5
6,-1.35530519466409,0.657404907583531,-0.157888428926761,"Converged",FALSE,0.5
7,-1.65540430179935,1.19837210291905,-0.101397429366197,"Converged",FALSE,0.5
8,-1.98405515599504,1.70711238989257,-0.121410738043055,"Converged",FALSE,0.5
9,-2.00934428712104,1.3690272120369,-0.0621786287958208,"Converged",FALSE,0.5
10,-2.25112353098689,2.35888349685184,-0.0535828457670963,"Converged",FALSE,0.5
11,-2.14776115825141,2.397645881964,-0.091215172961897,"Converged",FALSE,0.5
12,-1.74258725397829,0.789700192403301,-0.0859942119021144,"Converged",FALSE,0.5
13,-1.72299141629687,1.63860818001526,-0.127284299052878,"Converged",FALSE,0.5
14,-1.97856809110357,2.33224939345537,-0.125976522090345,"Converged",FALSE,0.5
15,-1.87224994136585,1.97100852603051,-0.122280966894131,"Converged",FALSE,0.5
16,-1.63531160629657,1.28501827202237,-0.13325335795393,"Converged",FALSE,0.5
17,-1.94758145585989,1.46721766249605,-0.065069522184532,"Converged",FALSE,0.5
18,-1.93958064275373,1.4105916383587,-0.0882164715291817,"Converged",FALSE,0.5
19,-1.9956706740836,2.28852607816909,-0.10780299826595,"Converged",FALSE,0.5
20,-2.39460949032441,1.96477558002585,-0.0194754224491336,"Converged",FALSE,0.5
21,-1.9441548588118,1.27227692670888,-0.0480579465908408,"Converged",FALSE,0.5
22,-1.93143380656977,1.94987375677936,-0.14879196736864,"Converged",FALSE,0.5
23,-1.82030057123727,1.37828064985185,-0.0924303273762423,"Converged",FALSE,0.5
24,-1.82118386183947,1.32332051469691,-0.0686229479585088,"Converged",FALSE,0.5
25,-1.77386405388443,1.68365040719485,-0.0926649523646689,"Converged",FALSE,0.5
26,-1.56096202738462,0.60710408346557,-0.0960435449048672,"Converged",FALSE,0.5
27,-2.3791954957859,2.53284642494649,-0.114691408130095,"Converged",FALSE,0.5
28,-1.6100463909219,0.617369770710958,-0.0962981985200447,"Converged",FALSE,0.5
29,-2.07092645907334,1.69312979550762,-0.0574519859463134,"Converged",FALSE,0.5
30,-1.84632815024812,0.611087951049668,-0.0594543975549601,"Converged",FALSE,0.5
31,-1.86681044474396,2.03866234836744,-0.126476784390142,"Converged",FALSE,0.5
32,-1.69905155835836,1.27303172030767,-0.148995529008717,"Converged",FALSE,0.5
33,-1.72970369707416,1.37958587481661,-0.128392163013019,"Converged",FALSE,0.5
34,-1.85120147619824,1.94220714808724,-0.146517310341892,"Converged",FALSE,0.5
35,-1.66121661444229,0.616268543473564,-0.0774888849270178,"Converged",FALSE,0.5
36,-1.90777427318351,1.04474818426259,-0.0938105477347401,"Converged",FALSE,0.5
37,-1.81852142506026,1.91600137902501,-0.139234817698895,"Converged",FALSE,0.5
38,-1.93740642564389,1.05833219586056,-0.0517057284742252,"Converged",TRUE,0.5
39,-1.69175294218922,0.56866797305788,-0.0759783492601431,"Converged",FALSE,0.5
40,-1.87478223280921,0.599459770058446,-0.0343943937111827,"Converged",FALSE,0.5
41,-1.60183751018012,0.682326152673169,-0.09134521179496,"Converged",FALSE,0.5
