"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_data_resampled","audit_recovery"
96,-2.06664532729275,1.31064236312635,-0.0551806619416006,"Converged",FALSE,0.25
97,-1.73389693838515,1.1271191679971,-0.0691355321588285,"Converged",FALSE,0.25
98,-0.899932650565475,-0.718262000149487,-0.144936316757486,"Converged",FALSE,0.25
99,-1.93928488183811,2.25701726103021,-0.134537324774378,"Converged",FALSE,0.25
100,-1.49959346595794,1.25255667257032,-0.183559033120466,"Converged",FALSE,0.25
101,-1.867035833808,1.43657208227186,-0.0879322877329871,"Converged",FALSE,0.25
102,-2.07413798570117,1.5089799157521,-0.0745300838881399,"Converged",FALSE,0.25
103,-2.40834131241037,2.30191813493717,-0.0491199675396337,"Converged",FALSE,0.25
104,-1.44855757837533,0.879179669663428,-0.124721780074761,"Converged",FALSE,0.25
105,-1.86661943984887,2.39728071553209,-0.124817180010769,"Converged",FALSE,0.25
106,-1.78325370627294,1.44180998828779,-0.126848266478954,"Converged",FALSE,0.25
107,-1.43164151885159,0.649303503534392,-0.149658420056629,"Converged",FALSE,0.25
108,-1.52707714162121,1.27522972419777,-0.162633541606162,"Converged",FALSE,0.25
109,-1.83757215527532,0.649989629896077,-0.0342864294840729,"Converged",FALSE,0.25
110,-1.14608448483805,0.116373833885226,-0.0966332388428297,"Converged",FALSE,0.25
111,-2.28826324218168,3.08844414241401,-0.122489426414671,"Converged",FALSE,0.25
112,-1.88986149227942,1.2998976538888,-0.0665937347606166,"Converged",FALSE,0.25
113,-1.416645924041,0.451110567503912,-0.0924781770023058,"Converged",FALSE,0.25
114,-1.55072894506994,1.18165914871743,-0.141718008354506,"Converged",FALSE,0.25
115,-2.1147984930129,1.21469043042526,-0.056161852143782,"Converged",FALSE,0.25
116,-1.7499869319661,1.31189547366915,-0.107767517700796,"Converged",FALSE,0.25
117,-1.86806602408897,1.63629479970734,-0.105478790499639,"Converged",FALSE,0.25
118,-1.40841846953351,0.490709874466317,-0.128259029979749,"Converged",FALSE,0.25
119,-1.60508992025902,0.830037275596401,-0.080673064770977,"Converged",FALSE,0.25
120,-1.77911162327187,0.646382927652251,-0.048402888787146,"Converged",FALSE,0.25
121,-1.71845405948422,1.18163057399505,-0.0828291924376347,"Converged",FALSE,0.25
122,-2.68960604344443,2.74128544770277,-0.0383543035750197,"Converged",FALSE,0.25
123,-2.46157832378787,2.27053752014286,-0.0532869466169043,"Converged",FALSE,0.25
124,-1.38891670571379,0.351464808003348,-0.0964579691332917,"Converged",FALSE,0.25
125,-1.92592301141866,1.2516216330694,-0.0734678507888664,"Converged",FALSE,0.25
126,-1.62576356552049,1.33179558276031,-0.18953536081251,"Converged",FALSE,0.25
127,-1.88846374788795,1.73089031146766,-0.0962882303314247,"Converged",FALSE,0.25
128,-1.94370545850431,1.65224299916199,-0.108692804642197,"Converged",FALSE,0.25
129,-1.85569617682537,1.45997257501442,-0.100007091415844,"Converged",FALSE,0.25
130,-2.7496240275848,3.3864883764544,-0.0643864884919186,"Converged",FALSE,0.25
131,-2.03973188263474,1.58885284976602,-0.0663716513547266,"Converged",FALSE,0.25
132,-1.78796580199297,0.851133714580856,-0.081639099021133,"Converged",FALSE,0.25
133,-1.84660168980659,1.74839899616072,-0.0885896216783325,"Converged",FALSE,0.25
134,-1.78276741895107,2.02831231249287,-0.136454493244116,"Converged",FALSE,0.25
135,-1.72090249483223,0.47988545610545,-0.0506701287146882,"Converged",FALSE,0.25
136,-1.66361856633012,1.25216806119339,-0.163432151128033,"Converged",FALSE,0.25
137,-2.0667324068538,1.76627909486452,-0.0757864700292279,"Converged",FALSE,0.25
138,-1.65314932379957,1.01683917787629,-0.138736123506392,"Converged",FALSE,0.25
139,-1.59444790680431,0.30044730567582,-0.0796388810187629,"Converged",FALSE,0.25
140,-2.12846879662672,2.07769819840264,-0.0985394059016557,"Converged",FALSE,0.25
141,-1.99027506855075,1.45485172087366,-0.0523556804520729,"Converged",FALSE,0.25
142,-1.63909912640985,1.42309429518112,-0.0917316527820237,"Converged",FALSE,0.25
143,-1.77018059154704,1.09788899160484,-0.0625491318086844,"Converged",FALSE,0.25
144,-2.3928942548569,2.1413122180458,-0.039780293874553,"Converged",FALSE,0.25
145,-1.61879256885829,1.31469231854978,-0.1292916403369,"Converged",FALSE,0.25
146,-1.80003189089016,1.28045130100475,-0.0608401089358521,"Converged",FALSE,0.25
147,-1.75531715536772,0.0930151081175343,-0.0277220342488682,"Converged",FALSE,0.25
148,-1.96487938172538,2.13636624535686,-0.108401618681786,"Converged",FALSE,0.25
149,-1.9081940807059,1.52580873345921,-0.0687118909116703,"Converged",FALSE,0.25
150,NA,NA,NA,"MAX_ITER reached",FALSE,0.25
151,-1.92610318592926,1.78454737263997,-0.118642946097915,"Converged",FALSE,0.25
152,-1.30364756484351,0.296513677785576,-0.117395245396589,"Converged",FALSE,0.25
153,-1.66986022068829,0.780831422733891,-0.0894948567516226,"Converged",FALSE,0.25
154,-1.8333338497029,1.66785879218178,-0.0889345227823135,"Converged",FALSE,0.25
155,-1.4985058940213,1.06628514349069,-0.134219580314959,"Converged",FALSE,0.25
156,-2.03951160204088,1.26686311794012,-0.0639919450707754,"Converged",FALSE,0.25
157,-2.2418122827384,2.84599351777038,-0.109529677425946,"Converged",FALSE,0.25
158,-1.62006536198418,1.05565000149695,-0.124499358612508,"Converged",FALSE,0.25
159,-1.90650046400218,1.06435472421778,-0.0920129165491125,"Converged",FALSE,0.25
160,-2.35244800521836,2.53803323289045,-0.0857664437432487,"Converged",FALSE,0.25
161,-1.73207756366679,1.28578448014489,-0.128854291862255,"Converged",FALSE,0.25
162,-1.60927897708796,0.699747325481717,-0.0974401013353781,"Converged",FALSE,0.25
163,-1.80061866524282,1.09505375002963,-0.0769252292654504,"Converged",FALSE,0.25
164,-2.59809708371546,2.76759963696165,-0.0487109683231077,"Converged",FALSE,0.25
165,-2.25967579832183,1.8028064043622,-0.0622217915961807,"Converged",FALSE,0.25
166,-2.12103668924228,2.20103464218743,-0.105142428890212,"Converged",FALSE,0.25
167,-1.80572474593019,1.60959228477232,-0.118882404847625,"Converged",FALSE,0.25
168,-1.07936816167344,0.306128046519068,-0.196611620101155,"Converged",FALSE,0.25
169,-1.67040148853826,0.992640975625261,-0.12382269505627,"Converged",FALSE,0.25
170,-1.67617001626708,2.06505115377372,-0.170208637327697,"Converged",FALSE,0.25
171,-2.00618835648536,2.90739191479711,-0.197652615810781,"Converged",FALSE,0.25
172,-1.90131642748201,2.27083525705227,-0.183365883635661,"Converged",FALSE,0.25
173,-1.9526490458647,2.1908262408561,-0.14831661538262,"Converged",FALSE,0.25
174,-1.57181681166343,0.832124478839919,-0.142712678242844,"Converged",FALSE,0.25
175,-1.32358882301622,1.25474686752264,-0.184406093641769,"Converged",FALSE,0.25
176,-1.44526663500563,0.685556055097228,-0.136279428886577,"Converged",FALSE,0.25
177,-2.6265516157657,2.79839567825216,-0.0805044914191639,"Converged",FALSE,0.25
178,-1.82647191889651,1.4019810428964,-0.109541994348268,"Converged",FALSE,0.25
179,-2.01677462104917,2.14226258950048,-0.105302370831229,"Converged",FALSE,0.25
180,-1.3271860943707,0.659703697794367,-0.167644671223235,"Converged",FALSE,0.25
181,-2.00110763116025,1.98269253151992,-0.128218127395765,"Converged",FALSE,0.25
182,-1.8124733550892,1.84514033056852,-0.149632493182143,"Converged",FALSE,0.25
183,-2.02695757678974,1.77900605838708,-0.0773180971194723,"Converged",FALSE,0.25
184,-2.91037384236302,3.3408039067031,-0.0423976743064195,"Converged",FALSE,0.25
185,-1.89420809585993,2.03879394469574,-0.147318471238501,"Converged",FALSE,0.25
186,-2.01349594012784,1.97512957153781,-0.100682106232369,"Converged",FALSE,0.25
187,-1.42557602916834,0.673897849934355,-0.110529708597133,"Converged",FALSE,0.25
188,-2.4688260862727,3.20489140238821,-0.14402372789123,"Converged",FALSE,0.25
189,-1.85568118276878,2.48585981104326,-0.176422930864301,"Converged",FALSE,0.25
190,-1.54530181971116,0.698189090821667,-0.11001554627486,"Converged",FALSE,0.25
191,-2.27928921854183,1.96175483268206,-0.038008097602959,"Converged",FALSE,0.25
192,-1.98744066572631,1.64490350506441,-0.108804970526124,"Converged",TRUE,0.25
193,-1.33711187057348,0.860352137530128,-0.127792692931609,"Converged",FALSE,0.25
194,-2.22777595599139,2.77289246339453,-0.115582357858232,"Converged",FALSE,0.25
195,-1.88405911623239,1.92567427156171,-0.134795834822326,"Converged",FALSE,0.25
196,-1.35170149846096,0.0467077999256365,-0.115453678198728,"Converged",FALSE,0.25
197,-1.05629827684198,0.252315039707085,-0.132953901562484,"Converged",FALSE,0.25
198,-1.71156851753573,1.13155495210773,-0.105176533563182,"Converged",FALSE,0.25
199,-1.34640557002001,-0.00623511339661837,-0.0921175919491853,"Converged",FALSE,0.25
200,-1.85383853536191,1.29203686717085,-0.0861780518399239,"Converged",FALSE,0.25
201,-1.96839028071711,2.21259938007623,-0.123077996662337,"Converged",FALSE,0.25
202,-2.62395112887318,2.87540086126416,-0.0468147621055829,"Converged",FALSE,0.25
203,-1.22879028716317,-0.192345940925148,-0.101996243618091,"Converged",FALSE,0.25
204,-1.58820946668738,0.958939519344478,-0.117562179386995,"Converged",FALSE,0.25
205,-1.87902898479358,2.08096370863027,-0.144836676192879,"Converged",TRUE,0.25
206,-2.28941711311425,2.2251206973076,-0.0764640970475279,"Converged",FALSE,0.25
207,-1.50432350966326,0.812677088861503,-0.140386702708682,"Converged",FALSE,0.25
208,-1.9200237675199,1.60123164241145,-0.125311460690491,"Converged",TRUE,0.25
209,-1.81686190864272,1.68990532678877,-0.10199008451427,"Converged",FALSE,0.25
210,-2.42701595299347,2.77552695553404,-0.094006559175322,"Converged",FALSE,0.25
211,-1.45525777511342,1.05445900916148,-0.117898843245496,"Converged",FALSE,0.25
212,-1.64996582792902,2.22122576496262,-0.187749905372071,"Converged",FALSE,0.25
213,-1.41428890563402,1.431889748405,-0.181967637007611,"Converged",FALSE,0.25
214,-2.0368500945897,2.5656364072275,-0.113243960604118,"Converged",FALSE,0.25
215,-1.7530821848585,1.77397682432636,-0.151330252157557,"Converged",FALSE,0.25
216,-1.4922647660387,0.532603684276448,-0.112671039331884,"Converged",FALSE,0.25
217,-2.21865607677697,2.08201664426831,-0.0487268581344789,"Converged",FALSE,0.25
218,-1.56209321008313,1.2341441812526,-0.0902477961508119,"Converged",FALSE,0.25
219,-1.40277993008856,0.245723981934746,-0.080831157857275,"Converged",FALSE,0.25
220,-1.27738180639572,-0.0580511192418793,-0.115889795544835,"Converged",FALSE,0.25
221,-1.70655818293189,1.81306508401095,-0.168793770275031,"Converged",FALSE,0.25
222,-2.21991144996696,2.21622638359697,-0.0618373675554727,"Converged",FALSE,0.25
223,-2.35127248729825,1.73189578825533,-0.026180524724762,"Converged",FALSE,0.25
224,-1.12264660613953,-0.365035886684076,-0.0860969138095332,"Converged",FALSE,0.25
225,-1.43924403960132,0.852584500365391,-0.137909757444675,"Converged",FALSE,0.25
226,-2.09542700495359,0.738155055881806,-0.0163696931518373,"Converged",FALSE,0.25
227,-1.98342205421485,1.78931695715926,-0.0808255675997939,"Converged",FALSE,0.25
228,-1.3453084690341,0.960540620859419,-0.17487821147673,"Converged",FALSE,0.25
229,-1.76314775179923,1.65860716710484,-0.109982026755661,"Converged",FALSE,0.25
230,-1.60959475406636,0.795125897929253,-0.100530971403101,"Converged",FALSE,0.25
231,-1.32381708798159,0.35065903824667,-0.112958875853598,"Converged",FALSE,0.25
232,-1.71080786891804,0.909505234106758,-0.0899072797762692,"Converged",FALSE,0.25
233,-2.24197949189444,1.50422574604027,-0.0165937907715738,"Converged",FALSE,0.25
234,-1.38444527580693,0.430046334498918,-0.12557660929908,"Converged",FALSE,0.25
235,-1.95742513262227,1.1607694576252,-0.0607830908998572,"Converged",FALSE,0.25
236,-1.4451809029582,0.920286995126711,-0.115582831554285,"Converged",FALSE,0.25
237,-2.69875640114232,3.01861223284018,-0.0279229873338163,"Converged",FALSE,0.25
238,-1.4420947405214,0.419844754827198,-0.115780548715112,"Converged",FALSE,0.25
239,-2.3861881484169,2.24214386393395,-0.0814300349529125,"Converged",FALSE,0.25
240,-2.10374715574977,1.66118674924451,-0.0525620960870201,"Converged",FALSE,0.25
241,-1.92235725787308,1.61261731795265,-0.145423685883078,"Converged",FALSE,0.25
242,-1.86190513231548,1.65135806548009,-0.0985485523748195,"Converged",FALSE,0.25
243,-1.78698424575642,1.68433515412008,-0.109606807901136,"Converged",FALSE,0.25
244,-2.01634867788096,1.57694950914303,-0.0575876697505897,"Converged",FALSE,0.25
245,-1.64503174285669,1.14009111658595,-0.142821143439654,"Converged",FALSE,0.25
246,-1.74179194607763,1.48169287333265,-0.146964331093562,"Converged",FALSE,0.25
247,-2.01700454963372,1.78924022525784,-0.0888585125519605,"Converged",FALSE,0.25
248,-1.78938246676885,0.169925875128089,-0.033406901580166,"Converged",FALSE,0.25
249,-1.36911323611456,0.391420578437438,-0.106327615740461,"Converged",FALSE,0.25
250,-1.70844179749544,1.00894729047611,-0.0948905230755973,"Converged",FALSE,0.25
251,-2.40853956172738,1.9676159978039,-0.0200471776407187,"Converged",FALSE,0.25
252,-2.05823926129696,2.18153699262966,-0.090175457211687,"Converged",FALSE,0.25
253,-1.90772889894023,1.66486496785821,-0.102174090518442,"Converged",FALSE,0.25
254,-1.77012021726745,0.546224289217984,-0.035443061967129,"Converged",FALSE,0.25
255,-1.42943501949935,0.198401337613091,-0.0845184830825239,"Converged",FALSE,0.25
256,-1.40830814954902,0.58823477256092,-0.117840256193188,"Converged",FALSE,0.25
257,-1.37531601776938,0.8044342898819,-0.150731456392852,"Converged",FALSE,0.25
258,-1.85227784043301,1.57503808612442,-0.131371904188833,"Converged",FALSE,0.25
259,-2.25760361406897,2.77165817329657,-0.168311671484666,"Converged",FALSE,0.25
260,-1.35946789191706,0.655734588038378,-0.14795410445202,"Converged",FALSE,0.25
261,-2.14332889036792,2.32735479838591,-0.0668337042711267,"Converged",FALSE,0.25
262,-1.75790798775071,1.29863384732522,-0.0948850891224068,"Converged",FALSE,0.25
263,-1.83266552363049,1.90896155264479,-0.133355168870595,"Converged",FALSE,0.25
264,-1.86019188389077,2.00367289666917,-0.162031781269759,"Converged",FALSE,0.25
265,-1.99657770488471,2.14263617058466,-0.0968550405485277,"Converged",FALSE,0.25
266,-1.8176672562049,0.829229231116138,-0.0302368500920297,"Converged",FALSE,0.25
267,-1.7935171561004,2.19177316407566,-0.182384394172922,"Converged",TRUE,0.25
268,-2.04679999895278,0.901269224756,-0.0360609890840602,"Converged",FALSE,0.25
269,-2.0644040978346,1.44172598018062,-0.0572351529608884,"Converged",FALSE,0.25
270,-2.01794590540131,2.3395366440822,-0.132065260439887,"Converged",FALSE,0.25
271,-1.20825190293593,0.392402864811407,-0.169818609327009,"Converged",FALSE,0.25
272,-1.99920918459658,1.82803739097576,-0.0724189005423791,"Converged",FALSE,0.25
273,-1.62493109182076,0.628752068971207,-0.0946334032222514,"Converged",FALSE,0.25
274,-1.68545376811609,1.14243024431436,-0.0817974836970128,"Converged",FALSE,0.25
275,-1.90738896424411,0.398307299801413,-0.0192484021603447,"Converged",FALSE,0.25
276,-2.14879800722918,2.44851718198113,-0.124748188528306,"Converged",FALSE,0.25
277,-1.88528480391021,1.16852226477733,-0.0565971346838766,"Converged",FALSE,0.25
278,-1.92497664196726,1.54425622311157,-0.0749373015584716,"Converged",FALSE,0.25
279,-2.03148109102236,1.68563134784197,-0.0956013343144584,"Converged",FALSE,0.25
280,-2.03128954948178,1.63085428651746,-0.0790156885163043,"Converged",FALSE,0.25
281,-2.279049923408,2.8035622274278,-0.124560547833649,"Converged",FALSE,0.25
282,-2.29662697245377,2.02951915493361,-0.0508236377858481,"Converged",FALSE,0.25
283,-2.26887966242241,2.60782545862088,-0.13753600999914,"Converged",FALSE,0.25
284,-1.98757874190806,1.52853705917577,-0.077621307033336,"Converged",FALSE,0.25
285,-1.04066894116552,0.064633807862103,-0.146156121349959,"Converged",FALSE,0.25
286,-1.44489299597315,0.615704635416142,-0.118818840969004,"Converged",FALSE,0.25
287,-1.2476016766598,0.772567637273397,-0.150844967209294,"Converged",FALSE,0.25
288,-1.71451295252383,1.21057002681936,-0.118397563874688,"Converged",FALSE,0.25
289,-1.57269442984157,0.899744838481753,-0.134274141131527,"Converged",FALSE,0.25
290,-1.25381742004843,0.0964392748674936,-0.141404557118584,"Converged",FALSE,0.25
291,-2.13579599198686,1.66683770737511,-0.0617902285527599,"Converged",FALSE,0.25
292,-2.2989189632176,1.43670146279177,-0.00709931295648137,"Converged",FALSE,0.25
293,-2.36546650827307,1.93552791894172,-0.0391766491663549,"Converged",FALSE,0.25
294,-1.88253560528473,0.832587218362697,-0.0530157675103411,"Converged",FALSE,0.25
295,-1.84148014977248,1.3077884529558,-0.0884224612302896,"Converged",FALSE,0.25
296,-1.40891176596475,-0.070294198912138,-0.0731352685351837,"Converged",FALSE,0.25
297,-1.68965277905061,1.68205873285701,-0.15788919186575,"Converged",FALSE,0.25
298,-1.67752922055245,0.977600231610036,-0.104610209834872,"Converged",FALSE,0.25
299,-1.33084607709788,0.774577403535912,-0.14310778564849,"Converged",FALSE,0.25
300,-1.77978455823992,0.928167112914316,-0.075925840793278,"Converged",TRUE,0.25
301,-1.42471513462565,0.699011514909055,-0.133453537523571,"Converged",FALSE,0.25
302,-1.88528330550796,0.657775164798885,-0.0562040339322204,"Converged",FALSE,0.25
303,-1.59286571189258,1.25977599224918,-0.139771326488752,"Converged",FALSE,0.25
304,-1.5148225398811,0.897390785670796,-0.142022924886972,"Converged",FALSE,0.25
305,-1.71970043732257,1.5696781226935,-0.152561208725746,"Converged",FALSE,0.25
306,-1.11319368086362,-0.742448095733725,-0.100968135451681,"Converged",FALSE,0.25
307,-1.40926524133373,1.06663909128305,-0.14626553615415,"Converged",FALSE,0.25
308,-2.47126367047955,2.77325426603108,-0.0626053559658982,"Converged",FALSE,0.25
309,-1.42895812575849,0.377221086897495,-0.0918084525030657,"Converged",FALSE,0.25
310,-2.30943652454177,1.5905380345614,-0.0515642711868909,"Converged",FALSE,0.25
311,-1.59581578433474,1.24659870521013,-0.120534741594899,"Converged",FALSE,0.25
312,-2.10768437992296,1.06307091353284,0.00103271694667359,"Converged",FALSE,0.25
313,-1.81326441127217,1.49900457671138,-0.0929818188536612,"Converged",FALSE,0.25
314,-1.87278132491877,1.11536061169132,-0.120600327216297,"Converged",FALSE,0.25
315,-2.11373611075816,1.91350071706401,-0.0759806094361001,"Converged",FALSE,0.25
316,-1.87141269668708,0.496977317081196,-0.0625695514001539,"Converged",FALSE,0.25
317,-2.06344054555397,2.33985783651655,-0.114106957124101,"Converged",FALSE,0.25
318,-1.45609917689331,0.820432574922821,-0.155891538596244,"Converged",FALSE,0.25
319,-1.8399142576008,1.70059669208329,-0.101003151745024,"Converged",FALSE,0.25
320,-1.713842029524,1.6305982068457,-0.108552125516948,"Converged",FALSE,0.25
321,-1.68849168591717,0.37596645536863,-0.0650003422984835,"Converged",FALSE,0.25
322,-1.75678753298219,1.2768025895671,-0.123789171184719,"Converged",FALSE,0.25
323,-1.44887240018143,0.76975371529157,-0.122802691516374,"Converged",FALSE,0.25
324,-1.48483719200203,0.630934270450691,-0.116771232036978,"Converged",FALSE,0.25
325,-2.0136998095947,1.92830933540327,-0.08940735905078,"Converged",FALSE,0.25
326,-1.7089554370047,0.848993431153359,-0.0785274710848946,"Converged",FALSE,0.25
