"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_data_resampled","audit_recovery"
23,-2.41250314815191,2.33677506561153,-0.0307211459165725,"Converged",FALSE,0.9
24,-1.94973610953885,1.27275256261713,-0.0360245457723046,"Converged",FALSE,0.9
25,-1.8245515268107,1.34296546574332,-0.0735993172457235,"Converged",FALSE,0.9
26,-2.37472582101044,3.37810794612024,-0.106046562780615,"Converged",FALSE,0.9
27,-1.45019794644748,0.221157058639513,-0.0591651403673148,"Converged",FALSE,0.9
28,-1.58516093732462,1.09178229129822,-0.0917855723774949,"Converged",FALSE,0.9
29,-2.12579872384031,2.3863925574092,-0.0852741469342821,"Converged",FALSE,0.9
30,-1.53068049430151,1.69556691858939,-0.175591330811727,"Converged",FALSE,0.9
31,-1.82330464736634,1.54280753962187,-0.0999045730854593,"Converged",FALSE,0.9
32,-1.71410877384359,1.63971430857414,-0.118687316438362,"Converged",FALSE,0.9
33,-1.8981030193926,1.62215358618368,-0.11066798666765,"Converged",FALSE,0.9
34,-1.71113303701037,1.09481618090713,-0.0901594942514271,"Converged",FALSE,0.9
35,-2.19322048847616,1.58945540385213,-0.0250316512339411,"Converged",FALSE,0.9
36,-1.57650497121594,1.91048401929769,-0.197309719194308,"Converged",FALSE,0.9
37,-2.03589968335816,1.95762416981644,-0.0966822737531056,"Converged",FALSE,0.9
38,-1.4895616929938,1.43422104032786,-0.164422471074318,"Converged",FALSE,0.9
39,-2.05390724781735,2.39998975460848,-0.104010364968153,"Converged",FALSE,0.9
40,-2.59899440214455,3.84743313813645,-0.0921588920222875,"Converged",FALSE,0.9
41,-2.10575093914471,2.59852186423848,-0.13212522922783,"Converged",FALSE,0.9
42,-1.76104898247464,1.69268475382251,-0.124799429115583,"Converged",FALSE,0.9
43,-1.21436194884495,0.955758528968778,-0.157453708298846,"Converged",FALSE,0.9
44,-2.2164473912261,1.73281797098498,-0.0380490383516801,"Converged",FALSE,0.9
45,-1.6663887799466,0.327134118374171,-0.030407963517935,"Converged",FALSE,0.9
46,-2.36606475369508,3.38534768630008,-0.114253169367748,"Converged",FALSE,0.9
47,-2.07659554764748,2.96416363497922,-0.160042904251419,"Converged",FALSE,0.9
48,-1.6991469379906,1.87038865836303,-0.167662100375105,"Converged",FALSE,0.9
49,-2.61315235082409,3.53291861888034,-0.0905439957512017,"Converged",FALSE,0.9
50,-1.19756023112805,1.13132300460571,-0.189722931678772,"Converged",FALSE,0.9
51,-1.55613274331628,0.467946520300958,-0.062032929152553,"Converged",FALSE,0.9
52,-1.88390343057948,1.95023722674433,-0.127101424192037,"Converged",FALSE,0.9
53,-2.0960872315586,1.75753941937705,-0.0287587315680993,"Converged",FALSE,0.9
54,-1.90581560929204,1.8648586138234,-0.0767863486297749,"Converged",FALSE,0.9
55,-2.1931621886182,2.04769407045177,-0.0659917256550506,"Converged",FALSE,0.9
56,-1.66692482693285,1.91136970117737,-0.156937926776766,"Converged",FALSE,0.9
57,-1.65318528661226,0.105917404664492,-0.0517151388435274,"Converged",FALSE,0.9
58,-2.08782651352635,2.79458119351576,-0.139569184276665,"Converged",FALSE,0.9
59,-1.72139668522016,0.720060132683126,-0.0778764588616667,"Converged",FALSE,0.9
60,-2.31505775790752,2.75940588392298,-0.0710661468163639,"Converged",FALSE,0.9
61,-1.97408569794038,2.06351681712086,-0.0903942852642569,"Converged",FALSE,0.9
62,-2.18913909856787,2.39252808731332,-0.0986963902298117,"Converged",FALSE,0.9
63,-1.63829831345974,1.22995911612756,-0.103534856385916,"Converged",FALSE,0.9
64,-2.19803954067251,2.48447256912363,-0.0965733772620122,"Converged",FALSE,0.9
65,-2.01139967095281,2.02266615120092,-0.0857634514077423,"Converged",FALSE,0.9
66,-2.56375347501766,2.66456949692386,-0.0406784427717992,"Converged",FALSE,0.9
67,-1.98532263993549,2.03303331126648,-0.103946743119656,"Converged",FALSE,0.9
68,-2.46997693618274,2.31206753941117,-0.0113536588796515,"Converged",FALSE,0.9
69,-2.41202410031363,1.97463492250135,-0.0169050844064834,"Converged",FALSE,0.9
70,-2.03931789425915,1.56026385216541,-0.0234553883217143,"Converged",FALSE,0.9
71,-2.34418346544927,3.08955697697847,-0.108055975810052,"Converged",FALSE,0.9
72,-2.20153858852095,2.68681496618892,-0.103617861360725,"Converged",FALSE,0.9
73,-1.89249461486704,1.59401655265372,-0.0873016733196015,"Converged",FALSE,0.9
74,-1.17708642656587,0.486311402504568,-0.151030632594685,"Converged",FALSE,0.9
75,-1.56553758424958,0.692080469047859,-0.140641891985317,"Converged",FALSE,0.9
76,-2.04385436618561,1.63046763551809,-0.0984290112787903,"Converged",FALSE,0.9
77,-1.79837960491708,1.99630080803001,-0.106961922199177,"Converged",FALSE,0.9
78,-2.13126613757013,2.41781414395524,-0.114007042534039,"Converged",FALSE,0.9
79,-1.59853570995539,1.08659627843143,-0.140264302113191,"Converged",FALSE,0.9
80,-1.66638983857912,1.78658506965516,-0.137027674156735,"Converged",FALSE,0.9
81,-2.06586548966695,2.5864424390285,-0.129626463462353,"Converged",FALSE,0.9
82,-1.93483489344878,1.39591126322204,-0.0825499855857669,"Converged",FALSE,0.9
83,-2.12252140929157,2.35079339562714,-0.161848829346696,"Converged",FALSE,0.9
84,-1.50928899252824,0.29102785487709,-0.0701238807939756,"Converged",FALSE,0.9
85,-1.48805588793659,0.875594080340325,-0.0789353084298421,"Converged",FALSE,0.9
86,-2.69704067755628,3.66938684648436,-0.0842478062174514,"Converged",FALSE,0.9
87,-1.91545760824295,2.08855868353824,-0.14330455372962,"Converged",FALSE,0.9
88,-2.13775017214103,2.78236240586165,-0.141523146975351,"Converged",FALSE,0.9
89,-1.93592967089622,1.42958095719488,-0.0767652517748791,"Converged",FALSE,0.9
90,-2.4302131193756,2.24505091002741,-0.0339131912003106,"Converged",FALSE,0.9
91,-1.49522327058713,0.899726986054875,-0.129285711821185,"Converged",FALSE,0.9
92,-1.91488111659544,2.26922227117675,-0.136950414591392,"Converged",FALSE,0.9
93,-1.22220517661501,-0.862203398647784,-0.0598405483680856,"Converged",FALSE,0.9
94,-1.63383599625221,0.650177256790493,-0.0925244203696208,"Converged",FALSE,0.9
95,-2.37789435109823,3.39452815563763,-0.0926303311987148,"Converged",FALSE,0.9
96,-1.90774907211505,0.858929103882587,-0.0460389216779624,"Converged",FALSE,0.9
97,-1.44802954245272,0.569858645488843,-0.0968365663354127,"Converged",FALSE,0.9
98,-2.36988538158327,2.18021924211512,-0.0772384950560955,"Converged",FALSE,0.9
99,-1.60526742317088,1.17453147019603,-0.134823347554603,"Converged",FALSE,0.9
100,-2.07487379911018,1.47468176610156,-0.0337203910540218,"Converged",FALSE,0.9
101,-1.95375225079401,1.10273874776855,-0.0365910595052399,"Converged",FALSE,0.9
102,-2.09955370894105,2.35405671439617,-0.106657945204766,"Converged",FALSE,0.9
103,-1.40330020590891,0.981317113259691,-0.112059125040622,"Converged",FALSE,0.9
104,-1.25576593578636,0.861337033220422,-0.186353678218323,"Converged",FALSE,0.9
105,-1.8402760417341,1.25026927869577,-0.0486056030054674,"Converged",FALSE,0.9
106,-2.16881776960551,2.85126034794336,-0.0870810688695409,"Converged",FALSE,0.9
107,-2.43716487849859,1.83927168890295,-0.0171262681651154,"Converged",FALSE,0.9
108,-1.40454187501348,0.366039460334581,-0.130962944082262,"Converged",FALSE,0.9
109,-1.28112651842527,1.36766902521548,-0.215218641138911,"Converged",FALSE,0.9
110,-1.7366905377961,0.783061001667149,-0.0782343230344152,"Converged",FALSE,0.9
111,-1.45295918415277,1.86671169227924,-0.194465643862511,"Converged",FALSE,0.9
112,-1.85647918619278,2.49738171660873,-0.18844182761692,"Converged",FALSE,0.9
113,-1.84138109685936,1.37942095122972,-0.0600162616106183,"Converged",FALSE,0.9
114,-1.96529628352637,2.22592151615449,-0.0988239843878705,"Converged",FALSE,0.9
115,-2.00203957446934,0.633820149272033,0.00292778060687894,"Converged",FALSE,0.9
116,-1.98577284525327,2.43725767001725,-0.128879440252282,"Converged",FALSE,0.9
117,-1.58467674082123,0.591199571662673,-0.106259202210625,"Converged",FALSE,0.9
118,-1.60942093599912,0.950157892403773,-0.120805946209691,"Converged",FALSE,0.9
119,-1.80790652281645,1.14131761433816,-0.0609033965677338,"Converged",FALSE,0.9
120,-2.36385061702605,1.6223236081289,-0.0158046875272778,"Converged",FALSE,0.9
121,-1.7493918897008,1.09547568231901,-0.0831392832725631,"Converged",FALSE,0.9
122,-1.99258033530353,3.20140958559733,-0.16738013631786,"Converged",FALSE,0.9
123,-1.40801723208589,1.00933156648925,-0.142794044882902,"Converged",FALSE,0.9
124,-2.10665692674772,1.95070941012022,-0.0820965002980965,"Converged",FALSE,0.9
125,-1.73107272389335,0.879069136254085,-0.0687404676241262,"Converged",TRUE,0.9
126,-1.84208142439767,1.65547931695835,-0.108860985602415,"Converged",FALSE,0.9
127,-2.0174417661098,1.06017332899277,-0.0330039357317497,"Converged",FALSE,0.9
128,-1.74529948148233,1.49598002350844,-0.0799618679522209,"Converged",FALSE,0.9
129,-1.73886172401205,1.40545003861727,-0.09159231658618,"Converged",FALSE,0.9
130,-2.22947336422875,3.11778088743454,-0.101293159705092,"Converged",FALSE,0.9
131,-2.58611278309096,3.34458923808461,-0.0782672064386537,"Converged",FALSE,0.9
132,-2.22784559532485,1.9659782696574,-0.0548975991574717,"Converged",FALSE,0.9
133,-1.90086982549608,1.46109151817294,-0.10911259339416,"Converged",TRUE,0.9
134,-1.82966958310879,1.41528190973771,-0.0820451876906786,"Converged",FALSE,0.9
135,-1.92005370745956,1.6348800989996,-0.0718672071295266,"Converged",FALSE,0.9
136,-1.95211550114184,2.56273291505647,-0.154573648295129,"Converged",FALSE,0.9
137,-1.4977585221983,0.979204267475319,-0.152951960477095,"Converged",FALSE,0.9
138,-2.13383974040248,2.52648506375334,-0.0879121521793189,"Converged",FALSE,0.9
139,-2.03523926181839,1.69047372538828,-0.0614060805159738,"Converged",FALSE,0.9
140,-1.66449847411884,1.1475242040306,-0.102837411223919,"Converged",FALSE,0.9
141,-1.28273384960338,1.19409715373902,-0.192567307998599,"Converged",FALSE,0.9
142,-2.2470352619259,2.97301197927343,-0.112016523207832,"Converged",FALSE,0.9
143,-2.11717423940292,2.8624298190742,-0.12818377467283,"Converged",FALSE,0.9
144,-3.01490886654765,4.41745839426038,-0.0402101801843095,"Converged",FALSE,0.9
145,-1.37661147681928,0.595851243385596,-0.134473286100299,"Converged",FALSE,0.9
146,-2.23633890807085,2.45183969278714,-0.0823869869717941,"Converged",FALSE,0.9
147,-1.31731477548189,-0.288653005793734,-0.109138338457301,"Converged",FALSE,0.9
148,-1.93351134024545,2.01439464520814,-0.102471906567868,"Converged",FALSE,0.9
149,-1.80170605211439,1.97631381228455,-0.122156950148685,"Converged",FALSE,0.9
150,-1.11889816812433,0.103928601345915,-0.142319399022722,"Converged",FALSE,0.9
151,-2.00223057518616,1.55802981160877,-0.0871941559812068,"Converged",FALSE,0.9
152,-1.72612304713399,1.50579018885472,-0.100810268232938,"Converged",FALSE,0.9
153,-2.34720220944838,2.32400856120016,-0.040697370249222,"Converged",FALSE,0.9
154,-1.65050424631985,0.912429800895661,-0.0913597778045391,"Converged",FALSE,0.9
155,-1.39421059694873,1.50556905685669,-0.215891318635304,"Converged",FALSE,0.9
156,-1.83950935363543,1.77625600249543,-0.125267008940074,"Converged",FALSE,0.9
157,-2.39341464301209,3.34534304160951,-0.117373403195939,"Converged",FALSE,0.9
158,-2.07977906338065,3.07011525874921,-0.173229717238913,"Converged",FALSE,0.9
159,-1.68590154828065,1.52936635496837,-0.150199592552261,"Converged",FALSE,0.9
160,-2.15417120549568,2.77686575395106,-0.127706982340957,"Converged",FALSE,0.9
161,-1.61464005809477,0.789866607640265,-0.0931489349330262,"Converged",FALSE,0.9
162,-1.50705251728346,0.937281098677617,-0.145896619828437,"Converged",FALSE,0.9
163,-2.1828292224083,2.72919092104349,-0.0818892731478904,"Converged",FALSE,0.9
164,-2.09204435259541,2.00416846071426,-0.0559348349340297,"Converged",FALSE,0.9
165,-1.92732457409301,2.36103429489588,-0.117979911457088,"Converged",FALSE,0.9
166,-1.77808891931485,1.7114701290495,-0.107403980715786,"Converged",FALSE,0.9
167,-1.69840169687668,1.32130390069751,-0.147065498086466,"Converged",FALSE,0.9
168,-1.97452007338282,1.38224232688065,-0.0717157393036218,"Converged",FALSE,0.9
169,-1.70827547178609,0.889551429023665,-0.0771323138375449,"Converged",FALSE,0.9
170,-1.96732712605357,2.08711942191578,-0.135123808972371,"Converged",TRUE,0.9
171,-1.571334729316,1.56308501152954,-0.184736101060869,"Converged",FALSE,0.9
172,-1.42971679227802,1.09380806708809,-0.16342525244518,"Converged",FALSE,0.9
173,-1.50616011244173,1.357689402413,-0.12468207412972,"Converged",FALSE,0.9
174,-2.22153437320969,1.44548823108361,-0.0317142230704921,"Converged",FALSE,0.9
175,-2.19455652444911,2.15410629061163,-0.0652923238420276,"Converged",FALSE,0.9
176,-1.54245130480773,0.108680533870555,-0.0658655341084441,"Converged",FALSE,0.9
177,-1.56536150640361,0.880432253758813,-0.0819024140320509,"Converged",TRUE,0.9
178,-1.66232322325937,0.956281970095801,-0.0924409887257667,"Converged",FALSE,0.9
179,-1.04013225159238,0.137347778881468,-0.168412897435811,"Converged",TRUE,0.9
180,-1.86903745206267,2.44463537355846,-0.156255434837635,"Converged",FALSE,0.9
181,-1.78628388402379,2.2177399258564,-0.137021123673757,"Converged",FALSE,0.9
182,-1.56705906911872,0.746629205168544,-0.125995136809745,"Converged",FALSE,0.9
183,-1.64943059344592,0.752335752567362,-0.0850134324622065,"Converged",FALSE,0.9
184,-1.13080403628904,0.106179761952131,-0.172467305760172,"Converged",FALSE,0.9
185,-1.18897863763083,-0.0910161100303781,-0.177393962569382,"Converged",FALSE,0.9
186,-2.21211106497277,1.68475619597479,-0.0272155619438437,"Converged",TRUE,0.9
187,-1.90877010579952,2.31865147658781,-0.145146149562027,"Converged",FALSE,0.9
188,-2.47406139855866,2.44106328056385,-0.0340902376993019,"Converged",FALSE,0.9
189,-2.24242911467402,1.43804953893114,-0.0191624727128508,"Converged",FALSE,0.9
190,-2.09606162980158,1.79873717490705,-0.0648068712463441,"Converged",FALSE,0.9
191,-1.72634793494802,1.65509790849031,-0.161645827540403,"Converged",FALSE,0.9
192,-2.1709669410437,2.33336356620513,-0.099341793781337,"Converged",FALSE,0.9
193,-1.80935639462424,1.67800315714002,-0.0964760865894629,"Converged",FALSE,0.9
194,-1.90423607318869,2.02302976774737,-0.108108968189787,"Converged",FALSE,0.9
195,-1.358777826538,1.58398500644266,-0.203005732327304,"Converged",FALSE,0.9
196,-2.22040386637483,2.17653904278957,-0.0767950241036851,"Converged",FALSE,0.9
197,-1.65810992689632,1.58370593755272,-0.105793630131309,"Converged",FALSE,0.9
198,-1.43839498631683,0.838255696962598,-0.131874778691584,"Converged",FALSE,0.9
199,-2.08740762560077,1.7331819182031,-0.0953588334986878,"Converged",FALSE,0.9
200,-1.66070451893673,1.26649723557452,-0.10377143607942,"Converged",FALSE,0.9
201,-2.03698924704774,1.09935073245715,-0.0646693570863465,"Converged",FALSE,0.9
202,-1.94573964652865,1.5647200689735,-0.117298516963226,"Converged",FALSE,0.9
203,-1.48609844133881,1.04424569963375,-0.134657754835898,"Converged",FALSE,0.9
204,-1.55857688226584,0.450375439151383,-0.0805167417408363,"Converged",FALSE,0.9
205,-1.99509602373358,0.933731445023278,-0.0311527272694339,"Converged",FALSE,0.9
206,-1.99537170638239,1.91356511275158,-0.0985996878651677,"Converged",FALSE,0.9
207,-1.63791511381869,0.890038221565458,-0.0854858171407517,"Converged",FALSE,0.9
208,-1.53240166319213,0.905462269748229,-0.104873055996408,"Converged",FALSE,0.9
209,-1.92441215951186,2.36369468140316,-0.134596074496548,"Converged",FALSE,0.9
210,-1.8661428637845,1.27870000993521,-0.0692316850689476,"Converged",FALSE,0.9
211,-1.82889484862018,1.63838034641704,-0.0978798087108613,"Converged",FALSE,0.9
212,-2.58655544103798,4.03936117647592,-0.114211607439373,"Converged",FALSE,0.9
213,-1.63585820235558,1.40872704149889,-0.144227094412886,"Converged",FALSE,0.9
214,-1.58087438617455,0.986521942756757,-0.122604772311902,"Converged",FALSE,0.9
215,-1.96396131141137,1.68862701649664,-0.0998674692757271,"Converged",FALSE,0.9
216,-1.63053709494967,1.37873933644141,-0.120440501068602,"Converged",FALSE,0.9
217,-1.74006409586161,1.19778831761608,-0.0712669572630942,"Converged",FALSE,0.9
218,-2.20429939323502,2.94561768495386,-0.110236520468759,"Converged",FALSE,0.9
219,-1.834428103836,1.25592416275724,-0.0707688730656574,"Converged",FALSE,0.9
220,-1.76787158931496,0.856025526761024,-0.0685976056125626,"Converged",FALSE,0.9
221,-1.78334498611596,1.74865417164906,-0.0954805705186774,"Converged",FALSE,0.9
222,-2.11201569092776,3.39204213775143,-0.185024153103893,"Converged",FALSE,0.9
223,-1.73297535856405,1.13052168101196,-0.0726580330684038,"Converged",FALSE,0.9
224,-2.9716406675733,4.04981205358392,-0.0535582865049693,"Converged",FALSE,0.9
225,-1.33388350540165,1.16412277364083,-0.15977580463123,"Converged",FALSE,0.9
226,-1.31954660020457,0.939022054111498,-0.162840047894187,"Converged",FALSE,0.9
227,-1.99229336061349,1.98708647718803,-0.0807623363546209,"Converged",FALSE,0.9
228,-1.29600705678804,-0.167961687765152,-0.121909391119312,"Converged",FALSE,0.9
229,-1.89144958215603,1.81650213499649,-0.0872994243985133,"Converged",FALSE,0.9
230,-1.62963002290282,1.49922736255872,-0.152956892141892,"Converged",FALSE,0.9
231,-1.95975101398712,1.73005857050097,-0.0885768555237535,"Converged",FALSE,0.9
232,-1.51630698788009,-0.760199187918221,-0.0339536476136372,"Converged",FALSE,0.9
233,-1.42549177343225,0.153283649378143,-0.116210671823739,"Converged",FALSE,0.9
234,-1.9728744459205,1.94815434194557,-0.100960315015078,"Converged",FALSE,0.9
235,-1.85907420968404,2.1762710725485,-0.142069710545536,"Converged",FALSE,0.9
236,-2.4497127573564,2.89772342515371,-0.0764425216278291,"Converged",FALSE,0.9
237,-2.02301854950238,2.52827525902543,-0.127749038034577,"Converged",FALSE,0.9
238,-1.45102876612237,1.38972277380257,-0.156817729794018,"Converged",FALSE,0.9
239,-2.34286668938631,2.31407408864391,-0.0749397603729789,"Converged",FALSE,0.9
240,-2.36675758466991,3.03737890231669,-0.0819556820268003,"Converged",FALSE,0.9
241,-1.98129557137679,1.80324073182327,-0.0942882907871337,"Converged",FALSE,0.9
242,-2.20145119622679,1.27387572071832,-0.0158792786841021,"Converged",FALSE,0.9
243,-1.87932514696259,1.39707428479188,-0.0724222561180707,"Converged",FALSE,0.9
244,-2.05691054274384,1.14051369350606,-0.0266724255409088,"Converged",FALSE,0.9
245,-1.77447540414173,1.44915354716343,-0.103259043378029,"Converged",FALSE,0.9
246,-2.12945766901083,3.36482740021855,-0.1693321074797,"Converged",FALSE,0.9
247,-1.43683391533417,1.72564203523331,-0.179394427204576,"Converged",FALSE,0.9
248,-1.63903679291874,0.523298998403886,-0.0586854393564524,"Converged",FALSE,0.9
249,-1.26855507360787,0.0030507932421543,-0.071053444223138,"Converged",FALSE,0.9
250,-2.13959858373133,2.38834304970566,-0.145268893590216,"Converged",FALSE,0.9
251,-2.35454835216728,2.7074298105625,-0.0987100953124258,"Converged",FALSE,0.9
252,-0.877256047922559,0.183997369217026,-0.17970508127061,"Converged",FALSE,0.9
253,-2.35291791809945,2.95759844051788,-0.0854490535031094,"Converged",FALSE,0.9
254,-2.21188751810773,3.02415046745642,-0.11710367093878,"Converged",FALSE,0.9
255,-1.64085539656595,1.16217532318086,-0.122356636073163,"Converged",FALSE,0.9
256,-2.19280912068621,2.7575443024691,-0.0981699285801914,"Converged",FALSE,0.9
257,-2.11837147096141,2.19643155329819,-0.11118855709576,"Converged",FALSE,0.9
258,-1.63225339025846,0.442675565773206,-0.0972094948723761,"Converged",FALSE,0.9
259,-1.88452269488876,2.43039729661948,-0.143345996109846,"Converged",FALSE,0.9
260,-2.27717502813755,2.47160024297466,-0.0381099667975887,"Converged",FALSE,0.9
261,-1.71551549026844,0.319420435274665,-0.0251556691539543,"Converged",FALSE,0.9
262,-2.82389117083186,3.52404498804537,-0.0519492292648157,"Converged",FALSE,0.9
263,-1.91068013682477,2.43025761891333,-0.154909668919535,"Converged",FALSE,0.9
264,-1.46572378472949,0.283818655429658,-0.124064731013296,"Converged",FALSE,0.9
265,-1.70715231335621,1.25172473389123,-0.100052258680182,"Converged",FALSE,0.9
266,-2.02483290423692,2.59778106831564,-0.130948375266925,"Converged",FALSE,0.9
267,-1.77110959767818,1.84135657476155,-0.174422684582864,"Converged",TRUE,0.9
268,-1.56733019120579,1.25130059389891,-0.120613538484675,"Converged",FALSE,0.9
269,-2.55845251717057,3.20242426719968,-0.0780665734708097,"Converged",FALSE,0.9
270,-2.63598217647424,3.66164345594352,-0.104322990410168,"Converged",FALSE,0.9
271,-1.9201847740345,1.82854394510484,-0.110491530830582,"Converged",FALSE,0.9
272,-2.10510047552112,2.15889470420922,-0.0544851769599715,"Converged",FALSE,0.9
273,-1.86501724051403,1.19117261287826,-0.0533785562168024,"Converged",FALSE,0.9
274,-2.21936255948742,2.36863934108851,-0.0459183091869493,"Converged",FALSE,0.9
275,-1.59445249533229,0.318387532337676,-0.106398650683179,"Converged",FALSE,0.9
276,-1.61830721321281,0.215908488446443,-0.0637534729728423,"Converged",FALSE,0.9
277,-2.17317846267034,2.18982170512212,-0.0636869261495107,"Converged",FALSE,0.9
278,-1.87314372458054,1.98345703368342,-0.0765022425311839,"Converged",FALSE,0.9
279,-1.55219837698965,0.513935689313698,-0.0714048508809522,"Converged",FALSE,0.9
280,-1.72384862754566,1.45402585406635,-0.12001260085347,"Converged",FALSE,0.9
281,-1.96001729932074,2.07634017025691,-0.0925462666258915,"Converged",FALSE,0.9
282,-1.70124714220633,1.15476039429228,-0.0732526327321131,"Converged",FALSE,0.9
283,-2.21536552237272,2.41530492474716,-0.0809821009672522,"Converged",FALSE,0.9
284,-1.60227912382677,1.61053872403801,-0.185629988017236,"Converged",FALSE,0.9
285,-1.9595631033987,2.1359869933614,-0.10731755645934,"Converged",FALSE,0.9
286,-1.99533548349923,2.09646657547927,-0.0967232915787859,"Converged",FALSE,0.9
287,-2.1309423518016,2.5027130995475,-0.0798675896419102,"Converged",FALSE,0.9
288,-2.08971162062029,2.43630381558431,-0.112041382922608,"Converged",FALSE,0.9
289,-1.87487337348804,1.63070664017469,-0.0914270822848668,"Converged",FALSE,0.9
290,-1.29158965945904,0.311563483856071,-0.114351127488192,"Converged",FALSE,0.9
291,-2.19850098706717,1.78234513521882,-0.0172402837119678,"Converged",FALSE,0.9
292,-2.57580618929636,2.66131237943278,-0.00820353555271911,"Converged",FALSE,0.9
293,-2.14893330025393,2.23369951381515,-0.109734639104279,"Converged",FALSE,0.9
294,-1.5432150323766,1.3908573612708,-0.132467297796831,"Converged",FALSE,0.9
295,-1.97183833258207,2.45469048009983,-0.135001426498447,"Converged",FALSE,0.9
296,-2.57656991314797,2.80689178205369,-0.0317469359945142,"Converged",FALSE,0.9
297,-2.11240390974728,2.64367826756253,-0.109858022402666,"Converged",FALSE,0.9
298,-2.1760801121212,2.07002230111042,-0.0783239225976725,"Converged",FALSE,0.9
299,-1.82338722020695,1.0200324202275,-0.0583124465078204,"Converged",FALSE,0.9
300,-1.68125593642024,0.987245111382304,-0.102780857790136,"Converged",FALSE,0.9
301,-1.49833484682126,0.264526860145005,-0.062574017378829,"Converged",FALSE,0.9
302,-1.21680158776306,-0.347060930608712,-0.0951918828399866,"Converged",FALSE,0.9
303,-2.04215694394097,1.2952737922972,-0.038293765898757,"Converged",FALSE,0.9
304,-1.77407424571345,0.890001415196911,-0.0721381380701196,"Converged",FALSE,0.9
305,-2.1418707262636,1.79608596515104,-0.0716020777059778,"Converged",FALSE,0.9
306,-1.47560360673327,-0.222903856254226,-0.0918978261320313,"Converged",FALSE,0.9
307,-1.53486661605036,0.571103741707647,-0.0954553538378966,"Converged",FALSE,0.9
308,-2.14112885018818,1.5009636945908,-0.0168766944987979,"Converged",FALSE,0.9
309,-2.06558454940658,1.44138778587539,-0.0688423237555082,"Converged",FALSE,0.9
310,-2.23461019283528,2.77721866726832,-0.0826360884237334,"Converged",FALSE,0.9
311,-1.49765034900817,1.41809848424974,-0.169879518146548,"Converged",FALSE,0.9
312,-1.2486415069351,0.939004218033917,-0.144639514960305,"Converged",FALSE,0.9
313,-1.48669514623638,0.970557680467546,-0.105725127862343,"Converged",TRUE,0.9
314,-2.39542879318826,2.565244971354,-0.0777620111233793,"Converged",FALSE,0.9
315,-1.63051893140887,1.46626134994335,-0.117223381598961,"Converged",FALSE,0.9
316,-1.67108517295428,0.808755605306745,-0.0987510550427214,"Converged",FALSE,0.9
317,-2.38025339590647,2.4077101821061,-0.0641773316140992,"Converged",FALSE,0.9
318,-1.97016284255609,1.2326054831274,-0.0335657797776653,"Converged",FALSE,0.9
319,-1.40946739339662,1.04183138686649,-0.17792593037842,"Converged",FALSE,0.9
320,-1.92087888512621,1.73740493437869,-0.102434789256686,"Converged",FALSE,0.9
321,-1.77183183380092,1.76070424718289,-0.146055083277167,"Converged",FALSE,0.9
322,-2.00997936106991,1.15004515863413,-0.0681602565487828,"Converged",FALSE,0.9
323,-1.98900794379367,1.5185054626986,-0.0494029551163109,"Converged",FALSE,0.9
324,-2.06201324862338,2.17043528497254,-0.100543980407824,"Converged",FALSE,0.9
325,-1.52977683250173,0.882989473312305,-0.100959898734813,"Converged",FALSE,0.9
326,-1.67767234893368,1.64809104984645,-0.134269090721288,"Converged",FALSE,0.9
327,-2.38660236439199,3.64603664193998,-0.151523133092566,"Converged",FALSE,0.9
