"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-1.52189639840441,3.13537164720018,-0.0259058054842336,"Converged",FALSE,-1.60102993708472,2.89596783043133,-0.0255163313835985,"Converged",FALSE,-0.609917538320844,-0.240444518799841,-0.0241529047967314,"Converged",FALSE,-2.28253327414764,5.5863194410807,-0.0277031930721265,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
2,0.735526706367865,-2.29975041666336,-0.0407930092490225,"Converged",FALSE,-0.589233181108747,2.1369834748672,-0.0423150589463575,"Converged",FALSE,-0.709364174572999,2.29876345940641,-0.0410946453770365,"Converged",FALSE,-0.207903631941054,0.721574091141516,-0.0413869838639145,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
3,-1.04941921965153,0.667310273000664,-0.0192205737983968,"Converged",FALSE,-0.88613052456178,0.169867326455114,-0.0193139696997487,"Converged",FALSE,-0.972177579808803,0.427617433930674,-0.0192830674950856,"Converged",FALSE,-1.38636351963498,1.73681832360562,-0.0193854367182417,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
4,-3.48537244864441,2.51356009461538,0.0176314680764981,"Converged",FALSE,-2.45511556160709,-1.00243271172333,0.0186715221022813,"Converged",FALSE,-3.18901895360441,1.45394575557881,0.0185997504972147,"Converged",FALSE,-3.05740017455095,1.07429373768798,0.0180352833326348,"Converged",FALSE,-3.38684971457028,2.15241532365108,0.0180009938784247,"Converged",FALSE,0.5,0.5
5,-1.30153557873525,1.45153918168349,-0.0169048388696713,"Converged",FALSE,-0.753947699370844,-0.296252615833892,-0.0167041557651867,"Converged",FALSE,-1.83197119014308,3.07324441491723,-0.0166326023710305,"Converged",FALSE,-1.26251271707764,1.6116151380167,-0.0174955003299856,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
6,-1.44755096069016,3.20613749554081,-0.0294132999461572,"Converged",FALSE,-1.55812198052845,3.3517592183541,-0.029668328396807,"Converged",FALSE,-1.01202836402838,1.58647982030648,-0.0291079143984245,"Converged",FALSE,-0.92987455931768,1.42376880347065,-0.0289614909018436,"Converged",FALSE,-1.17667442774521,2.30093316613462,-0.0293412412491173,"Converged",FALSE,0.5,0.5
7,-1.07915488802006,-1.0811184594313,-0.0106774895478867,"Converged",FALSE,-1.42522023643779,0.00438752190591344,-0.0108070218277119,"Converged",FALSE,-1.26410486817036,-0.477120598027011,-0.0108275870594924,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,-1.59711453877386,0.568172200411633,-0.011080868878759,"Converged",FALSE,0.5,0.5
8,-0.709748838570782,-0.603680577844102,-0.0205718817386262,"Converged",FALSE,-2.03557589840272,4.20929390262982,-0.0236113823710481,"Converged",FALSE,-1.21790654294672,1.10029871493227,-0.0214660880199968,"Converged",FALSE,-1.46900864785588,1.9040143483259,-0.0200602756326194,"Converged",FALSE,-1.59027995548646,2.28571991242686,-0.0214300419646082,"Converged",FALSE,0.5,0.5
9,-1.61839189064076,0.879083854272195,-0.0133037005523598,"Converged",FALSE,-2.09401690245897,2.39034254572768,-0.013592949898315,"Converged",FALSE,-0.82177402173761,-1.64530384096493,-0.0135714006920498,"Converged",FALSE,-1.47054550382514,0.416232763009169,-0.0134633606819446,"Converged",FALSE,-0.492179928146623,-2.7697850517161,-0.0130787206968749,"Converged",FALSE,0.5,0.5
10,-2.55215019017939,4.43600435962415,-0.0125429448797759,"Converged",FALSE,-2.14461249736773,3.20859748961131,-0.0146075969377508,"Converged",FALSE,-2.39805158499966,3.71219498113576,-0.0143462031695593,"Converged",FALSE,-1.80596004980664,1.90568204705554,-0.0134430607472688,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
