"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-1.70511420263334,1.96704670284282,-0.0155411813829908,"Converged",FALSE,-1.80236784177785,2.2423823530389,-0.0151181350638987,"Converged",FALSE,-1.36414159779469,0.946269737222848,-0.0156804970019352,"Converged",FALSE,-1.68037244527677,1.99233123084922,-0.0163486562752494,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
2,-1.3648408082059,0.225656095346215,-0.00878594912073978,"Converged",FALSE,-1.49131854783099,0.647266602818234,-0.00874334282773534,"Converged",FALSE,-1.47491357640297,0.569149967236987,-0.0087916389495458,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
3,-1.38740441698796,0.286568074986154,-0.0111286130957622,"Converged",FALSE,-1.45532253372289,0.515431714079667,-0.0112637191746566,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
4,-1.31253930990386,0.201453526897809,-0.0105114881895049,"Converged",FALSE,-1.22692911161406,-0.0822924636902476,-0.0104997433552778,"Converged",FALSE,-1.73208555343329,1.47062563114935,-0.0104460403691395,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.3606904037832,0.337304190569013,-0.0105607162127872,"Converged",FALSE,0.99,0.01
5,-1.92270242145949,0.862048436729089,0.00047757452239176,"Converged",FALSE,-2.0290140471673,1.13530878792481,0.000432921329118938,"Converged",FALSE,-1.89347328283697,0.754366982786093,0.000211837774572855,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
6,-1.4050868185313,1.03799601712292,-0.0121447561417471,"Converged",FALSE,-1.47893271790811,1.2715378346655,-0.0124916653677004,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.17556180415247,0.117528959742191,-0.0110927290475485,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
7,-1.56916626360796,0.32256078608537,-0.00117784645487074,"Converged",FALSE,-1.30449349814034,-0.533564198599122,-0.0011512368490509,"Converged",FALSE,-1.2131317245422,-0.813409634310869,-0.00122726329792205,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
8,-1.27247583957301,-0.182977995499831,-0.00846332726761708,"Converged",FALSE,-1.34131636840513,0.0484706296003273,-0.00850395042216069,"Converged",FALSE,-1.29657915906393,-0.0956152523346846,-0.00851339326147512,"Converged",FALSE,-1.31809502688567,-0.0261805318549527,-0.00852224632855215,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
9,-1.07238196731706,1.51708853620884,-0.0230238232157724,"Converged",FALSE,-1.07743080719711,1.47945566562646,-0.0230935717578209,"Converged",FALSE,-1.12216903967474,1.49361767011634,-0.0227711798857083,"Converged",FALSE,-1.08384061749463,1.4274407233487,-0.0227268080621387,"Converged",FALSE,-0.963340793295267,1.15550552079856,-0.0233027069400711,"Converged",FALSE,0.99,0.01
10,-1.93675820820571,2.30565628157266,-0.0123315518862261,"Converged",FALSE,-1.8337939552949,1.94124234439319,-0.0121675417361525,"Converged",FALSE,-2.06858250964073,2.66784924558162,-0.0123841475471753,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
