"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-1.90805976421202,4.87636615139041,-0.0268982019170891,"Converged",FALSE,-0.810350701096586,1.15101750073413,-0.0254786306473628,"Converged",FALSE,-1.77818974814616,4.5277642513367,-0.0281164640644121,"Converged",FALSE,-0.987865497432523,1.67635871758118,-0.0256580603076453,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
2,-0.923751270911326,-0.204194322180352,-0.0129370075531849,"Converged",FALSE,-2.17572237126263,3.60213196662392,-0.0128573639768717,"Converged",FALSE,-1.53317127447291,1.74968679845859,-0.0127550947821391,"Converged",FALSE,-2.3345429760212,4.32015330230956,-0.0132172870963192,"Converged",FALSE,-1.91887601098164,2.98633304150988,-0.0136233988859705,"Converged",FALSE,0.5,0.5
3,-2.33028010828054,3.0676602973042,-0.00877522986938608,"Converged",FALSE,-1.86951642798684,1.593997508833,-0.00841869709933198,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.16130876810855,2.69553336556034,-0.00902905835204225,"Converged",FALSE,-1.58491288243684,0.783342240902698,-0.00913338595891579,"Converged",FALSE,0.5,0.5
4,0.377123952029226,-1.27555815800858,-0.0347744246913289,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.211633933286184,0.504945271585168,-0.0343676022566675,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.986493643947633,3.41705743381123,-0.0368354789509429,"Converged",FALSE,0.5,0.5
5,-3.78165703959372,4.60354361796438,0.0125812532769929,"Converged",FALSE,-3.69557990508108,4.0723202529996,0.012681849486207,"Converged",FALSE,-3.37300966737274,3.48408690094251,0.0112057612683311,"Converged",FALSE,-3.54633390400369,3.53151696970514,0.0113520690929982,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
6,0.146994134011808,0.382365799947701,-0.0448382495190766,"Converged",FALSE,-0.572253814459819,2.6408152146519,-0.044620113648146,"Converged",FALSE,-0.123339013820319,1.26650311744514,-0.045176784448689,"Converged",FALSE,-1.00177874993496,4.05104947649177,-0.0443737193160208,"Converged",FALSE,-0.207558097805666,1.53102204754047,-0.0454099516422241,"Converged",FALSE,0.5,0.5
7,-1.8585930354018,3.11560443597019,-0.0169154686006619,"Converged",FALSE,-0.691196422345518,-0.98406366115943,-0.0155833374637454,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.593783032389252,-1.349080616414,-0.0153918738090881,"Converged",FALSE,-1.61563508339604,2.04259482531471,-0.0161247382257847,"Converged",FALSE,0.5,0.5
8,-0.564191269709508,0.891813564860688,-0.036790533238669,"Converged",FALSE,-1.1420592913517,2.74742612613058,-0.0368578982068278,"Converged",FALSE,-1.33695077155536,3.12123552591518,-0.0355486761816931,"Converged",FALSE,0.467458562458084,-2.29597208979914,-0.0367826198315672,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
9,-1.2070492095401,0.651347097425497,-0.0159652199027642,"Converged",FALSE,-0.908792743676464,-0.338567375745708,-0.0161825593859828,"Converged",FALSE,-1.07080520326273,0.201948467309649,-0.0160809042058692,"Converged",FALSE,-1.13807505098936,0.400841040332057,-0.0160856870658452,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
10,-1.78755561547302,2.85388660063651,-0.0193914546174707,"Converged",FALSE,-1.45751102884717,1.811873186446,-0.0190862313255588,"Converged",FALSE,-1.55051958585834,2.10094746136555,-0.019517320463308,"Converged",FALSE,-0.3716345591463,-1.59670446551564,-0.0188325307149153,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
11,-0.356228779870329,-0.875297799033426,-0.0203577869487316,"Converged",FALSE,-1.07875338560612,1.49971738354383,-0.0210001926528804,"Converged",FALSE,-0.730287273807421,0.292673762678639,-0.0204163256717045,"Converged",FALSE,-1.36282464445118,2.32234696612296,-0.0212850065612356,"Converged",FALSE,-0.746672277432349,0.31383704026656,-0.0204217575628726,"Converged",FALSE,0.5,0.5
12,-0.662759803963374,1.37955219147447,-0.0319139503880897,"Converged",FALSE,-0.607100951260667,1.09688093274887,-0.031630387257464,"Converged",FALSE,0.130485227529336,-1.41977839766176,-0.03113888844573,"Converged",FALSE,-0.529285129322104,0.791590736328511,-0.0313076451636858,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
13,-2.16191632880422,0.818947478445256,0.00468725598407058,"Converged",FALSE,-2.69298012065178,2.62929305813941,0.00468485160372256,"Converged",FALSE,-2.84506269227906,3.10112858484316,0.00424200683698037,"Converged",FALSE,-1.9612154533809,0.175726622501964,0.00502146592491411,"Converged",FALSE,-1.39335103404809,-1.59018414173395,0.00529891180678485,"Converged",FALSE,0.5,0.5
14,0.213057809624791,-2.15263881717042,-0.0273203646217862,"Converged",FALSE,-0.366112036286056,-0.361309333758008,-0.0268892659617089,"Converged",FALSE,-0.679276366058596,0.645004202231402,-0.026812706767175,"Converged",FALSE,-0.792162357194472,1.00859293474302,-0.0269285606401725,"Converged",FALSE,-1.99701210075155,4.99622201049848,-0.0285525441484801,"Converged",FALSE,0.5,0.5
15,-1.18449717561999,0.313627398932965,-0.0146890874707071,"Converged",FALSE,-2.2591889621948,3.64497528801531,-0.0155955503836983,"Converged",FALSE,-2.33143472350622,4.07419971867214,-0.0148306229887482,"Converged",FALSE,-1.82538225477199,2.62065884733921,-0.0137850606249337,"Converged",FALSE,-1.62651814033781,1.86222090903187,-0.0147456153536629,"Converged",FALSE,0.5,0.5
16,-1.08277067354208,-0.800470643188339,-0.00901077114712365,"Converged",FALSE,-1.79120284090353,1.24267027451286,-0.00871611503305756,"Converged",FALSE,-2.67189096723241,4.2411860880228,-0.00828041747386332,"Converged",FALSE,-2.26563326030085,3.11019746510808,-0.00930363440244283,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
17,-0.569135545888025,-3.69679573009666,-0.000241182575927571,"Converged",FALSE,-2.04785727661501,0.885189026502701,0.000808805268941878,"Converged",FALSE,-1.71325800427014,-0.213342931116328,0.000750501876622209,"Converged",FALSE,-1.68694582964877,-0.290232049146623,0.000771842428511627,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
18,-0.442720595319349,-0.440099803607027,-0.0290255240109427,"Converged",FALSE,NA,NA,NA,"MAX_ITER reached",FALSE,0.0280050611164983,-1.98933931492135,-0.0288294682871229,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
19,-1.16321480782319,0.721234047291421,-0.0167594216703563,"Converged",FALSE,0.112505075731557,-2.84992630074778,-0.01709932000797,"Converged",FALSE,-0.657314081726616,-0.849605161460271,-0.016875540079033,"Converged",FALSE,-1.21166508479876,0.927403877313013,-0.0167205265090872,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
20,-0.507735437648805,-2.30141061426599,-0.0104243708980123,"Converged",FALSE,-1.13930260841702,-0.625300367095964,-0.00895442092645803,"Converged",FALSE,-2.49614832765221,3.74953220342342,-0.00872085443990425,"Converged",FALSE,-1.44957648903047,0.335922709867559,-0.00901884184508519,"Converged",FALSE,-2.48125573687924,3.46451462232249,-0.00799998100494372,"Converged",FALSE,0.5,0.5
21,-2.02414160077284,3.28279690123065,-0.0155730898583836,"Converged",FALSE,-0.544541634581537,-1.12457138648042,-0.0165106654736593,"Converged",FALSE,-1.18514450365709,0.961889997518224,-0.0163030430009796,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
22,-1.50168413147553,0.528243100938474,-0.0103770237866005,"Converged",FALSE,-1.16467243786875,-0.554409319751279,-0.0102754260862645,"Converged",FALSE,-1.30113988158431,-0.0853440996978194,-0.0104945204845262,"Converged",FALSE,-1.77254635685105,1.37560333950123,-0.0103903443943137,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
23,-2.67856651942522,0.183241771602207,0.0146520053241622,"Converged",FALSE,-3.57932219530767,2.94668781605197,0.0147588156569052,"Converged",FALSE,-3.33666730818536,2.12990905432414,0.014912682489336,"Converged",FALSE,-2.46520639262434,-0.47787809800275,0.0145628046799415,"Converged",FALSE,-2.30460033648654,-0.983257448443347,0.0145881372103605,"Converged",FALSE,0.5,0.5
24,0.356578695329184,-3.97618131799652,-0.0169598654011836,"Converged",FALSE,-0.535483063630252,-1.4867589016617,-0.0174400567435951,"Converged",FALSE,-1.30973001195169,0.987958295484785,-0.0170223920544131,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
25,-1.20912578931408,0.295675156838438,-0.0121839854803957,"Converged",FALSE,-1.62179406248775,1.48330144156829,-0.0112643618614272,"Converged",FALSE,-0.382094558068639,-2.17989155314732,-0.0120696115254766,"Converged",FALSE,-1.80229964669969,2.3907318443416,-0.0128903938134969,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
26,-1.19839538103017,-0.557399440976566,-0.00619169107398242,"Converged",FALSE,-1.95603164289004,1.86454076294144,-0.00708190310263794,"Converged",FALSE,-1.41437490005755,0.092594214762736,-0.00613581901699669,"Converged",FALSE,-1.79538533102673,1.30886121766693,-0.00631089007570628,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
27,-2.90152717363411,3.01077905903261,0.00347951112216074,"Converged",FALSE,-2.6944838250547,2.19045554059603,0.00480999136662772,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.12207194377494,0.537157973655107,0.00464382057131602,"Converged",FALSE,-1.7502022944797,-0.663396556736152,0.00482831033884302,"Converged",FALSE,0.5,0.5
28,0.393817565414106,-2.60688873193712,-0.0280997801359851,"Converged",FALSE,0.218447424645726,-2.00437665830733,-0.0280234683441749,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.5,0.5
