"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-1.03276412138473,1.54804043781286,-0.0267941038024722,"Converged",FALSE,-1.4317104643545,2.95834664988928,-0.0279154938711617,"Converged",FALSE,-0.815114222445133,0.935166812519496,-0.0271984239033112,"Converged",FALSE,-0.640092111053423,0.294597637109513,-0.0270912495602391,"Converged",FALSE,-1.12155970251156,1.8174985641629,-0.0273811363721271,"Converged",FALSE,0.8,0.2
2,-1.38140010468014,-0.368841464477436,-0.00711731365014986,"Converged",FALSE,-1.45283169395221,-0.119618030180783,-0.00713655798223649,"Converged",FALSE,-1.18406048158406,-0.952575627706776,-0.00726597461566565,"Converged",FALSE,-1.18080919456657,-0.987040198532162,-0.00715523611102592,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.8,0.2
3,-2.21779848788634,-0.342908670698536,0.0137052107713821,"Converged",FALSE,-1.81445120754343,-1.48345068978917,0.0130898395223512,"Converged",FALSE,-3.47388891234631,3.50130240685406,0.0150828286908316,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,-2.51561867969473,0.547533507044761,0.0139858674899712,"Converged",FALSE,0.8,0.2
4,-0.850304094357876,-0.611178606284972,-0.0172010816106685,"Converged",FALSE,-1.0576549767004,0.0160392011236333,-0.0170098757949985,"Converged",FALSE,-1.06738399453333,0.0478596598227575,-0.0170043901459903,"Converged",FALSE,-1.22931419498077,0.505591056273839,-0.016821607223976,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.8,0.2
5,-1.40342667033877,1.68768554109396,-0.0170533359878324,"Converged",FALSE,-1.32635909905327,1.54016309635739,-0.0171903440534951,"Converged",FALSE,-0.864238008646174,-0.00118056281362499,-0.0168829883488812,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.8,0.2
6,-0.0695181384741903,-0.584653537483072,-0.0324067695342972,"Converged",FALSE,0.144401809576692,-1.2996874678517,-0.0322064508191022,"Converged",FALSE,0.923358897314114,-3.73038377911782,-0.0324337192824047,"Converged",FALSE,-0.081283918247742,-0.528193532054532,-0.0324455746645812,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.8,0.2
7,-2.58472393255933,2.38899560728886,-0.00147322218885623,"Converged",FALSE,-0.982650490054635,-2.46082741976695,-0.00246306190832511,"Converged",FALSE,-1.71685846335138,-0.257955513572075,-0.00197241837654574,"Converged",FALSE,-1.59080341193989,-0.74429559409741,-0.00187743987957672,"Converged",FALSE,-1.20606896254315,-1.88832138876694,-0.00181019852910439,"Converged",FALSE,0.8,0.2
8,-2.19125164073738,2.75828866431706,-0.00637830542104608,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.90996010956582,1.93554042508229,-0.00713871417031574,"Converged",FALSE,-1.52978392934767,0.78884370998198,-0.00678475175728729,"Converged",FALSE,-1.89155277837968,1.91414576841113,-0.0070935839910283,"Converged",FALSE,0.8,0.2
9,-1.76859750609609,0.525962756043702,-0.000869167024650253,"Converged",FALSE,-1.51854209970224,-0.281784639953264,-0.00087427886780747,"Converged",FALSE,-2.22824879949629,2.11026689854143,-0.00135383896739596,"Converged",FALSE,-1.88188842829309,0.856110450932315,-0.000827372884020103,"Converged",FALSE,-1.94694538548543,1.13683331515859,-0.000984981691270416,"Converged",FALSE,0.8,0.2
10,-1.75408408610629,0.71918940089548,-0.00619078635537119,"Converged",FALSE,-1.61174629958311,0.377024489344831,-0.00652608776896961,"Converged",FALSE,-2.06598744406522,1.75309868410076,-0.00671063372388168,"Converged",FALSE,-2.02615024867231,1.54612459367734,-0.0063971721905214,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.8,0.2
