"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_data_resampled","audit_recovery"
1,-2.04139683860615,2.67179958663549,-0.130698660035375,"Converged",FALSE,0.9
2,-1.25092304785846,-0.044587010086134,-0.113820325276679,"Converged",FALSE,0.9
3,-1.56712653335396,0.381423205899271,-0.0714356206153615,"Converged",FALSE,0.9
4,-1.73854473315277,1.34039916065562,-0.105825236890656,"Converged",FALSE,0.9
5,-1.45195846471474,0.651073019962575,-0.119402785355819,"Converged",FALSE,0.9
6,-1.61857210256927,1.12542308546286,-0.14592160679437,"Converged",FALSE,0.9
7,-1.72360669589932,0.698934795344105,-0.0967787612287754,"Converged",FALSE,0.9
8,-1.84030195980333,1.16673578038337,-0.0664741264336213,"Converged",FALSE,0.9
9,-1.57012034312492,1.35811747228526,-0.125515247618131,"Converged",FALSE,0.9
10,-1.73550518185622,1.83777359749382,-0.132744848539119,"Converged",FALSE,0.9
11,-2.99306263889136,3.79816085802236,-0.0143405414152778,"Converged",FALSE,0.9
12,-1.58759722210586,1.49388914854179,-0.140991336154362,"Converged",FALSE,0.9
13,-1.69779267224823,0.656784734836585,-0.0895960284884665,"Converged",FALSE,0.9
14,NA,NA,NA,"MAX_ITER reached",FALSE,0.9
15,-1.63793894608609,1.39693304736786,-0.112568723062159,"Converged",FALSE,0.9
16,-2.26067775735788,1.92019704186918,-0.0408800684835671,"Converged",TRUE,0.9
17,-2.67234512006278,3.53848723462292,-0.105435745637411,"Converged",FALSE,0.9
18,-2.1883130031368,2.89496260243233,-0.0973630871860183,"Converged",FALSE,0.9
19,-1.75535643739006,1.68260496583381,-0.107859777411161,"Converged",FALSE,0.9
20,-1.90975395081976,2.22720944114354,-0.12301141968406,"Converged",FALSE,0.9
21,-1.73640835962664,1.29507804019669,-0.0887774740860297,"Converged",FALSE,0.9
22,-2.06758529664147,2.59160789935552,-0.139282307539228,"Converged",FALSE,0.9
23,-1.93960502722203,1.91849572863425,-0.14841290595251,"Converged",FALSE,0.9
24,-2.14438457405959,1.24426872987447,-0.0348692385743556,"Converged",FALSE,0.9
25,-1.90231613369791,1.15740696697707,-0.0680399348299923,"Converged",FALSE,0.9
26,-1.57387130606077,0.695530481042589,-0.0817919322096063,"Converged",FALSE,0.9
27,-1.82923730389736,0.867282493656662,-0.0799835561893385,"Converged",FALSE,0.9
28,-1.99020308429395,1.39590240075205,-0.0692002523998741,"Converged",FALSE,0.9
29,-2.0367341645893,1.86686456932723,-0.0758270466261832,"Converged",FALSE,0.9
30,-1.94059643829834,2.60943620713263,-0.186808951622575,"Converged",FALSE,0.9
31,-1.75068297972915,2.47455052537296,-0.147448212858457,"Converged",FALSE,0.9
32,-2.46398829400032,3.31027432099324,-0.103957622404016,"Converged",FALSE,0.9
33,-1.86366367706683,1.00485893007232,-0.0858324105109789,"Converged",FALSE,0.9
34,-2.14110425543332,1.95512603894212,-0.0492866689348794,"Converged",FALSE,0.9
35,-2.24562712189308,2.51368072556671,-0.0703593093821538,"Converged",FALSE,0.9
36,-1.89221648987214,1.6559844417156,-0.106574085972803,"Converged",FALSE,0.9
37,-1.94176647599799,2.346472023214,-0.152794987035235,"Converged",FALSE,0.9
38,-2.41973013859666,2.18716087759152,-0.0315640178469216,"Converged",FALSE,0.9
39,-0.971559128155227,-1.14958852841916,-0.0767198817439202,"Converged",FALSE,0.9
40,-2.02539956061299,2.24527758180677,-0.111769630545489,"Converged",FALSE,0.9
41,-1.77367584006816,0.92742511326336,-0.0807049847486514,"Converged",FALSE,0.9
42,-1.32517674455533,1.76892661544665,-0.192535526559535,"Converged",FALSE,0.9
43,-2.06392789164263,1.78222093954665,-0.0728536207082433,"Converged",FALSE,0.9
44,-1.9769302607659,2.64088054456132,-0.117259704520313,"Converged",FALSE,0.9
45,-2.03132161917351,3.14436416382983,-0.141498902259817,"Converged",FALSE,0.9
46,-2.7461871565671,3.24395478685124,-0.0539669359418362,"Converged",FALSE,0.9
47,-2.52081477064552,3.08644277597956,-0.0672494090595454,"Converged",FALSE,0.9
