"sim","optMLE2_beta0","optMLE2_beta1","optMLE2_beta2","optMLE2_conv_msg","optMLE_wave1_est","optMLE_data_resampled","optMLE_sing_inf","audit_recovery"
54,-2.33504951885687,2.25537037077018,-0.0480280242466499,"Converged","MLE",FALSE,FALSE,0.5
55,-2.51148922209847,3.55589883993756,-0.106041300135396,"Converged","MLE",FALSE,FALSE,0.5
56,-2.20070255126469,2.33272860577998,-0.0617452574115204,"Converged","MLE",FALSE,FALSE,0.5
57,-1.84901867096634,0.744908054230661,-0.0304644645637764,"Converged","MLE",FALSE,FALSE,0.5
58,-1.96279852644135,2.02439386435612,-0.112187708178058,"Converged","MLE",FALSE,FALSE,0.5
59,-2.23872545079954,3.06051079804514,-0.157243288815005,"Converged","MLE",FALSE,FALSE,0.5
60,-1.92778037404108,1.17836272517348,-0.0651516839815803,"Converged","MLE",FALSE,FALSE,0.5
61,-1.43588876788345,1.62459669100646,-0.181347380294084,"Converged","MLE",FALSE,FALSE,0.5
62,-1.23801505682697,-0.0356213364592695,-0.113697407759265,"Converged","MLE",TRUE,FALSE,0.5
63,-1.95872319318187,2.39140797516665,-0.134091833285062,"Converged","MLE",FALSE,FALSE,0.5
64,-1.58711234172043,0.460458946488736,-0.0543728793188977,"Converged","MLE",FALSE,FALSE,0.5
65,-2.12625443888217,2.60651873253942,-0.100204878362336,"Converged","MLE",FALSE,FALSE,0.5
66,-1.83727941833985,2.11810482816541,-0.157728505617851,"Converged","MLE",FALSE,FALSE,0.5
67,-2.11314331871945,1.98356690589805,-0.0704886267081835,"Converged","MLE",FALSE,FALSE,0.5
68,-1.64466337114874,0.78415147284231,-0.0863241500559574,"Converged","MLE",FALSE,FALSE,0.5
69,-2.08312793141186,1.50947098390942,-0.0511609890907558,"Converged","MLE",FALSE,FALSE,0.5
70,-1.72839175982664,1.81005842093495,-0.132367778234897,"Converged","MLE",FALSE,FALSE,0.5
71,-2.28998128031131,3.00948849329947,-0.0950784926379435,"Converged","MLE",FALSE,FALSE,0.5
72,-2.23057266723404,1.46846088346754,-0.0521883690210211,"Converged","MLE",FALSE,FALSE,0.5
73,-1.54969879205801,1.07555810334423,-0.173245614248716,"Converged","MLE",FALSE,FALSE,0.5
74,-1.98910056326534,1.08976318438564,-0.0472841929963232,"Converged","MLE",FALSE,FALSE,0.5
75,-1.03037316824275,-0.316217680353694,-0.142182988239373,"Converged","MLE",FALSE,FALSE,0.5
76,-1.71042250991069,0.863480436044245,-0.0815361571057384,"Converged","MLE",TRUE,FALSE,0.5
77,-1.87563334469207,1.45143797861552,-0.0883066366088089,"Converged","MLE",FALSE,FALSE,0.5
78,-1.85137872566269,2.11797422423725,-0.135724272900574,"Converged","MLE",FALSE,FALSE,0.5
79,-2.00392538598161,1.60371956277049,-0.0411291777042481,"Converged","MLE",FALSE,FALSE,0.5
80,-2.09470549858879,1.78690565282777,-0.0434504352288973,"Converged","MLE",TRUE,FALSE,0.5
81,-1.98773891534836,1.8534252029769,-0.113710862435974,"Converged","MLE",FALSE,FALSE,0.5
82,-2.07035075455954,0.85875863511632,-0.0469621034322908,"Converged","MLE",FALSE,FALSE,0.5
83,-1.69041156909499,0.830904016971118,-0.113618353047221,"Converged","MLE",FALSE,FALSE,0.5
84,-1.47320248351668,1.21557336686177,-0.116675567604123,"Converged","MLE",FALSE,FALSE,0.5
85,-2.31183605412758,2.48098024022292,-0.0782158322764269,"Converged","MLE",FALSE,FALSE,0.5
86,-2.04562916017632,2.25720938554038,-0.0756152577752379,"Converged","MLE",FALSE,FALSE,0.5
87,-2.12987567561658,1.35591276341361,-0.0489940133429326,"Converged","MLE",FALSE,FALSE,0.5
88,-1.9070146998938,1.84734817955768,-0.132362652288238,"Converged","MLE",FALSE,FALSE,0.5
89,-2.70490388083764,2.25706578128747,0.00909823459834813,"Converged","MLE",FALSE,FALSE,0.5
90,-1.87121496089768,1.73803305678266,-0.10507552627016,"Converged","MLE",FALSE,FALSE,0.5
91,-1.7167061997596,0.58293349717827,-0.0665387606757471,"Converged","MLE",FALSE,FALSE,0.5
92,-1.17340555855606,0.486685854420979,-0.179793833080704,"Converged","MLE",FALSE,FALSE,0.5
93,-1.12991546198666,1.3092554831867,-0.216367135295216,"Converged","MLE",FALSE,FALSE,0.5
94,-1.80369297289238,1.08809084038341,-0.0656770045471732,"Converged","MLE",FALSE,FALSE,0.5
95,-2.03794938207058,1.64661529864514,-0.0408199871645185,"Converged","MLE",FALSE,FALSE,0.5
96,-1.8659169477338,2.00178152401077,-0.132746592672097,"Converged","MLE",FALSE,FALSE,0.5
97,-1.957934760349,2.00847580476036,-0.0967710334404955,"Converged","MLE",FALSE,FALSE,0.5
98,-1.78870666343143,1.42648454625786,-0.0839693629438674,"Converged","MLE",FALSE,FALSE,0.5
99,-1.47099594707634,1.12021351904991,-0.142481469698515,"Converged","MLE",FALSE,FALSE,0.5
100,-2.20068401770564,3.48870977310315,-0.161876411573073,"Converged","MLE",FALSE,FALSE,0.5
101,-2.59033257561839,3.39847840774127,-0.121986386601416,"Converged","MLE",TRUE,FALSE,0.5
102,-1.91360217056791,2.16848800766822,-0.124859123825407,"Converged","MLE",FALSE,FALSE,0.5
103,-1.88447286468752,2.17609441522592,-0.106251516625297,"Converged","MLE",TRUE,FALSE,0.5
104,-1.93118748434279,0.776859527492545,-0.0542681742665886,"Converged","MLE",TRUE,FALSE,0.5
105,-1.97262907476196,1.59999328191098,-0.118862356711401,"Converged","MLE",FALSE,FALSE,0.5
106,-2.14741768919959,0.389165890546725,0.0058330031735122,"Converged","MLE",TRUE,FALSE,0.5
107,-2.20372940617231,2.34041919716258,-0.0834700104548589,"Converged","MLE",FALSE,FALSE,0.5
108,-1.98748899504735,1.67433242177786,-0.0678407473292674,"Converged","MLE",FALSE,FALSE,0.5
109,-1.81038639924823,1.50752753236652,-0.101468067972946,"Converged","MLE",FALSE,FALSE,0.5
110,-2.0019069992734,2.20995748793443,-0.119226923000037,"Converged","CC",FALSE,FALSE,0.5
111,-1.09445452640298,-0.104598769296033,-0.107141945036382,"Converged","MLE",FALSE,FALSE,0.5
112,-1.78452745573169,0.675989184667951,-0.0625062816088756,"Converged","MLE",FALSE,FALSE,0.5
113,-2.12049290867547,1.71361488161425,-0.0565586218968608,"Converged","MLE",FALSE,FALSE,0.5
114,-1.93344578441561,2.02999340912238,-0.106124721042553,"Converged","MLE",FALSE,FALSE,0.5
115,-1.72656199747806,1.19466259190426,-0.097545370981278,"Converged","MLE",FALSE,FALSE,0.5
116,-2.04850600283832,2.03716151195097,-0.138238544808021,"Converged","MLE",FALSE,FALSE,0.5
117,-1.89753205957906,2.00519107795514,-0.145722903193624,"Converged","MLE",FALSE,FALSE,0.5
118,-1.98221516012249,1.44305403265708,-0.0371178722214431,"Converged","MLE",FALSE,FALSE,0.5
119,-1.79159116291402,0.23330623730925,-0.0645738130425646,"Converged","MLE",FALSE,FALSE,0.5
120,-1.97081140125995,1.54761920655418,-0.0775549536459065,"Converged","CC",TRUE,FALSE,0.5
121,-2.04403458343518,1.58433996949658,-0.0671320100318576,"Converged","MLE",FALSE,FALSE,0.5
122,NA,NA,NA,"MAX_ITER reached","MLE",FALSE,FALSE,0.5
123,-1.58580106995312,1.75363296279004,-0.190850113136708,"Converged","MLE",FALSE,FALSE,0.5
124,-0.885867496228533,0.0679353812448481,-0.175915773271052,"Converged","MLE",FALSE,FALSE,0.5
125,-2.02024146382384,1.46789636183641,-0.0901483912424764,"Converged","MLE",FALSE,FALSE,0.5
126,-1.50549188156471,1.57565287388819,-0.2116613236297,"Converged","MLE",FALSE,FALSE,0.5
127,-1.5708427412695,1.42834911912633,-0.129641683975061,"Converged","MLE",TRUE,FALSE,0.5
128,-2.29302551095234,2.70735069762731,-0.0986751755932341,"Converged","MLE",FALSE,FALSE,0.5
129,-1.80108384112238,1.95472197812676,-0.126411328814851,"Converged","MLE",FALSE,FALSE,0.5
130,-2.53678831376179,2.67802616057827,-0.0813945307072011,"Converged","MLE",TRUE,FALSE,0.5
131,-1.88355534582458,1.57663143291511,-0.0567399742670387,"Converged","MLE",FALSE,FALSE,0.5
132,-2.09088312465724,2.33536723356847,-0.0761470910369745,"Converged","MLE",FALSE,FALSE,0.5
133,-1.9773902486292,1.71287348460663,-0.110025992205347,"Converged","MLE",FALSE,FALSE,0.5
134,-1.87646523053616,2.30635994989683,-0.150451847595586,"Converged","MLE",FALSE,FALSE,0.5
135,-1.59565904402675,0.831653088195542,-0.0921623041348988,"Converged","MLE",TRUE,FALSE,0.5
136,-1.79052697254264,0.722879318724557,-0.0377944046122248,"Converged","MLE",FALSE,FALSE,0.5
137,-2.16428382532278,2.53941882657514,-0.129084977998569,"Converged","MLE",FALSE,FALSE,0.5
138,-2.23363310071816,2.26552372210359,-0.0978218593500088,"Converged","MLE",FALSE,FALSE,0.5
139,-2.44085832445521,2.9760394572891,-0.0986522314185282,"Converged","MLE",TRUE,FALSE,0.5
140,-1.33118024233303,-0.0795106649435388,-0.0752288722485157,"Converged","MLE",TRUE,FALSE,0.5
141,-2.6580560477775,3.26929271000476,-0.119886112715622,"Converged","MLE",FALSE,FALSE,0.5
142,-1.98112130886414,1.76015142383875,-0.114994070361407,"Converged","MLE",FALSE,FALSE,0.5
143,-1.96671041583961,2.32223380500061,-0.157284213332034,"Converged","MLE",FALSE,FALSE,0.5
144,-1.57066071414157,1.97121579882417,-0.194266468338307,"Converged","MLE",FALSE,FALSE,0.5
145,-1.5940992565102,1.25048189343313,-0.147682346051247,"Converged","MLE",FALSE,FALSE,0.5
146,-1.43555523677708,1.08231317844198,-0.149832307825196,"Converged","MLE",FALSE,FALSE,0.5
147,-1.53732441532196,0.854716110199582,-0.119603167983299,"Converged","MLE",TRUE,FALSE,0.5
148,-1.97469631303446,1.65460921653274,-0.091132783140536,"Converged","MLE",FALSE,FALSE,0.5
149,-2.01328046315428,1.89625437516459,-0.103093318323876,"Converged","MLE",FALSE,FALSE,0.5
150,-1.69832090835562,1.53715883885814,-0.134879655551453,"Converged","MLE",FALSE,FALSE,0.5
151,-1.60443510817625,1.40248697848133,-0.110074741539458,"Converged","MLE",FALSE,FALSE,0.5
152,-2.20602793736557,1.77413224777773,-0.0419959299915973,"Converged","MLE",FALSE,FALSE,0.5
153,-2.20469571659555,1.23988908464428,-0.0488126380633764,"Converged","MLE",FALSE,FALSE,0.5
154,-2.25977973820309,2.29345823485191,-0.0323378655501178,"Converged","MLE",FALSE,FALSE,0.5
155,-1.30821726221287,0.485257018907431,-0.165395256070787,"Converged","MLE",FALSE,FALSE,0.5
156,-1.46230106992828,1.69132274068513,-0.185472523555254,"Converged","MLE",FALSE,FALSE,0.5
157,-1.60827052812521,0.793743702463016,-0.0850219837798382,"Converged","MLE",FALSE,FALSE,0.5
158,-2.24053917887009,2.34285259615829,-0.0601880284918139,"Converged","MLE",FALSE,FALSE,0.5
159,-1.89652878843206,0.943826671154279,-0.051317047722352,"Converged","CC",FALSE,FALSE,0.5
160,-1.40026696909774,0.715690644068197,-0.120057881303291,"Converged","MLE",TRUE,FALSE,0.5
161,-2.05563132197843,1.48373589009606,-0.076596500082008,"Converged","CC",TRUE,FALSE,0.5
162,-1.56236487802792,0.520146366018686,-0.109368695935308,"Converged","MLE",FALSE,FALSE,0.5
163,-0.776582552513149,-1.15967758389924,-0.142933343724467,"Converged","MLE",FALSE,FALSE,0.5
164,-1.93165525437989,1.52957024732252,-0.0796631160818525,"Converged","MLE",FALSE,FALSE,0.5
165,-1.33156763668635,0.420385735548785,-0.112693167061972,"Converged","MLE",FALSE,FALSE,0.5
166,-1.92878362723039,1.69316587002736,-0.102442866106262,"Converged","MLE",FALSE,FALSE,0.5
167,-1.61892027573026,0.0883193311456485,-0.0486109852141519,"Converged","MLE",FALSE,FALSE,0.5
168,-1.36566569037485,0.522007155568057,-0.120658286453978,"Converged","MLE",FALSE,FALSE,0.5
169,-1.71754505487218,1.64417799578742,-0.135766333588167,"Converged","CC",FALSE,FALSE,0.5
170,-1.84066791245856,1.80286027268331,-0.145842524632492,"Converged","MLE",FALSE,FALSE,0.5
171,-1.01272468250396,-0.445835679777174,-0.137288095203792,"Converged","MLE",FALSE,FALSE,0.5
172,-2.20725277151385,1.72299379034687,-0.0410254252460845,"Converged","MLE",FALSE,FALSE,0.5
173,-2.07805816299719,1.65146389823164,-0.0759732055208351,"Converged","CC",TRUE,FALSE,0.5
174,-2.08182452771709,2.00111706528648,-0.0700434751660844,"Converged","MLE",FALSE,FALSE,0.5
175,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.5
176,-1.92227747717682,1.49625953142473,-0.0555412718858763,"Converged","MLE",FALSE,FALSE,0.5
177,-1.45193379858697,0.00886662242504108,-0.0836286212922317,"Converged","MLE",FALSE,FALSE,0.5
178,-1.29634510646115,0.256181651137707,-0.106742532366433,"Converged","MLE",FALSE,FALSE,0.5
179,-1.64646631471487,1.04761036343578,-0.097747797707795,"Converged","MLE",FALSE,FALSE,0.5
180,-1.74467486117435,1.7921619794447,-0.148743505697277,"Converged","MLE",TRUE,FALSE,0.5
181,-1.7312052250933,1.18252785110591,-0.0772289336910134,"Converged","MLE",TRUE,FALSE,0.5
182,-1.3152797092266,0.856561667034038,-0.159854382749836,"Converged","MLE",FALSE,FALSE,0.5
183,-1.44806435214027,-0.0638489263301193,-0.0835804089399089,"Converged","MLE",FALSE,FALSE,0.5
184,-2.032085252325,1.86188769885995,-0.0881024276811121,"Converged","MLE",TRUE,FALSE,0.5
185,-1.68329047053707,0.816782855876965,-0.0729187374237341,"Converged","MLE",FALSE,FALSE,0.5
186,-2.32642393403329,2.88427781291014,-0.0838226192366793,"Converged","MLE",FALSE,FALSE,0.5
187,-2.12378993984343,2.94691320479862,-0.140180035782425,"Converged","MLE",FALSE,FALSE,0.5
188,-1.68465637841099,2.21235849344815,-0.150587109139654,"Converged","MLE",FALSE,FALSE,0.5
189,-1.73348196766451,1.16414954418939,-0.107196473517624,"Converged","MLE",FALSE,FALSE,0.5
190,-1.38139646151303,0.960164677042523,-0.156341048381309,"Converged","MLE",FALSE,FALSE,0.5
191,-1.8980952707205,0.264939883173335,-0.0101901095222773,"Converged","MLE",FALSE,FALSE,0.5
192,-1.76287897126067,1.41851026729692,-0.0830948641936764,"Converged","MLE",FALSE,FALSE,0.5
193,-2.01977820330984,1.43847735463444,-0.0587767359029773,"Converged","MLE",FALSE,FALSE,0.5
194,-1.92699322819587,1.21822631636784,-0.0557136778176499,"Converged","MLE",FALSE,FALSE,0.5
195,-1.30069717666381,0.711437407714389,-0.144335789678795,"Converged","CC",FALSE,FALSE,0.5
196,-2.00337940716797,2.37241757086165,-0.12045249454022,"Converged","MLE",FALSE,FALSE,0.5
197,NA,NA,NA,"MAX_ITER reached","MLE",FALSE,FALSE,0.5
198,-1.94890146664008,0.976423686222881,-0.0525322177284187,"Converged","MLE",FALSE,FALSE,0.5
199,-1.38811868884658,1.0178637349188,-0.14558665175495,"Converged","CC",FALSE,FALSE,0.5
200,-1.31201328087253,-0.390582470421061,-0.101287763890576,"Converged","MLE",FALSE,FALSE,0.5
201,-1.83503164858382,1.36179156254148,-0.0726520379817514,"Converged","MLE",FALSE,FALSE,0.5
202,-1.76340046326941,2.03001894093777,-0.1617903656505,"Converged","MLE",FALSE,FALSE,0.5
203,-1.96194320223535,2.41351472398759,-0.135321331967379,"Converged","MLE",FALSE,FALSE,0.5
204,-1.73787113855848,1.12559916127192,-0.0840551111539131,"Converged","MLE",FALSE,FALSE,0.5
205,-2.63992654762023,3.74713253497011,-0.114812528997537,"Converged","MLE",FALSE,FALSE,0.5
206,-2.51939905821981,2.2078607292416,-0.00855772450481141,"Converged","MLE",FALSE,FALSE,0.5
207,-1.62458396384254,0.035150881050445,-0.0620979481656512,"Converged","MLE",TRUE,FALSE,0.5
208,-2.72685495229381,3.30434976191049,-0.0380734675336127,"Converged","MLE",FALSE,FALSE,0.5
209,-1.42916480961244,0.993118483137998,-0.181411174401811,"Converged","MLE",FALSE,FALSE,0.5
210,-1.37735107219952,0.778317482755996,-0.160578704164926,"Converged","MLE",FALSE,FALSE,0.5
211,-1.42937317168002,-0.00694530422947464,-0.0447683770515205,"Converged","MLE",FALSE,FALSE,0.5
212,-1.43291374436497,0.448955886430186,-0.129807594971386,"Converged","MLE",FALSE,FALSE,0.5
213,-1.51036244152219,0.683354848289778,-0.0922172055277261,"Converged","MLE",TRUE,FALSE,0.5
214,-2.02067218547341,2.46352929653819,-0.154036211272768,"Converged","CC",TRUE,FALSE,0.5
215,-1.86421171114752,2.0577012441806,-0.150088964081093,"Converged","CC",TRUE,FALSE,0.5
216,-2.84615772325419,2.99750494100936,0.00214483750431742,"Converged","MLE",FALSE,FALSE,0.5
217,-1.65323959433683,1.03202703623857,-0.0847408485071198,"Converged","MLE",FALSE,FALSE,0.5
218,-2.13020219176427,2.12722355296907,-0.0636328320503206,"Converged","MLE",FALSE,FALSE,0.5
219,-1.77327951572032,0.8491062847872,-0.0425982760941125,"Converged","MLE",FALSE,FALSE,0.5
220,-1.41803148768952,0.688776490977844,-0.129985263770649,"Converged","MLE",TRUE,FALSE,0.5
221,-1.622566751352,1.60140691709417,-0.195526990782373,"Converged","MLE",FALSE,FALSE,0.5
222,-1.99036088023022,0.963138579768102,-0.0260127076459928,"Converged","MLE",FALSE,FALSE,0.5
223,-1.96898726668043,2.31905702515883,-0.131913249193101,"Converged","MLE",FALSE,FALSE,0.5
224,-1.74167385041413,1.65374081430189,-0.149425979344673,"Converged","MLE",FALSE,FALSE,0.5
225,-2.19368014911159,2.1277525202744,-0.0658660855407584,"Converged","MLE",FALSE,FALSE,0.5
226,-1.55150547443463,0.103063105763107,-0.0494445266521052,"Converged","MLE",FALSE,FALSE,0.5
227,-1.69084369188654,1.79846721050395,-0.161557353708866,"Converged","MLE",FALSE,FALSE,0.5
228,-2.03729249831383,3.49203427426501,-0.195891849250806,"Converged","MLE",FALSE,FALSE,0.5
229,-1.58633213249474,1.29892466365217,-0.111720332443053,"Converged","MLE",FALSE,FALSE,0.5
230,-1.90952711999798,1.40721647355814,-0.0425529380306621,"Converged","MLE",FALSE,FALSE,0.5
231,-1.81065783682848,0.937768716786444,-0.0746798078859297,"Converged","MLE",FALSE,FALSE,0.5
232,-1.88257164119178,1.76520295270015,-0.117076974668179,"Converged","MLE",FALSE,FALSE,0.5
233,-1.85503115168389,2.28028356466565,-0.145744198922911,"Converged","MLE",FALSE,FALSE,0.5
234,-1.54841842973299,1.78038542493254,-0.176279714388409,"Converged","MLE",FALSE,FALSE,0.5
235,-1.64924676266206,0.979687000079149,-0.0833716744963655,"Converged","MLE",TRUE,FALSE,0.5
236,-1.87497153114521,0.460566995645401,-0.0197345589011128,"Converged","MLE",FALSE,FALSE,0.5
237,-2.28876189344889,1.43479223272002,0.00892975852990153,"Converged","MLE",FALSE,FALSE,0.5
238,-1.7211710225482,1.14539460392086,-0.1066780495143,"Converged","MLE",TRUE,FALSE,0.5
239,-1.19597088200453,-0.372903818975421,-0.142324797409565,"Converged","MLE",FALSE,FALSE,0.5
240,-1.20549277782124,0.550034308094511,-0.160959062341816,"Converged","CC",FALSE,FALSE,0.5
241,-1.68388839541431,1.39890741251816,-0.123959251147208,"Converged","MLE",TRUE,FALSE,0.5
242,-1.56924203953905,0.482577616536762,-0.0856174126624384,"Converged","MLE",FALSE,FALSE,0.5
243,-1.98359024333765,3.11410702398847,-0.179571673898668,"Converged","MLE",FALSE,FALSE,0.5
244,-2.10214203555882,1.59732210780401,-0.0468699805060893,"Converged","MLE",FALSE,FALSE,0.5
245,-2.37634424672582,2.73679931257025,-0.0610697747432598,"Converged","MLE",TRUE,FALSE,0.5
246,-1.74979846949388,1.84797743284371,-0.211191026124624,"Converged","MLE",TRUE,FALSE,0.5
247,-1.75589574104753,1.07497390413276,-0.0944225713200488,"Converged","MLE",FALSE,FALSE,0.5
248,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.5
249,-1.75487171699226,1.30498863990163,-0.0984196947001604,"Converged","MLE",FALSE,FALSE,0.5
250,-1.92281379081553,2.16552965456871,-0.139414039598287,"Converged","MLE",FALSE,FALSE,0.5
251,-1.54010734537665,0.915442685853587,-0.125626454361661,"Converged","MLE",FALSE,FALSE,0.5
252,-2.33555571309925,2.51358415673504,-0.0746354731583144,"Converged","MLE",FALSE,FALSE,0.5
253,-1.75411748208877,1.32044774162472,-0.115377063619457,"Converged","MLE",TRUE,FALSE,0.5
254,-1.78748742322943,0.882331916654073,-0.068112826737773,"Converged","CC",TRUE,FALSE,0.5
255,-2.40854499151016,1.77456281038135,0.0366858343801699,"Converged","MLE",FALSE,FALSE,0.5
256,-0.842371363239009,-1.62838273916987,-0.139733609633225,"Converged","MLE",FALSE,FALSE,0.5
257,-1.91886181171829,1.20679269497693,-0.0584350105962971,"Converged","MLE",FALSE,FALSE,0.5
258,-1.30761929955303,1.11796513414518,-0.179056429631221,"Converged","MLE",FALSE,FALSE,0.5
259,-1.99877330186462,1.9642252511268,-0.0626366080406441,"Converged","MLE",FALSE,FALSE,0.5
260,-2.16693047067553,2.12974705261986,-0.0600967286907704,"Converged","MLE",FALSE,FALSE,0.5
261,-1.28443075131676,0.279818011894613,-0.12813610461636,"Converged","MLE",FALSE,FALSE,0.5
262,-2.18079720893897,2.26121440429014,-0.124928236523038,"Converged","MLE",FALSE,FALSE,0.5
263,-1.41848037558364,0.257705311388797,-0.105525531169439,"Converged","MLE",FALSE,FALSE,0.5
264,-2.54600997563548,3.20592092460792,-0.074933356601072,"Converged","MLE",FALSE,FALSE,0.5
265,-1.93130318167189,1.89533980033558,-0.10688460604694,"Converged","MLE",FALSE,FALSE,0.5
266,-1.86776819824856,0.932465161566783,-0.0534163068426696,"Converged","MLE",FALSE,FALSE,0.5
267,-1.82842280522128,1.80693345426152,-0.129224238825746,"Converged","MLE",TRUE,FALSE,0.5
268,-1.70355983091653,1.63743384561988,-0.136989263839091,"Converged","MLE",FALSE,FALSE,0.5
269,-1.61873952767122,2.03848401240478,-0.172412742854306,"Converged","MLE",FALSE,FALSE,0.5
