"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_data_resampled","audit_recovery"
1,-1.83411162791334,2.05764714249748,-0.128520113977277,"Converged",FALSE,0.25
2,-1.47838460276759,1.13603029123852,-0.133235539783677,"Converged",FALSE,0.25
3,-2.18740105238449,1.90615077027919,-0.0906684047907551,"Converged",FALSE,0.25
4,-1.48155041665137,1.08826489826471,-0.132849150120768,"Converged",FALSE,0.25
5,-2.21289617836233,2.35307240899949,-0.0819475139630396,"Converged",FALSE,0.25
6,-1.91230201766252,1.32270503427296,-0.0991527528414784,"Converged",FALSE,0.25
7,-1.38589564744747,0.0805874728114112,-0.0720960462997319,"Converged",FALSE,0.25
8,-1.68820146221879,1.56326680291353,-0.146115216917701,"Converged",FALSE,0.25
9,-1.52442587868957,0.846727603439539,-0.124269908788433,"Converged",FALSE,0.25
10,-2.55940019455834,3.26760370620302,-0.0881465469635771,"Converged",FALSE,0.25
11,-2.22921938126339,1.91282919362134,-0.0799599173846776,"Converged",FALSE,0.25
12,-2.45419900865424,2.64840395839096,-0.0792264195171961,"Converged",FALSE,0.25
13,-1.15941956075628,0.799099594259307,-0.213120814972172,"Converged",FALSE,0.25
14,-1.88113669900887,1.10547218242935,-0.0856642226904517,"Converged",FALSE,0.25
15,-1.4581068868009,0.0197866563426154,-0.0580567282496782,"Converged",FALSE,0.25
16,-1.90054580873489,1.31211302268194,-0.0877549699759348,"Converged",FALSE,0.25
17,-1.97164103571929,2.42705197334933,-0.144466186211575,"Converged",FALSE,0.25
18,-2.04954871790127,1.27295465563265,-0.0138935303221728,"Converged",FALSE,0.25
19,-2.15096630522011,1.61189367147369,-0.0445077666118609,"Converged",FALSE,0.25
20,-2.27168021499787,1.14686576123916,-0.00328497631621909,"Converged",FALSE,0.25
21,-1.70842444827115,0.99420288809974,-0.101405378639826,"Converged",FALSE,0.25
22,-2.20051704802225,2.21710985642906,-0.0973218173114171,"Converged",FALSE,0.25
23,-1.62725143953608,0.348331885067684,-0.0488452134433716,"Converged",FALSE,0.25
24,-2.05786527577873,2.3019614424505,-0.102927782251443,"Converged",FALSE,0.25
25,-1.08726524551569,0.128235360540562,-0.151224441165166,"Converged",FALSE,0.25
26,-1.33146050377831,0.922519810958948,-0.163973344877561,"Converged",FALSE,0.25
27,-1.05964323642545,0.031609950726332,-0.148114116811469,"Converged",FALSE,0.25
28,-1.43459795026816,0.848177809889158,-0.122880389426863,"Converged",FALSE,0.25
29,-1.41850411881323,0.251546573990452,-0.101549203615587,"Converged",FALSE,0.25
30,-1.7914991708336,1.33857303424418,-0.122907414510582,"Converged",FALSE,0.25
31,-1.83259389319456,1.05418985442084,-0.0661539613569049,"Converged",FALSE,0.25
32,-1.71099260896372,1.47574468132446,-0.122190967976191,"Converged",FALSE,0.25
