"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_data_resampled","audit_recovery"
1,-1.9633315619168,2.44541797207632,-0.128666034519312,"Converged",FALSE,0.5
2,-1.92316619896973,1.76510512794167,-0.109715966043187,"Converged",TRUE,0.5
3,-1.31116078665955,0.314697520130804,-0.15429579030572,"Converged",FALSE,0.5
4,-1.55759169346013,1.40487301980446,-0.162231473031665,"Converged",FALSE,0.5
5,-1.56346032458547,1.09832055255794,-0.116398465122877,"Converged",FALSE,0.5
6,-1.56331325531409,1.15032358377195,-0.148258267424492,"Converged",FALSE,0.5
7,-1.80577924687311,0.897656727098754,-0.0711827453991951,"Converged",FALSE,0.5
8,-2.00003964353385,2.11137013115552,-0.102501641208211,"Converged",FALSE,0.5
9,-2.04910420008913,2.17155419872169,-0.1059708805285,"Converged",FALSE,0.5
10,-1.31434800518011,0.132969382842067,-0.121749893482685,"Converged",FALSE,0.5
11,-2.5753627728123,3.25748654521087,-0.0845037179421911,"Converged",FALSE,0.5
12,-1.98902383210658,2.08555609023294,-0.1291289221592,"Converged",FALSE,0.5
13,-1.7765581754346,1.06270241251892,-0.117160604759788,"Converged",FALSE,0.5
14,-1.80638121806142,1.85534411960452,-0.140108200612556,"Converged",FALSE,0.5
15,-1.86797935279945,1.05845247609085,-0.0845870001598513,"Converged",FALSE,0.5
16,-2.10956475979242,2.07677061066637,-0.0556774056889983,"Converged",FALSE,0.5
17,-2.07890935794825,1.44059640487981,-0.0482505866563993,"Converged",FALSE,0.5
18,-1.93256588245269,0.645612240728534,-0.0322817364398935,"Converged",TRUE,0.5
19,-1.45477893406186,1.14378312650618,-0.153970621119227,"Converged",FALSE,0.5
20,-1.14420072532578,0.358070434192777,-0.124369589531438,"Converged",FALSE,0.5
21,-1.93916928169991,1.40361802755901,-0.0521072881906614,"Converged",FALSE,0.5
22,-2.14363078046885,2.3093345901124,-0.0816619894076663,"Converged",FALSE,0.5
23,-1.88774646143931,1.95328637045395,-0.149586159132032,"Converged",FALSE,0.5
24,-1.94989243531768,2.114473407587,-0.0900129181936066,"Converged",FALSE,0.5
25,-1.77674889664263,2.94875272819948,-0.187860081173268,"Converged",FALSE,0.5
26,-2.12314827613866,1.98842517518338,-0.0412933915621337,"Converged",FALSE,0.5
27,-1.7700457743351,1.88344866319823,-0.147999522902001,"Converged",FALSE,0.5
28,-1.680918861239,1.27570753725291,-0.124279221756005,"Converged",FALSE,0.5
29,-0.772906746672197,-0.57984328345815,-0.188601832618422,"Converged",FALSE,0.5
30,-2.70746554520127,3.60187964816293,-0.0803095280224979,"Converged",FALSE,0.5
31,-2.33028834114436,2.40302576320632,-0.0454041527912806,"Converged",FALSE,0.5
32,-1.99660054861653,1.98702397126634,-0.135496497493567,"Converged",FALSE,0.5
33,-1.50719234779063,1.34165926217893,-0.153277601972468,"Converged",FALSE,0.5
34,-1.7565557469912,0.424074026492374,-0.0221545920252853,"Converged",FALSE,0.5
35,-1.83930771578477,1.82503758229408,-0.100726917605571,"Converged",FALSE,0.5
36,-1.50386397796104,1.4853575373822,-0.142625232496311,"Converged",TRUE,0.5
37,-1.2397092893221,-0.035259652943785,-0.118597244535357,"Converged",FALSE,0.5
38,-1.85601871107816,1.7285309202328,-0.070372434825874,"Converged",FALSE,0.5
39,-1.89251124782719,2.38316210916782,-0.137372512517095,"Converged",FALSE,0.5
40,-1.41481553949184,0.966200602667296,-0.167614910100848,"Converged",FALSE,0.5
41,-1.74041465165777,0.83683877549703,-0.0838863950757006,"Converged",FALSE,0.5
42,-2.07153516181061,3.11256418826661,-0.190438417571931,"Converged",FALSE,0.5
43,-1.95466970249659,1.459400324409,-0.084214105491719,"Converged",FALSE,0.5
44,-1.62514321907364,0.628368613397316,-0.0698986740267843,"Converged",FALSE,0.5
45,-1.75334517394176,1.54185938340533,-0.0996227133661396,"Converged",FALSE,0.5
46,-2.0142021632892,1.77909035655218,-0.138704321543483,"Converged",FALSE,0.5
47,-2.06598758348163,1.54499908340789,-0.0570606113565513,"Converged",FALSE,0.5
48,-2.10188815730831,1.76895459460059,-0.0858074859546529,"Converged",FALSE,0.5
49,-1.68193446691535,1.96755627892934,-0.147195001503381,"Converged",FALSE,0.5
50,-1.75235610109972,0.636638421495917,-0.0680190053139442,"Converged",FALSE,0.5
51,-1.14582248509194,0.276053961420795,-0.182226857190549,"Converged",FALSE,0.5
52,-1.60537092399755,0.68203397532811,-0.0848407357388399,"Converged",FALSE,0.5
53,-1.97040192246917,1.23228357152231,-0.0424642369902458,"Converged",FALSE,0.5
54,-2.31532358953768,1.58365312329507,-0.0368737544594434,"Converged",FALSE,0.5
55,-2.00643052591706,1.7375898499371,-0.0783237721177331,"Converged",FALSE,0.5
