"sim","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_data_resampled","audit_recovery"
1,-2.00134765184861,2.49382659008896,-0.127877271164676,"Converged",FALSE,0.5
2,-1.5872371792955,1.84309916727942,-0.131149543065398,"Converged",FALSE,0.5
3,-2.01117426501191,1.99709832664422,-0.102922818946963,"Converged",FALSE,0.5
4,-1.55004359800598,0.948888123323214,-0.159409448381839,"Converged",FALSE,0.5
5,-1.75801473566033,2.4723176612478,-0.193901054786521,"Converged",FALSE,0.5
6,-1.54492228218651,0.974929453962557,-0.115337372459543,"Converged",FALSE,0.5
7,-1.77478059416936,1.65626696999303,-0.147057191853957,"Converged",FALSE,0.5
8,-2.29308934829113,2.35099677796533,-0.0744636256586086,"Converged",FALSE,0.5
9,-1.66636478459369,1.46261955670137,-0.138696108546026,"Converged",FALSE,0.5
10,-2.09024517701322,2.20952635136895,-0.108049943042142,"Converged",FALSE,0.5
11,-1.84017418218807,1.55736131050199,-0.119008975124029,"Converged",FALSE,0.5
12,-2.26816096027515,1.61516165827369,-0.0364323683897683,"Converged",FALSE,0.5
13,-2.32920857888281,2.35866721195038,-0.0713159356329852,"Converged",FALSE,0.5
14,-1.48371182388545,0.41585758950695,-0.141564499240579,"Converged",FALSE,0.5
15,-1.2339145904526,0.45695740853658,-0.155818048399554,"Converged",FALSE,0.5
16,-1.63529953451045,0.680177033798441,-0.0832502378037442,"Converged",FALSE,0.5
17,-1.52846931515629,0.336819936108116,-0.0615866418489457,"Converged",FALSE,0.5
18,-1.95126124597597,1.23588875931005,-0.0637312742768409,"Converged",FALSE,0.5
19,-2.35155749650666,2.42050293635656,-0.0404419369596972,"Converged",FALSE,0.5
20,-1.9265164197199,0.936754132391028,-0.0610593876288177,"Converged",FALSE,0.5
21,-1.44306177270592,0.578264105465872,-0.123953567483309,"Converged",FALSE,0.5
22,-1.65408624710377,1.85272423760166,-0.115374651863934,"Converged",FALSE,0.5
23,-2.64843686237032,2.95929791457474,-0.0373699119943378,"Converged",FALSE,0.5
24,-1.94509288515542,1.74199078113172,-0.0809059333096865,"Converged",FALSE,0.5
25,-1.73214568581076,1.21358373901225,-0.142995584160605,"Converged",FALSE,0.5
26,-1.58147781316107,1.07981007726759,-0.101477249979093,"Converged",FALSE,0.5
27,-1.55677659351694,1.91964817651926,-0.15758836157806,"Converged",FALSE,0.5
28,-1.59278402223361,0.953491332531248,-0.109599070941119,"Converged",TRUE,0.5
29,-1.89142922022888,2.1346354337721,-0.162708433358192,"Converged",FALSE,0.5
30,-2.44584613378283,4.28603962697853,-0.172650659896443,"Converged",FALSE,0.5
31,-1.65884609069594,0.757752057426205,-0.0769125408724611,"Converged",FALSE,0.5
32,-1.83498558139461,0.857137821749611,-0.0455426774787861,"Converged",FALSE,0.5
33,-1.99811452870956,1.84048699785815,-0.124466631960055,"Converged",FALSE,0.5
34,-1.94537237141546,2.64982356924091,-0.15150126633099,"Converged",FALSE,0.5
35,-1.84709515911024,1.51745925638467,-0.077082920073642,"Converged",FALSE,0.5
36,-1.79294516184362,2.66779978512676,-0.145831303009501,"Converged",FALSE,0.5
37,-1.75130174343151,2.26605176957918,-0.185581847079922,"Converged",FALSE,0.5
38,-1.33296429849914,1.20765280372137,-0.158437925563234,"Converged",FALSE,0.5
39,-1.88116521339529,1.90369537556199,-0.128255679167114,"Converged",FALSE,0.5
40,-1.66595798517001,0.998098504828907,-0.0639651205810987,"Converged",FALSE,0.5
41,-1.50312165482102,1.41761390084227,-0.1531254591864,"Converged",FALSE,0.5
42,-1.06458050409213,-0.516667950462172,-0.147381958951924,"Converged",FALSE,0.5
43,-2.13800456793812,1.73763507046323,-0.0694960612176155,"Converged",FALSE,0.5
44,-1.77571800142017,2.03983988487841,-0.174650784867918,"Converged",FALSE,0.5
45,-2.65198102410406,3.18893065786774,-0.072565714462608,"Converged",FALSE,0.5
46,-2.25815272532639,1.9574966374802,-0.0244496698735676,"Converged",FALSE,0.5
47,-1.91995198299278,1.31722944294837,-0.061811533210233,"Converged",FALSE,0.5
48,-2.37554762692692,3.1968893589902,-0.164626999158211,"Converged",FALSE,0.5
49,-2.03799759181407,1.7328403452868,-0.0901995377782412,"Converged",FALSE,0.5
50,-2.01799243091411,1.50391328748442,-0.0769875086772351,"Converged",FALSE,0.5
51,-1.62701221974429,1.69136530925836,-0.14304771868559,"Converged",FALSE,0.5
52,-2.13206151599504,1.4200504596803,-0.0481562445320491,"Converged",FALSE,0.5
53,-1.60773201200932,1.87755024066546,-0.180113144541689,"Converged",FALSE,0.5
54,-1.90637868689964,1.3998064691259,-0.0825849938347108,"Converged",FALSE,0.5
55,-2.28412600743594,2.13465564140065,-0.0366138570920212,"Converged",FALSE,0.5
56,-2.2606958689424,1.75274534631652,-0.0713459211089575,"Converged",FALSE,0.5
57,-1.58972662486925,0.220569610149813,-0.0538640363184445,"Converged",FALSE,0.5
58,-1.8643573496793,1.4641687038636,-0.0590719244823606,"Converged",FALSE,0.5
59,-2.70371588856823,3.75130469936839,-0.104192289231507,"Converged",FALSE,0.5
60,-1.59762761758347,0.85016835336359,-0.131420623330918,"Converged",FALSE,0.5
61,-1.70597431136011,1.49781818639597,-0.122598858248526,"Converged",FALSE,0.5
62,-1.521104587155,1.71415738603092,-0.190260005204643,"Converged",FALSE,0.5
63,-2.25984836944515,1.41289875546413,-0.0459772910549806,"Converged",FALSE,0.5
64,-1.5527400934395,0.836476357996762,-0.111369514347586,"Converged",FALSE,0.5
65,-1.55924890137333,0.964563879746127,-0.0816442130159661,"Converged",TRUE,0.5
66,-1.71280699492134,0.537512109309721,-0.0821883485604879,"Converged",TRUE,0.5
67,-1.6027441082096,1.31834475361257,-0.103605938789762,"Converged",FALSE,0.5
68,-1.72693775312195,1.28780727755569,-0.103111478738121,"Converged",FALSE,0.5
69,-1.52280705608908,1.26280213855578,-0.131197842874396,"Converged",FALSE,0.5
70,-2.15630321905412,2.29137885031761,-0.104575802276763,"Converged",FALSE,0.5
71,-1.93271081779715,1.56859587360033,-0.0817667886158124,"Converged",FALSE,0.5
72,-1.54005026524632,1.10224854628797,-0.104399822071677,"Converged",FALSE,0.5
73,-2.09980054349252,2.31716914168384,-0.0793772456230687,"Converged",FALSE,0.5
74,-1.71509199021713,0.77578771727608,-0.0709709102506354,"Converged",FALSE,0.5
75,-1.25235213594093,0.806928549697334,-0.171693289341737,"Converged",FALSE,0.5
76,-2.11170834045402,1.99855824690541,-0.0589643787377667,"Converged",FALSE,0.5
77,-2.16848965335051,3.43913732503839,-0.202731485119365,"Converged",FALSE,0.5
78,-2.09582008675828,2.41266314851364,-0.146346915778401,"Converged",FALSE,0.5
79,-2.32480308123567,2.66008919712123,-0.0835797578605728,"Converged",FALSE,0.5
80,-1.95088431812495,1.40081495896259,-0.0969354997129951,"Converged",FALSE,0.5
81,-2.3745958887938,2.55119420882953,-0.0661652780090835,"Converged",FALSE,0.5
82,-2.2156118039725,2.4643336993266,-0.114673731224273,"Converged",FALSE,0.5
83,-1.7518913067761,1.8114304724097,-0.136564099736919,"Converged",FALSE,0.5
84,-1.93119773356651,1.6274125264812,-0.091683204513385,"Converged",FALSE,0.5
85,-1.21598701510854,0.455380050021291,-0.13380603367009,"Converged",FALSE,0.5
86,-1.97429436066319,2.43245952709329,-0.124044799746247,"Converged",FALSE,0.5
87,-1.80849111132603,1.54252861568631,-0.1170745074359,"Converged",FALSE,0.5
88,-1.62579268637986,1.3939547368801,-0.133676354829653,"Converged",FALSE,0.5
89,-2.0587925748502,2.81099793486806,-0.192366350734332,"Converged",FALSE,0.5
90,-1.965353367534,1.5514874875257,-0.0456012012903684,"Converged",FALSE,0.5
91,-1.36802682444388,0.594836711580296,-0.151556962346735,"Converged",FALSE,0.5
92,-1.97757738736245,2.32366920289028,-0.104615943375351,"Converged",FALSE,0.5
93,-2.58799832464354,2.65731827872418,-0.0434765560251715,"Converged",FALSE,0.5
94,-2.25454712888257,2.22487305705708,-0.0722299420570586,"Converged",FALSE,0.5
