"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","score_data_resampled","audit_recovery"
1,-1.98371762627382,2.48736846814421,-0.130756531071598,"Converged",FALSE,0.9
2,-1.44489120145515,0.735933905602342,-0.127292570953822,"Converged",FALSE,0.9
3,-1.44201337955548,0.0230523583885215,-0.0891440913864363,"Converged",FALSE,0.9
4,-1.62244578440448,0.500450506503307,-0.0864252884362516,"Converged",FALSE,0.9
5,-1.62634002681685,2.15110355319765,-0.174584719953162,"Converged",FALSE,0.9
6,-1.80123186361978,1.50024111307541,-0.121153178694667,"Converged",FALSE,0.9
7,-1.74973126714475,0.529408766717213,-0.0483010769824942,"Converged",TRUE,0.9
8,-1.55441239428687,1.34646178310394,-0.132041096777256,"Converged",FALSE,0.9
9,-1.69016683278911,1.69853691955337,-0.16596871424417,"Converged",FALSE,0.9
10,-1.66799152934248,1.96026043654796,-0.16912556032947,"Converged",FALSE,0.9
11,-1.59015117292932,0.716661358716926,-0.0765533820494561,"Converged",FALSE,0.9
12,-1.8177578771225,-0.137204579353097,0.00623866089736463,"Converged",FALSE,0.9
13,-1.74664099344065,0.952137661445147,-0.0525688622821096,"Converged",FALSE,0.9
14,-1.65481749166367,1.32201348800636,-0.133038911733355,"Converged",FALSE,0.9
15,-1.33953797627169,0.748266027453936,-0.142299543943959,"Converged",FALSE,0.9
16,-2.1897550196434,1.7053993314767,-0.0513021795157937,"Converged",FALSE,0.9
17,-1.97016069491455,2.29201731480464,-0.106433361286557,"Converged",FALSE,0.9
18,-1.95852409015196,2.46864086102299,-0.11991183672423,"Converged",FALSE,0.9
19,-2.39247305762028,2.24665183823492,-0.0285398743940109,"Converged",FALSE,0.9
20,-2.0387127602983,1.51015764509532,-0.0370611508111228,"Converged",FALSE,0.9
21,-1.57728308755683,0.569865539491967,-0.0714306182276625,"Converged",FALSE,0.9
22,-1.55813383880692,0.582649197066802,-0.0603239084600642,"Converged",TRUE,0.9
23,-1.56279085592233,1.00711488914866,-0.0924092207141036,"Converged",FALSE,0.9
24,-2.14292443137812,2.37624149133643,-0.0849943234445513,"Converged",FALSE,0.9
25,-1.86058863553825,2.65088849094627,-0.179760059913504,"Converged",FALSE,0.9
26,-1.97937966200484,2.00993086657898,-0.100103026016219,"Converged",FALSE,0.9
27,-1.84188288432043,1.46957070076339,-0.11060686159889,"Converged",TRUE,0.9
28,-1.71390165593365,1.08826607103204,-0.0899937092669386,"Converged",FALSE,0.9
29,-1.50353751037939,1.63611076569167,-0.195788570723685,"Converged",TRUE,0.9
30,-2.14328125104934,2.21566590646699,-0.0975854379078409,"Converged",FALSE,0.9
31,-1.40025346290897,1.14610772953363,-0.165203942978893,"Converged",FALSE,0.9
32,-2.24981263387552,2.9463165873935,-0.104602465825429,"Converged",FALSE,0.9
33,-2.70223604386964,4.01177225587275,-0.088897938694559,"Converged",FALSE,0.9
34,-1.57388742120663,1.10795399582003,-0.12395623454557,"Converged",TRUE,0.9
35,-1.16338930419803,0.781938637631754,-0.156760741841884,"Converged",FALSE,0.9
36,-2.06943511981122,1.28115825904227,-0.0368346247283182,"Converged",FALSE,0.9
37,-1.6002572434035,0.13040567440042,-0.0305332742312479,"Converged",FALSE,0.9
38,-2.62612527427156,3.93129942395778,-0.110163286424357,"Converged",FALSE,0.9
39,-2.14043102912179,3.24025307971793,-0.162265291004412,"Converged",FALSE,0.9
40,-2.24969939453973,2.44286695497491,-0.0900246245150218,"Converged",TRUE,0.9
41,-1.39641175858078,1.76559391537609,-0.191645379407498,"Converged",FALSE,0.9
42,-1.7834372115563,1.61121371278667,-0.126182159207276,"Converged",TRUE,0.9
43,-1.99125358386594,1.43228543459484,-0.0280750339033929,"Converged",FALSE,0.9
44,-1.74034225360925,2.09699756629915,-0.158023128961567,"Converged",TRUE,0.9
45,-1.6303535391114,0.0267000958306356,-0.0517183086480582,"Converged",FALSE,0.9
46,-1.90394170156359,2.25689084966219,-0.137279128506381,"Converged",FALSE,0.9
47,NA,NA,NA,"MAX_ITER reached",FALSE,0.9
48,-2.28099809248265,2.62643193592482,-0.0705982473458692,"Converged",FALSE,0.9
49,-1.97078062385836,1.75464189983172,-0.0979781889532998,"Converged",TRUE,0.9
50,-1.67302140914197,1.33710243162692,-0.10363554987833,"Converged",FALSE,0.9
51,-2.20019102179134,2.44346458518629,-0.0969700303806104,"Converged",FALSE,0.9
52,-1.97568317402941,1.89114728143096,-0.0850426308934206,"Converged",FALSE,0.9
53,-2.73295457981661,3.06779861377613,-0.040367884683061,"Converged",FALSE,0.9
54,-1.90166488299565,1.75926527260815,-0.104713684072661,"Converged",FALSE,0.9
55,-2.51922794450495,2.41676667077043,-0.0106943668402834,"Converged",FALSE,0.9
56,-2.29883748768004,1.65187885608959,-0.01649172819206,"Converged",FALSE,0.9
57,-2.10102527995465,1.76181698539346,-0.0237466392242775,"Converged",FALSE,0.9
58,-2.3952144786133,3.35761983913229,-0.111006663899853,"Converged",FALSE,0.9
59,-2.12046623847959,2.46545206576095,-0.10278587515855,"Converged",FALSE,0.9
60,-1.8338311659577,1.39090431095883,-0.0860887645085489,"Converged",FALSE,0.9
61,-1.17167563316548,0.475670579729277,-0.150978526538358,"Converged",FALSE,0.9
62,-1.35977585884071,0.0667455712108979,-0.141715072058258,"Converged",FALSE,0.9
63,-1.88671981862583,1.12183373327118,-0.0972014067145211,"Converged",FALSE,0.9
64,-1.87536783297031,2.18524239606632,-0.105330157680855,"Converged",FALSE,0.9
65,-1.90046759594816,1.74987316713286,-0.111767459993219,"Converged",FALSE,0.9
66,-1.47024673065257,0.692657854151731,-0.140435554923739,"Converged",FALSE,0.9
67,-1.74680077090643,2.05660126146581,-0.139494688814366,"Converged",FALSE,0.9
68,-1.89040402893689,1.93143684242067,-0.124629724194711,"Converged",FALSE,0.9
69,-2.00751693778009,1.56283640911764,-0.0838548620931466,"Converged",FALSE,0.9
70,-1.88826793677477,1.62881664776775,-0.1604068680241,"Converged",FALSE,0.9
71,NA,NA,NA,"MAX_ITER reached",FALSE,0.9
72,-1.73844714773614,1.69043060968965,-0.0796950841166854,"Converged",FALSE,0.9
73,-1.70723037015398,1.53796153178049,-0.141331928197297,"Converged",TRUE,0.9
74,-2.17839540156268,2.96107847533496,-0.143489046615609,"Converged",FALSE,0.9
75,-1.78706365648478,0.978740107184264,-0.0798909450508463,"Converged",FALSE,0.9
76,-2.30137679125858,1.80156081760943,-0.0343165249038895,"Converged",FALSE,0.9
77,-1.64916341800305,1.33265283299652,-0.129041549593218,"Converged",FALSE,0.9
78,-2.03738404794816,2.67534005259532,-0.136284257170501,"Converged",FALSE,0.9
79,-1.26883035089866,-0.690269887581463,-0.0602329443702346,"Converged",FALSE,0.9
80,-1.54348770485973,0.369465014790645,-0.0928567647120576,"Converged",FALSE,0.9
81,-2.26905524695851,3.11153083126106,-0.0929691282112664,"Converged",FALSE,0.9
82,-1.93591810180507,0.945059928179663,-0.0468250642770649,"Converged",FALSE,0.9
83,-1.57016679351916,0.92178679023668,-0.0962965917239916,"Converged",FALSE,0.9
84,-2.4269556496331,2.2320949013755,-0.0756781145313122,"Converged",FALSE,0.9
85,-1.34557402763491,0.354478723596686,-0.133188673163382,"Converged",FALSE,0.9
