"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.00811340694064,-2.11119593058099,0.13112021183524,"Converged",FALSE,6,73,1,20,0.5,0.5
1,0.9,"CC",-2.90727429923695,3.92562132609863,0.135726388654846,"Converged",FALSE,3,47,1,49,0.5,0.5
1,0.9,"BCC",-1.91741654247984,0.943789378505513,0.130709062120864,"Converged",FALSE,28,28,16,28,0.5,0.5
1,0.9,"RESID",-2.17264453388006,1.6350907030362,0.129585080282403,"Converged",FALSE,4,46,4,46,0.5,0.5
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,27,23,15,35,0.5,0.5
2,0.9,"SRS",-3.51749274397955,6.48207758087318,0.114626782042343,"Converged",FALSE,4,68,2,26,0.5,0.5
2,0.9,"CC",-2.27842410156411,3.15518811698039,0.106847437057067,"Converged",FALSE,4,46,1,49,0.5,0.5
2,0.9,"BCC",-0.72053412478438,-1.95430213917064,0.102301271131804,"Converged",FALSE,27,27,19,27,0.5,0.5
2,0.9,"RESID",-3.10768350436694,5.21511529529512,0.106494833327117,"Converged",FALSE,1,49,9,41,0.5,0.5
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,19,31,0.5,0.5
3,0.9,"SRS",-1.43483057809143,0.43133757516814,0.107288112250979,"Converged",FALSE,1,73,1,25,0.5,0.5
3,0.9,"CC",-1.89761312693935,1.84341465648241,0.108128451891198,"Converged",FALSE,8,42,3,47,0.5,0.5
3,0.9,"BCC",-1.97450368378761,1.98079145006368,0.109866601986956,"Converged",FALSE,25,25,25,25,0.5,0.5
3,0.9,"RESID",-2.47788596866317,3.50674284322128,0.112229369818848,"Converged",FALSE,9,41,0,50,0.5,0.5
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,32,18,23,27,0.5,0.5
4,0.9,"SRS",-0.203092624058216,-3.76344682709494,0.104765513828729,"Converged",FALSE,10,59,3,28,0.5,0.5
