"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.53525530300188,1.18402156777667,0.0836547504053891,"Converged",FALSE,6,62,1,31,0.99,0.01
1,0.9,"CC",-1.51544744568856,1.17456894504872,0.0820251784913835,"Converged",FALSE,2,48,3,47,0.99,0.01
1,0.9,"BCC",-1.51211467573745,1.13025995516093,0.0813411517373658,"Converged",FALSE,27,26,21,26,0.99,0.01
1,0.9,"RESID",-1.56347134189041,1.29746102390874,0.0829631163710391,"Converged",FALSE,9,41,0,50,0.99,0.01
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,21,29,0.99,0.01
2,0.9,"SRS",-1.97962386607371,3.09505629381974,0.0468349549852274,"Converged",FALSE,3,63,7,27,0.99,0.01
2,0.9,"CC",-1.91757987329185,2.75045553120099,0.0461438236825049,"Converged",FALSE,2,48,3,47,0.99,0.01
2,0.9,"BCC",-1.65465418893395,2.02474030838812,0.0474597721681505,"Converged",FALSE,26,25,24,25,0.99,0.01
2,0.9,"RESID",-1.72023201296422,2.03889165300906,0.0480201110198172,"Converged",FALSE,25,25,0,50,0.99,0.01
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,32,18,24,26,0.99,0.01
3,0.9,"SRS",-2.19462316686369,2.68062086911537,0.122226220410822,"Converged",FALSE,5,68,4,23,0.99,0.01
3,0.9,"CC",-2.4124776598312,3.37889940355074,0.124185385910201,"Converged",FALSE,3,47,5,45,0.99,0.01
3,0.9,"BCC",-1.95715628736412,1.95546809002107,0.121680183463404,"Converged",FALSE,25,25,25,25,0.99,0.01
3,0.9,"RESID",-2.22117211387604,2.74751793318134,0.120401007713323,"Converged",FALSE,11,39,0,50,0.99,0.01
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,26,24,0.99,0.01
4,0.9,"SRS",-1.99957824728346,2.85370700971692,0.0835081837920227,"Converged",FALSE,5,61,3,31,0.99,0.01
4,0.9,"CC",-1.97548706514339,2.79277781751044,0.0849469199797628,"Converged",FALSE,2,48,4,46,0.99,0.01
4,0.9,"BCC",-1.79745854754003,2.36054292442369,0.0839666930103735,"Converged",FALSE,25,25,25,25,0.99,0.01
4,0.9,"RESID",-1.76944357416384,2.237825978077,0.0825361013683835,"Converged",FALSE,25,25,0,50,0.99,0.01
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,28,22,0.99,0.01
5,0.9,"SRS",-2.09908732710867,1.89994716049938,0.123429987931038,"Converged",FALSE,4,70,2,24,0.99,0.01
