"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-2.4128272742788,3.23114006385168,0.104808781154605,"Converged",FALSE,5,66,1,28,0.8,0.2
1,0.9,"CC",-1.82806121355603,1.3400434714598,0.103156645396845,"Converged",FALSE,2,48,4,46,0.8,0.2
1,0.9,"BCC",-1.91042457351793,1.57263780801809,0.105250274381677,"Converged",FALSE,25,25,25,25,0.8,0.2
1,0.9,"RESID",-2.26607649535688,2.76157084329808,0.105960322163477,"Converged",FALSE,8,42,0,50,0.8,0.2
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,27,23,27,23,0.8,0.2
2,0.9,"SRS",-2.29864119902614,3.49701211208619,0.0919585939087686,"Converged",FALSE,1,67,5,27,0.8,0.2
2,0.9,"CC",-1.95197779175381,2.75709430622443,0.0919040573890022,"Converged",FALSE,3,47,5,45,0.8,0.2
2,0.9,"BCC",-2.12267831300457,3.16702298175957,0.0876892537064662,"Converged",FALSE,25,25,25,25,0.8,0.2
2,0.9,"RESID",-1.80588128007015,2.12298522986494,0.0922758291041507,"Converged",FALSE,15,35,0,50,0.8,0.2
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,36,14,0.8,0.2
3,0.9,"SRS",-1.50585217215552,1.29376930942475,0.0645171808667657,"Converged",FALSE,6,65,2,27,0.8,0.2
3,0.9,"CC",-2.5974385358641,4.45652459665908,0.0737402041891909,"Converged",FALSE,3,47,4,46,0.8,0.2
3,0.9,"BCC",-2.75301592348095,4.98517795044352,0.0610636195732836,"Converged",FALSE,25,25,25,25,0.8,0.2
3,0.9,"RESID",-1.95892034733885,2.6615653201701,0.0652496613232342,"Converged",FALSE,5,45,2,48,0.8,0.2
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,25,25,0.8,0.2
4,0.9,"SRS",-3.01063977083276,4.73490834877424,0.125689172292484,"Converged",FALSE,4,66,4,26,0.8,0.2
4,0.9,"CC",-3.43653169542506,6.13049686997651,0.136040386994357,"Converged",FALSE,9,41,5,45,0.8,0.2
4,0.9,"BCC",-2.35832063862295,2.73289265121216,0.117980332517168,"Converged",FALSE,25,25,25,25,0.8,0.2
4,0.9,"RESID",-2.5356755429006,3.07480478214787,0.121256753193188,"Converged",FALSE,21,29,0,50,0.8,0.2
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,26,24,0.8,0.2
5,0.9,"SRS",-2.35856627605793,3.47145470185058,0.0879320362276927,"Converged",FALSE,5,64,4,27,0.8,0.2
5,0.9,"CC",-2.83791398928445,4.74812071649382,0.094336500399718,"Converged",FALSE,2,48,6,44,0.8,0.2
5,0.9,"BCC",-2.17539224859341,2.8264537961345,0.0860867224086153,"Converged",FALSE,25,25,25,25,0.8,0.2
5,0.9,"RESID",-1.97368887821465,2.14878916180946,0.087227577860595,"Converged",FALSE,18,32,0,50,0.8,0.2
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,39,11,28,22,0.8,0.2
6,0.9,"SRS",-1.83642020618932,1.55796451106573,0.100369915587479,"Converged",FALSE,2,68,5,25,0.8,0.2
6,0.9,"CC",-1.25426146608191,-0.287216677179434,0.0976216560787974,"Converged",FALSE,2,48,4,46,0.8,0.2
6,0.9,"BCC",-2.55018428298446,3.55256580615246,0.103738720882604,"Converged",FALSE,26,26,22,26,0.8,0.2
6,0.9,"RESID",-1.65193717010072,1.00909197659133,0.0982444411417063,"Converged",FALSE,3,47,5,45,0.8,0.2
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,22,28,22,28,0.8,0.2
7,0.9,"SRS",-1.67942306611076,1.49259270114434,0.0583670472390328,"Converged",FALSE,5,66,2,27,0.8,0.2
7,0.9,"CC",-1.70197503894899,1.56673882408544,0.0561102489891185,"Converged",FALSE,2,48,2,48,0.8,0.2
7,0.9,"BCC",-1.4545887357776,0.822732675639541,0.0556578918320384,"Converged",FALSE,25,25,25,25,0.8,0.2
7,0.9,"RESID",-1.67373477308264,1.47747872863907,0.0555509388578325,"Converged",FALSE,24,26,0,50,0.8,0.2
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,37,13,25,25,0.8,0.2
8,0.9,"SRS",-2.35343328468187,3.50557141776129,0.0834369478069097,"Converged",FALSE,7,63,3,27,0.8,0.2
8,0.9,"CC",-3.03737644770788,5.35960292610184,0.0883994145997517,"Converged",FALSE,5,45,3,47,0.8,0.2
8,0.9,"BCC",-2.24318615267494,3.01707506433234,0.0861380072726685,"Converged",FALSE,27,26,21,26,0.8,0.2
8,0.9,"RESID",-2.47670892000663,3.69004688614008,0.0861688837855208,"Converged",FALSE,26,24,0,50,0.8,0.2
