"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.82581551279366,1.70340993098718,0.0995872983103928,"Converged",FALSE,5,67,2,26,0.8,0.2
1,0.9,"CC",-2.23149633549655,2.81002628357309,0.104064698603768,"Converged",FALSE,1,49,5,45,0.8,0.2
1,0.9,"BCC",-2.07273512707807,2.42049131903158,0.101645999884855,"Converged",FALSE,25,25,25,25,0.8,0.2
1,0.9,"RESID",-1.7419436967694,1.35796905857336,0.0998755103941142,"Converged",FALSE,10,40,0,50,0.8,0.2
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,25,25,0.8,0.2
2,0.9,"SRS",-1.67951168090481,1.52497430550622,0.0617474386341194,"Converged",FALSE,7,62,1,30,0.8,0.2
2,0.9,"CC",-1.69938599794446,1.58814578619113,0.0631798265559651,"Converged",FALSE,4,46,5,45,0.8,0.2
2,0.9,"BCC",-2.11968788789953,2.8123372098088,0.061295926031162,"Converged",FALSE,25,25,25,25,0.8,0.2
2,0.9,"RESID",-1.47068384742489,0.831091522162251,0.0621058845260915,"Converged",FALSE,10,40,0,50,0.8,0.2
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,41,9,25,25,0.8,0.2
3,0.9,"SRS",-2.14073668798206,2.31703125285361,0.117104304727075,"Converged",FALSE,6,67,1,26,0.8,0.2
3,0.9,"CC",-1.90532298648975,1.5966848066701,0.119612726339374,"Converged",FALSE,7,43,8,42,0.8,0.2
3,0.9,"BCC",-1.57226422156777,0.611242924344597,0.11656112667013,"Converged",FALSE,25,25,25,25,0.8,0.2
3,0.9,"RESID",-2.09465905982443,2.32729796301107,0.116610021351097,"Converged",FALSE,11,39,0,50,0.8,0.2
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,25,25,0.8,0.2
4,0.9,"SRS",-1.76353488298815,0.747559095475903,0.133204175306895,"Converged",FALSE,3,65,1,31,0.8,0.2
4,0.9,"CC",-1.78069904947245,0.796798071534595,0.132144014047844,"Converged",FALSE,2,48,5,45,0.8,0.2
4,0.9,"BCC",-2.01168585101605,1.46004698503051,0.134320098340183,"Converged",FALSE,25,25,25,25,0.8,0.2
4,0.9,"RESID",-1.6512816111064,0.428659018065277,0.132095271780517,"Converged",FALSE,6,44,3,47,0.8,0.2
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,24,26,0.8,0.2
5,0.9,"SRS",-3.0457974947631,4.73022456995951,0.137333292949507,"Converged",FALSE,7,66,1,26,0.8,0.2
5,0.9,"CC",-2.07976609965371,1.73754815344001,0.135015138958669,"Converged",FALSE,2,48,5,45,0.8,0.2
5,0.9,"BCC",-2.5957440942634,3.30958581118379,0.13473857430446,"Converged",FALSE,26,26,23,25,0.8,0.2
5,0.9,"RESID",-2.39588729894593,2.87522656586646,0.135586195959058,"Converged",FALSE,9,41,0,50,0.8,0.2
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,28,22,22,28,0.8,0.2
6,0.9,"SRS",-1.30822192457194,0.167354073622242,0.0802390626836933,"Converged",FALSE,3,69,4,24,0.8,0.2
6,0.9,"CC",-1.9280648688911,2.16639546707489,0.0805659064070166,"Converged",FALSE,3,47,2,48,0.8,0.2
6,0.9,"BCC",-1.81847209832731,1.70605146743783,0.0823309537374892,"Converged",FALSE,26,26,23,25,0.8,0.2
6,0.9,"RESID",-1.82250343109383,1.83605114082989,0.0832722654756883,"Converged",FALSE,2,48,3,47,0.8,0.2
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,38,12,23,27,0.8,0.2
7,0.9,"SRS",-2.5954989941837,4.3047185587446,0.0681834556228421,"Converged",FALSE,3,67,2,28,0.8,0.2
7,0.9,"CC",-2.19783109718611,3.13006908079974,0.0640279765400476,"Converged",FALSE,6,44,4,46,0.8,0.2
7,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,25,25,25,25,0.8,0.2
7,0.9,"RESID",-2.21998076173891,3.13981213617518,0.0667980731501509,"Converged",FALSE,30,20,0,50,0.8,0.2
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,44,6,31,19,0.8,0.2
8,0.9,"SRS",-2.07934777776957,1.79723035396363,0.149450542251808,"Converged",FALSE,5,64,3,28,0.8,0.2
8,0.9,"CC",-2.71466472624735,3.77344945103116,0.156697316525546,"Converged",FALSE,4,46,5,45,0.8,0.2
8,0.9,"BCC",-2.52030810138171,3.05824776080785,0.149795068190254,"Converged",FALSE,25,25,25,25,0.8,0.2
8,0.9,"RESID",-2.89062589713692,4.38150321404414,0.155659674198613,"Converged",FALSE,3,47,0,50,0.8,0.2
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,18,32,25,25,0.8,0.2
9,0.9,"SRS",-2.23533667809336,2.72483819576121,0.125729351755548,"Converged",FALSE,6,66,4,24,0.8,0.2
9,0.9,"CC",-2.28122025273414,2.68309037591022,0.124731256908128,"Converged",FALSE,3,47,3,47,0.8,0.2
9,0.9,"BCC",-2.98974257101308,4.67605473112997,0.130230500614808,"Converged",FALSE,25,25,25,25,0.8,0.2
9,0.9,"RESID",-2.21111544106895,2.71103261434515,0.124502371744207,"Converged",FALSE,8,42,1,49,0.8,0.2
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,26,24,0.8,0.2
10,0.9,"SRS",-1.37514030674811,0.0779097694202588,0.122693025892945,"Converged",FALSE,8,62,2,28,0.8,0.2
10,0.9,"CC",-1.05701656569321,-0.92832978934989,0.122105054410877,"Converged",FALSE,4,46,2,48,0.8,0.2
