"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-0.570147213333615,-2.16364554010794,0.0926803345733482,"Converged",FALSE,41,7,33,19,"MLE",0.5,0.5
1,0.25,-2.40897810198908,3.47959333317335,0.0959597846378731,"Converged",FALSE,19,22,17,42,"MLE",0.5,0.5
1,0.5,-1.31401065401826,0.303875584275524,0.0917364206901531,"Converged",FALSE,13,40,14,33,"MLE",0.5,0.5
1,0.75,-1.01660966399492,-0.658484203083274,0.0918893595512238,"Converged",FALSE,10,34,11,45,"MLE",0.5,0.5
1,0.9,-1.21297497926101,-0.0141755869095635,0.0917022482898626,"Converged",FALSE,4,39,4,53,"MLE",0.5,0.5
2,0.1,-2.36686215240873,1.7785011993465,0.159876205480737,"Converged",FALSE,41,6,48,5,"MLE",0.5,0.5
2,0.25,-2.47496921246492,2.12135324603834,0.159069331653506,"Converged",FALSE,40,6,46,8,"MLE",0.5,0.5
2,0.5,-2.73441873043717,2.83632613372093,0.160914396749744,"Converged",FALSE,32,12,44,12,"MLE",0.5,0.5
2,0.75,-3.32610816316444,4.82660723416286,0.167938840443256,"Converged",FALSE,39,13,32,16,"MLE",0.5,0.5
2,0.9,-2.28940532056597,1.56929922320525,0.157377629854151,"Converged",FALSE,27,19,35,19,"MLE",0.5,0.5
3,0.1,NA,NA,NA,"MAX_ITER reached",FALSE,40,7,49,4,"MLE",0.5,0.5
3,0.25,-1.31150289186466,0.521654822151237,0.0820116703699056,"Converged",FALSE,16,31,17,36,"MLE",0.5,0.5
3,0.5,-1.25594487823311,0.331905658192891,0.0821503504897957,"Converged",FALSE,14,32,13,41,"MLE",0.5,0.5
3,0.75,-1.0755943516185,-0.243083279785622,0.0823029850428645,"Converged",FALSE,30,19,35,16,"MLE",0.5,0.5
3,0.9,-0.962367130660735,-0.656086560919773,0.0823463128345862,"Converged",FALSE,26,20,32,22,"MLE",0.5,0.5
4,0.1,-1.69721606802642,1.82754593288392,0.0953794353116405,"Converged",FALSE,22,20,51,7,"MLE",0.5,0.5
4,0.25,-1.17295413888119,0.160280491943406,0.0944103791426565,"Converged",FALSE,14,34,25,27,"MLE",0.5,0.5
4,0.5,-1.83807365320395,2.28549970421648,0.096261694017435,"Converged",FALSE,13,40,13,34,"MLE",0.5,0.5
4,0.75,-3.04488766526364,5.82326204172811,0.106096701730839,"Converged",FALSE,11,39,15,35,"MLE",0.5,0.5
