"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.98928527155502,1.72050213654565,0.117341429791667,"Converged",FALSE,45,4,30,21,"MLE",0.99,0.01
1,0.25,-1.88668358701444,1.43003774052954,0.116581755340626,"Converged",FALSE,48,8,34,10,"MLE",0.99,0.01
1,0.5,-1.98850306339969,1.68969739713912,0.117266179125252,"Converged",FALSE,16,30,14,40,"MLE",0.99,0.01
1,0.75,-2.20428460989837,2.27011296372366,0.118502503385352,"Converged",FALSE,27,20,13,40,"MLE",0.99,0.01
1,0.9,-2.0378982629293,1.79397495216348,0.117514051937509,"Converged",FALSE,32,16,12,40,"MLE",0.99,0.01
2,0.1,-1.47862487102533,1.53936727275943,0.0711212418736026,"Converged",FALSE,45,3,33,19,"MLE",0.99,0.01
2,0.25,-1.65290961199271,2.24341871948857,0.0713810322706876,"Converged",FALSE,21,23,20,36,"MLE",0.99,0.01
2,0.5,-1.45681528390731,1.45508463080395,0.0719110185656123,"Converged",FALSE,17,27,17,39,"MLE",0.99,0.01
2,0.75,NA,NA,NA,"MAX_ITER reached",FALSE,51,12,13,24,"MLE",0.99,0.01
2,0.9,NA,NA,NA,"MAX_ITER reached",FALSE,53,12,13,22,"MLE",0.99,0.01
3,0.1,-2.06665337858257,2.41334831300422,0.103754713187978,"Converged",FALSE,40,5,41,14,"MLE",0.99,0.01
3,0.25,-1.93198166720224,1.86489807996861,0.103277681622941,"Converged",FALSE,36,6,32,26,"MLE",0.99,0.01
3,0.5,-2.32152838113081,3.16886730831172,0.104588402103133,"Converged",FALSE,17,18,17,48,"MLE",0.99,0.01
3,0.75,-2.07830621437837,2.22767162532573,0.104563426780638,"Converged",FALSE,39,12,13,36,"MLE",0.99,0.01
3,0.9,-1.99632013626489,2.21872999986146,0.104185536403794,"Converged",FALSE,27,18,10,45,"MLE",0.99,0.01
4,0.1,-1.15738297059706,-0.104153702845062,0.0966520810371631,"Converged",FALSE,21,30,30,19,"MLE",0.99,0.01
4,0.25,-1.06492594966853,-0.405133004476762,0.0963943169827788,"Converged",FALSE,20,43,23,14,"MLE",0.99,0.01
4,0.5,-1.23334338685499,0.127296505289118,0.0971862675436355,"Converged",FALSE,26,24,40,10,"MLE",0.99,0.01
4,0.75,NA,NA,NA,"B-spline error",FALSE,35,12,41,12,"MLE",0.99,0.01
