"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-2.16997320398802,1.63928893070877,0.13796523321421,"Converged",FALSE,20,30,20,30,"MLE",0.5,0.5
1,0.25,-2.1662680774163,1.72019833683912,0.137460465633813,"Converged",FALSE,34,13,48,5,"MLE",0.5,0.5
1,0.5,-3.6710781213418,6.5166561114754,0.149979083214179,"Converged",FALSE,16,27,45,12,"MLE",0.5,0.5
1,0.75,-1.19228706731929,-1.52087875194306,0.137500293259563,"Converged",FALSE,25,21,37,17,"MLE",0.5,0.5
1,0.9,-2.00022666493486,1.16164879534175,0.136503519002491,"Converged",FALSE,5,45,5,45,"MLE",0.5,0.5
2,0.1,-1.47795525273301,0.81952363110408,0.101855195191599,"Converged",FALSE,40,5,49,6,"MLE",0.5,0.5
2,0.25,-2.13351365186522,2.800413209693,0.104451013082142,"Converged",FALSE,26,20,45,9,"MLE",0.5,0.5
2,0.5,-1.94066397784245,2.12093367207795,0.103848887956382,"Converged",FALSE,13,39,16,32,"MLE",0.5,0.5
2,0.75,-0.741629871204611,-1.50161917486976,0.102896474835794,"Converged",FALSE,8,40,8,44,"MLE",0.5,0.5
2,0.9,-0.962813841518462,-0.811954189957781,0.101696847233184,"Converged",FALSE,7,42,8,43,"MLE",0.5,0.5
3,0.1,-0.403473634388519,-2.00818401614542,0.0841407769841088,"Converged",FALSE,20,29,44,7,"MLE",0.5,0.5
3,0.25,-0.466810990639594,-1.70540097742975,0.0847122768959096,"Converged",FALSE,19,46,19,16,"MLE",0.5,0.5
3,0.5,-0.459030393807081,-1.89557853759619,0.0849545902018185,"Converged",FALSE,32,12,44,12,"MLE",0.5,0.5
3,0.75,-0.444214075248505,-1.94250008139,0.0847823620629461,"Converged",FALSE,32,15,39,14,"MLE",0.5,0.5
3,0.9,0.0826554861670826,-3.61459916718672,0.0853946689555753,"Converged",FALSE,32,17,34,17,"MLE",0.5,0.5
4,0.1,-1.04005923670623,-0.918934532491327,0.106678697424883,"Converged",FALSE,18,28,18,36,"MLE",0.5,0.5
4,0.25,-0.422603664419732,-2.98173374925073,0.109580004298146,"Converged",FALSE,41,8,45,6,"MLE",0.5,0.5
4,0.5,-0.389594249312928,-3.10497151573937,0.110325433601017,"Converged",FALSE,35,12,26,27,"MLE",0.5,0.5
4,0.75,-0.182832211920333,-3.79649374917711,0.113395847053582,"Converged",FALSE,32,14,40,14,"MLE",0.5,0.5
