"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.74267785604649,1.42128408152042,0.098861971072772,"Converged",FALSE,6,66,0,28,0.5,0.5
1,0.9,"CC",-2.09720676331385,2.44546591815598,0.100305370679224,"Converged",FALSE,2,48,4,46,0.5,0.5
1,0.9,"BCC",-1.64638812847771,1.14764241758597,0.098860364797061,"Converged",FALSE,29,29,14,28,0.5,0.5
1,0.9,"RESID",-2.06803866602903,2.44686814991784,0.0988923109162707,"Converged",FALSE,1,49,6,44,0.5,0.5
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,14,36,0.5,0.5
2,0.9,"SRS",-2.74976460629256,4.44629383783968,0.084899328614765,"Converged",FALSE,8,65,1,26,0.5,0.5
2,0.9,"CC",-0.96758312698688,-1.09154349597635,0.0819663358190335,"Converged",FALSE,8,42,4,46,0.5,0.5
2,0.9,"BCC",-2.62393100359463,4.01373645862332,0.0870586803460723,"Converged",FALSE,28,28,16,28,0.5,0.5
2,0.9,"RESID",-2.29870174332664,3.10337188414054,0.0837996589739675,"Converged",FALSE,2,48,3,47,0.5,0.5
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,16,34,0.5,0.5
3,0.9,"SRS",-2.68693737704863,3.9917001625102,0.117550379992143,"Converged",FALSE,9,59,1,31,0.5,0.5
3,0.9,"CC",-1.78178366807311,1.32779144408268,0.113274994770792,"Converged",FALSE,6,44,6,44,0.5,0.5
3,0.9,"BCC",-0.721662866148051,-1.86972875778433,0.113475746750273,"Converged",FALSE,25,25,25,25,0.5,0.5
3,0.9,"RESID",-2.29244499880221,2.78368927618926,0.112866691447119,"Converged",FALSE,6,44,4,46,0.5,0.5
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,24,26,0.5,0.5
4,0.9,"SRS",-1.76212969922738,0.912272956061066,0.124146066964218,"Converged",FALSE,6,71,0,23,0.5,0.5
4,0.9,"CC",-2.78732496402536,4.02753612678248,0.13126471132579,"Converged",FALSE,6,44,7,43,0.5,0.5
4,0.9,"BCC",-2.23572155734229,2.41839931368367,0.123957279733784,"Converged",FALSE,25,25,25,25,0.5,0.5
4,0.9,"RESID",-2.46019588502907,2.79942621642967,0.125411493318361,"Converged",FALSE,11,39,0,50,0.5,0.5
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,28,22,31,19,0.5,0.5
5,0.9,"SRS",-2.11881421497858,1.91356787074405,0.127516163322664,"Converged",FALSE,5,68,2,25,0.5,0.5
5,0.9,"CC",-1.513826639116,0.0880835947823324,0.125691735248197,"Converged",FALSE,3,47,4,46,0.5,0.5
5,0.9,"BCC",-1.38771398867678,-0.311008625251864,0.126199337822989,"Converged",FALSE,28,27,18,27,0.5,0.5
5,0.9,"RESID",-1.9974056126607,1.59295321473875,0.125996798342218,"Converged",FALSE,6,44,3,47,0.5,0.5
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,17,33,0.5,0.5
6,0.9,"SRS",-2.5862410495213,3.7483849479948,0.105573909800563,"Converged",FALSE,6,64,2,28,0.5,0.5
6,0.9,"CC",-3.26269210028186,5.95261116989452,0.110134102405158,"Converged",FALSE,3,47,5,45,0.5,0.5
6,0.9,"BCC",-2.91602898599045,4.77266872473286,0.105287079223578,"Converged",FALSE,25,25,25,25,0.5,0.5
6,0.9,"RESID",-2.89703806778995,4.67201998771396,0.10522937665696,"Converged",FALSE,4,46,0,50,0.5,0.5
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,28,22,0.5,0.5
7,0.9,"SRS",-1.07522349300972,-0.576581318726933,0.086432805465587,"Converged",FALSE,7,68,2,23,0.5,0.5
7,0.9,"CC",-1.36978844699735,0.347519799804078,0.0851908605514546,"Converged",FALSE,3,47,1,49,0.5,0.5
7,0.9,"BCC",-2.30509767895317,3.37488549751993,0.0904593819894289,"Converged",FALSE,26,26,22,26,0.5,0.5
7,0.9,"RESID",-1.54157177890516,0.908430437986075,0.0856844812200973,"Converged",FALSE,1,49,7,43,0.5,0.5
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,22,28,0.5,0.5
8,0.9,"SRS",-2.25799739235635,2.48655315739628,0.133461123309491,"Converged",FALSE,3,64,3,30,0.5,0.5
8,0.9,"CC",-1.73522237587437,0.90890902178897,0.130090602820415,"Converged",FALSE,2,48,3,47,0.5,0.5
8,0.9,"BCC",-2.68016846763225,3.98054443690101,0.135145490721424,"Converged",FALSE,25,25,25,25,0.5,0.5
8,0.9,"RESID",-2.00413029041701,1.80219591664266,0.131096356853755,"Converged",FALSE,1,49,2,48,0.5,0.5
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,29,21,0.5,0.5
9,0.9,"SRS",-1.95298153442112,2.27669744859569,0.0842724286148106,"Converged",FALSE,4,68,2,26,0.5,0.5
9,0.9,"CC",-2.40634250103268,3.6291663033648,0.0902275603660368,"Converged",FALSE,2,48,5,45,0.5,0.5
9,0.9,"BCC",-1.20793374969338,-0.120056402989135,0.0844686339394648,"Converged",FALSE,28,27,18,27,0.5,0.5
9,0.9,"RESID",-0.019330632892647,-3.92521806990886,0.0893464988162376,"Converged",FALSE,0,50,10,40,0.5,0.5
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,18,32,0.5,0.5
10,0.9,"SRS",-1.32985046184964,-0.00398929457756649,0.114512691119338,"Converged",FALSE,2,63,2,33,0.5,0.5
10,0.9,"CC",-1.16339676971032,-0.523961617157918,0.114513206167591,"Converged",FALSE,0,50,3,47,0.5,0.5
10,0.9,"BCC",-1.67641025433365,1.16791299205717,0.114633950801789,"Converged",FALSE,25,25,25,25,0.5,0.5
10,0.9,"RESID",-1.89757140705687,1.8474051157385,0.11510545604919,"Converged",FALSE,2,48,7,43,0.5,0.5
10,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,19,31,27,23,0.5,0.5
11,0.9,"SRS",-2.28588022955126,3.46483442527513,0.0540246275243818,"Converged",FALSE,8,70,0,22,0.5,0.5
11,0.9,"CC",-1.79456933110858,2.28305729501282,0.055694143340121,"Converged",FALSE,5,45,4,46,0.5,0.5
11,0.9,"BCC",-3.17796822266414,6.1528922663381,0.0643480370296778,"Converged",FALSE,27,27,19,27,0.5,0.5
11,0.9,"RESID",-1.74713523321862,2.0772699207301,0.0557896205156797,"Converged",FALSE,8,42,1,49,0.5,0.5
11,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,40,10,19,31,0.5,0.5
12,0.9,"SRS",-1.99023586300254,1.6649609067906,0.1066721325639,"Converged",FALSE,3,73,1,23,0.5,0.5
12,0.9,"CC",-1.68601309960883,0.711829098327843,0.10584225305164,"Converged",FALSE,5,45,4,46,0.5,0.5
12,0.9,"BCC",-2.09594267700772,1.8961488129016,0.104152177033945,"Converged",FALSE,25,25,25,25,0.5,0.5
12,0.9,"RESID",-3.16375777715883,5.08187389538949,0.113408620130819,"Converged",FALSE,5,45,4,46,0.5,0.5
12,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,26,24,0.5,0.5
13,0.9,"SRS",-1.60282285425179,1.64211028045871,0.0426614951571313,"Converged",FALSE,6,56,4,34,0.5,0.5
13,0.9,"CC",-1.63024713338937,1.77082238877857,0.0423841429025715,"Converged",FALSE,6,44,5,45,0.5,0.5
13,0.9,"BCC",-0.449961543286812,-2.11322947677721,0.0443262044436764,"Converged",FALSE,25,25,25,25,0.5,0.5
13,0.9,"RESID",-2.28592538890736,3.79462130492468,0.0398452165339178,"Converged",FALSE,11,39,0,50,0.5,0.5
13,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,38,12,29,21,0.5,0.5
14,0.9,"SRS",-2.5384563400189,4.00445964669283,0.104901887789252,"Converged",FALSE,8,57,5,30,0.5,0.5
14,0.9,"CC",-2.62311995371485,4.08731564204919,0.104450751193531,"Converged",FALSE,9,41,4,46,0.5,0.5
14,0.9,"BCC",-1.89054185071961,1.83150692683432,0.104681449845044,"Converged",FALSE,25,25,25,25,0.5,0.5
14,0.9,"RESID",-1.01848257653628,-0.925880359471906,0.10342934513739,"Converged",FALSE,6,44,7,43,0.5,0.5
14,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,24,26,0.5,0.5
15,0.9,"SRS",-2.07715113363346,1.41996400793038,0.159358448308543,"Converged",FALSE,6,71,0,23,0.5,0.5
