"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.99121102318911,2.12278240968993,0.119289712701152,"Converged",FALSE,5,61,4,30,0.95,0.05
1,0.9,"CC",-2.12038301129422,2.70629679068264,0.121975851002343,"Converged",FALSE,4,46,3,47,0.95,0.05
1,0.9,"BCC",-1.9804921988806,2.17932836742152,0.11899155236499,"Converged",FALSE,25,25,25,25,0.95,0.05
1,0.9,"RESID",-1.9604874634386,2.12846687238678,0.118857009093432,"Converged",FALSE,20,30,0,50,0.95,0.05
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,28,22,25,25,0.95,0.05
2,0.9,"SRS",-1.73110679936141,0.961149399977807,0.118884340330191,"Converged",FALSE,5,65,2,28,0.95,0.05
2,0.9,"CC",-1.7877549529115,1.17418895125614,0.118836218063284,"Converged",FALSE,3,47,1,49,0.95,0.05
2,0.9,"BCC",-1.60140900469813,0.606380573717356,0.118269927630453,"Converged",FALSE,26,25,24,25,0.95,0.05
2,0.9,"RESID",-1.85910611221042,1.43271383046091,0.119267472399566,"Converged",FALSE,5,45,2,48,0.95,0.05
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,23,27,0.95,0.05
3,0.9,"SRS",-1.28396129452011,0.16902074874803,0.0857339613047681,"Converged",FALSE,5,66,1,28,0.95,0.05
3,0.9,"CC",-1.49387527634746,0.866795365595437,0.0856742998952924,"Converged",FALSE,6,44,5,45,0.95,0.05
3,0.9,"BCC",-1.35976797976077,0.43879155273063,0.0854356692536259,"Converged",FALSE,27,26,21,26,0.95,0.05
3,0.9,"RESID",-1.31678295171964,0.283844692633631,0.0858303093329722,"Converged",FALSE,10,40,2,48,0.95,0.05
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,21,29,0.95,0.05
4,0.9,"SRS",-2.2487885129757,1.70541637692288,0.164240653110072,"Converged",FALSE,7,67,2,24,0.95,0.05
4,0.9,"CC",-2.44241665967316,2.37461839289023,0.164131802185627,"Converged",FALSE,4,46,1,49,0.95,0.05
