"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.22923106035509,-0.7216563386499,0.115973711954113,"Converged",FALSE,5,66,0,29,0.8,0.2
1,0.9,"CC",-1.58639449926571,0.445238176792328,0.116417045078883,"Converged",FALSE,2,48,4,46,0.8,0.2
1,0.9,"BCC",-1.60656134244134,0.489765252938565,0.116639475522924,"Converged",FALSE,28,28,17,27,0.8,0.2
1,0.9,"RESID",-1.78291881208014,1.0828134211026,0.117720909838233,"Converged",FALSE,1,49,2,48,0.8,0.2
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,16,34,0.8,0.2
2,0.9,"SRS",-1.92614671144012,1.67912757959141,0.130471378442446,"Converged",FALSE,6,63,3,28,0.8,0.2
2,0.9,"CC",-2.28972908055592,2.70083422738212,0.129847325965261,"Converged",FALSE,5,45,9,41,0.8,0.2
2,0.9,"BCC",-2.0718951008039,1.94263116243884,0.129409133598602,"Converged",FALSE,26,25,24,25,0.8,0.2
2,0.9,"RESID",-2.13751152621154,2.19760906719012,0.128372669484776,"Converged",FALSE,14,36,0,50,0.8,0.2
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,24,26,0.8,0.2
3,0.9,"SRS",-1.97538677433023,2.38456905178539,0.0853109200235837,"Converged",FALSE,3,70,7,20,0.8,0.2
3,0.9,"CC",-1.88422060945858,2.04177628249069,0.0845217103971489,"Converged",FALSE,4,46,5,45,0.8,0.2
3,0.9,"BCC",-2.17177728502406,2.94597217445198,0.0856443739890869,"Converged",FALSE,25,25,25,25,0.8,0.2
3,0.9,"RESID",-2.23931682620491,2.96235825760377,0.0891514388768048,"Converged",FALSE,18,32,0,50,0.8,0.2
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,28,22,0.8,0.2
4,0.9,"SRS",-1.93255057138236,2.12328861127182,0.0990502452330192,"Converged",FALSE,4,62,3,31,0.8,0.2
4,0.9,"CC",-2.87939486121008,5.02415986415065,0.105941459307785,"Converged",FALSE,3,47,5,45,0.8,0.2
4,0.9,"BCC",-2.23234678984123,2.85393754792555,0.099970144738302,"Converged",FALSE,25,25,25,25,0.8,0.2
4,0.9,"RESID",-2.60092176397167,4.13398734862514,0.0967127160309613,"Converged",FALSE,17,33,0,50,0.8,0.2
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,28,22,0.8,0.2
5,0.9,"SRS",-2.28695235342843,2.7766700048354,0.103562743715473,"Converged",FALSE,6,69,5,20,0.8,0.2
5,0.9,"CC",-2.02964345334738,2.0471085528767,0.104318161074866,"Converged",FALSE,3,47,4,46,0.8,0.2
5,0.9,"BCC",-1.75377644296027,1.06339078113375,0.104579612234622,"Converged",FALSE,26,26,22,26,0.8,0.2
5,0.9,"RESID",-1.75525808379143,1.12045929796007,0.104236419791596,"Converged",FALSE,8,42,4,46,0.8,0.2
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,22,28,0.8,0.2
6,0.9,"SRS",-1.5258727620088,1.01264896005821,0.0811917436102055,"Converged",FALSE,7,58,1,34,0.8,0.2
6,0.9,"CC",-1.9921051763241,2.34099676531973,0.0824624330884233,"Converged",FALSE,3,47,5,45,0.8,0.2
6,0.9,"BCC",-2.01506577542552,2.40074997822661,0.0822465267744979,"Converged",FALSE,26,26,23,25,0.8,0.2
6,0.9,"RESID",-0.742221323647067,-1.45060016242955,0.0818651995961156,"Converged",FALSE,8,42,0,50,0.8,0.2
