"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.84494595688192,1.27470814057095,0.116740280096279,"Converged",FALSE,6,65,3,26,0.5,0.5
1,0.9,"CC",-1.96835147328552,1.66753009096954,0.119170052014916,"Converged",FALSE,3,47,4,46,0.5,0.5
1,0.9,"BCC",-2.38108353120604,3.07152990942514,0.121726928856682,"Converged",FALSE,25,25,25,25,0.5,0.5
1,0.9,"RESID",-2.52966142571271,3.73529857412676,0.118975861653361,"Converged",FALSE,8,42,2,48,0.5,0.5
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,22,28,0.5,0.5
2,0.9,"SRS",-1.68412361802236,0.932398069297291,0.11510820108704,"Converged",FALSE,4,65,6,25,0.5,0.5
2,0.9,"CC",-1.62049517361129,0.695494252713376,0.115267017764891,"Converged",FALSE,5,45,2,48,0.5,0.5
2,0.9,"BCC",-1.26311969577932,-0.432130205050873,0.114646959886848,"Converged",FALSE,25,25,25,25,0.5,0.5
2,0.9,"RESID",-0.717323325907337,-2.16657604935826,0.114088958775492,"Converged",FALSE,16,34,0,50,0.5,0.5
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,31,19,0.5,0.5
3,0.9,"SRS",-1.07889503140979,-1.23237220948062,0.117112718228294,"Converged",FALSE,4,66,3,27,0.5,0.5
3,0.9,"CC",-2.32787596306792,3.15222180895036,0.119036309488901,"Converged",FALSE,1,49,4,46,0.5,0.5
3,0.9,"BCC",-2.1397916754185,2.24700567535497,0.117524100315197,"Converged",FALSE,26,25,24,25,0.5,0.5
3,0.9,"RESID",-1.00965297267926,-1.44381419650778,0.117298460547162,"Converged",FALSE,1,49,8,42,0.5,0.5
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,39,11,23,27,0.5,0.5
4,0.9,"SRS",-1.21248622317512,-0.45825984469518,0.11257412871562,"Converged",FALSE,9,63,4,24,0.5,0.5
4,0.9,"CC",-1.87489861156492,1.74497982586264,0.112797129875689,"Converged",FALSE,3,47,7,43,0.5,0.5
4,0.9,"BCC",-2.70571228215628,4.20991942967482,0.114479783398741,"Converged",FALSE,26,26,22,26,0.5,0.5
4,0.9,"RESID",-2.10648737760463,2.40834440758184,0.113515539784478,"Converged",FALSE,4,46,2,48,0.5,0.5
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,20,30,0.5,0.5
5,0.9,"SRS",-1.0716481352206,-0.615008989075902,0.073903683605659,"Converged",FALSE,7,66,4,23,0.5,0.5
5,0.9,"CC",-2.42091252766163,3.5367799034028,0.075262356642641,"Converged",FALSE,3,47,2,48,0.5,0.5
5,0.9,"BCC",-3.06448459223124,5.82825869324875,0.0871065343329642,"Converged",FALSE,26,26,23,25,0.5,0.5
5,0.9,"RESID",-2.38888783223409,3.42331300900503,0.0727242825077866,"Converged",FALSE,12,38,2,48,0.5,0.5
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,23,27,0.5,0.5
6,0.9,"SRS",-1.79665741935063,1.68792502041989,0.0878839276672129,"Converged",FALSE,4,65,4,27,0.5,0.5
6,0.9,"CC",-1.57560888554528,0.967809679565951,0.0866974017367704,"Converged",FALSE,6,44,5,45,0.5,0.5
6,0.9,"BCC",-2.39213268968121,3.60595412532438,0.0890935667031759,"Converged",FALSE,25,25,25,25,0.5,0.5
6,0.9,"RESID",-0.795359463794881,-1.49770536079136,0.0870700258722768,"Converged",FALSE,1,49,6,44,0.5,0.5
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,32,18,22,28,0.5,0.5
7,0.9,"SRS",-1.25307352880325,-0.475446042025047,0.118953325377481,"Converged",FALSE,9,60,2,29,0.5,0.5
7,0.9,"CC",-2.36131288082442,2.99057528708224,0.123908219405831,"Converged",FALSE,5,45,5,45,0.5,0.5
7,0.9,"BCC",-0.601696627321959,-2.47515688679243,0.119530778200946,"Converged",FALSE,25,25,25,25,0.5,0.5
7,0.9,"RESID",-0.787655246606416,-1.96427899013813,0.121182153384934,"Converged",FALSE,0,50,13,37,0.5,0.5
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,28,22,0.5,0.5
8,0.9,"SRS",-2.08645938747238,1.88958241778975,0.133309331352137,"Converged",FALSE,5,65,3,27,0.5,0.5
8,0.9,"CC",-1.71015093806903,0.741300917305329,0.131161720148638,"Converged",FALSE,1,49,3,47,0.5,0.5
8,0.9,"BCC",-1.03369292264987,-1.28595067953445,0.130086501897519,"Converged",FALSE,25,25,25,25,0.5,0.5
8,0.9,"RESID",-2.28834625543127,2.57193228696104,0.136240214712155,"Converged",FALSE,3,47,6,44,0.5,0.5
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,25,25,0.5,0.5
9,0.9,"SRS",-1.96207085830421,3.0457836758568,0.0687847285479395,"Converged",FALSE,6,55,4,35,0.5,0.5
9,0.9,"CC",-1.59250953486396,1.7715303902711,0.0680294872723079,"Converged",FALSE,1,49,7,43,0.5,0.5
9,0.9,"BCC",-0.785472586649843,-0.709556875135361,0.0662277835948871,"Converged",FALSE,25,25,25,25,0.5,0.5
9,0.9,"RESID",-0.799557991412505,-0.747438420411823,0.0665024063655145,"Converged",FALSE,4,46,1,49,0.5,0.5
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,26,24,0.5,0.5
10,0.9,"SRS",-1.89453011118048,1.93787382780639,0.0950759197031588,"Converged",FALSE,7,66,3,24,0.5,0.5
10,0.9,"CC",-2.3996135029225,3.77956709804272,0.0945761792651797,"Converged",FALSE,3,47,3,47,0.5,0.5
10,0.9,"BCC",-1.68485872482462,1.41172100355653,0.0949750428965817,"Converged",FALSE,26,25,24,25,0.5,0.5
10,0.9,"RESID",-1.95318839198201,2.06802612795919,0.0934993950277533,"Converged",FALSE,9,41,1,49,0.5,0.5
10,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,24,26,0.5,0.5
11,0.9,"SRS",-1.42854850323277,0.306453821572474,0.0956926625767923,"Converged",FALSE,5,61,1,33,0.5,0.5
11,0.9,"CC",-3.08816391095128,5.50448592998263,0.104405453298949,"Converged",FALSE,3,47,8,42,0.5,0.5
11,0.9,"BCC",-2.56499408229261,3.92095744824551,0.101170020810923,"Converged",FALSE,25,25,25,25,0.5,0.5
11,0.9,"RESID",-2.55805897384435,3.68058261317907,0.100730902736578,"Converged",FALSE,5,45,3,47,0.5,0.5
11,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,25,25,0.5,0.5
12,0.9,"SRS",-1.25856596232838,1.02359187394232,0.0520938181182622,"Converged",FALSE,8,62,1,29,0.5,0.5
12,0.9,"CC",-1.80492261174391,2.72450254600913,0.0528182048399733,"Converged",FALSE,3,47,2,48,0.5,0.5
12,0.9,"BCC",-1.86497812973024,2.95899745524266,0.0542268061944008,"Converged",FALSE,27,26,21,26,0.5,0.5
12,0.9,"RESID",-1.67207005575742,2.31258444980462,0.0537699647534724,"Converged",FALSE,4,46,3,47,0.5,0.5
12,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,40,10,21,29,0.5,0.5
13,0.9,"SRS",-1.85148874245168,1.98261273562901,0.0685680316099111,"Converged",FALSE,1,71,3,25,0.5,0.5
13,0.9,"CC",-1.16512729713317,-0.235069148639615,0.0687711533122569,"Converged",FALSE,2,48,6,44,0.5,0.5
13,0.9,"BCC",-3.06383928938702,5.60580927123581,0.0820461469199585,"Converged",FALSE,25,25,25,25,0.5,0.5
13,0.9,"RESID",0.21644622277946,-4.76017602270292,0.0723211637595715,"Converged",FALSE,28,22,0,50,0.5,0.5
13,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,39,11,37,13,0.5,0.5
14,0.9,"SRS",-2.58673051420192,3.37908307347184,0.129798517641417,"Converged",FALSE,9,67,1,23,0.5,0.5
14,0.9,"CC",-2.07386539600402,1.88283538636209,0.125746627740253,"Converged",FALSE,3,47,1,49,0.5,0.5
14,0.9,"BCC",-1.39785002339444,-0.135850612937289,0.12348051240417,"Converged",FALSE,26,25,24,25,0.5,0.5
14,0.9,"RESID",-1.71167108479227,0.84544421414507,0.123908518618483,"Converged",FALSE,2,48,8,42,0.5,0.5
14,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,24,26,23,27,0.5,0.5
15,0.9,"SRS",-3.07607224966944,5.06744628286184,0.0921079368789141,"Converged",FALSE,8,66,0,26,0.5,0.5
15,0.9,"CC",-2.76591213937942,4.65100523780071,0.0918813540395738,"Converged",FALSE,3,47,3,47,0.5,0.5
15,0.9,"BCC",-2.32736652729776,3.17962120899685,0.0912996422764641,"Converged",FALSE,27,26,21,26,0.5,0.5
15,0.9,"RESID",-2.34354498380725,3.34719167052654,0.0900700511866832,"Converged",FALSE,1,49,10,40,0.5,0.5
15,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,38,12,21,29,0.5,0.5
16,0.9,"SRS",-0.762219890360244,-0.654207103605752,0.0402542772327627,"Converged",FALSE,4,72,1,23,0.5,0.5
16,0.9,"CC",-2.05631392241346,3.36552830176472,0.0439691914797574,"Converged",FALSE,3,47,2,48,0.5,0.5
16,0.9,"BCC",-2.21128261569661,4.3727958820708,0.0423744420477122,"Converged",FALSE,26,26,23,25,0.5,0.5
16,0.9,"RESID",-2.72034384849316,5.62299132760667,0.042715879919749,"Converged",FALSE,12,38,0,50,0.5,0.5
16,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,23,27,0.5,0.5
17,0.9,"SRS",-2.15399890828739,1.92186351174338,0.162486914174498,"Converged",FALSE,6,67,2,25,0.5,0.5
17,0.9,"CC",-1.55836799929651,0.160893774204374,0.160981195993715,"Converged",FALSE,1,49,4,46,0.5,0.5
17,0.9,"BCC",-2.64636782901637,3.56806157306261,0.16587879435918,"Converged",FALSE,26,26,23,25,0.5,0.5
17,0.9,"RESID",-2.13335432173204,1.98588595003938,0.163126479832426,"Converged",FALSE,5,45,6,44,0.5,0.5
17,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,21,29,0.5,0.5
18,0.9,"SRS",-3.31325547190618,5.66859027167796,0.16089186211014,"Converged",FALSE,4,54,3,39,0.5,0.5
18,0.9,"CC",-2.08689543997962,1.92887413856657,0.153263017851943,"Converged",FALSE,3,47,1,49,0.5,0.5
18,0.9,"BCC",-1.62624987447238,0.317331418041393,0.150651110069438,"Converged",FALSE,27,26,21,26,0.5,0.5
18,0.9,"RESID",-1.16060943204226,-1.16043696685562,0.150347442040306,"Converged",FALSE,5,45,1,49,0.5,0.5
18,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,21,29,0.5,0.5
19,0.9,"SRS",-2.25894872846206,2.35665567108388,0.0964733669912063,"Converged",FALSE,3,74,1,22,0.5,0.5
19,0.9,"CC",-1.51756850515301,0.301327871995039,0.0918304553619186,"Converged",FALSE,6,44,4,46,0.5,0.5
19,0.9,"BCC",-0.750738735586601,-1.93742976869369,0.0921081459383269,"Converged",FALSE,26,26,22,26,0.5,0.5
19,0.9,"RESID",-2.69686838724182,3.98908471999534,0.0949024184432115,"Converged",FALSE,2,48,2,48,0.5,0.5
19,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,22,28,0.5,0.5
20,0.9,"SRS",-1.04494589787299,-1.54976277569292,0.143276178784814,"Converged",FALSE,6,74,3,17,0.5,0.5
20,0.9,"CC",-3.15215173109578,5.05497357847302,0.156225427215344,"Converged",FALSE,5,45,3,47,0.5,0.5
