"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","tpr","fpr"
218,-2.20573080318876,2.8641398128088,-0.09484791338349,"Converged",0.99,0.01
219,-1.77989035129984,1.52693646577162,-0.115525728679912,"Converged",0.99,0.01
220,-2.10384187673513,0.529972249103716,0.0111444219558652,"Converged",0.99,0.01
221,-1.98723903304651,2.70347115303299,-0.15496094727248,"Converged",0.99,0.01
222,-1.91851353426067,0.718514871860697,-0.0247415788666535,"Converged",0.99,0.01
223,-1.89915570297034,1.55829381256424,-0.0736964012185509,"Converged",0.99,0.01
224,-1.64978699468433,2.24311510684274,-0.159661323522125,"Converged",0.99,0.01
225,-1.78404203797306,1.89177642359109,-0.130732628651405,"Converged",0.99,0.01
226,-3.00855866789824,4.42674564900314,-0.0454846883668251,"Converged",0.99,0.01
227,-2.43847409010056,2.39279531705635,-0.031177352534234,"Converged",0.99,0.01
228,-1.664542014615,0.774516178281713,-0.0904029526795656,"Converged",0.99,0.01
229,-1.46887196702263,1.74481732238622,-0.163640681387546,"Converged",0.99,0.01
230,-2.11448614740596,2.11528013642974,-0.0909389524806137,"Converged",0.99,0.01
231,-2.12533719481427,2.737055597873,-0.127784995487875,"Converged",0.99,0.01
232,-2.10775987481087,2.05801545114337,-0.0768533476168491,"Converged",0.99,0.01
233,-1.70890199282319,2.51652147504276,-0.162190099778348,"Converged",0.99,0.01
234,-2.9434140622035,3.7021031810266,-0.0387967693427109,"Converged",0.99,0.01
235,-1.66139262948398,2.28494130629656,-0.203316158385047,"Converged",0.99,0.01
236,-2.29822962774679,2.47199620323548,-0.0954881781416068,"Converged",0.99,0.01
237,-2.0397953448499,1.61725248436851,-0.0786758142908483,"Converged",0.99,0.01
238,-1.61554087946275,0.966906694605991,-0.115401956938051,"Converged",0.99,0.01
239,-1.69819263473893,1.70192464829422,-0.137543156367261,"Converged",0.99,0.01
240,-2.1977363011619,2.2044557622743,-0.0877121895438566,"Converged",0.99,0.01
241,-1.44303556579363,0.657413889552594,-0.123051316865055,"Converged",0.99,0.01
242,-2.25116542165877,2.38091130165534,-0.092534952356094,"Converged",0.99,0.01
243,NA,NA,NA,"B-spline error",0.99,0.01
244,-2.11573094469256,2.50865816100207,-0.130518350417891,"Converged",0.99,0.01
245,-1.7638203424071,1.63620526535701,-0.120026328896163,"Converged",0.99,0.01
246,-1.6232017959339,1.86364734321406,-0.183522050629709,"Converged",0.99,0.01
247,-2.81677186049238,4.32213970745117,-0.0958951479762592,"Converged",0.99,0.01
248,-2.3107370561708,2.24544025253348,-0.0617410701580248,"Converged",0.99,0.01
249,-1.92581495742157,2.38609064223936,-0.152877814081912,"Converged",0.99,0.01
250,-1.2687640470136,1.14666222755402,-0.190753394319877,"Converged",0.99,0.01
251,-1.3554194026544,0.671651483732195,-0.105379016116906,"Converged",0.99,0.01
252,-1.99507483340025,2.21973759753909,-0.112961432000592,"Converged",0.99,0.01
253,-2.28735700051158,2.17844411038548,-0.0584443976303226,"Converged",0.99,0.01
254,-1.83615458977796,1.09160037868005,-0.069620845477861,"Converged",0.99,0.01
255,-2.40566940694848,2.97709658909186,-0.108133375891549,"Converged",0.99,0.01
256,-1.74594392967664,1.81686031877339,-0.119080646794514,"Converged",0.99,0.01
257,-1.58955373689273,0.73463371899346,-0.107835321230025,"Converged",0.99,0.01
258,-2.19147495903525,2.83178745043783,-0.0871330383990126,"Converged",0.99,0.01
259,-2.77384581323531,3.07948990867593,-0.0351173474855428,"Converged",0.99,0.01
260,-1.42209718495463,0.180111002170752,-0.104926646388804,"Converged",0.99,0.01
261,-2.07771435089134,1.68201969454211,-0.075794906723713,"Converged",0.99,0.01
262,-1.95723274417292,1.32781245308307,-0.068224417911325,"Converged",0.99,0.01
263,-2.08562997837496,2.26724631332285,-0.0977216040313656,"Converged",0.99,0.01
264,-1.67887777068654,1.27827338648335,-0.0912824740587146,"Converged",0.99,0.01
265,-1.1873619477028,-0.102147967269827,-0.15540886172101,"Converged",0.99,0.01
266,-1.65687120092523,2.41206894486824,-0.185322728474634,"Converged",0.99,0.01
267,-1.76193945996502,1.35284032436027,-0.0956711454432946,"Converged",0.99,0.01
268,-1.4196182191866,0.526156443090653,-0.119278604792375,"Converged",0.99,0.01
269,-2.87721848938213,4.76140113902085,-0.08918010200692,"Converged",0.99,0.01
270,-1.93080690986287,2.23245139768314,-0.118169416815089,"Converged",0.99,0.01
271,-2.43668039218974,2.79889582952024,-0.0498236915524935,"Converged",0.99,0.01
272,-2.23807681808363,3.48964098765617,-0.125998825740239,"Converged",0.99,0.01
273,-1.83715817045158,0.907798464104526,-0.0907637908084958,"Converged",0.99,0.01
274,-1.96744964002495,2.22887566783817,-0.115902142763875,"Converged",0.99,0.01
275,-1.47609626723658,1.85036757897548,-0.197002712105517,"Converged",0.99,0.01
276,-2.35786558916263,2.81289164461614,-0.0680864817978812,"Converged",0.99,0.01
277,-2.15012343287942,2.98967754344515,-0.1352801231083,"Converged",0.99,0.01
278,-1.82889193466655,1.06064779181238,-0.0295215032929434,"Converged",0.99,0.01
279,-1.96262009439577,2.07985035219753,-0.118459999010352,"Converged",0.99,0.01
280,-1.75243128598132,1.19902819012644,-0.0895236015973392,"Converged",0.99,0.01
281,-2.01030062960973,2.52710824791133,-0.104463612002814,"Converged",0.99,0.01
282,NA,NA,NA,"B-spline error",0.99,0.01
283,-2.87213094757252,3.2821415766725,-0.0129957100888415,"Converged",0.99,0.01
284,-2.75748188616991,3.44795856108942,-0.0326700722984775,"Converged",0.99,0.01
285,-2.51287065476917,3.35935985331697,-0.0800333559402612,"Converged",0.99,0.01
286,-2.00750944737676,1.46063438585278,-0.0315587259486619,"Converged",0.99,0.01
287,-2.35770914953894,3.27531330406653,-0.0904808265229486,"Converged",0.99,0.01
288,-1.80547931712574,1.70016609751266,-0.11843965964306,"Converged",0.99,0.01
289,-1.93526225483838,1.92879256878907,-0.102331193022537,"Converged",0.99,0.01
290,-1.34940480335422,-0.263245835842596,-0.0813012209908965,"Converged",0.99,0.01
291,NA,NA,NA,"B-spline error",0.99,0.01
292,-1.69000360013187,0.585635407236972,-0.0990891942773599,"Converged",0.99,0.01
293,-2.05835066202839,2.80432324553921,-0.159531684451676,"Converged",0.99,0.01
294,-2.31219601890679,2.77311271338783,-0.0917889642398602,"Converged",0.99,0.01
295,-1.60474577261779,1.27871255916186,-0.138708093206032,"Converged",0.99,0.01
296,-2.4469079083231,4.23320349978703,-0.136088675651282,"Converged",0.99,0.01
297,-1.99232513989703,2.01039169239048,-0.156555552020986,"Converged",0.99,0.01
298,-1.32925208723071,0.522432019991085,-0.164910199506332,"Converged",0.99,0.01
299,-2.3709066783978,3.51228207557183,-0.0988790450887774,"Converged",0.99,0.01
300,-2.1548306383868,1.86936763435898,-0.0388735388834063,"Converged",0.99,0.01
301,-1.34367210288559,0.523417285247095,-0.19207097113303,"Converged",0.99,0.01
302,-1.71445307728918,0.920740259991036,-0.0806869647775987,"Converged",0.99,0.01
303,-2.02084513467124,1.89197121077571,-0.0998590907568029,"Converged",0.99,0.01
304,-2.27804234367437,2.73239161674416,-0.10585149666872,"Converged",0.99,0.01
305,-1.91484592733845,2.15340653508971,-0.118567330754142,"Converged",0.99,0.01
306,-2.22221159702049,3.16555271156962,-0.111803259450479,"Converged",0.99,0.01
307,-2.23697060946252,1.65347225498128,-0.0077444660161743,"Converged",0.99,0.01
308,-1.58677519175228,1.6930260185899,-0.131922380272175,"Converged",0.99,0.01
309,-2.58640164581143,4.27126347487841,-0.149663567520529,"Converged",0.99,0.01
310,-1.62748464376086,1.53146784109893,-0.11612440584085,"Converged",0.99,0.01
311,NA,NA,NA,"B-spline error",0.99,0.01
312,-2.23979706428559,3.08197316441103,-0.116453933090037,"Converged",0.99,0.01
313,-1.94485561521937,1.97873434219262,-0.0899990355173768,"Converged",0.99,0.01
314,NA,NA,NA,"B-spline error",0.99,0.01
315,-1.45927845378559,0.230639163398378,-0.073017881176377,"Converged",0.99,0.01
316,-2.31780589509447,2.87672156746176,-0.0987450278067934,"Converged",0.99,0.01
317,-1.36505597786258,-0.267466569996205,-0.0825237749622214,"Converged",0.99,0.01
318,-2.01797178263457,2.94768506008715,-0.146615192423799,"Converged",0.99,0.01
319,-1.96675512525266,2.71731509478489,-0.159335178776921,"Converged",0.99,0.01
320,NA,NA,NA,"B-spline error",0.99,0.01
321,-1.90969367132264,2.20441636733125,-0.106824987179508,"Converged",0.99,0.01
322,-2.55310671811559,2.47842627241716,-0.0376090446308294,"Converged",0.99,0.01
323,-2.01406304666981,2.35562140801028,-0.111931823768962,"Converged",0.99,0.01
324,-2.02798504354039,1.59271264905165,-0.0112455249666483,"Converged",0.99,0.01
325,-1.6732155330857,0.524567543259622,-0.0746017461457973,"Converged",0.99,0.01
326,-1.46888570885901,1.77887207337649,-0.183214321436207,"Converged",0.99,0.01
327,-1.37305547944179,0.940929193427983,-0.203600031761139,"Converged",0.99,0.01
328,-1.91210655064708,2.29897592476175,-0.121363498992165,"Converged",0.99,0.01
329,-1.18438612577496,0.439004999297115,-0.17146800505426,"Converged",0.99,0.01
330,-2.49070845764011,3.31019067889081,-0.107249641101437,"Converged",0.99,0.01
331,-1.18158062472206,1.22349328772165,-0.175765562063361,"Converged",0.99,0.01
332,-1.65139039537778,0.790948514911118,-0.0431094011744108,"Converged",0.99,0.01
333,-2.17083626999892,2.8924174757776,-0.0726379876761837,"Converged",0.99,0.01
334,-1.49688703159539,1.24525845488449,-0.186640504020206,"Converged",0.99,0.01
335,-2.14946364946526,3.09669103735236,-0.163984438090501,"Converged",0.99,0.01
336,-2.0860758956247,1.8238010531661,-0.100861889641498,"Converged",0.99,0.01
337,NA,NA,NA,"B-spline error",0.99,0.01
338,-1.47857824852132,1.31707995271375,-0.147220568326706,"Converged",0.99,0.01
339,-1.48571947492106,0.136962171515516,-0.0505525748751378,"Converged",0.99,0.01
340,-1.61941719174058,1.75215777117308,-0.180068943558313,"Converged",0.99,0.01
