"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","tpr","fpr"
51,-1.56775990451674,0.990363456677291,-0.0916730637865594,"Converged",0.95,0.05
52,-2.06672029146223,1.75454419467075,-0.0514577718126803,"Converged",0.95,0.05
53,-1.79751955544993,1.56591107911989,-0.157235743886765,"Converged",0.95,0.05
54,-1.53391802107378,1.03146559139198,-0.153990602930404,"Converged",0.95,0.05
55,NA,NA,NA,"B-spline error",0.95,0.05
56,-1.61011764530228,0.200593850055383,-0.0556563041024646,"Converged",0.95,0.05
57,NA,NA,NA,"B-spline error",0.95,0.05
58,-1.59169590161689,0.872360315817162,-0.114730506060118,"Converged",0.95,0.05
59,-1.94777475668684,1.23749434410487,-0.0828336750079528,"Converged",0.95,0.05
60,NA,NA,NA,"B-spline error",0.95,0.05
61,-2.65620193122605,3.75205356501764,-0.103487137064522,"Converged",0.95,0.05
62,-2.01593861732816,2.44393070146151,-0.0995628500904866,"Converged",0.95,0.05
63,NA,NA,NA,"B-spline error",0.95,0.05
64,NA,NA,NA,"B-spline error",0.95,0.05
65,NA,NA,NA,"B-spline error",0.95,0.05
66,NA,NA,NA,"B-spline error",0.95,0.05
67,-1.98046407249883,1.52428089404163,-0.0326000260649605,"Converged",0.95,0.05
68,-2.11590272493098,1.24575927191438,-0.0212202048221793,"Converged",0.95,0.05
69,-2.12255539125452,2.91895028670258,-0.104414746156289,"Converged",0.95,0.05
70,-2.35124844853213,1.84130556311669,-0.0220485689177177,"Converged",0.95,0.05
71,-1.79486377383094,0.483478227766041,-0.0348484081444637,"Converged",0.95,0.05
72,-2.24795429500023,2.43672474576433,-0.0920296321204545,"Converged",0.95,0.05
73,NA,NA,NA,"B-spline error",0.95,0.05
74,NA,NA,NA,"B-spline error",0.95,0.05
75,NA,NA,NA,"B-spline error",0.95,0.05
76,-1.60950994928714,1.08539570142834,-0.107987104545534,"Converged",0.95,0.05
77,-1.59620809580872,1.2329707001555,-0.0959786928754731,"Converged",0.95,0.05
78,-1.97164237714274,1.64895949785436,-0.0663406432076288,"Converged",0.95,0.05
79,-2.16809274495626,1.86557498220769,-0.049791180209549,"Converged",0.95,0.05
80,-1.87949813704884,2.11845199783697,-0.112028554532322,"Converged",0.95,0.05
81,-1.78637207130725,2.24331795650893,-0.152510872469941,"Converged",0.95,0.05
82,-1.70169259854954,2.26612131067841,-0.160965335207663,"Converged",0.95,0.05
83,-1.94186844927561,2.14672311633664,-0.0928676689107858,"Converged",0.95,0.05
84,NA,NA,NA,"B-spline error",0.95,0.05
85,-1.60098737689393,1.44181058456356,-0.14504422585565,"Converged",0.95,0.05
86,NA,NA,NA,"B-spline error",0.95,0.05
87,-1.82953058542628,1.68373852445439,-0.100117040931025,"Converged",0.95,0.05
88,-0.890943543469081,-0.65605869885629,-0.147496105514019,"Converged",0.95,0.05
89,NA,NA,NA,"B-spline error",0.95,0.05
90,-1.64885644679186,1.97917783383986,-0.193397190339127,"Converged",0.95,0.05
91,-1.72530846890852,1.52642294391742,-0.0859622460768881,"Converged",0.95,0.05
92,-2.03409207521385,2.38212251146675,-0.158587785734967,"Converged",0.95,0.05
93,-1.64038270449035,1.21982979133229,-0.116342683471795,"Converged",0.95,0.05
94,-1.43900032289913,0.428571371831472,-0.0852849869335887,"Converged",0.95,0.05
95,-1.27611859283804,-0.0627064164384867,-0.108242127175272,"Converged",0.95,0.05
96,-2.69556560215028,4.02732566820618,-0.0764144357209067,"Converged",0.95,0.05
97,-2.17897104869113,1.27172078264275,-0.0434434815298932,"Converged",0.95,0.05
98,-1.84836927671158,0.770905907425953,-0.0823966188032327,"Converged",0.95,0.05
99,-1.12458427471031,-0.684669434904458,-0.098411563813891,"Converged",0.95,0.05
100,-1.72693996000528,2.16387261793454,-0.15932091825923,"Converged",0.95,0.05
101,-2.16095040494469,1.90944809638156,-0.102652556084811,"Converged",0.95,0.05
102,-2.18970057441656,2.81027842469447,-0.0959984879995518,"Converged",0.95,0.05
103,-1.86172749161102,2.2991389270971,-0.13089012334066,"Converged",0.95,0.05
104,-1.70405484960881,2.29896354799571,-0.190412911575861,"Converged",0.95,0.05
105,-2.08427054282356,1.00615068402678,-0.011253599945899,"Converged",0.95,0.05
106,-2.74126800098749,2.74541863070582,-0.0195952831837735,"Converged",0.95,0.05
107,-1.40862868215677,0.233318510918339,-0.114933642327185,"Converged",0.95,0.05
108,-2.51986220749817,4.13116685810259,-0.144496367991161,"Converged",0.95,0.05
109,-2.24968005350606,3.09947902159969,-0.101873012886226,"Converged",0.95,0.05
110,-1.67898722575808,0.79227525101641,-0.0901772062064518,"Converged",0.95,0.05
111,-1.2388124131353,-0.435050765036413,-0.0964369980157188,"Converged",0.95,0.05
112,-1.94707848385308,1.94321476501428,-0.0866124193514171,"Converged",0.95,0.05
113,-2.03941901967791,1.87806537222695,-0.105718746872405,"Converged",0.95,0.05
114,NA,NA,NA,"B-spline error",0.95,0.05
115,-1.67313229558385,1.23051686244792,-0.102373490575507,"Converged",0.95,0.05
116,NA,NA,NA,"B-spline error",0.95,0.05
117,-1.90633552721046,1.43088169530016,-0.088068294883388,"Converged",0.95,0.05
118,NA,NA,NA,"B-spline error",0.95,0.05
119,-1.58659092785331,1.75553479840079,-0.135029430964746,"Converged",0.95,0.05
120,NA,NA,NA,"B-spline error",0.95,0.05
121,-1.80617985378949,2.20449952969461,-0.132064126585947,"Converged",0.95,0.05
122,-1.65082535336283,0.265857889382021,-0.0397151928995629,"Converged",0.95,0.05
123,NA,NA,NA,"B-spline error",0.95,0.05
124,-1.43354066339858,0.588715642866048,-0.13646268220028,"Converged",0.95,0.05
125,-1.71762939246544,0.852123541308042,-0.0782118774873356,"Converged",0.95,0.05
126,-2.04737798168692,3.00569302477449,-0.18382346529111,"Converged",0.95,0.05
127,-1.50532330506707,0.939212966369387,-0.109237955800802,"Converged",0.95,0.05
128,-1.71698677272207,1.39050246739774,-0.106188787554062,"Converged",0.95,0.05
129,NA,NA,NA,"B-spline error",0.95,0.05
130,-1.66255226880673,1.66088222397692,-0.144047172895342,"Converged",0.95,0.05
131,NA,NA,NA,"B-spline error",0.95,0.05
132,-2.35312001312908,2.28830270729405,-0.0477272534611571,"Converged",0.95,0.05
133,NA,NA,NA,"B-spline error",0.95,0.05
134,-1.91527068978918,1.9763285852955,-0.10762206641576,"Converged",0.95,0.05
135,NA,NA,NA,"B-spline error",0.95,0.05
136,-2.35214849304253,2.30510435595108,-0.0610197396132596,"Converged",0.95,0.05
137,-1.18345278969644,0.884113640859032,-0.197193162313842,"Converged",0.95,0.05
138,-1.86063508429301,2.68891326456057,-0.166975264683449,"Converged",0.95,0.05
139,-1.66966054182452,0.287953918646211,-0.07243992374921,"Converged",0.95,0.05
140,-2.07061718202273,2.13138080509968,-0.0962976368153016,"Converged",0.95,0.05
141,-2.00426295589003,1.94102290724403,-0.0931065888879153,"Converged",0.95,0.05
142,-1.82117921488267,1.23773972171595,-0.0953349613130974,"Converged",0.95,0.05
143,-1.87773976661921,1.00087001529444,-0.0378338796304186,"Converged",0.95,0.05
144,-1.23473236802228,-0.563116506790367,-0.0862738993070761,"Converged",0.95,0.05
145,NA,NA,NA,"B-spline error",0.95,0.05
146,-1.76969241123546,1.71228962727116,-0.147337420202067,"Converged",0.95,0.05
147,-1.65718689923726,1.58266552066464,-0.140318869146846,"Converged",0.95,0.05
148,NA,NA,NA,"B-spline error",0.95,0.05
149,-2.02881838286507,2.33042987981821,-0.100503648186979,"Converged",0.95,0.05
150,-1.66803684325632,1.63011150237927,-0.112781731216109,"Converged",0.95,0.05
151,-1.17983512762744,0.144893214625309,-0.164039682565816,"Converged",0.95,0.05
152,-2.46072088530607,3.1993017220749,-0.107620748678237,"Converged",0.95,0.05
153,-1.91553106661182,1.17442005462524,-0.0743434827246896,"Converged",0.95,0.05
154,NA,NA,NA,"B-spline error",0.95,0.05
155,-1.86925524349251,1.53132974452678,-0.102648122891921,"Converged",0.95,0.05
156,-1.49681409311029,1.63650565132159,-0.150944305437959,"Converged",0.95,0.05
157,-2.23457238694108,1.97105003532592,-0.0594196386134682,"Converged",0.95,0.05
158,NA,NA,NA,"B-spline error",0.95,0.05
159,-2.62902072128823,3.7084196365979,-0.125678123436181,"Converged",0.95,0.05
160,NA,NA,NA,"B-spline error",0.95,0.05
161,NA,NA,NA,"B-spline error",0.95,0.05
162,NA,NA,NA,"B-spline error",0.95,0.05
163,NA,NA,NA,"B-spline error",0.95,0.05
164,-1.69490391800897,0.716997900642788,-0.0934198419606013,"Converged",0.95,0.05
165,-2.48786040798314,2.71276922294028,-0.069569677888789,"Converged",0.95,0.05
166,-1.46391488223273,1.06756979368249,-0.138648676108451,"Converged",0.95,0.05
167,-2.29380765731617,1.36868262261863,0.010381037552538,"Converged",0.95,0.05
168,-1.84173065774918,1.78989813969639,-0.0823802846670103,"Converged",0.95,0.05
169,NA,NA,NA,"B-spline error",0.95,0.05
170,-1.87775528496137,1.54287211890943,-0.0899031307226725,"Converged",0.95,0.05
171,-2.02931775363387,2.65715374059107,-0.117306712131462,"Converged",0.95,0.05
172,-1.81746267085375,1.28277511149572,-0.0730756765303975,"Converged",0.95,0.05
173,-2.00934183264872,2.58083723028619,-0.0833513395654199,"Converged",0.95,0.05
174,-1.98860946078535,0.967954095046311,-0.0484393259996163,"Converged",0.95,0.05
175,-2.03941724461777,2.3681663850777,-0.0907234015679608,"Converged",0.95,0.05
176,-2.06284462654004,1.72076097525089,-0.0725000913576266,"Converged",0.95,0.05
177,-2.72603652630958,3.19883403490897,-0.0567265610302746,"Converged",0.95,0.05
178,-1.98481484380992,2.14892937222912,-0.123531496496779,"Converged",0.95,0.05
179,-1.42910281541595,0.23490706733623,-0.0970684819772891,"Converged",0.95,0.05
180,-2.65488794579626,3.62678602348072,-0.0879905413045476,"Converged",0.95,0.05
181,NA,NA,NA,"B-spline error",0.95,0.05
182,-1.46893679022022,0.681388511208294,-0.109019255438511,"Converged",0.95,0.05
183,NA,NA,NA,"B-spline error",0.95,0.05
184,-2.26820306854497,2.34127144307971,-0.0610194817973032,"Converged",0.95,0.05
185,NA,NA,NA,"B-spline error",0.95,0.05
186,-1.95923950543541,3.27980304001784,-0.172950899365625,"Converged",0.95,0.05
187,-1.64229673906969,1.06969210624602,-0.100292318487751,"Converged",0.95,0.05
188,-1.44867169779753,1.28106126616591,-0.139145541406769,"Converged",0.95,0.05
189,-1.46089247923694,1.30697435313853,-0.169120381511567,"Converged",0.95,0.05
190,-1.62999033433739,1.86540184915479,-0.182564133914732,"Converged",0.95,0.05
191,-1.94643054703113,1.82723925381669,-0.123264662221766,"Converged",0.95,0.05
192,-1.60914522099893,0.881321385895392,-0.0682615410111397,"Converged",0.95,0.05
193,NA,NA,NA,"B-spline error",0.95,0.05
194,-1.41846956727452,-0.276192580626305,-0.0481847499321967,"Converged",0.95,0.05
195,-1.65296015242342,1.6724527271465,-0.136478131009167,"Converged",0.95,0.05
196,-1.9028741436733,1.71379837965701,-0.0943050465453694,"Converged",0.95,0.05
197,-2.02159240547545,2.15052202189249,-0.112930014550857,"Converged",0.95,0.05
198,-2.30822365856381,2.70903781809368,-0.094335637081293,"Converged",0.95,0.05
199,-1.24447417688374,0.699614814644007,-0.154561132572002,"Converged",0.95,0.05
200,-2.46979784121212,2.16041302707413,-0.0482318539738445,"Converged",0.95,0.05
201,-1.8498924258025,1.92905857553229,-0.139726490466654,"Converged",0.95,0.05
202,-1.34842408946425,0.00401471564311549,-0.0851575587820498,"Converged",0.95,0.05
203,-2.63492212767409,4.09476043786469,-0.0969323816062335,"Converged",0.95,0.05
204,NA,NA,NA,"B-spline error",0.95,0.05
205,NA,NA,NA,"B-spline error",0.95,0.05
206,-2.0237439984146,1.75292190723326,-0.0578832097020306,"Converged",0.95,0.05
207,NA,NA,NA,"B-spline error",0.95,0.05
208,-1.49633242276368,-0.507619781596406,-0.021101753548184,"Converged",0.95,0.05
209,-2.13409747377486,1.6192855917548,-0.0375254389375535,"Converged",0.95,0.05
210,-2.85161084426317,4.3854614113965,-0.080172548674733,"Converged",0.95,0.05
211,-1.41428274250844,0.513311444071703,-0.113892401385376,"Converged",0.95,0.05
212,-1.3506454738548,0.0652412173514317,-0.111733184711548,"Converged",0.95,0.05
213,-1.73911627943781,0.740963011869351,-0.0533963746530864,"Converged",0.95,0.05
214,-1.6903072682261,1.20696944900584,-0.14647011992713,"Converged",0.95,0.05
215,NA,NA,NA,"B-spline error",0.95,0.05
216,-1.47004659155344,0.939575730894843,-0.127979846341154,"Converged",0.95,0.05
217,-2.08958822310432,2.58381605052712,-0.124760988301755,"Converged",0.95,0.05
218,-2.81229063928839,3.97278713256335,-0.0633218429430722,"Converged",0.95,0.05
219,-1.85304905891867,1.27472400337119,-0.0791805740227363,"Converged",0.95,0.05
220,-2.67830606445645,3.00162330493645,-0.00713935206741055,"Converged",0.95,0.05
221,-1.78831159570531,1.59586855971872,-0.0795529095374056,"Converged",0.95,0.05
222,-1.59990538463727,0.74271318240942,-0.110749430323851,"Converged",0.95,0.05
223,-2.14064471909589,2.45266691915595,-0.07285620370482,"Converged",0.95,0.05
224,-2.15314740944469,2.52374872178814,-0.0849274751324617,"Converged",0.95,0.05
225,-2.16313231698697,2.80358182323808,-0.141377240315831,"Converged",0.95,0.05
226,NA,NA,NA,"B-spline error",0.95,0.05
227,NA,NA,NA,"B-spline error",0.95,0.05
228,-1.86714406584294,1.49032939225668,-0.121488157066171,"Converged",0.95,0.05
229,-2.45029696508998,2.04894376336513,-0.0243718950419846,"Converged",0.95,0.05
230,-2.11458968330228,2.17348815734519,-0.0934375145225646,"Converged",0.95,0.05
231,-1.33487790157251,0.487419024719212,-0.123737425038855,"Converged",0.95,0.05
232,-2.60601065805231,4.00264043057311,-0.109323027045857,"Converged",0.95,0.05
233,-1.30909777165676,1.2661525756188,-0.162893353893427,"Converged",0.95,0.05
234,-1.82644641140464,1.78569935144146,-0.131100165204311,"Converged",0.95,0.05
235,-1.77993954331025,1.84747297695206,-0.10579136006828,"Converged",0.95,0.05
236,-1.75579047203392,1.39085960844115,-0.150165236154124,"Converged",0.95,0.05
237,NA,NA,NA,"B-spline error",0.95,0.05
238,-1.60402669842616,0.169379056289046,-0.0596334738857093,"Converged",0.95,0.05
239,-1.92933236848182,1.36298803330327,-0.0496800198424894,"Converged",0.95,0.05
240,-1.75444326093661,1.93362079784867,-0.140485273953974,"Converged",0.95,0.05
241,-1.6164781257814,0.92848538167652,-0.104333852983562,"Converged",0.95,0.05
242,-1.79451264241112,1.42387024490833,-0.0774737389759133,"Converged",0.95,0.05
243,-1.39065929121972,0.301990533781273,-0.104018183704601,"Converged",0.95,0.05
244,-2.58309745612057,3.88584194547429,-0.114175241760131,"Converged",0.95,0.05
245,-2.48585351711374,2.7979657152322,-0.0581942732073022,"Converged",0.95,0.05
246,-1.68787930500705,1.89681883872085,-0.13961731546017,"Converged",0.95,0.05
247,NA,NA,NA,"B-spline error",0.95,0.05
248,-1.95147892219304,0.0318838713191329,0.0146508341227489,"Converged",0.95,0.05
249,-1.79255339153851,0.708792803245836,-0.0552211300206694,"Converged",0.95,0.05
250,-1.79077358374317,2.04483469094238,-0.140938259187777,"Converged",0.95,0.05
251,-1.81147630935456,1.59458239586032,-0.103889508623134,"Converged",0.95,0.05
252,-1.96031879306235,1.24204874803005,-0.070356893832175,"Converged",0.95,0.05
253,-1.74698084255671,1.83863382186041,-0.155338487832068,"Converged",0.95,0.05
254,NA,NA,NA,"B-spline error",0.95,0.05
255,NA,NA,NA,"B-spline error",0.95,0.05
256,-1.36849899631662,1.06805377131544,-0.164520316856605,"Converged",0.95,0.05
257,-1.97552633740289,1.36490452188528,-0.0521074138057005,"Converged",0.95,0.05
258,-2.33810849391191,2.15894151620051,-0.0520920817947332,"Converged",0.95,0.05
259,-2.16499769608786,2.54979891958286,-0.121917818543911,"Converged",0.95,0.05
260,NA,NA,NA,"B-spline error",0.95,0.05
261,-2.33084390441384,2.22425388106165,-0.0634349756348928,"Converged",0.95,0.05
262,-1.65493860630108,0.435554978214749,-0.0798889437683898,"Converged",0.95,0.05
263,-1.32884064699467,-0.150492249129804,-0.102972173227743,"Converged",0.95,0.05
264,-1.94075101018728,2.88141571969238,-0.193748784627326,"Converged",0.95,0.05
265,-2.21127805675716,2.40125035593769,-0.0583614929643347,"Converged",0.95,0.05
266,-1.6033688770163,0.948374101084847,-0.0886992499775281,"Converged",0.95,0.05
267,-2.71736627693964,3.63703017658637,-0.0369213379567499,"Converged",0.95,0.05
268,NA,NA,NA,"B-spline error",0.95,0.05
269,NA,NA,NA,"B-spline error",0.95,0.05
270,-1.94627649652322,2.72191058113028,-0.160099538263369,"Converged",0.95,0.05
271,-1.53171643024769,0.774619151661277,-0.0985579652361282,"Converged",0.95,0.05
272,NA,NA,NA,"B-spline error",0.95,0.05
273,-1.9851575848477,2.94697991879711,-0.195215476806331,"Converged",0.95,0.05
274,NA,NA,NA,"B-spline error",0.95,0.05
275,NA,NA,NA,"B-spline error",0.95,0.05
276,-2.20628807700316,1.84190075308925,-0.0674305938452907,"Converged",0.95,0.05
277,NA,NA,NA,"B-spline error",0.95,0.05
278,-2.14619690595926,2.64078091586782,-0.102712504288682,"Converged",0.95,0.05
279,NA,NA,NA,"B-spline error",0.95,0.05
280,-1.97017653535514,1.79673151785761,-0.047786748655276,"Converged",0.95,0.05
281,NA,NA,NA,"B-spline error",0.95,0.05
282,-2.5576232943633,3.72689044366817,-0.0791924396268815,"Converged",0.95,0.05
283,NA,NA,NA,"B-spline error",0.95,0.05
284,NA,NA,NA,"B-spline error",0.95,0.05
285,-1.36760483738004,1.31838233019491,-0.162154930717894,"Converged",0.95,0.05
286,-2.29425276182183,2.12841620305121,-0.0670315556044619,"Converged",0.95,0.05
287,-2.16928441986294,2.49417290374309,-0.0526568489472719,"Converged",0.95,0.05
288,-1.48605856717406,-0.451819385969099,-0.0870113561641643,"Converged",0.95,0.05
289,-1.74807691550026,1.62326834655085,-0.121225236214479,"Converged",0.95,0.05
290,NA,NA,NA,"B-spline error",0.95,0.05
291,-1.86877856926368,1.20969280691925,-0.0540627886897674,"Converged",0.95,0.05
292,-2.04949420557836,1.86816151703004,-0.0744928423752338,"Converged",0.95,0.05
293,-1.78505435158995,1.40464246416441,-0.093215338222921,"Converged",0.95,0.05
294,NA,NA,NA,"B-spline error",0.95,0.05
295,-2.02606493076771,2.00321235788162,-0.0798144261984584,"Converged",0.95,0.05
296,-1.3870044446531,0.853684333181539,-0.166238819681896,"Converged",0.95,0.05
297,-2.19986995491782,3.1181498023411,-0.112537497254213,"Converged",0.95,0.05
298,-1.40187735227304,-0.613032230863475,-0.0513110258834666,"Converged",0.95,0.05
299,-1.55979563571157,1.65009064445366,-0.161838224461605,"Converged",0.95,0.05
300,-1.8165056169782,1.51846367493732,-0.0896290671467844,"Converged",0.95,0.05
301,-1.91606759577984,1.73535168130126,-0.0797327887800202,"Converged",0.95,0.05
302,NA,NA,NA,"B-spline error",0.95,0.05
303,-1.65786991044369,1.12412914720335,-0.0828023132161119,"Converged",0.95,0.05
304,-1.69467858751246,1.89651527762137,-0.126294175194991,"Converged",0.95,0.05
305,NA,NA,NA,"B-spline error",0.95,0.05
306,NA,NA,NA,"B-spline error",0.95,0.05
307,NA,NA,NA,"B-spline error",0.95,0.05
308,-1.28587155359334,1.21234619540465,-0.186720392063457,"Converged",0.95,0.05
309,-2.05492121163466,3.05591643635367,-0.158761065982708,"Converged",0.95,0.05
310,-2.00239119263038,2.60216011722322,-0.112740015591876,"Converged",0.95,0.05
311,-1.92964337426615,1.88312542247612,-0.0804900006521668,"Converged",0.95,0.05
312,NA,NA,NA,"B-spline error",0.95,0.05
313,-1.7559064652663,0.837278115308454,-0.0724258680214793,"Converged",0.95,0.05
314,-1.83219082674799,2.5528839774434,-0.190461135646106,"Converged",0.95,0.05
315,-1.92398395047138,1.84863982479743,-0.108294747291635,"Converged",0.95,0.05
316,NA,NA,NA,"B-spline error",0.95,0.05
317,-1.36566913493498,-0.276652228317006,-0.0681280303025769,"Converged",0.95,0.05
318,NA,NA,NA,"B-spline error",0.95,0.05
319,NA,NA,NA,"B-spline error",0.95,0.05
320,-1.39333188185714,0.737920070337649,-0.122833455928254,"Converged",0.95,0.05
321,-1.77144890015495,0.662259322607507,-0.0289199572682302,"Converged",0.95,0.05
322,-1.4448943455614,1.92409722676033,-0.207356234074772,"Converged",0.95,0.05
323,-1.2341283905336,-0.208548025480828,-0.110539083383554,"Converged",0.95,0.05
324,-1.61509423687627,0.557079607436018,-0.0583393132588644,"Converged",0.95,0.05
325,-1.9807815901831,0.800110292807175,-0.0176645273786124,"Converged",0.95,0.05
326,-1.67862415700975,0.800321065372572,-0.0773857839202661,"Converged",0.95,0.05
327,NA,NA,NA,"B-spline error",0.95,0.05
328,-2.0645167984418,1.49272843111561,-0.0799309192668873,"Converged",0.95,0.05
329,-1.43212008753987,1.19942393145748,-0.142328822101929,"Converged",0.95,0.05
330,-1.62290725691032,1.04316082450837,-0.105297718279897,"Converged",0.95,0.05
331,-1.31869045254492,0.655598611335715,-0.150219820296204,"Converged",0.95,0.05
332,-1.68876458850341,2.47923778849745,-0.178498586596388,"Converged",0.95,0.05
333,NA,NA,NA,"B-spline error",0.95,0.05
334,-1.81966443308993,1.31544287797841,-0.110032867221388,"Converged",0.95,0.05
335,-1.66512715173881,0.418984709183907,-0.0652268206844036,"Converged",0.95,0.05
336,-2.06412035995813,2.04845069101533,-0.115805496992565,"Converged",0.95,0.05
337,-1.45104462975694,0.00157476260319172,-0.112291512225255,"Converged",0.95,0.05
338,NA,NA,NA,"B-spline error",0.95,0.05
339,-0.958224475024101,0.219071241563966,-0.21407356287323,"Converged",0.95,0.05
340,-2.2083760847856,2.44463513371186,-0.0761044647772904,"Converged",0.95,0.05
341,-1.96459916826888,1.12061194091154,-0.0876831877458455,"Converged",0.95,0.05
342,-1.29994847343258,0.169085834651992,-0.15446359674504,"Converged",0.95,0.05
343,-1.42002107271828,0.571470409583303,-0.12282961088312,"Converged",0.95,0.05
344,-1.70611749674597,1.01894089639173,-0.085549084107231,"Converged",0.95,0.05
345,-1.91936260943593,1.82371760764153,-0.0932922573525487,"Converged",0.95,0.05
346,-1.13494604623698,-0.650569309719896,-0.0920503447928071,"Converged",0.95,0.05
347,-1.8577290666178,0.827217385012265,-0.0564510688935357,"Converged",0.95,0.05
348,NA,NA,NA,"B-spline error",0.95,0.05
349,NA,NA,NA,"B-spline error",0.95,0.05
350,-0.920004619785798,-0.111774575993407,-0.174175538292377,"Converged",0.95,0.05
351,-1.2810403740456,0.314840523919931,-0.11551420875723,"Converged",0.95,0.05
352,-1.93008856155854,1.99041007222765,-0.0881092839653737,"Converged",0.95,0.05
353,-1.25624071093635,0.846370494842356,-0.190533716235623,"Converged",0.95,0.05
354,-2.05383911565807,2.20795758036872,-0.0743172517283575,"Converged",0.95,0.05
355,-1.96187596084634,1.97678023655688,-0.100198154420298,"Converged",0.95,0.05
356,-2.17184997008739,2.72802679407704,-0.110363960792688,"Converged",0.95,0.05
357,-1.54638274887555,0.934353930844228,-0.126898832358821,"Converged",0.95,0.05
358,-1.95909374261831,1.99276262170464,-0.0765001038490617,"Converged",0.95,0.05
359,-1.85656581860943,1.69249248544491,-0.120676879350417,"Converged",0.95,0.05
360,NA,NA,NA,"B-spline error",0.95,0.05
361,-2.25710582398822,2.65538731409671,-0.0737897262383941,"Converged",0.95,0.05
362,-1.61649142926499,0.758800087134929,-0.0767683641912597,"Converged",0.95,0.05
363,-1.95364976979077,1.49184588497461,-0.0757665938697992,"Converged",0.95,0.05
364,NA,NA,NA,"B-spline error",0.95,0.05
