"sim","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","tpr","fpr"
1,-0.893108132261944,-0.800870323513612,-0.127930534641996,"Converged",0.5,0.5
2,NA,NA,NA,"B-spline error",0.5,0.5
3,-1.28937918872389,-0.502013081326879,-0.0502776202722759,"Converged",0.5,0.5
4,-1.27672579151133,0.175504850567448,-0.120882838145279,"Converged",0.5,0.5
5,-1.72493419120635,1.54378429565098,-0.124613655989357,"Converged",0.5,0.5
6,-2.05062584423126,2.53245922669915,-0.091433921829622,"Converged",0.5,0.5
7,NA,NA,NA,"MAX_ITER reached",0.5,0.5
8,-1.8623995070889,1.10535179590898,-0.0497709398119247,"Converged",0.5,0.5
9,-2.63580887336014,3.06201692543419,-0.0526785213221355,"Converged",0.5,0.5
10,NA,NA,NA,"MAX_ITER reached",0.5,0.5
11,-1.75078806587255,1.93865193246627,-0.158623462683799,"Converged",0.5,0.5
12,-1.16761065185751,-1.29644289642452,-0.0599988188358228,"Converged",0.5,0.5
13,-3.0672189556816,5.16095212453454,-0.145039935841797,"Converged",0.5,0.5
14,-2.50549314809938,3.00112698103898,-0.0647793224138772,"Converged",0.5,0.5
15,-2.05212220006679,2.82083603435763,-0.105242598872757,"Converged",0.5,0.5
16,-3.0340027863653,4.79600558976737,-0.0719300393030472,"Converged",0.5,0.5
17,NA,NA,NA,"B-spline error",0.5,0.5
18,NA,NA,NA,"B-spline error",0.5,0.5
19,-1.25521971860537,1.19167994898834,-0.173159837086242,"Converged",0.5,0.5
20,-1.32921828916746,0.975189494953097,-0.176821386920564,"Converged",0.5,0.5
21,-1.99416590377678,2.2850731207848,-0.0842188584508355,"Converged",0.5,0.5
22,-2.2706024049576,1.8329965250473,-0.0132728544887004,"Converged",0.5,0.5
23,-2.78573991000374,3.8993514889007,-0.0406743377922525,"Converged",0.5,0.5
24,-2.59034137707901,4.17562589244192,-0.110922450020945,"Converged",0.5,0.5
25,-2.1855425674748,2.04729907858672,-0.0529718530714654,"Converged",0.5,0.5
26,-2.4920940830786,3.57238181174215,-0.0901966672490682,"Converged",0.5,0.5
27,-1.98629891733019,1.71042593782606,-0.0648907300141916,"Converged",0.5,0.5
28,-2.30590200180881,3.93536003334997,-0.172445258197554,"Converged",0.5,0.5
29,NA,NA,NA,"MAX_ITER reached",0.5,0.5
30,NA,NA,NA,"MAX_ITER reached",0.5,0.5
31,-1.79000213113836,1.61697902092572,-0.117953975577221,"Converged",0.5,0.5
32,-2.05986000883384,1.50780483675659,-0.0520974295873105,"Converged",0.5,0.5
33,-1.84660503450555,1.23697654040144,-0.108561453216303,"Converged",0.5,0.5
34,-2.16001168696935,1.87247968866895,-0.0768836501300263,"Converged",0.5,0.5
35,-1.04905587864103,-0.811197899206097,-0.0873399999126957,"Converged",0.5,0.5
36,-1.6381480733679,0.772112353715098,-0.0691867307951767,"Converged",0.5,0.5
37,-1.82814631920415,1.2280615291712,-0.0711464729948901,"Converged",0.5,0.5
38,-2.4327676946742,2.15821918541353,-0.0413962004386809,"Converged",0.5,0.5
39,-0.943142532755092,-0.537147015083386,-0.12288342360086,"Converged",0.5,0.5
40,-1.80800438491022,2.06177522411061,-0.163358398360479,"Converged",0.5,0.5
41,-2.17798078405538,3.60461333968142,-0.195234214862467,"Converged",0.5,0.5
42,-2.36777373466832,2.48745196433336,-0.0368247820045763,"Converged",0.5,0.5
43,-2.17000991308684,2.76701589619557,-0.147739578962641,"Converged",0.5,0.5
44,-2.42736450180079,4.87605279680165,-0.197912398831726,"Converged",0.5,0.5
45,-2.21285182279985,0.876188540237965,0.0141371967079534,"Converged",0.5,0.5
46,-2.12735151770168,3.15907834995357,-0.148183787684582,"Converged",0.5,0.5
47,-1.34120150965905,0.951187418576829,-0.161375758796612,"Converged",0.5,0.5
48,-1.52956939345868,1.68396728786389,-0.196965769953142,"Converged",0.5,0.5
49,-1.78584631351443,1.14130603428269,-0.106717104686493,"Converged",0.5,0.5
50,-0.7498549845747,-1.21871359825511,-0.124619148735502,"Converged",0.5,0.5
51,-2.544960677709,3.79591851485276,-0.0578491664367828,"Converged",0.5,0.5
52,-2.12288303483676,2.27366355696604,-0.102660107292956,"Converged",0.5,0.5
53,-1.94538313768545,2.64763932448423,-0.152000716930652,"Converged",0.5,0.5
54,-2.56284965465809,2.00359676221188,0.0288807502080233,"Converged",0.5,0.5
55,-0.408001311437302,-2.35400939357938,-0.132360972071343,"Converged",0.5,0.5
56,-1.662151610913,1.68772556878498,-0.146025315656452,"Converged",0.5,0.5
57,-2.77870197630792,4.75103830609311,-0.127911204849104,"Converged",0.5,0.5
58,-1.43612946695272,1.64136059902255,-0.184594202563648,"Converged",0.5,0.5
59,-2.21773354290098,2.03791324216427,-0.0353446963036605,"Converged",0.5,0.5
60,-1.77312901754435,1.35968901589552,-0.139706549105562,"Converged",0.5,0.5
61,-2.32419112114256,1.99467134674211,-0.0016203481106034,"Converged",0.5,0.5
62,-1.71608317748614,0.483660609926297,-0.0208950785978664,"Converged",0.5,0.5
63,-2.32509848736115,3.17400752372993,-0.103542114340913,"Converged",0.5,0.5
64,-2.34049383045638,1.59761397888818,-0.0212309593900694,"Converged",0.5,0.5
65,-2.69833462058377,4.48592686384404,-0.0722615694024445,"Converged",0.5,0.5
66,-2.1159091885821,2.48206403850896,-0.090289854784964,"Converged",0.5,0.5
67,-1.8262563425954,1.04369907333502,-0.0683279922103435,"Converged",0.5,0.5
68,-1.49738307363943,0.478354351662996,-0.0768393446950047,"Converged",0.5,0.5
69,-2.11236355247884,2.23822881802237,-0.112494495963757,"Converged",0.5,0.5
70,-2.05350370731017,2.21460200942421,-0.0796919669078709,"Converged",0.5,0.5
71,-3.04471795443256,5.93213134899592,-0.158784915672263,"Converged",0.5,0.5
72,-1.21918213464061,-0.124992232132193,-0.130545481686507,"Converged",0.5,0.5
73,-1.64970966868557,1.53901138687283,-0.156724212810819,"Converged",0.5,0.5
74,-1.0236815932348,-0.570932751466321,-0.138961869370303,"Converged",0.5,0.5
75,-2.05652986030148,2.64417293360368,-0.0911182652252797,"Converged",0.5,0.5
76,-2.1837435818292,2.28761986014076,-0.0677159288399544,"Converged",0.5,0.5
77,-3.27779939974818,4.7344623188765,-0.00938476257149415,"Converged",0.5,0.5
78,-2.03789849621177,1.74970311067679,-0.0392847783120998,"Converged",0.5,0.5
79,-0.940035881088847,-1.70588326994316,-0.0623230590495939,"Converged",0.5,0.5
80,-0.598958548844809,-2.04276715957507,-0.0910844044958655,"Converged",0.5,0.5
81,-1.04494281554975,0.550989826991187,-0.184874069227733,"Converged",0.5,0.5
82,-1.67885791562283,1.27453984983147,-0.101543410018865,"Converged",0.5,0.5
83,-2.66127510748025,3.52571352510543,-0.0424476010013318,"Converged",0.5,0.5
84,-1.47394567716546,0.613892356815207,-0.115914368985951,"Converged",0.5,0.5
85,-2.46179756948995,3.02938357753383,-0.0457358861599694,"Converged",0.5,0.5
86,-2.01881810242476,2.01912481167296,-0.0881956152103594,"Converged",0.5,0.5
87,-2.13536565979046,3.07562616175595,-0.135254295960421,"Converged",0.5,0.5
88,-1.7990739619241,1.45314401791052,-0.130188828556195,"Converged",0.5,0.5
89,-2.37091168776887,3.82195414300562,-0.095278315699508,"Converged",0.5,0.5
90,-0.303028440172246,-1.5848685385714,-0.210702664078796,"Converged",0.5,0.5
91,-2.04129431607649,2.79812967858274,-0.131323283657753,"Converged",0.5,0.5
92,-2.90096126714191,4.35169287879229,-0.0869294231819335,"Converged",0.5,0.5
93,-2.37570491976984,2.50183756837763,-0.0607325963517727,"Converged",0.5,0.5
94,-2.47719159647062,3.75443317182798,-0.137536583704515,"Converged",0.5,0.5
95,-0.854678012757553,-1.47756059774814,-0.0868954229546092,"Converged",0.5,0.5
96,-2.67313210110882,3.6952925744889,-0.0431968781854812,"Converged",0.5,0.5
97,-2.44095870305538,3.21283930501286,-0.11151945055016,"Converged",0.5,0.5
98,NA,NA,NA,"B-spline error",0.5,0.5
99,-2.41190715644077,3.34003078846672,-0.0879363364760078,"Converged",0.5,0.5
100,-2.31208821386416,2.91591747861978,-0.0928506214189181,"Converged",0.5,0.5
101,-2.53766278904491,3.26404453774249,-0.0754393527878854,"Converged",0.5,0.5
102,-1.13215692597584,0.569622230316241,-0.180794780617018,"Converged",0.5,0.5
103,-1.92183116874994,2.55921277004325,-0.16410318100919,"Converged",0.5,0.5
104,-0.896841599932478,-0.711845785158837,-0.13525487503091,"Converged",0.5,0.5
105,-1.88768989567972,1.34698086692771,-0.091390468126865,"Converged",0.5,0.5
106,-1.53247577181117,0.806134369627815,-0.0900132092804474,"Converged",0.5,0.5
107,-1.17361000636157,0.127295051389684,-0.148546675133671,"Converged",0.5,0.5
