"sim","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","tpr","fpr"
1,-1.59795050638293,1.39497369645928,-0.126890814076661,"Converged",0.5,0.5
2,-1.15552778538759,-0.131716630850246,-0.136471328075453,"Converged",0.5,0.5
3,-1.90601826379478,1.58134170426079,-0.0525635259032226,"Converged",0.5,0.5
4,-1.75401564610983,1.26581651840788,-0.0793429820964606,"Converged",0.5,0.5
5,-1.54630431709963,1.09202345265865,-0.139168777734261,"Converged",0.5,0.5
6,-1.90239435179955,1.81804775033667,-0.0819157142245505,"Converged",0.5,0.5
7,-1.18866205037463,-0.865420449514128,-0.0899812266108378,"Converged",0.5,0.5
8,-1.17803613424757,-0.922951483550917,-0.0676521905612701,"Converged",0.5,0.5
9,-2.61934373962141,2.88214538006379,-0.0653155147815833,"Converged",0.5,0.5
10,-1.2680329636701,0.268343262871002,-0.141452631293258,"Converged",0.5,0.5
11,-1.88036607035752,1.86311247716522,-0.133764732576878,"Converged",0.5,0.5
12,-1.65716302286898,0.210677665699024,-0.0723335000073176,"Converged",0.5,0.5
13,-3.67699349627579,7.49077771360505,-0.137870341693677,"Converged",0.5,0.5
14,-1.33751397902008,-0.34117600851952,-0.0776960585708572,"Converged",0.5,0.5
15,-2.31308288972472,3.24772257934279,-0.117160820378334,"Converged",0.5,0.5
16,-2.18772503288723,3.03406569795125,-0.116706307627136,"Converged",0.5,0.5
17,-2.65865496899192,4.51455079439991,-0.124454162507147,"Converged",0.5,0.5
18,-2.36704065093121,2.11601405820541,-0.0568882850633715,"Converged",0.5,0.5
19,-1.51850722591489,1.78575636981078,-0.174249881325921,"Converged",0.5,0.5
20,-2.58678790762469,4.56681792416562,-0.140586454050545,"Converged",0.5,0.5
21,-1.44080158158684,-0.00103078565051134,-0.0533080977273498,"Converged",0.5,0.5
22,-2.68216434601286,2.71189738322434,0.0125872369475765,"Converged",0.5,0.5
23,-1.25415916553106,-0.787609403611978,-0.0346564882659064,"Converged",0.5,0.5
24,-2.33181014418421,3.98918712692795,-0.13018091526559,"Converged",0.5,0.5
25,-1.52257265226861,0.748474991161578,-0.0869795405859459,"Converged",0.5,0.5
26,-2.3199498670099,2.1995308989189,-0.0694758538700067,"Converged",0.5,0.5
27,-1.67654751765741,0.000359702850985412,-0.0143750128961135,"Converged",0.5,0.5
28,-2.99125137107106,5.5848869817606,-0.151768046431764,"Converged",0.5,0.5
29,-2.20123486983376,1.56216062794182,-0.0520020819473189,"Converged",0.5,0.5
30,-1.95563207417517,2.78767589623369,-0.137252871835601,"Converged",0.5,0.5
31,-1.39107116309292,0.822169093958665,-0.139541663154822,"Converged",0.5,0.5
32,-1.99899189387764,1.16513393009145,-0.0156690244986318,"Converged",0.5,0.5
33,-2.30110890525414,2.93815663072473,-0.111225612596468,"Converged",0.5,0.5
34,-3.19334213790299,6.17946307569922,-0.133188070647781,"Converged",0.5,0.5
35,-1.48550497653399,0.706074574815867,-0.0875531627883543,"Converged",0.5,0.5
36,-2.22738232973767,2.35098500709626,-0.0656916903578823,"Converged",0.5,0.5
37,-3.04867553855354,5.56693298638803,-0.12542280313907,"Converged",0.5,0.5
38,-1.89567690594168,0.912233755222345,-0.0559629655854683,"Converged",0.5,0.5
39,-1.78126781012986,1.19561696318576,-0.093971045211601,"Converged",0.5,0.5
40,-1.50393149967011,1.33356736166858,-0.147840272638527,"Converged",0.5,0.5
41,-1.65209112735074,1.27128608290866,-0.17134579292055,"Converged",0.5,0.5
42,-2.0646100130845,2.14250130893302,-0.0818043098275256,"Converged",0.5,0.5
43,-2.97268650934918,4.75934814213735,-0.103700797709977,"Converged",0.5,0.5
44,-1.46304399388623,0.988304805283845,-0.149745434582973,"Converged",0.5,0.5
45,-1.96227119915039,-0.169292051326031,0.0169027745933377,"Converged",0.5,0.5
46,-1.77419421803469,1.81298939684517,-0.1543585039713,"Converged",0.5,0.5
47,-1.55117197367784,1.9176614135378,-0.177396902659086,"Converged",0.5,0.5
48,-1.93445635606908,2.78026405903604,-0.149296390210566,"Converged",0.5,0.5
49,-0.548589992559203,-2.59849892381786,-0.110049588083477,"Converged",0.5,0.5
50,-1.43934175509583,0.935640483898416,-0.131686359416443,"Converged",0.5,0.5
51,-2.8397880960463,4.00922228741633,-0.0443646802951883,"Converged",0.5,0.5
