"sim","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","tpr","fpr"
130,-1.86886163363085,2.31220450755863,-0.1397378451932,"Converged",0.8,0.2
131,-2.01833533313182,2.37522107006846,-0.114033194619299,"Converged",0.8,0.2
132,-1.06247201883864,0.12041893644117,-0.168963443907988,"Converged",0.8,0.2
133,-2.1994648540267,3.02495090504301,-0.126471250794581,"Converged",0.8,0.2
134,-2.32457979986777,3.02021675650397,-0.0832699467038705,"Converged",0.8,0.2
135,-1.97851403319769,2.57849287776991,-0.131202837556312,"Converged",0.8,0.2
136,-2.21111657262116,2.56284983431503,-0.0636353440459221,"Converged",0.8,0.2
137,-2.01560921330289,1.80118935867432,-0.0963136228476284,"Converged",0.8,0.2
138,-2.42626602933456,2.58478888685752,-0.0483363422922846,"Converged",0.8,0.2
139,-2.36620157992126,3.22603671190721,-0.105848914926837,"Converged",0.8,0.2
140,-2.26480805656577,4.04883331263713,-0.166918309316902,"Converged",0.8,0.2
141,-2.14933736177085,2.17552811158039,-0.0693569206431143,"Converged",0.8,0.2
142,-0.899738577264268,-1.18300506221337,-0.102946923945929,"Converged",0.8,0.2
143,-1.61596239777378,1.40646313376729,-0.115366355067293,"Converged",0.8,0.2
144,-1.62814107132689,1.94907106523681,-0.143699049159274,"Converged",0.8,0.2
145,-1.64672464146335,1.39212223542352,-0.123750121076851,"Converged",0.8,0.2
146,-3.05521024604126,5.18711441201598,-0.100675876251382,"Converged",0.8,0.2
147,-1.7286180508598,0.304139534275325,-0.0332494210756503,"Converged",0.8,0.2
148,-1.6716322753964,1.06016321879137,-0.092098653639972,"Converged",0.8,0.2
149,-2.33940661965392,2.52872217118034,-0.0587535245139746,"Converged",0.8,0.2
150,-2.42246780716513,2.85681221710552,-0.0874604472368028,"Converged",0.8,0.2
151,-2.19120452494517,1.81951049654544,-0.0532621528033361,"Converged",0.8,0.2
152,-1.93242126159212,2.27414470073411,-0.121075608173642,"Converged",0.8,0.2
153,-1.55889807650689,0.774885229641365,-0.113372105527033,"Converged",0.8,0.2
154,-1.53052462893905,1.1428936056424,-0.16466296310585,"Converged",0.8,0.2
155,-2.46746473793445,3.43382905030108,-0.118093415224653,"Converged",0.8,0.2
156,-2.01670355105541,0.659915322087022,0.00797048817002253,"Converged",0.8,0.2
157,-2.2245761772955,1.72056019032666,0.015478115182249,"Converged",0.8,0.2
158,-1.95364529705006,2.33173259608615,-0.135447528163108,"Converged",0.8,0.2
159,-1.20923523208987,0.493629443149456,-0.143762480006623,"Converged",0.8,0.2
160,-2.18986623818216,2.42307500077679,-0.0894099414178036,"Converged",0.8,0.2
161,-0.639300614143574,-1.71899879094135,-0.14564155610024,"Converged",0.8,0.2
162,-2.10153785358632,2.88585939036847,-0.114315281968085,"Converged",0.8,0.2
163,-1.58881234686694,1.34488732019336,-0.147837295907352,"Converged",0.8,0.2
164,-2.62908515573685,3.64432285973126,-0.0680157822863317,"Converged",0.8,0.2
165,-2.67701764656017,3.75854034177627,-0.0729935890861094,"Converged",0.8,0.2
166,-2.54057474934549,3.33489937549197,-0.0918892653368471,"Converged",0.8,0.2
167,-2.65095053503357,3.21503542043601,-0.056976108282069,"Converged",0.8,0.2
168,-1.49217266298719,0.931992674582199,-0.136764399279005,"Converged",0.8,0.2
169,-2.86713480541026,3.69853597553733,-0.0320257349109783,"Converged",0.8,0.2
170,-1.89134648024516,1.45039845547107,-0.0640102473498336,"Converged",0.8,0.2
171,-1.13152501472858,-0.274329954713794,-0.103115827376809,"Converged",0.8,0.2
172,-3.62369420608347,7.11059643202827,-0.0770894101352015,"Converged",0.8,0.2
173,-1.50840104239859,1.61857971290627,-0.170308048788413,"Converged",0.8,0.2
174,-1.73571591412318,1.00724236800831,-0.0610817112653884,"Converged",0.8,0.2
175,-2.18813796298289,2.8746850416637,-0.104584273302625,"Converged",0.8,0.2
176,-0.979525960320951,0.0456084334878236,-0.169741609513319,"Converged",0.8,0.2
177,-2.33836292085274,2.70181746354245,-0.069309486084953,"Converged",0.8,0.2
178,-2.48784172895056,3.61643852728467,-0.0857349734003429,"Converged",0.8,0.2
179,-1.85285820965802,0.94855061411787,-0.0567897541900927,"Converged",0.8,0.2
180,-1.95759293481808,1.18918170098309,-0.0620032020539079,"Converged",0.8,0.2
181,-1.22628909002114,-0.088430893435589,-0.110085961448045,"Converged",0.8,0.2
182,-2.30315163612755,3.03269698182337,-0.119600214328092,"Converged",0.8,0.2
183,-2.34041422425582,3.61810707117189,-0.18268285097146,"Converged",0.8,0.2
184,-2.16856505282338,2.92265065387694,-0.106779645543137,"Converged",0.8,0.2
185,-1.80938566800171,1.71486921246323,-0.115466456855015,"Converged",0.8,0.2
186,-2.32530850221315,2.86300052740573,-0.090858116720623,"Converged",0.8,0.2
187,-1.29988127612061,0.263318172295389,-0.15156987377709,"Converged",0.8,0.2
188,-2.8297016867274,4.6529994994199,-0.10880091026401,"Converged",0.8,0.2
189,-1.99033224150055,1.99658040020654,-0.101874191529173,"Converged",0.8,0.2
190,-2.0806180369811,2.80901060220691,-0.138773110362004,"Converged",0.8,0.2
191,-1.5954422196443,1.58219479585728,-0.1670040333482,"Converged",0.8,0.2
192,-2.45117348920041,3.7565056259471,-0.125438592446124,"Converged",0.8,0.2
193,-1.49167541724925,0.625981963331369,-0.0942542074539606,"Converged",0.8,0.2
194,-2.8667935555854,3.74367977123753,-0.0261984610277883,"Converged",0.8,0.2
195,-1.55654893405079,1.09065611415255,-0.133315295888048,"Converged",0.8,0.2
196,-1.42453774506099,1.30107558339107,-0.170816596424015,"Converged",0.8,0.2
197,-2.54124112670347,3.8020970334812,-0.143932635060034,"Converged",0.8,0.2
198,-1.95086088625267,1.79958221205641,-0.0956721321754461,"Converged",0.8,0.2
199,-1.90025450750873,2.36148600484159,-0.136160631549742,"Converged",0.8,0.2
200,-2.63161922667359,3.04839140924345,-0.024148515025167,"Converged",0.8,0.2
201,-2.77002678583412,3.38744834062978,-0.0305556958597463,"Converged",0.8,0.2
202,-2.10372680857474,2.29872021450333,-0.0751655457738493,"Converged",0.8,0.2
203,-2.10573062380065,2.28950606786588,-0.120701072997695,"Converged",0.8,0.2
204,-2.00979643476157,2.25785294103784,-0.106032585163998,"Converged",0.8,0.2
205,-2.2146675212373,2.2582858112806,-0.0726446618217288,"Converged",0.8,0.2
206,-2.30497678727886,2.23034871406483,-0.0153515843159503,"Converged",0.8,0.2
207,-1.00505100875968,-0.0867510909616247,-0.156319231056313,"Converged",0.8,0.2
208,-1.30652200773435,-1.06957331821143,-0.0314358017425496,"Converged",0.8,0.2
209,-2.69227269857999,3.90286991236626,-0.0819564462146743,"Converged",0.8,0.2
210,-1.94489858331813,2.03136544990079,-0.0950454171072222,"Converged",0.8,0.2
211,NA,NA,NA,"B-spline error",0.8,0.2
212,-2.21101784412871,2.27162075430089,-0.055776138360471,"Converged",0.8,0.2
213,-1.89330620468043,2.34145361822859,-0.107118084514252,"Converged",0.8,0.2
214,-2.97974253958056,3.51807693176139,-0.0213252791714537,"Converged",0.8,0.2
215,-1.63788978578625,1.38174599064384,-0.102153572527388,"Converged",0.8,0.2
216,-3.39718351782947,4.89288156576947,0.0140559774753923,"Converged",0.8,0.2
217,-1.47568952335472,-0.505750224364197,-0.038948420245804,"Converged",0.8,0.2
218,-1.93041000077684,2.29551941874294,-0.109414515096752,"Converged",0.8,0.2
219,-2.83961212969142,5.44006231259581,-0.166029662741735,"Converged",0.8,0.2
220,-1.32710952739031,-0.0108141008147632,-0.106018757701246,"Converged",0.8,0.2
221,-2.59338471012867,4.355798982232,-0.162649492353227,"Converged",0.8,0.2
222,-2.57656659706228,4.18371140034454,-0.122921068574757,"Converged",0.8,0.2
223,-1.6263824485774,0.0537387375598848,-0.0528622929591328,"Converged",0.8,0.2
224,-1.34333725350591,-0.0399081790700563,-0.0992416765353202,"Converged",0.8,0.2
225,-1.43281266167858,-0.280929485179042,-0.104194270761171,"Converged",0.8,0.2
226,-0.986290488431614,-0.268138588624272,-0.100749662023452,"Converged",0.8,0.2
227,-2.22572750425806,1.77513540580576,-0.0466005273548668,"Converged",0.8,0.2
228,-1.95634069096472,2.26400096901137,-0.132491113684342,"Converged",0.8,0.2
229,-2.0277363968657,2.60335095331829,-0.103613712478739,"Converged",0.8,0.2
230,-2.83057898243195,3.95839130711177,-0.0592967184884002,"Converged",0.8,0.2
231,-2.26160523694749,2.75236224220809,-0.101579582626363,"Converged",0.8,0.2
232,-2.18318380388017,2.29886199920147,-0.074835461396329,"Converged",0.8,0.2
233,-1.80763028453261,1.32068289631325,-0.103041302015214,"Converged",0.8,0.2
234,-1.6798090120027,2.00333108076494,-0.179088288289792,"Converged",0.8,0.2
235,-1.91869629068136,2.81359285267369,-0.158741619715677,"Converged",0.8,0.2
236,-1.91033476926491,1.22358461276412,-0.0373139767936438,"Converged",0.8,0.2
237,-2.11402547764653,2.29842834102748,-0.0877032718001283,"Converged",0.8,0.2
238,-1.72753534079563,2.21595992220093,-0.190963405557505,"Converged",0.8,0.2
239,-3.40476229450361,5.1114239812535,-0.0243821269827468,"Converged",0.8,0.2
240,-2.31974945630491,3.17012364343957,-0.145424156742858,"Converged",0.8,0.2
241,-1.90033014223839,1.8450095884233,-0.132932695045126,"Converged",0.8,0.2
242,-1.8507511257327,1.50227063427694,-0.0572319536565007,"Converged",0.8,0.2
243,-1.50129247123134,0.917021827253451,-0.143687970903622,"Converged",0.8,0.2
244,-3.12268122559863,5.1720136816683,-0.111062833561489,"Converged",0.8,0.2
245,-1.38036574541751,0.626405109826482,-0.142608507479773,"Converged",0.8,0.2
246,-2.46953182093634,3.53007661537628,-0.0966113122786322,"Converged",0.8,0.2
247,-1.58606304474051,0.155724713810531,-0.0732659853489987,"Converged",0.8,0.2
248,-1.89617462921778,1.55945754025879,-0.086339189394723,"Converged",0.8,0.2
249,-1.79749481691095,3.00267033879782,-0.201328112193696,"Converged",0.8,0.2
250,-2.03950528435771,4.08044276373127,-0.237276701847445,"Converged",0.8,0.2
251,-1.87607234594007,1.6038474695272,-0.0963148206073166,"Converged",0.8,0.2
252,-1.31047489419068,0.402345305389415,-0.143230461967105,"Converged",0.8,0.2
253,-1.47992068814159,0.0136924704445748,-0.0901935735610926,"Converged",0.8,0.2
254,-1.95704452349364,1.45623065323344,-0.0238755840864832,"Converged",0.8,0.2
255,-2.39090678839026,2.93397816932421,-0.0880852875814147,"Converged",0.8,0.2
256,-2.73802865026431,3.1491834619566,0.00364875059892621,"Converged",0.8,0.2
257,-1.57363769836245,1.77610994366977,-0.172499816661365,"Converged",0.8,0.2
258,-1.94039475171382,2.02192791611605,-0.0934012603353643,"Converged",0.8,0.2
259,-1.57086180186705,1.61126582137762,-0.174520785359978,"Converged",0.8,0.2
260,-1.18047898110891,-0.632036889850303,-0.112692576419116,"Converged",0.8,0.2
261,-2.44245816787796,3.17994709771759,-0.104024198871886,"Converged",0.8,0.2
262,-1.57414096496799,1.8862601359705,-0.147368019993775,"Converged",0.8,0.2
263,-1.69932163561687,1.20754703854121,-0.0818239189181725,"Converged",0.8,0.2
264,-2.18883601782308,1.98632670110147,-0.0746125128271458,"Converged",0.8,0.2
265,-2.13514948610313,2.95195910519642,-0.116398181619233,"Converged",0.8,0.2
266,-2.80284538305105,2.86761186031152,0.00644187793540558,"Converged",0.8,0.2
267,-0.995500384264925,-1.99105917238402,-0.0624943528016701,"Converged",0.8,0.2
268,-1.35716898165482,1.81527060991045,-0.226629936868089,"Converged",0.8,0.2
269,-1.51586528206296,1.34730970035635,-0.171581768211322,"Converged",0.8,0.2
270,-2.67413981186351,5.02163862411548,-0.191841201451662,"Converged",0.8,0.2
271,-1.82630233315168,1.80142844262914,-0.113428086485621,"Converged",0.8,0.2
272,-2.43551750326429,4.10112488248778,-0.154924732365783,"Converged",0.8,0.2
273,-1.27424320270492,-0.225443085064974,-0.0812463745372393,"Converged",0.8,0.2
274,-2.12346268568568,2.63669187324529,-0.0952069001554649,"Converged",0.8,0.2
275,-1.31097566563455,-0.306998961258442,-0.0752673884436293,"Converged",0.8,0.2
276,-1.48462563999612,0.113271286170778,-0.0629949846155352,"Converged",0.8,0.2
277,-3.13882286569505,4.589296194636,0.0117567004938196,"Converged",0.8,0.2
278,-1.93735921080897,1.13550281572741,-0.0296821836140515,"Converged",0.8,0.2
279,-1.47444524192888,0.739889455369758,-0.132985262612011,"Converged",0.8,0.2
280,-2.11580528029994,2.66472012454791,-0.0912883182181503,"Converged",0.8,0.2
281,-2.01915998550238,1.82502226264242,-0.0812056674311218,"Converged",0.8,0.2
282,-1.56103130310597,0.381476617642906,-0.0421477203174582,"Converged",0.8,0.2
283,-2.03147756855659,2.09552730353469,-0.0767565527528133,"Converged",0.8,0.2
284,-1.58238505254036,0.906394758230942,-0.121868947797485,"Converged",0.8,0.2
285,-2.18115886969225,2.81380268419449,-0.089405863152893,"Converged",0.8,0.2
286,-1.92487629247129,2.11919395007822,-0.0970209846147947,"Converged",0.8,0.2
287,-2.24004366558069,2.12156484294587,-0.0541854646901297,"Converged",0.8,0.2
288,-1.43166959188443,-2.13282247184201,0.0349790145822881,"Converged",0.8,0.2
289,-2.4431815611812,2.97439771864494,-0.0646080805548136,"Converged",0.8,0.2
290,-1.72846587608981,1.56539264626638,-0.135593566038614,"Converged",0.8,0.2
291,-1.86393006244153,2.551500246171,-0.173768260983887,"Converged",0.8,0.2
292,-1.8041704164705,1.84643955163944,-0.0978875509969123,"Converged",0.8,0.2
293,-1.4495015181635,0.964458660110398,-0.153616260300684,"Converged",0.8,0.2
294,-2.81337720830466,4.81167886215582,-0.107959523139412,"Converged",0.8,0.2
295,-0.697863552289083,-0.257721252645915,-0.220754396409039,"Converged",0.8,0.2
296,-1.41490707192806,-0.115301284914345,-0.0780265699959219,"Converged",0.8,0.2
297,-3.25407205152279,5.20673376710642,-0.0592229154668247,"Converged",0.8,0.2
298,-2.98800646513242,6.17709802680559,-0.148269246569564,"Converged",0.8,0.2
299,-1.91061475640268,1.12680741985453,-0.0645059581123263,"Converged",0.8,0.2
300,-2.03543517466893,1.79007145515386,-0.0839070760099643,"Converged",0.8,0.2
301,-2.18226496192303,3.12989925077451,-0.115576898277095,"Converged",0.8,0.2
302,-1.95651115682101,3.47170229898328,-0.204916629659219,"Converged",0.8,0.2
303,-1.16712087723233,0.128688333577582,-0.096165346411742,"Converged",0.8,0.2
304,-2.07247710111781,2.49179844131308,-0.0983147488025957,"Converged",0.8,0.2
305,-1.77901671838944,1.66100966111555,-0.0805858619633656,"Converged",0.8,0.2
306,-2.04178370198465,2.40004394022963,-0.112243946728062,"Converged",0.8,0.2
307,-1.51607713384121,0.988751280404588,-0.113184165373188,"Converged",0.8,0.2
308,-2.02159681440197,1.78355862260694,-0.108972982295577,"Converged",0.8,0.2
309,-1.59999676611512,1.04891390898439,-0.107057589749596,"Converged",0.8,0.2
310,-2.42815385358402,2.97056569972864,-0.0924316796337008,"Converged",0.8,0.2
311,-2.28194255618966,3.08959503192718,-0.121695599467448,"Converged",0.8,0.2
312,-2.2820616736585,3.43637888540932,-0.135958401159353,"Converged",0.8,0.2
313,-1.82706672048012,2.23721828930357,-0.141151671245004,"Converged",0.8,0.2
314,-2.2481795521583,3.1410233476223,-0.137831428017822,"Converged",0.8,0.2
315,-1.66910805663428,2.46505201120605,-0.15914714933869,"Converged",0.8,0.2
316,-2.31816507801339,3.2879761490844,-0.106281855376853,"Converged",0.8,0.2
317,-2.27080261921716,2.17115579829548,-0.0622549878452894,"Converged",0.8,0.2
318,-2.0180441297898,1.56514119923009,-0.0485114926181455,"Converged",0.8,0.2
319,-1.47630810597819,1.0418617920286,-0.118584958535094,"Converged",0.8,0.2
320,-2.48654771068518,2.34356560735845,-0.0253838337388187,"Converged",0.8,0.2
321,-1.48970812919301,0.3929506794129,-0.0819026847636483,"Converged",0.8,0.2
322,-1.5655895754397,0.172932417617044,-0.0605609710764408,"Converged",0.8,0.2
323,-1.76254416153843,0.806184041783135,-0.0830983456920453,"Converged",0.8,0.2
324,-1.85092872479526,2.03760630721107,-0.159971406481917,"Converged",0.8,0.2
325,-1.84378593074686,2.09981373187519,-0.160181683229725,"Converged",0.8,0.2
326,-2.54234367758998,4.14066138867025,-0.12948714394721,"Converged",0.8,0.2
327,-1.88689480773144,2.12878585170169,-0.126802848817237,"Converged",0.8,0.2
328,-0.837291687388306,-0.749435353880709,-0.143675648656956,"Converged",0.8,0.2
329,-1.51654872083477,1.3377456339677,-0.173682671486996,"Converged",0.8,0.2
330,-1.33963895190197,0.552318072071811,-0.12205981032865,"Converged",0.8,0.2
331,-1.47948327092097,0.338094436954055,-0.14312553957189,"Converged",0.8,0.2
332,-1.79009589116575,1.87256514529381,-0.10834902583827,"Converged",0.8,0.2
333,-1.827744049255,1.28397479300487,-0.0891212130577649,"Converged",0.8,0.2
334,-2.14069225668187,3.16770604650645,-0.170510339125605,"Converged",0.8,0.2
335,-1.69705602811265,0.460148318131525,-0.0909064473737172,"Converged",0.8,0.2
