"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","tpr","fpr"
339,-1.76374347228124,1.29416227552268,-0.0835551963875999,"Converged",0.99,0.01
340,-1.99575255975075,2.28317479162092,-0.118399942139708,"Converged",0.99,0.01
341,-2.9103539162981,4.47100218618836,-0.0440544469528765,"Converged",0.99,0.01
342,-1.80726563911652,1.99100216054797,-0.111682885004249,"Converged",0.99,0.01
343,-1.89877239524395,1.09145234894091,-0.0676630897254035,"Converged",0.99,0.01
344,-2.34153810803625,3.02952806921085,-0.0876304818944675,"Converged",0.99,0.01
345,-1.65584169180077,0.778898024359743,-0.0572042640087029,"Converged",0.99,0.01
346,-2.18987263564507,3.16062668276467,-0.139279167887219,"Converged",0.99,0.01
347,-2.27905916749457,2.32047591835027,-0.0701887482299872,"Converged",0.99,0.01
348,-1.71234054675498,0.978337348687273,-0.079385299819822,"Converged",0.99,0.01
349,-2.1064632648436,2.12313664746602,-0.1190061183218,"Converged",0.99,0.01
350,-1.82475403207658,1.30939769134512,-0.0820998323098111,"Converged",0.99,0.01
351,-1.41283488303292,0.758290551143805,-0.119654777277986,"Converged",0.99,0.01
352,-2.40303512176046,2.48673515417697,-0.0485320319654724,"Converged",0.99,0.01
353,NA,NA,NA,"B-spline error",0.99,0.01
354,-1.40450556719296,0.691306511285648,-0.125489390880225,"Converged",0.99,0.01
355,-1.82326371760465,1.04482219022063,-0.0619619212866146,"Converged",0.99,0.01
356,-1.81466645210676,2.09154558265733,-0.1595289838172,"Converged",0.99,0.01
357,-1.94964005016746,1.31006654612178,-0.0983484691889574,"Converged",0.99,0.01
358,-1.64821876644524,0.910570443647792,-0.0838156088793195,"Converged",0.99,0.01
359,-1.8583083848291,2.0064060741698,-0.122844794278572,"Converged",0.99,0.01
360,-1.86429674884979,1.61269515098741,-0.0796913166885249,"Converged",0.99,0.01
361,-2.44120922902065,3.43478076084154,-0.127266282340571,"Converged",0.99,0.01
362,-2.54794791707767,2.88008941173337,-0.0499190367112474,"Converged",0.99,0.01
363,-1.5944992315878,0.998523449385071,-0.125402188490774,"Converged",0.99,0.01
364,-2.0949574146718,1.73651111673432,-0.0499772256218407,"Converged",0.99,0.01
365,-2.15163049172039,1.04619392184181,0.0113569809526719,"Converged",0.99,0.01
366,-2.02459910004774,3.01436612883823,-0.155751327057335,"Converged",0.99,0.01
367,-1.93089773822292,1.31244911847076,-0.0631433797646803,"Converged",0.99,0.01
368,-1.66989471015381,1.55910310062636,-0.134248071867816,"Converged",0.99,0.01
369,-1.56689710895973,2.90972638512187,-0.250825571684675,"Converged",0.99,0.01
370,-2.15290877819629,2.242113515902,-0.0909310959250821,"Converged",0.99,0.01
371,-2.09904742565501,2.15454079527938,-0.100357808539258,"Converged",0.99,0.01
372,-2.48833858155875,2.87807768677822,-0.082500277201606,"Converged",0.99,0.01
373,-2.15758004415277,2.02053362472421,-0.0645737997650578,"Converged",0.99,0.01
374,-1.93657487358138,1.68521891672234,-0.078754082988925,"Converged",0.99,0.01
375,-1.982466046005,1.79334469646098,-0.145530837833653,"Converged",0.99,0.01
376,-1.81727063052931,2.22737353371154,-0.126339916318235,"Converged",0.99,0.01
377,-2.5915143643574,3.63412074480512,-0.0915526198158,"Converged",0.99,0.01
378,-2.48691436956924,2.84983322432263,-0.055033091166888,"Converged",0.99,0.01
379,-2.19779338710492,1.71873919061165,-0.0433943507466233,"Converged",0.99,0.01
380,-1.33912323953526,0.758945988772871,-0.140226450734602,"Converged",0.99,0.01
381,-1.92682149681036,1.57064598589906,-0.081147808004133,"Converged",0.99,0.01
382,-1.68534914378594,1.57190464452767,-0.108760000106072,"Converged",0.99,0.01
383,-1.515154520333,0.248571454754882,-0.110317213746951,"Converged",0.99,0.01
384,-2.11187511724457,2.26100958548094,-0.131656079417271,"Converged",0.99,0.01
385,-1.43415235671889,1.05981298371559,-0.150463333129101,"Converged",0.99,0.01
386,-1.60889086078144,0.43170507473226,-0.0281335598089595,"Converged",0.99,0.01
387,-1.46031856346584,-0.0898045679317101,-0.0589581346340722,"Converged",0.99,0.01
388,-1.67173959890212,2.02029380993664,-0.155376567842382,"Converged",0.99,0.01
389,-2.00513534421669,2.06413408231505,-0.0806276921421477,"Converged",0.99,0.01
390,-2.39772050660919,3.51747185668596,-0.111490986925649,"Converged",0.99,0.01
391,-1.97814952905589,2.05138218520265,-0.103710863761838,"Converged",0.99,0.01
392,-1.2711381515653,0.462698917702538,-0.145083548820721,"Converged",0.99,0.01
393,-2.09497955500599,2.75383231142961,-0.132924845851538,"Converged",0.99,0.01
394,-2.43277537156813,2.38779936423246,0.00365818454058784,"Converged",0.99,0.01
395,-1.50155374466016,-0.26055246004843,-0.074231757051445,"Converged",0.99,0.01
396,-2.84159228444457,4.57075914080016,-0.110329114309955,"Converged",0.99,0.01
397,-1.68182496996919,1.9264443373723,-0.16887475527207,"Converged",0.99,0.01
398,-2.31723885185001,3.45425080576517,-0.102591711182294,"Converged",0.99,0.01
399,-2.30352341694897,3.06113477033504,-0.110019723024212,"Converged",0.99,0.01
400,-2.09803496323075,2.07417286192853,-0.117499581819026,"Converged",0.99,0.01
401,-2.03803933112328,2.58639731225412,-0.154336335119681,"Converged",0.99,0.01
402,-2.21549587535509,2.13077620929421,-0.0513750797905736,"Converged",0.99,0.01
403,-2.24051898259412,2.04370098108265,-0.0472194935398962,"Converged",0.99,0.01
404,-2.15985272753271,2.5300147372271,-0.106301178615024,"Converged",0.99,0.01
405,-2.47362598992849,3.68854827290081,-0.10066736355389,"Converged",0.99,0.01
406,-2.05783984006674,2.99735602772574,-0.126527991197742,"Converged",0.99,0.01
407,-1.67162033500684,1.51806712928821,-0.0965334160651952,"Converged",0.99,0.01
408,-2.22806167045192,1.80649552307914,-0.0694025799753484,"Converged",0.99,0.01
409,-2.15558879423035,2.36895788445434,-0.0827616019271166,"Converged",0.99,0.01
410,-1.61506318840825,0.107632136959349,-0.0735841702053637,"Converged",0.99,0.01
411,-3.18231055372827,4.73508479604447,-0.0225729834185388,"Converged",0.99,0.01
412,-2.06924495956915,2.33200918918452,-0.118377430209744,"Converged",0.99,0.01
413,-1.39909520420961,0.00719047092522029,-0.0905581091502732,"Converged",0.99,0.01
414,-1.86650713975569,2.5338337909867,-0.166153873665835,"Converged",0.99,0.01
415,-2.41181506849202,2.52950559433129,-0.055380157881671,"Converged",0.99,0.01
416,-2.5011423298215,3.85566847239373,-0.108250992212491,"Converged",0.99,0.01
417,-2.82968279224525,3.90552427877051,-0.0919499531902536,"Converged",0.99,0.01
418,-1.37801927279751,0.513066475998601,-0.118160386379292,"Converged",0.99,0.01
419,-1.94894288981962,2.50355546251923,-0.13513312078344,"Converged",0.99,0.01
420,-1.64663562639894,0.977832673473023,-0.100589141397571,"Converged",0.99,0.01
421,-1.91611030207368,1.54974189010834,-0.084700498584725,"Converged",0.99,0.01
422,-2.50983383221516,3.02836844194568,-0.0841695858712075,"Converged",0.99,0.01
423,-2.56638262000173,3.47763974403922,-0.0643045382436199,"Converged",0.99,0.01
424,-2.00960295628776,1.64103473843154,-0.0900671242855397,"Converged",0.99,0.01
425,-1.83707388882739,1.5324259406938,-0.0935546313496286,"Converged",0.99,0.01
426,-1.58188819271709,0.445399795192314,-0.0669776961766374,"Converged",0.99,0.01
427,-1.48259688550765,1.4873852093385,-0.198084845142745,"Converged",0.99,0.01
428,-2.3599217922763,2.12645572542165,-0.039319309775232,"Converged",0.99,0.01
429,-1.75905253630739,0.758414811205521,-0.0585124247228747,"Converged",0.99,0.01
430,-1.68103159134492,0.688802212494383,-0.0646096582537711,"Converged",0.99,0.01
431,-2.17269123375202,2.88050788948785,-0.114561328743161,"Converged",0.99,0.01
432,-2.56123191066657,4.11545593732614,-0.104916614414522,"Converged",0.99,0.01
433,-1.80692885486461,1.87813179116039,-0.151538199809435,"Converged",0.99,0.01
434,-2.55527365357516,3.71745711348,-0.0980071794852893,"Converged",0.99,0.01
435,-2.36580775046092,2.9233703278449,-0.0814190079891509,"Converged",0.99,0.01
436,-3.24433895069972,4.95423922443396,-0.0510903374569737,"Converged",0.99,0.01
437,-1.91469137879144,0.618854842658723,-0.0265856904041581,"Converged",0.99,0.01
438,-1.36297500687025,0.711842198938277,-0.14518566891966,"Converged",0.99,0.01
439,-1.88698211306484,2.46661827722629,-0.153583807887222,"Converged",0.99,0.01
440,-2.08128409435103,3.13742242614673,-0.149989131656277,"Converged",0.99,0.01
441,-1.9117756165859,0.930056887826189,-0.0449346568483711,"Converged",0.99,0.01
442,-1.82734960666962,1.45328835819792,-0.0668214850705833,"Converged",0.99,0.01
443,-1.26526211889198,0.393632071015471,-0.129099813919047,"Converged",0.99,0.01
444,-2.39401033198423,2.66276779384161,-0.0382391645781601,"Converged",0.99,0.01
445,-1.72667523416918,1.87996029665085,-0.125331155326974,"Converged",0.99,0.01
446,-1.9455154276402,2.25956504601915,-0.119033345577208,"Converged",0.99,0.01
447,-1.81684914570793,1.47850035770881,-0.0877701375794575,"Converged",0.99,0.01
448,-2.08968325880578,2.88387708703102,-0.160818849410447,"Converged",0.99,0.01
449,-1.8484315097645,1.53673549615701,-0.0757985142577461,"Converged",0.99,0.01
450,-1.14448550825329,-0.637406386952989,-0.0717978305139571,"Converged",0.99,0.01
451,-1.88005565636156,2.67404015431191,-0.165757486978374,"Converged",0.99,0.01
452,-1.72415234932443,1.43952635702205,-0.119588312060574,"Converged",0.99,0.01
453,-2.25043866443742,3.16485316149455,-0.128006794656244,"Converged",0.99,0.01
454,-2.30068176689511,2.60948650438368,-0.0738819771768822,"Converged",0.99,0.01
455,-1.78424297361261,1.08759479919219,-0.0659852276086642,"Converged",0.99,0.01
456,-1.763833304741,0.980915288862419,-0.0842844097702397,"Converged",0.99,0.01
457,-2.00748778076073,3.23709299983934,-0.146398171979938,"Converged",0.99,0.01
458,-2.13665896166134,1.81375531028025,-0.0642464952616181,"Converged",0.99,0.01
459,-1.77046074620564,1.2963556148293,-0.097492780450863,"Converged",0.99,0.01
460,-2.33407563689376,2.52476093431411,-0.0256784035965337,"Converged",0.99,0.01
461,-2.14473817274588,2.44908250243183,-0.0980332484171878,"Converged",0.99,0.01
462,-2.15872212000609,2.75382434402668,-0.116080615601112,"Converged",0.99,0.01
463,-1.78891315318965,1.29752752613432,-0.0890072747979658,"Converged",0.99,0.01
464,-2.48830619391256,2.3202056398587,-0.0154295959392151,"Converged",0.99,0.01
465,-2.05715113437022,2.20793068314085,-0.10505147849176,"Converged",0.99,0.01
466,-2.16531457783219,2.30264193356268,-0.0875003403641178,"Converged",0.99,0.01
467,-1.52804073062646,0.625876533533876,-0.0827419540467187,"Converged",0.99,0.01
468,-2.53869363936642,3.1173164125453,-0.0963082616679959,"Converged",0.99,0.01
469,-1.97526219009014,2.36636845510508,-0.125211959525792,"Converged",0.99,0.01
470,-1.822286528022,1.57273475177353,-0.11257706694803,"Converged",0.99,0.01
471,-1.52922915945977,0.150670317781571,-0.02926628492702,"Converged",0.99,0.01
472,-1.77774166323652,1.06571642434628,-0.0695153443385778,"Converged",0.99,0.01
473,-1.23319130320856,-0.574659832918224,-0.106078766780506,"Converged",0.99,0.01
474,-1.76362787025714,2.14596537516887,-0.14863803946873,"Converged",0.99,0.01
475,-1.67117661452805,0.510839318243822,-0.0628191959254541,"Converged",0.99,0.01
476,-1.97699936215585,0.877254704863658,-0.0283342998931863,"Converged",0.99,0.01
477,NA,NA,NA,"B-spline error",0.99,0.01
478,-1.27669337390462,0.0291203232513904,-0.114913374973632,"Converged",0.99,0.01
479,-2.07429709221872,2.74706909928845,-0.116405120810556,"Converged",0.99,0.01
480,-1.40715277439921,0.27415976679109,-0.098225762701056,"Converged",0.99,0.01
481,-1.82800449458073,1.84866141148303,-0.091193091522355,"Converged",0.99,0.01
482,-1.40662408506573,0.671792933565024,-0.107975250819104,"Converged",0.99,0.01
483,-2.22438849352697,2.67758964342331,-0.115813011077665,"Converged",0.99,0.01
484,-2.69401086135898,3.02540403549683,-0.0631070598962451,"Converged",0.99,0.01
485,-1.99556673282165,2.03172365632643,-0.0976843514638986,"Converged",0.99,0.01
486,-2.69342403295545,3.66474390567908,-0.0440801216618353,"Converged",0.99,0.01
487,-2.04266493859766,1.81775415818883,-0.0771175468792455,"Converged",0.99,0.01
488,-2.16589718563615,3.0364350294899,-0.142115460754211,"Converged",0.99,0.01
489,-2.07035465823812,1.49701840944103,-0.0488318673623231,"Converged",0.99,0.01
490,-2.56554775407776,3.81191816341722,-0.115178301920704,"Converged",0.99,0.01
491,-2.2364436037432,2.7309876284203,-0.0628326955217017,"Converged",0.99,0.01
492,-2.02761598404619,2.24560036117452,-0.0872622257292702,"Converged",0.99,0.01
493,-2.07591536337924,1.35276002304424,-0.0244350994547204,"Converged",0.99,0.01
494,-1.17448981290725,0.755059797586301,-0.187992239324,"Converged",0.99,0.01
495,-2.02797956914786,1.91737639149475,-0.08179755035025,"Converged",0.99,0.01
496,-1.71337311228579,0.458338061526446,-0.0699065712553316,"Converged",0.99,0.01
497,-1.78933652046726,2.17588775237402,-0.158202640068556,"Converged",0.99,0.01
498,-2.86770367667705,4.35843303167323,-0.0655015279895202,"Converged",0.99,0.01
499,-1.5318411042597,1.09996657418806,-0.146311743952581,"Converged",0.99,0.01
500,-1.96989260906432,1.60160378821673,-0.070472430163491,"Converged",0.99,0.01
501,-1.79982293951638,1.08207570286676,-0.0766746606690737,"Converged",0.99,0.01
502,-2.36387857621351,2.19597584222345,-0.0292587256613925,"Converged",0.99,0.01
503,-2.24285139977663,2.00094011907706,-0.0399674996857459,"Converged",0.99,0.01
504,-2.01182713284811,2.1454653766924,-0.13835106953084,"Converged",0.99,0.01
505,-1.61794135353655,1.20048067566641,-0.0883639933113098,"Converged",0.99,0.01
506,-1.72570710705302,1.45194139129989,-0.149169206999547,"Converged",0.99,0.01
507,-2.37994258536435,3.08827629014564,-0.11712630817081,"Converged",0.99,0.01
508,-1.49151861574013,0.0366421432365874,-0.0924792724230579,"Converged",0.99,0.01
509,-1.71273529130298,0.748257698730084,-0.0789130026021437,"Converged",0.99,0.01
510,-1.81214876771213,2.63598508902556,-0.184038887637448,"Converged",0.99,0.01
511,-2.25209580916048,3.35961272763622,-0.146955031644582,"Converged",0.99,0.01
512,-1.64702277352121,1.89043221490254,-0.157555799387362,"Converged",0.99,0.01
513,-2.20956568439435,2.71770754799037,-0.123393856444208,"Converged",0.99,0.01
514,-1.83996394749718,1.17117662280322,-0.0749242660889303,"Converged",0.99,0.01
515,-1.88805002889608,1.18770178909871,-0.0932867110178146,"Converged",0.99,0.01
516,-1.81233137138798,1.46125303721622,-0.110905045302008,"Converged",0.99,0.01
517,-2.05537092177089,2.64114801236217,-0.113527456798112,"Converged",0.99,0.01
518,-2.19801863359903,3.19883633007662,-0.155888282156386,"Converged",0.99,0.01
519,-1.59612310538154,0.110885121240471,-0.0838108186661765,"Converged",0.99,0.01
520,-1.7102010483933,2.39233353773879,-0.183738241714261,"Converged",0.99,0.01
521,-1.23176375880309,1.28988084381875,-0.21434122531054,"Converged",0.99,0.01
522,-1.7058017520816,0.479646430545131,-0.0319952499039083,"Converged",0.99,0.01
523,-2.46962009658921,3.26995349193093,-0.0675686703050561,"Converged",0.99,0.01
524,-2.38390802388437,2.3482757984666,0.00287639533474981,"Converged",0.99,0.01
525,-1.6662010848332,0.684263829009979,-0.0734649380220434,"Converged",0.99,0.01
526,-1.60950417840484,0.445966497610501,-0.0844143345971359,"Converged",0.99,0.01
527,-1.61322280201975,1.01514121648216,-0.0983989528554704,"Converged",0.99,0.01
528,-1.49160651872832,-0.0996975964931625,-0.0735506544843363,"Converged",0.99,0.01
529,-2.5906659340689,3.44969546439147,-0.0407201437775675,"Converged",0.99,0.01
530,-1.71572423493566,0.753997203711877,-0.0457025357441564,"Converged",0.99,0.01
531,-2.66096404667182,3.0955280064049,-0.0574276183788729,"Converged",0.99,0.01
532,-1.96156000545903,2.05226132916439,-0.154151245577865,"Converged",0.99,0.01
533,-1.95520541352287,1.14337882911839,-0.0569648818086974,"Converged",0.99,0.01
534,-2.43485585571142,3.21874585433864,-0.0808996358676989,"Converged",0.99,0.01
535,-2.22272595307653,2.7418596673131,-0.085607914195218,"Converged",0.99,0.01
536,-1.85213811721997,1.78673439947265,-0.0907324438961504,"Converged",0.99,0.01
537,-2.76832858814884,3.79777844690275,-0.0657991344019758,"Converged",0.99,0.01
538,-1.8026669346826,1.925609756488,-0.136360530369094,"Converged",0.99,0.01
539,-1.09940952767232,0.242189426554327,-0.147269675719151,"Converged",0.99,0.01
540,-1.95224244416238,1.59822823240777,-0.114206990953223,"Converged",0.99,0.01
541,-1.81732923765763,0.999411832097334,-0.0477586051754066,"Converged",0.99,0.01
542,-2.00904768572308,2.3680734844071,-0.111307173086357,"Converged",0.99,0.01
543,-2.39805827699694,3.37091955983662,-0.0921975645371237,"Converged",0.99,0.01
544,-1.73843832477017,1.95115570649693,-0.177148187112481,"Converged",0.99,0.01
545,-2.11669163403953,1.88305678364546,-0.0556316240727637,"Converged",0.99,0.01
546,-1.98975207535225,1.93024329378289,-0.0772691456300175,"Converged",0.99,0.01
547,-1.73363831722998,1.43989500074897,-0.118491251171126,"Converged",0.99,0.01
548,-1.13693386329181,-0.762976961944813,-0.101601994951574,"Converged",0.99,0.01
549,-2.54507018794552,4.81622838638964,-0.170411341052521,"Converged",0.99,0.01
550,-2.65871149007565,3.24504450553357,-0.0306322194003226,"Converged",0.99,0.01
551,-2.11456169292778,3.27009386660765,-0.139512696294756,"Converged",0.99,0.01
552,-1.60551597372199,1.41017221419495,-0.119708827975027,"Converged",0.99,0.01
553,-1.78766794697723,2.19486552742796,-0.185672997353824,"Converged",0.99,0.01
554,-2.06081573921301,3.0893271094239,-0.166693799650225,"Converged",0.99,0.01
555,-2.15476783358911,2.3214618496535,-0.122167709055229,"Converged",0.99,0.01
556,-2.40501012145544,2.92396978297061,-0.0658804623182694,"Converged",0.99,0.01
557,-1.18301600380621,0.790515387543355,-0.168777905122344,"Converged",0.99,0.01
558,-2.57342222504348,3.34569369896534,-0.0725363921644322,"Converged",0.99,0.01
559,-2.13327477381442,1.87168329274755,-0.0476861477106856,"Converged",0.99,0.01
560,-1.63370407468106,1.62805480593113,-0.185558340697354,"Converged",0.99,0.01
561,-1.73089717990434,1.24433713006639,-0.10147007384478,"Converged",0.99,0.01
562,-2.29024018485846,2.08883992874115,-0.0376837827593304,"Converged",0.99,0.01
563,-1.74654399450931,0.0861333192432515,-0.0356955859323816,"Converged",0.99,0.01
564,-2.12946512580255,3.24683969932884,-0.152882008423762,"Converged",0.99,0.01
565,-2.44809857352977,3.25351074016665,-0.0849734520507532,"Converged",0.99,0.01
566,-1.95926708870476,2.08729078733594,-0.0895762062489729,"Converged",0.99,0.01
567,-1.90094504797321,2.73540470691691,-0.155751968194647,"Converged",0.99,0.01
568,-1.73439644796262,2.01458034497774,-0.153053226321865,"Converged",0.99,0.01
569,-3.16889903596997,4.10346415989248,-0.0102701003745777,"Converged",0.99,0.01
570,-1.94798998648443,1.71873281411929,-0.0959024970739339,"Converged",0.99,0.01
571,-2.03094048063278,2.47458049916653,-0.126000605909187,"Converged",0.99,0.01
572,-2.18593394948907,2.09508284981634,-0.0857238963440325,"Converged",0.99,0.01
573,-1.75988237196003,1.11465411625902,-0.072391963890707,"Converged",0.99,0.01
574,-1.67031121698253,1.68526929287605,-0.132322390208025,"Converged",0.99,0.01
575,-1.96235464800996,2.4087531882756,-0.146896640058687,"Converged",0.99,0.01
576,-2.69441885231004,3.83621717905857,-0.0654493135215934,"Converged",0.99,0.01
577,-3.05888148324134,5.18062103417479,-0.101509404649996,"Converged",0.99,0.01
578,-2.40574761975234,3.28404173000559,-0.0741219195287558,"Converged",0.99,0.01
579,-2.07343377726903,2.11246477213319,-0.0974678544496229,"Converged",0.99,0.01
580,-1.44566110337024,0.408942350099765,-0.112110179482225,"Converged",0.99,0.01
581,-1.98367652812856,1.13091891095797,-0.045562705445322,"Converged",0.99,0.01
582,-1.81390038826783,2.05647044541898,-0.122879194303996,"Converged",0.99,0.01
583,-2.09854483277263,1.96243028944372,-0.0657447535257909,"Converged",0.99,0.01
584,-1.38602678884995,1.46246177827625,-0.183121099616638,"Converged",0.99,0.01
585,-1.92827884044488,1.451161649372,-0.10389030085249,"Converged",0.99,0.01
586,-1.83358019443066,2.04344601440955,-0.17907435930722,"Converged",0.99,0.01
587,-1.39544439334291,0.495479823194063,-0.118593904950312,"Converged",0.99,0.01
588,-1.8299575970336,1.62861696768613,-0.0836455558441864,"Converged",0.99,0.01
589,-2.20644900511477,2.10512638330251,-0.0420410577180862,"Converged",0.99,0.01
590,-2.12697949191379,1.51887278004667,-0.0604614633564169,"Converged",0.99,0.01
591,-1.78431781366709,0.950234065021744,-0.0743404903531052,"Converged",0.99,0.01
592,-2.1559317624481,2.42666198307863,-0.0455865939214261,"Converged",0.99,0.01
593,-1.98523361496854,2.98633195190517,-0.153888126237852,"Converged",0.99,0.01
594,-2.52035243855635,2.81722706499309,-0.0664225358310348,"Converged",0.99,0.01
595,-1.88137616843906,1.46129684294399,-0.121353796949537,"Converged",0.99,0.01
596,-2.2631732313126,2.81733231413479,-0.115197792787537,"Converged",0.99,0.01
597,-1.4608153283379,0.538944290944094,-0.0963832414003754,"Converged",0.99,0.01
598,-2.69180170204673,4.1177941405812,-0.101781244679184,"Converged",0.99,0.01
599,-1.87257998573013,2.00211167213401,-0.140608620142751,"Converged",0.99,0.01
600,-1.98863319364789,1.85664682746467,-0.0584983020062186,"Converged",0.99,0.01
601,-1.74063279709318,1.34976869384419,-0.083209702830932,"Converged",0.99,0.01
602,-1.6404418777713,2.03489108924624,-0.170130128717547,"Converged",0.99,0.01
603,-2.1543859343867,1.97450294129772,-0.0832369731873765,"Converged",0.99,0.01
604,-1.2280097849414,-0.242912525912263,-0.0979937426535686,"Converged",0.99,0.01
605,-1.2503464813233,0.752806025612187,-0.13192681712372,"Converged",0.99,0.01
606,-2.41948081948737,3.32359808580997,-0.0922968857242884,"Converged",0.99,0.01
607,-1.79007905200383,1.94616425113745,-0.15657825999765,"Converged",0.99,0.01
608,-2.11286833489846,2.00990235726958,-0.0956085153163407,"Converged",0.99,0.01
609,-1.3919052083857,-0.390277899215627,-0.0664490341879231,"Converged",0.99,0.01
610,-1.8167596415356,2.30604608440187,-0.123772474567668,"Converged",0.99,0.01
611,-1.68647727349065,1.38583200140221,-0.12860757004065,"Converged",0.99,0.01
612,-2.54259457960587,2.81167316249072,-0.0360139875636477,"Converged",0.99,0.01
613,-1.90761590995926,1.13757632520815,-0.0657560096099268,"Converged",0.99,0.01
614,-1.2138526362644,0.101170241707425,-0.137794118664164,"Converged",0.99,0.01
615,-1.40965701371828,-0.0508770749108119,-0.117295833003822,"Converged",0.99,0.01
616,NA,NA,NA,"B-spline error",0.99,0.01
617,-1.29005622516797,0.159033776909528,-0.12715820543534,"Converged",0.99,0.01
618,-1.94622902377904,1.6802523663129,-0.0842468808507037,"Converged",0.99,0.01
619,-1.31430951654735,1.02852113862883,-0.174441476304966,"Converged",0.99,0.01
620,-1.8335451802353,2.23140321258877,-0.142277959921254,"Converged",0.99,0.01
621,-2.38799252440218,2.54931108437826,-0.0402834072564034,"Converged",0.99,0.01
622,NA,NA,NA,"B-spline error",0.99,0.01
623,-1.77590976589923,2.01399662209133,-0.158089570000599,"Converged",0.99,0.01
624,-0.820865708437697,-0.175581080850767,-0.208826124585046,"Converged",0.99,0.01
625,NA,NA,NA,"B-spline error",0.99,0.01
626,-2.14893399301039,2.60755680528257,-0.125323343809401,"Converged",0.99,0.01
627,-1.51029752618574,1.10654081439682,-0.109452978524428,"Converged",0.99,0.01
628,-2.28757602538441,2.4323886576252,-0.0638037106582891,"Converged",0.99,0.01
629,-2.11681507677293,3.01321082403464,-0.140111718030124,"Converged",0.99,0.01
630,-2.57774057447331,2.24782334688307,0.0311292711719061,"Converged",0.99,0.01
631,-2.28486177776754,2.99092739455488,-0.120060851500237,"Converged",0.99,0.01
632,-2.37010868323946,3.93291896170246,-0.159424085429296,"Converged",0.99,0.01
633,-1.43082396856689,0.778268663537659,-0.113356153247537,"Converged",0.99,0.01
634,-2.14713286794893,2.3427099466715,-0.0987845336587416,"Converged",0.99,0.01
635,-1.82613632859936,0.892318359626755,-0.0530269968906414,"Converged",0.99,0.01
636,-2.02604686331876,2.30435158688637,-0.124352560142914,"Converged",0.99,0.01
637,-1.29093284362622,0.901567037035518,-0.201098868198247,"Converged",0.99,0.01
638,-2.04942358675337,0.862059476409272,-0.031580194319929,"Converged",0.99,0.01
639,-1.95129403146088,2.75450289741222,-0.131151599859971,"Converged",0.99,0.01
640,-2.45416843378855,3.08203859576491,-0.0886490506002934,"Converged",0.99,0.01
641,-1.85907501226906,1.55357158649051,-0.0954709552042945,"Converged",0.99,0.01
642,-1.71549213344528,1.37167332821631,-0.0987146197307558,"Converged",0.99,0.01
643,-2.11894751486204,3.16430871335101,-0.143402228111347,"Converged",0.99,0.01
644,-2.17321679818745,1.95937794656651,-0.0907399004254703,"Converged",0.99,0.01
645,-1.90589202186351,1.45766702756622,-0.0734450511200109,"Converged",0.99,0.01
646,-0.953505566406578,-1.35286597420116,-0.130808771424514,"Converged",0.99,0.01
647,-1.42568733237175,0.381250774928773,-0.0994990324879975,"Converged",0.99,0.01
648,-2.38360086646455,2.88529432815622,-0.0582050938680853,"Converged",0.99,0.01
649,-1.68192702774119,1.37875411454533,-0.13889380269406,"Converged",0.99,0.01
650,-1.72100481215661,1.99413732842004,-0.147880471837277,"Converged",0.99,0.01
651,-1.10822963033003,-0.491551731493277,-0.130613933424986,"Converged",0.99,0.01
652,-2.19758735159544,2.90408633786178,-0.124314140388292,"Converged",0.99,0.01
653,-1.40834235961726,0.208990752123463,-0.120788941258023,"Converged",0.99,0.01
654,-1.99659062494177,2.65810799244068,-0.116070556434948,"Converged",0.99,0.01
655,-1.83614827660407,1.08765934843132,-0.111080808468823,"Converged",0.99,0.01
656,-2.10250916570625,0.924223525075287,-0.0339862837483322,"Converged",0.99,0.01
657,-1.21677619357742,0.984850356242525,-0.189970748135198,"Converged",0.99,0.01
658,-2.26536787793917,2.06701796354497,-0.0487655188258549,"Converged",0.99,0.01
659,-2.06890926306744,1.31418664196999,-0.00749851897231071,"Converged",0.99,0.01
660,-2.28536799673909,3.81215722686459,-0.18281490788477,"Converged",0.99,0.01
661,-1.83288079764998,1.86457338182967,-0.161068957611359,"Converged",0.99,0.01
662,-2.49774890183913,3.66985402237591,-0.114445775542731,"Converged",0.99,0.01
663,-1.02498646206887,0.113192131795182,-0.190452047024747,"Converged",0.99,0.01
664,-1.65633514883914,1.45682022939646,-0.194692572140478,"Converged",0.99,0.01
665,-2.30437828198278,2.3988659339321,-0.0452578678385835,"Converged",0.99,0.01
666,-2.29485962897891,2.45307663287117,-0.0794259019361618,"Converged",0.99,0.01
667,-1.78242846380181,1.53534754392865,-0.127758721007945,"Converged",0.99,0.01
668,-1.71335974682062,1.5842219077675,-0.116553051993556,"Converged",0.99,0.01
669,-1.40338986151372,0.586985886241974,-0.106107990721085,"Converged",0.99,0.01
670,-1.7069427070261,1.51632749598449,-0.108124855687139,"Converged",0.99,0.01
671,-1.61351221919574,0.83671181538805,-0.0833942257045803,"Converged",0.99,0.01
672,-2.01879047886703,2.25665476159897,-0.0992347249875523,"Converged",0.99,0.01
673,-1.93714799762907,2.12705886153958,-0.101873262355711,"Converged",0.99,0.01
674,-1.59912267794928,1.06969170941317,-0.117994949152124,"Converged",0.99,0.01
675,-1.84288955626446,1.26519781618351,-0.109551815165518,"Converged",0.99,0.01
676,NA,NA,NA,"B-spline error",0.99,0.01
