"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","tpr","fpr"
73,-1.64793162604365,0.855931862979847,-0.0896065340316911,"Converged",0.8,0.2
74,-3.12284162651658,4.59544878113115,-0.0736364512528075,"Converged",0.8,0.2
75,-1.50352243023094,1.2906050202819,-0.140237997355159,"Converged",0.8,0.2
76,-1.80574923092265,1.41932890454276,-0.0833790815289555,"Converged",0.8,0.2
77,-1.85325955388561,2.13187204541054,-0.0875922034245234,"Converged",0.8,0.2
78,-1.67808637525442,0.955818644168253,-0.0950853646633543,"Converged",0.8,0.2
79,-1.47437818229597,0.409043011422542,-0.0850564515461206,"Converged",0.8,0.2
80,-1.32216010173475,1.04085931056695,-0.144091276540252,"Converged",0.8,0.2
81,-1.01130956521148,-0.597590847370743,-0.112103743023754,"Converged",0.8,0.2
82,-1.30317743944494,0.818642446388932,-0.134432242729615,"Converged",0.8,0.2
83,-2.22296214608589,2.89575434100937,-0.0970181250532389,"Converged",0.8,0.2
84,-1.73327327535597,0.108017590365933,-0.0562140112401352,"Converged",0.8,0.2
85,-0.756052399941109,-0.894420290395991,-0.13615104009038,"Converged",0.8,0.2
86,-1.36450431773733,0.52335701521043,-0.118866287184296,"Converged",0.8,0.2
87,-2.43023887897553,3.32245265695342,-0.0900378494904381,"Converged",0.8,0.2
88,-1.24770626515215,-0.347592643073189,-0.082142476104412,"Converged",0.8,0.2
89,-1.59828770655377,0.364939619554934,-0.0623041183386085,"Converged",0.8,0.2
90,-1.37437361667865,1.53983414037358,-0.225304388289107,"Converged",0.8,0.2
91,-1.45409127000476,0.573063763551386,-0.0852027724306016,"Converged",0.8,0.2
92,-2.88446229541998,3.67294904172202,-0.0901992041873163,"Converged",0.8,0.2
93,-2.09413219663618,2.6191666978895,-0.101145229521058,"Converged",0.8,0.2
94,-1.7568039127293,1.44219954008724,-0.0994979967880022,"Converged",0.8,0.2
95,-1.67411299269295,1.52808141039115,-0.108262792214088,"Converged",0.8,0.2
96,-2.34810608786114,3.2891381408171,-0.0872065970027767,"Converged",0.8,0.2
97,-2.87522305442312,3.52688597317509,-0.0323677905325811,"Converged",0.8,0.2
98,NA,NA,NA,"B-spline error",0.8,0.2
99,-1.64342908102179,1.04603436082406,-0.108502061428421,"Converged",0.8,0.2
100,-1.78236065854571,2.26989158580838,-0.144316252746862,"Converged",0.8,0.2
101,-1.72765839068607,0.828548175711238,-0.106023773631486,"Converged",0.8,0.2
102,-2.73264018980343,4.57660122320361,-0.0865981464235324,"Converged",0.8,0.2
103,-2.49346322867844,4.23732082918798,-0.156284052562865,"Converged",0.8,0.2
104,-0.93182178193703,-0.204798340332558,-0.196566654230583,"Converged",0.8,0.2
105,-2.81277271777698,3.16434553273545,-0.0163231814809465,"Converged",0.8,0.2
106,-2.27812726041194,1.97726363288968,-0.0490010327512221,"Converged",0.8,0.2
107,-1.55392629923672,0.780621902835675,-0.111185809725851,"Converged",0.8,0.2
108,-1.71701351345288,1.20284957393665,-0.124197167476722,"Converged",0.8,0.2
109,-1.30557796227898,0.306708614500673,-0.112709872543018,"Converged",0.8,0.2
110,-1.59180348780122,1.53210689501354,-0.159188406873394,"Converged",0.8,0.2
111,-1.73012235803122,1.51601165187968,-0.112942377595092,"Converged",0.8,0.2
112,-2.02542772573904,1.91632207484955,-0.0883858095807339,"Converged",0.8,0.2
113,-2.24291774011718,3.17779302844497,-0.115276946828593,"Converged",0.8,0.2
114,-2.00530923097923,2.46368552945818,-0.143169358303254,"Converged",0.8,0.2
115,-1.94876240229634,2.16752114939621,-0.113337868640354,"Converged",0.8,0.2
116,-0.465999577969247,-2.05674520601425,-0.145223721672785,"Converged",0.8,0.2
117,-2.14634530390321,1.86050684914536,-0.0791005008871216,"Converged",0.8,0.2
118,-2.39403158601285,2.59240043074996,-0.0729168174716938,"Converged",0.8,0.2
119,-0.833558238703325,-0.497535091085233,-0.152928813418989,"Converged",0.8,0.2
120,-1.64333398379891,2.37127268055965,-0.169771591077354,"Converged",0.8,0.2
121,-0.67120052029962,-0.749540078238726,-0.164847186904428,"Converged",0.8,0.2
122,-2.07499416730136,1.79564096553255,-0.0397866798431849,"Converged",0.8,0.2
123,-2.25181690113758,0.837634172450798,0.0365797276330853,"Converged",0.8,0.2
124,-1.33980312031568,0.508030690446705,-0.150614344643849,"Converged",0.8,0.2
125,-2.45827762718198,3.07801948091804,-0.0762039501100074,"Converged",0.8,0.2
126,-1.72355267316922,2.41330425599479,-0.181225046334315,"Converged",0.8,0.2
127,-1.84305703959714,2.33262968650032,-0.132348375345524,"Converged",0.8,0.2
128,NA,NA,NA,"B-spline error",0.8,0.2
129,NA,NA,NA,"B-spline error",0.8,0.2
130,-2.6763472936264,4.07552411462972,-0.105438061842878,"Converged",0.8,0.2
131,-1.12731174402991,0.276145556592534,-0.131629302172606,"Converged",0.8,0.2
132,-2.33875712311363,2.89763723361431,-0.0874900912730086,"Converged",0.8,0.2
133,-1.80254223752709,1.17479169738277,-0.0989003875170893,"Converged",0.8,0.2
134,-1.75525080261509,0.91001388314414,-0.0827045690435986,"Converged",0.8,0.2
135,-2.50651856229699,3.98650174131376,-0.125937641431867,"Converged",0.8,0.2
136,-1.32062669835481,-0.634883432789017,-0.0631033982950968,"Converged",0.8,0.2
137,-0.939376264153021,-0.0899742941166056,-0.182541792348958,"Converged",0.8,0.2
138,NA,NA,NA,"B-spline error",0.8,0.2
139,NA,NA,NA,"B-spline error",0.8,0.2
140,NA,NA,NA,"B-spline error",0.8,0.2
141,-2.38819814138255,3.98785825356329,-0.0992189547209193,"Converged",0.8,0.2
142,-1.62381412818624,0.273097415149332,-0.0623824325887771,"Converged",0.8,0.2
143,-1.76698238280914,1.04850907710333,-0.0625310307610416,"Converged",0.8,0.2
144,-2.96322852900621,5.22145191267755,-0.117497095594389,"Converged",0.8,0.2
145,-1.06493752140031,-0.264047444634848,-0.140896292251583,"Converged",0.8,0.2
146,-1.82811511213539,1.8740218839223,-0.12258041997302,"Converged",0.8,0.2
147,-1.98900162496007,2.10818513456489,-0.119938768063581,"Converged",0.8,0.2
148,-1.68514013821552,0.300745176592609,-0.0526944115530892,"Converged",0.8,0.2
149,-1.53901105676228,0.620505461905064,-0.0856902575680033,"Converged",0.8,0.2
150,-1.72919128059876,1.75073205533247,-0.10031916799571,"Converged",0.8,0.2
151,-1.68447323385804,1.13763992326494,-0.0879928969938076,"Converged",0.8,0.2
152,-2.08438190617273,2.02497730652369,-0.101736491097166,"Converged",0.8,0.2
153,-1.51207536356102,0.558452707525737,-0.129688904910323,"Converged",0.8,0.2
154,-2.01857111066671,0.934840270679736,-0.0125858009987293,"Converged",0.8,0.2
155,-1.58989511570824,0.0345910832059751,-0.0471852974905752,"Converged",0.8,0.2
156,-1.41367407363,1.0988376058341,-0.127920853115907,"Converged",0.8,0.2
157,-1.98334498299133,2.16267919061788,-0.120755647559915,"Converged",0.8,0.2
158,-1.8015847178636,1.3733943835447,-0.104546034745317,"Converged",0.8,0.2
159,-1.96417692027105,1.9788081371241,-0.127501426669982,"Converged",0.8,0.2
160,-1.6980226901587,0.680400040691074,-0.10317449655459,"Converged",0.8,0.2
161,-0.481499259492,-2.56291793084612,-0.106373443892686,"Converged",0.8,0.2
162,-2.58452195046998,3.80223588986277,-0.113922248977401,"Converged",0.8,0.2
163,-1.92783471153911,2.84123080684952,-0.119173758921293,"Converged",0.8,0.2
164,-2.43564463102013,3.16819814168638,-0.0621774204841139,"Converged",0.8,0.2
165,-2.40618755305297,3.28129056481914,-0.0931742911523036,"Converged",0.8,0.2
166,-2.49977004732003,4.79962285255282,-0.169185213551158,"Converged",0.8,0.2
167,-2.61258466825169,2.82938424891148,-0.0075015223522635,"Converged",0.8,0.2
168,-1.50375139111225,0.995060792877201,-0.115436987868875,"Converged",0.8,0.2
169,-1.44517844933941,0.529730458775857,-0.132057123387031,"Converged",0.8,0.2
170,-1.58591626435313,0.895470513913245,-0.0825030944194497,"Converged",0.8,0.2
171,-1.49494658467766,0.416886776882237,-0.0937381275048223,"Converged",0.8,0.2
172,-2.1226926448159,2.56271359759335,-0.106872331146102,"Converged",0.8,0.2
173,-1.9884714075104,1.57746376207388,-0.0383641797890173,"Converged",0.8,0.2
174,-2.25098212341984,2.066627824909,-0.0773750720812567,"Converged",0.8,0.2
175,-2.1609543258709,2.98049578108222,-0.102851584419748,"Converged",0.8,0.2
176,-1.27246574323213,-0.15048441030863,-0.102472943349271,"Converged",0.8,0.2
177,-1.6199987160955,0.610254460604952,-0.0686509100781321,"Converged",0.8,0.2
178,-1.60447941294682,1.19219979482684,-0.120542083552681,"Converged",0.8,0.2
179,-2.02295394779866,2.18197690439246,-0.111217480238067,"Converged",0.8,0.2
180,-2.44918465502105,2.72295130947541,-0.0331714067036371,"Converged",0.8,0.2
181,-2.40203317294278,2.12301834223883,-0.0169327114032593,"Converged",0.8,0.2
182,-1.19789917851026,-0.477925524067707,-0.116468412912691,"Converged",0.8,0.2
183,-2.05977753943127,1.98428107636124,-0.0875681312532587,"Converged",0.8,0.2
184,-2.15195664625817,3.16631651613888,-0.126166120483482,"Converged",0.8,0.2
185,-1.9030060049196,0.83668504265017,-0.0681516708324683,"Converged",0.8,0.2
186,NA,NA,NA,"B-spline error",0.8,0.2
187,-2.30857713823867,2.72397736995586,-0.081129010917213,"Converged",0.8,0.2
188,-0.868746964796013,-1.10782656629372,-0.100709105393205,"Converged",0.8,0.2
189,-1.72329881873562,1.78427561840345,-0.171798180545424,"Converged",0.8,0.2
190,-1.29961340476732,0.562144959273408,-0.16658527950822,"Converged",0.8,0.2
191,-1.37745191537348,0.0363755998575374,-0.103170454030665,"Converged",0.8,0.2
192,-1.90567997009694,1.37586645731077,-0.0580111949984738,"Converged",0.8,0.2
193,-1.42219659817124,0.414776007212846,-0.099354553854539,"Converged",0.8,0.2
194,NA,NA,NA,"B-spline error",0.8,0.2
195,NA,NA,NA,"B-spline error",0.8,0.2
196,-1.1133907867204,-1.11507814208755,-0.0452125740077354,"Converged",0.8,0.2
197,-1.95105898154037,2.33556006612649,-0.118636682757909,"Converged",0.8,0.2
198,-1.99212083521438,2.33113623652777,-0.112804796792331,"Converged",0.8,0.2
199,-1.86212842365845,1.51767824525371,-0.10296219984623,"Converged",0.8,0.2
200,-2.20679171615306,2.80915278448544,-0.116670510205426,"Converged",0.8,0.2
201,-1.82404453383746,1.11356831406542,-0.0669095191333741,"Converged",0.8,0.2
202,-1.90942592495944,1.61490666543865,-0.0815544550337219,"Converged",0.8,0.2
203,-1.33271179371317,-0.0640270040774243,-0.0668234412219101,"Converged",0.8,0.2
204,-2.4577262467648,3.3794025958604,-0.0926870855746762,"Converged",0.8,0.2
205,-1.70732243034147,1.09051707930064,-0.115431178414976,"Converged",0.8,0.2
206,-2.15190106886608,2.3915257686586,-0.0637690932296495,"Converged",0.8,0.2
207,-2.14434258776335,2.65153317827898,-0.116023298592805,"Converged",0.8,0.2
208,-3.61837955457367,5.83345175950039,-0.0322812711493617,"Converged",0.8,0.2
209,-1.49102058698279,0.281400107724774,-0.0607584825400249,"Converged",0.8,0.2
210,-2.09708983914237,1.90967903489491,-0.067036369666845,"Converged",0.8,0.2
211,-1.13344901001067,0.546942099273516,-0.171917346554331,"Converged",0.8,0.2
212,-1.37790077787567,1.16249315862333,-0.17020364923398,"Converged",0.8,0.2
213,-1.0709206417963,-1.24207698492218,-0.0824684640483039,"Converged",0.8,0.2
214,-1.38541144209669,0.706701844993996,-0.144157515919398,"Converged",0.8,0.2
215,-2.30006101319834,2.02310586672622,-0.0343129559992684,"Converged",0.8,0.2
216,-2.03728919428753,3.80070949052008,-0.179438712273133,"Converged",0.8,0.2
217,-1.51924399149764,1.05484715213464,-0.117120310072003,"Converged",0.8,0.2
218,-2.8220027426233,4.48654263397883,-0.0992253963506668,"Converged",0.8,0.2
219,-2.05202748386503,1.54737096586552,-0.0278694211263717,"Converged",0.8,0.2
220,-1.98992533640272,1.88278446156127,-0.069828101808533,"Converged",0.8,0.2
221,-2.13164646644537,1.85529952071632,-0.044861309251477,"Converged",0.8,0.2
222,-2.59683870666843,2.73860617098768,-0.0658066714740379,"Converged",0.8,0.2
223,-1.27830336157217,-1.1398965784363,-0.0201540753993541,"Converged",0.8,0.2
224,NA,NA,NA,"MAX_ITER reached",0.8,0.2
225,-1.80928319409428,1.91252707604549,-0.164122483269697,"Converged",0.8,0.2
226,-1.72989936909756,1.40834014982519,-0.124627219739645,"Converged",0.8,0.2
227,-2.11779900984656,2.37031927680031,-0.103149550197616,"Converged",0.8,0.2
228,-1.84322808372608,1.98458066148895,-0.1368452158147,"Converged",0.8,0.2
229,-2.3747243666114,2.55096872200048,-0.0340408047192969,"Converged",0.8,0.2
230,-1.84688742675533,2.37438207128268,-0.162228163556203,"Converged",0.8,0.2
231,-1.70114573883147,0.847627165472223,-0.0676134348154818,"Converged",0.8,0.2
232,-1.91563948567934,1.20466806865266,-0.0912482823813954,"Converged",0.8,0.2
233,-1.93448994053788,2.53510636159557,-0.117016246643386,"Converged",0.8,0.2
234,-1.67323513117296,1.13644350432294,-0.0971495559246922,"Converged",0.8,0.2
235,-2.1527542836158,2.44401670630666,-0.103918616300291,"Converged",0.8,0.2
236,-2.42112024889567,3.42958307524704,-0.150833615453646,"Converged",0.8,0.2
237,-2.30270368773473,3.4165986158782,-0.100688636637508,"Converged",0.8,0.2
238,-2.04191404942269,1.91078007008642,-0.0754111212517272,"Converged",0.8,0.2
239,-1.36729630049185,0.156545625048833,-0.0965445697835062,"Converged",0.8,0.2
240,-2.00582464972907,2.38508014779251,-0.112118747137362,"Converged",0.8,0.2
241,-2.82579383719245,4.33664574669669,-0.0744492938469522,"Converged",0.8,0.2
242,-1.83673553426371,0.623160599598078,-0.0369225525780854,"Converged",0.8,0.2
243,-1.06640538781804,-0.256035370614366,-0.134835372267519,"Converged",0.8,0.2
244,-1.07162210109143,-0.430938555318025,-0.127323293376714,"Converged",0.8,0.2
245,-2.43400707607849,2.68693220124206,-0.0737849915578063,"Converged",0.8,0.2
246,-1.38196519828707,0.809287459934871,-0.115262287335263,"Converged",0.8,0.2
247,-0.43248186971897,-2.11391828224321,-0.107517119180851,"Converged",0.8,0.2
248,-2.59622039517443,2.81043640320709,-0.0390808213769742,"Converged",0.8,0.2
249,-2.07550887108814,1.47101110481607,-0.0625995517106498,"Converged",0.8,0.2
250,-1.92085462732272,2.51311585741108,-0.144810373137659,"Converged",0.8,0.2
251,-2.03277031116862,2.38902042087852,-0.109099436744921,"Converged",0.8,0.2
252,-2.06430947485232,1.56492260543322,-0.0683735968248526,"Converged",0.8,0.2
253,-1.49911970888144,1.06899265106474,-0.154110109055279,"Converged",0.8,0.2
254,-2.45085298044043,2.73428367281612,-0.0418930822298705,"Converged",0.8,0.2
255,-1.83042139959869,1.40467083581156,-0.0764991980219784,"Converged",0.8,0.2
256,-1.81516814593386,2.29876076764704,-0.150006410799448,"Converged",0.8,0.2
257,-0.860401564790781,-2.28053356734347,-0.0344972884392676,"Converged",0.8,0.2
258,-2.15473469221834,1.95242565967673,-0.0514730683728664,"Converged",0.8,0.2
259,-2.02464331362171,1.53783803234433,-0.0909168334415627,"Converged",0.8,0.2
260,-2.41813779051218,3.15908205158392,-0.0358015343914433,"Converged",0.8,0.2
261,NA,NA,NA,"B-spline error",0.8,0.2
262,-1.46761586158908,-0.133923305958772,-0.0703951878503326,"Converged",0.8,0.2
263,-1.67859480223876,0.785662417791859,-0.0822144701959082,"Converged",0.8,0.2
264,-2.04046324048654,2.39122670111484,-0.139652811627956,"Converged",0.8,0.2
265,-2.10148780706988,1.69670167566676,-0.0312937500156225,"Converged",0.8,0.2
266,-2.65352975891063,3.93379317696046,-0.0832248732527575,"Converged",0.8,0.2
267,-1.98965467363104,1.82180958110469,-0.0564801066657149,"Converged",0.8,0.2
268,-1.25425831929194,0.847849434618155,-0.210400819355656,"Converged",0.8,0.2
269,-2.18833761703273,2.56862346538003,-0.115271816792109,"Converged",0.8,0.2
270,-1.57038957965963,1.60369503987716,-0.130658862224443,"Converged",0.8,0.2
271,-1.42465369912407,0.75645068724175,-0.124762330379783,"Converged",0.8,0.2
272,-1.93254497726774,2.55500051450106,-0.140412085050463,"Converged",0.8,0.2
273,-1.23361900038329,0.714614571179558,-0.194416892449065,"Converged",0.8,0.2
274,NA,NA,NA,"B-spline error",0.8,0.2
275,-1.02234920204783,-0.445456310242722,-0.102931481859076,"Converged",0.8,0.2
276,-2.87072041341197,3.96405483243282,-0.060001459573294,"Converged",0.8,0.2
277,-2.5175761727427,3.84016584908574,-0.124776428346655,"Converged",0.8,0.2
278,-1.83685698273986,1.76114091505943,-0.0989338862312485,"Converged",0.8,0.2
279,-2.81921634823389,4.08821550290683,-0.0621680974988517,"Converged",0.8,0.2
280,-1.50489916921131,1.07636690273527,-0.115591560636305,"Converged",0.8,0.2
281,NA,NA,NA,"B-spline error",0.8,0.2
282,-1.96597286716342,1.9023202775025,-0.106741568583799,"Converged",0.8,0.2
283,-2.38048307782495,3.65594967055691,-0.122777942949723,"Converged",0.8,0.2
284,-1.99203417461001,2.19674152578077,-0.0906370961825496,"Converged",0.8,0.2
285,-1.02249980078907,0.289687546342563,-0.175920619482463,"Converged",0.8,0.2
286,-1.99746728176736,1.29252228049752,-0.0775323910660771,"Converged",0.8,0.2
287,-2.42829068862927,2.70358265716721,-0.0311920582495016,"Converged",0.8,0.2
288,-2.64518734610827,3.49822174951814,-0.0953689721830304,"Converged",0.8,0.2
289,-1.25661782869963,-0.660031496653326,-0.0753361903453763,"Converged",0.8,0.2
290,-1.34892218479409,0.85686689090408,-0.170099034708101,"Converged",0.8,0.2
291,-1.7914262543563,1.49850830134087,-0.0979681261028761,"Converged",0.8,0.2
292,-2.00334588804829,2.13487919696074,-0.0808739091127371,"Converged",0.8,0.2
293,-2.49077108840723,4.15223842846862,-0.133409850095107,"Converged",0.8,0.2
294,-2.41435724083399,2.41336741863483,-0.0495042757479372,"Converged",0.8,0.2
295,-1.7087368363938,1.5277978733677,-0.121606013494148,"Converged",0.8,0.2
296,NA,NA,NA,"B-spline error",0.8,0.2
297,-1.70854591343698,0.972025963732112,-0.06970011343226,"Converged",0.8,0.2
298,-1.77391843579288,0.915107407880895,-0.0695853817087282,"Converged",0.8,0.2
299,-1.78687721789341,2.247614040537,-0.167499564178801,"Converged",0.8,0.2
300,-1.59071207546401,0.742171470139357,-0.0712166622106774,"Converged",0.8,0.2
301,-2.107609938569,2.63597873857861,-0.100659887338569,"Converged",0.8,0.2
302,-2.34191035015406,1.87950411594933,-0.029447243277099,"Converged",0.8,0.2
303,-2.41215636558307,3.38641274142559,-0.0747174972231217,"Converged",0.8,0.2
304,-1.93895683718476,2.46755651772768,-0.0998976338467944,"Converged",0.8,0.2
305,-1.15402715765291,0.876724240588511,-0.169269600768651,"Converged",0.8,0.2
306,-2.03408116341428,1.17684708388763,-0.0100968057068201,"Converged",0.8,0.2
307,-2.34839398252368,2.9344218843148,-0.0957102176296461,"Converged",0.8,0.2
308,-0.894241440645634,-0.371383494897332,-0.16812445041378,"Converged",0.8,0.2
309,-1.52235460672705,1.54603518191328,-0.144164452812932,"Converged",0.8,0.2
310,-1.00807378642951,-0.694946329730819,-0.107008620422815,"Converged",0.8,0.2
311,NA,NA,NA,"MAX_ITER reached",0.8,0.2
312,-2.23384615891066,3.41172838895125,-0.134390534028829,"Converged",0.8,0.2
313,-1.95774878965792,1.62758567250155,-0.0755718181735369,"Converged",0.8,0.2
314,-2.65971778645222,4.73869830745203,-0.175558523684511,"Converged",0.8,0.2
315,-1.63360374996664,1.19346945880032,-0.136821547789682,"Converged",0.8,0.2
316,-1.914019030108,1.83367348711139,-0.0887176471388619,"Converged",0.8,0.2
317,-2.58074113576614,3.54901363502864,-0.0792196968649176,"Converged",0.8,0.2
318,-1.66236466398936,1.31557140258933,-0.11654560615378,"Converged",0.8,0.2
319,-2.09848977716451,2.57649827054142,-0.132645081918522,"Converged",0.8,0.2
320,-1.00671525217741,-0.0608611447513128,-0.154818905761781,"Converged",0.8,0.2
321,-0.866899016538805,-2.27813095115251,-0.0306942829676521,"Converged",0.8,0.2
322,-1.18984007300447,1.07583212596015,-0.209518290501664,"Converged",0.8,0.2
323,-1.29381876126908,-0.191250668259455,-0.0938957293373926,"Converged",0.8,0.2
324,-1.2245801313302,-0.581176617955866,-0.0663135896406473,"Converged",0.8,0.2
325,-2.00286587089801,0.827875618177793,-0.0274619014163479,"Converged",0.8,0.2
326,-1.89930811341238,1.2630292863527,-0.0628694392537268,"Converged",0.8,0.2
327,-1.74154724603043,2.39282182081978,-0.169581141541639,"Converged",0.8,0.2
328,-3.14039077266524,4.18956427176786,-0.00588105280497133,"Converged",0.8,0.2
329,-1.74662348399607,1.72861228129652,-0.108598795515349,"Converged",0.8,0.2
330,-2.16690035486206,2.69594444618184,-0.107106213897638,"Converged",0.8,0.2
331,-2.08577432933282,2.67083678767963,-0.113132753128377,"Converged",0.8,0.2
332,-1.18303445434735,0.616776327894804,-0.153933473742786,"Converged",0.8,0.2
333,-1.81052380594177,1.79351021048927,-0.109564613952244,"Converged",0.8,0.2
334,-2.1197959916518,3.10234292879745,-0.159018506620503,"Converged",0.8,0.2
335,-1.08992025273949,-0.247784833291232,-0.132023593404686,"Converged",0.8,0.2
336,-1.27362709445821,-0.364373035325554,-0.0860713193844882,"Converged",0.8,0.2
337,-2.37232746058709,2.92920377927947,-0.101120439632474,"Converged",0.8,0.2
338,-1.86957935054456,1.89651714269177,-0.130362128028882,"Converged",0.8,0.2
339,-1.5139874272758,1.54898153980335,-0.180645339886087,"Converged",0.8,0.2
340,-2.41423947594132,2.50884897548855,-0.0468580931573591,"Converged",0.8,0.2
341,-1.52771267024777,-0.449784768548389,-0.063171660835984,"Converged",0.8,0.2
342,NA,NA,NA,"B-spline error",0.8,0.2
