"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","tpr","fpr"
1,-1.93306198224297,2.41108314088128,-0.126890075495797,"Converged",FALSE,0.8,0.2
2,-1.34084339537634,0.526504199577286,-0.144738370843351,"Converged",FALSE,0.8,0.2
3,-2.11465393655986,2.11422230992724,-0.0484861454272429,"Converged",FALSE,0.8,0.2
4,-1.72535728110662,1.23286339151797,-0.0821736322252748,"Converged",FALSE,0.8,0.2
5,-2.13572978776367,1.75191444419244,-0.0713156405528543,"Converged",FALSE,0.8,0.2
6,-2.01230004681743,1.69082575711888,-0.072064063809817,"Converged",FALSE,0.8,0.2
7,-1.44443718625255,-0.00598692018556979,-0.135951865206422,"Converged",FALSE,0.8,0.2
8,-1.69864201203215,1.29377628627447,-0.102061555930849,"Converged",FALSE,0.8,0.2
9,-1.81757546930225,0.258773120082707,-0.0523310953982685,"Converged",FALSE,0.8,0.2
10,-1.74124848800696,1.76421567218293,-0.12867387435504,"Converged",FALSE,0.8,0.2
11,-1.47320823141949,1.05190871388406,-0.105668943936912,"Converged",FALSE,0.8,0.2
12,-3.17764086340744,5.60117294032626,-0.0749807195683037,"Converged",FALSE,0.8,0.2
13,-2.06154873556158,2.70415645736259,-0.106304138145086,"Converged",FALSE,0.8,0.2
14,-2.04039877240788,2.37586236828255,-0.101448547918969,"Converged",FALSE,0.8,0.2
15,-3.11124148241654,4.79332021667399,-0.0368133165951561,"Converged",FALSE,0.8,0.2
16,-2.8193101760321,4.35971190807688,-0.0673639450474969,"Converged",FALSE,0.8,0.2
17,-1.83618107325943,1.67443720257749,-0.0828815070924855,"Converged",FALSE,0.8,0.2
18,-2.20933412060212,1.66429537974688,-0.0337336213585541,"Converged",FALSE,0.8,0.2
19,-2.19664097841387,2.48387611736128,-0.10854038337425,"Converged",FALSE,0.8,0.2
20,-1.8269218078022,2.42741404429641,-0.136529668441726,"Converged",FALSE,0.8,0.2
21,-2.04027392167789,2.62389811524485,-0.14390926185362,"Converged",FALSE,0.8,0.2
22,-2.03724897001801,1.90824622758187,-0.0777568764416049,"Converged",FALSE,0.8,0.2
23,-1.61887433718449,0.482478664197467,-0.0747168451859385,"Converged",FALSE,0.8,0.2
24,-1.78370902825165,2.18456443049813,-0.128280021890578,"Converged",FALSE,0.8,0.2
25,-1.55157356669823,0.465072699371169,-0.101990501813892,"Converged",FALSE,0.8,0.2
26,-1.7550970671952,1.32983101261814,-0.109677953512057,"Converged",FALSE,0.8,0.2
27,-1.53749959713403,1.00426485413352,-0.0952103003350186,"Converged",FALSE,0.8,0.2
28,-2.31604407222009,2.90427235534215,-0.101346882285637,"Converged",FALSE,0.8,0.2
29,-1.91530297170863,2.48750790234185,-0.108777177568362,"Converged",FALSE,0.8,0.2
30,-2.6556964055064,3.88889123318485,-0.0876232132504173,"Converged",FALSE,0.8,0.2
31,-2.3667275245759,2.91598905814431,-0.0744123739652442,"Converged",FALSE,0.8,0.2
32,-2.08070307607769,2.24366471126194,-0.0939033465255188,"Converged",FALSE,0.8,0.2
33,-2.1268778276974,2.94341805855469,-0.128540681360571,"Converged",FALSE,0.8,0.2
34,-1.37686789296298,-0.4681299567773,-0.0582982506193133,"Converged",FALSE,0.8,0.2
35,-1.74226180649454,1.62238135397829,-0.129243368906478,"Converged",FALSE,0.8,0.2
36,-0.175435660600555,-3.36374563596975,-0.107351655687028,"Converged",FALSE,0.8,0.2
37,-1.87800118475095,1.16970448468346,-0.0529996055316999,"Converged",FALSE,0.8,0.2
