"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","tpr","fpr"
1,-1.80303732014419,2.05272588366818,-0.128947878829184,"Converged",FALSE,0.5,0.5
2,-1.6195202515691,1.49623460035401,-0.156505171190773,"Converged",FALSE,0.5,0.5
3,-1.0647868112882,-0.738237161687906,-0.0777783339788643,"Converged",FALSE,0.5,0.5
4,-1.76138067385364,1.92144245266238,-0.120403606037303,"Converged",FALSE,0.5,0.5
5,-1.35553446487126,-0.592251157021471,-0.0636153603757336,"Converged",FALSE,0.5,0.5
6,-2.40814008757648,2.72610624972448,-0.0537088278368699,"Converged",FALSE,0.5,0.5
7,-2.15128027900686,2.12213369271811,-0.113115875841676,"Converged",FALSE,0.5,0.5
8,-2.01110908925935,2.90015185638674,-0.161589208791793,"Converged",FALSE,0.5,0.5
9,-3.39260183660407,5.33252855546311,-0.052929878220138,"Converged",FALSE,0.5,0.5
10,-1.68860997794019,1.80427943358505,-0.129034422342586,"Converged",FALSE,0.5,0.5
11,NA,NA,NA,"MAX_ITER reached",FALSE,0.5,0.5
12,-3.00575296016675,4.88867779923712,-0.0620865561048423,"Converged",FALSE,0.5,0.5
13,-1.76617806583211,0.816110088811509,-0.0665166705652856,"Converged",FALSE,0.5,0.5
14,-3.42112934075211,7.0840163258985,-0.104818871887573,"Converged",FALSE,0.5,0.5
15,-2.29159398466661,3.26879929844384,-0.109427039646494,"Converged",FALSE,0.5,0.5
16,-1.54175136698039,-0.200740916832109,-0.0409354904503509,"Converged",FALSE,0.5,0.5
17,-1.91961489404818,2.46598600025852,-0.116817333025309,"Converged",FALSE,0.5,0.5
18,-3.09756606397838,5.07525326838192,-0.0547080109093683,"Converged",FALSE,0.5,0.5
19,-1.88615755437889,1.59614379723511,-0.108604176629702,"Converged",FALSE,0.5,0.5
20,-2.33847157996345,4.33063827093433,-0.146939529510809,"Converged",FALSE,0.5,0.5
21,-2.39438337451365,3.3960579577911,-0.120008658661836,"Converged",FALSE,0.5,0.5
22,-2.42908519736739,3.29119848880775,-0.0752705262221134,"Converged",FALSE,0.5,0.5
23,-3.20609969473028,4.64033532492912,-0.0270271481175781,"Converged",FALSE,0.5,0.5
24,-1.75289389106484,1.65036110187356,-0.0896117829950722,"Converged",FALSE,0.5,0.5
25,-2.46659834761993,3.29099904426278,-0.0816120381795895,"Converged",FALSE,0.5,0.5
26,-1.96020341857855,2.75363138491476,-0.155747757441487,"Converged",FALSE,0.5,0.5
27,-2.30096699224712,3.49733771324648,-0.112510891964997,"Converged",FALSE,0.5,0.5
28,-1.63352455675843,0.772515719493228,-0.0991547234101963,"Converged",FALSE,0.5,0.5
29,-2.0030859954886,2.8803946241888,-0.113362903615967,"Converged",FALSE,0.5,0.5
30,-2.94384605499852,4.00978672187357,-0.060453961715723,"Converged",FALSE,0.5,0.5
31,-2.44569732658771,3.66673794284955,-0.0823267015314748,"Converged",FALSE,0.5,0.5
32,-2.48585244827501,3.86435053900267,-0.085609663183716,"Converged",FALSE,0.5,0.5
33,NA,NA,NA,"MAX_ITER reached",FALSE,0.5,0.5
34,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
35,-0.844010932158448,-1.74316407257072,-0.0856591373932412,"Converged",FALSE,0.5,0.5
36,-1.21353650728957,0.802325233847187,-0.144973120418143,"Converged",FALSE,0.5,0.5
37,-3.36538986284946,6.35810082948108,-0.0693739158227605,"Converged",FALSE,0.5,0.5
38,-1.8585501862823,1.10437442658984,-0.0693015513670824,"Converged",FALSE,0.5,0.5
39,-2.19778765043428,3.26184741593634,-0.122410817951345,"Converged",FALSE,0.5,0.5
40,-3.36634015428998,6.90855635775075,-0.110999378432914,"Converged",FALSE,0.5,0.5
41,NA,NA,NA,"MAX_ITER reached",FALSE,0.5,0.5
42,-1.62843028894997,0.085482088817588,-0.0865030086976686,"Converged",FALSE,0.5,0.5
43,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
44,-1.2188442937313,0.0467741288757773,-0.147828716323542,"Converged",FALSE,0.5,0.5
45,-1.85487306291346,1.85504328272443,-0.112355969258593,"Converged",FALSE,0.5,0.5
46,-1.97263738628447,2.13917928351113,-0.157359146238152,"Converged",FALSE,0.5,0.5
47,-2.03733450936906,2.62915313229533,-0.094212378282222,"Converged",FALSE,0.5,0.5
48,-2.04840137245648,2.74735472607972,-0.120232739705181,"Converged",FALSE,0.5,0.5
49,-1.86428266788349,0.926370852248101,-0.0171862532585475,"Converged",FALSE,0.5,0.5
50,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
51,-1.92399138714683,2.46428320636055,-0.138619377926481,"Converged",FALSE,0.5,0.5
52,-2.25644155278378,1.95535884082229,-0.041259046528656,"Converged",FALSE,0.5,0.5
53,-2.68708837507729,3.9250234234628,-0.101560411864341,"Converged",FALSE,0.5,0.5
54,-1.84441771293056,1.96331581475843,-0.147325273663382,"Converged",FALSE,0.5,0.5
55,-1.35748664863578,0.129236272450512,-0.0969614856848972,"Converged",FALSE,0.5,0.5
56,-1.70416204115401,0.286210805409597,-0.0233397412046985,"Converged",FALSE,0.5,0.5
57,-0.560647146133604,-0.83903551296425,-0.227608368238146,"Converged",FALSE,0.5,0.5
58,-1.8093004960989,1.90341846985751,-0.135864954108381,"Converged",FALSE,0.5,0.5
59,-3.52206920666365,6.61670003395689,-0.0963995592859477,"Converged",FALSE,0.5,0.5
60,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
61,-2.0844896081711,2.47313794482314,-0.107230712812937,"Converged",FALSE,0.5,0.5
62,-3.75835049417877,7.35393836994135,-0.0879931117086637,"Converged",FALSE,0.5,0.5
63,-1.73961983106397,0.874440113039044,-0.080905967889461,"Converged",FALSE,0.5,0.5
64,-2.36509463074073,3.86001918876403,-0.158456781458027,"Converged",FALSE,0.5,0.5
65,-2.7353967884634,4.63543842259696,-0.124447546850966,"Converged",FALSE,0.5,0.5
66,-1.63115637430643,1.41533785197095,-0.114613143052334,"Converged",FALSE,0.5,0.5
67,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
68,-2.49441597755643,4.18177847384735,-0.167516183420132,"Converged",FALSE,0.5,0.5
69,-2.09778742978671,1.8503947684463,-0.0469414887390219,"Converged",FALSE,0.5,0.5
70,-2.12617092002435,2.42530394516757,-0.0969030176380025,"Converged",FALSE,0.5,0.5
71,-0.867430484373108,-1.43268057903569,-0.0878014477158816,"Converged",FALSE,0.5,0.5
72,-2.20058491505643,2.11902652295105,-0.0778776808364709,"Converged",FALSE,0.5,0.5
73,-1.9201343140612,1.86586759336547,-0.0953643407667522,"Converged",FALSE,0.5,0.5
74,-1.70651095139833,0.620530368112849,-0.0896576950504088,"Converged",FALSE,0.5,0.5
75,-0.757862779204119,-1.18529434673191,-0.134634618660261,"Converged",FALSE,0.5,0.5
76,-2.22041852932295,2.56703780352972,-0.0716879767194071,"Converged",FALSE,0.5,0.5
77,-1.87686428074635,2.46888155349973,-0.107114200094548,"Converged",FALSE,0.5,0.5
78,-2.60974439731254,3.58100035042002,-0.0738976848636452,"Converged",FALSE,0.5,0.5
79,-1.54818479249791,0.462662165560932,-0.0801410851706342,"Converged",FALSE,0.5,0.5
80,-2.19449948504574,3.57899253471503,-0.145994750237031,"Converged",FALSE,0.5,0.5
81,-2.11557861200871,3.24356033444361,-0.146004742966615,"Converged",FALSE,0.5,0.5
82,-0.766013830062068,-0.566683406955955,-0.179354480342984,"Converged",FALSE,0.5,0.5
83,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
84,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
85,-0.736486287188693,-1.1119670682867,-0.140731081137899,"Converged",FALSE,0.5,0.5
86,-0.637747989152028,-2.15212438696033,-0.0991547780989701,"Converged",FALSE,0.5,0.5
87,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
88,-1.74922677662451,1.37170284416062,-0.0860452381161173,"Converged",FALSE,0.5,0.5
89,-1.98882467122301,1.1469061039111,-0.0231506681600481,"Converged",FALSE,0.5,0.5
90,-0.450965487298677,-1.64421362285785,-0.192015576522441,"Converged",FALSE,0.5,0.5
91,-2.55912270602388,4.7300885390496,-0.108450422076242,"Converged",FALSE,0.5,0.5
92,-1.16102952320856,-0.681586878224149,-0.123609440326759,"Converged",FALSE,0.5,0.5
93,-1.90541838657768,2.21063993607772,-0.120354649862466,"Converged",FALSE,0.5,0.5
94,NA,NA,NA,"B-spline error",FALSE,0.5,0.5
95,-1.82450543244778,0.930632247571429,-0.0554954591858678,"Converged",FALSE,0.5,0.5
96,-2.30168811233103,3.1131806331279,-0.0796791093278159,"Converged",FALSE,0.5,0.5
97,-2.52260437728712,2.35638654356973,-0.025077016289237,"Converged",FALSE,0.5,0.5
98,-2.00524933722909,1.21406451266687,-0.0601552659805024,"Converged",FALSE,0.5,0.5
99,-1.86867879769036,1.28983989744176,-0.0825654056233026,"Converged",FALSE,0.5,0.5
100,-1.0156330294302,-0.994398509956329,-0.102622097455285,"Converged",FALSE,0.5,0.5
