"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_resampled_V","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_resampled_V","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_resampled_V","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","sfs_beta0","sfs_beta1","sfs_beta2","sfs_conv_msg","sfs_resampled_V","optmle_beta0","optmle_beta1","optmle_beta2","optmle_conv_msg","optmle_resampled_V","optmle2_beta0","optmle2_beta1","optmle2_beta2","optmle2_conv_msg","optmle2_resampled_V","tpr","fpr"
11,-2.24556097487154,2.70035756655516,-0.0998945033037036,"Converged",FALSE,-2.0807251143691,2.22792782775778,-0.100467798556544,"Converged",FALSE,-2.2280871108933,2.60460824157675,-0.100390376224883,"Converged",FALSE,-2.15741521789383,2.42739092265252,-0.101458365567079,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.11738935854568,2.4116062266306,-0.101335756916245,"Converged",FALSE,-2.22872353205122,2.67792408955916,-0.101064214368419,"Converged",FALSE,0.99,0.01
12,-2.31781745579009,2.48268471579137,-0.0640177457400241,"Converged",FALSE,-2.17964499933179,2.01072260389457,-0.0641626847515484,"Converged",FALSE,-2.1545932438045,1.98310383736856,-0.0645147983893994,"Converged",FALSE,-2.09496761240846,1.83087104901777,-0.0659867593320496,"Converged",FALSE,-2.16367864455809,1.97938555661791,-0.0647530776039826,"Converged",FALSE,-2.22943288556975,2.23249222308253,-0.0641093169065483,"Converged",FALSE,-2.15424422193542,1.95866988193686,-0.0648838869265559,"Converged",FALSE,0.99,0.01
13,-2.09167528379851,1.69573950514623,-0.0470111359385847,"Converged",FALSE,-2.12736016850659,1.79698963472144,-0.0486804295732221,"Converged",FALSE,-2.14111484085169,1.87528391147041,-0.0491040214253315,"Converged",FALSE,-2.12988248222963,1.80041072185316,-0.0501058933285233,"Converged",FALSE,-2.07326273961164,1.63162503436557,-0.0483008585323935,"Converged",FALSE,-2.28793821661516,2.23499457967595,-0.0498067396192967,"Converged",FALSE,-2.24882092634522,2.18525260502572,-0.050198068042002,"Converged",FALSE,0.99,0.01
14,-1.48348891626517,0.259279360699658,-0.111602006057946,"Converged",FALSE,-1.44079294519899,0.122518219446066,-0.111200046535283,"Converged",FALSE,-1.60707674266021,0.6688008774512,-0.112659768000909,"Converged",FALSE,-1.58198600228634,0.600928720374027,-0.112777331971337,"Converged",FALSE,-1.62120947341325,0.725131660867211,-0.112977859054829,"Converged",FALSE,-1.75490937679825,1.14206039869466,-0.113125500111253,"Converged",FALSE,-1.66240893497707,0.862392043397967,-0.113157291651636,"Converged",FALSE,0.99,0.01
15,-2.01873482721551,1.93867695714624,-0.140797614041372,"Converged",FALSE,-2.10379659672068,2.19210583381261,-0.140905459923747,"Converged",FALSE,-2.077118300751,2.07134873365103,-0.141068940041177,"Converged",FALSE,-1.8395678377014,1.36517596266318,-0.141790822486412,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.12745524585471,2.34171426803162,-0.141493745492484,"Converged",FALSE,-2.18744596621931,2.41316977911138,-0.139864648070324,"Converged",FALSE,0.99,0.01
16,-2.18694121824144,1.64803770326509,-0.00680578117945925,"Converged",FALSE,-2.32949442128841,2.17159298010704,-0.00754859940053854,"Converged",FALSE,-2.11722314979532,1.44030321804004,-0.00599274101196331,"Converged",FALSE,-2.13385708534825,1.48282127353867,-0.00653528835082732,"Converged",FALSE,-2.11540974783345,1.43032811615903,-0.00593494824801468,"Converged",FALSE,-2.2399581315261,1.83319360005059,-0.0061876717386965,"Converged",FALSE,-2.28207953875372,1.95912146421115,-0.00678623872427393,"Converged",FALSE,0.99,0.01
17,-2.27114914298132,2.12284590042397,-0.0658496079263657,"Converged",FALSE,-2.27367142622307,2.17210995574633,-0.0665628271685966,"Converged",FALSE,-2.20019857031471,1.8841585463902,-0.0657782572779832,"Converged",FALSE,-2.2315760776781,1.90576113826588,-0.0657314011493285,"Converged",FALSE,-2.00320943544331,1.32322830043161,-0.0648661437698342,"Converged",FALSE,-2.29602391153005,2.23577502540287,-0.0663421900526634,"Converged",FALSE,-2.42438711878087,2.62965171332631,-0.0664870348982584,"Converged",FALSE,0.99,0.01
18,-1.53629971731791,0.694836987662459,-0.0713333106118194,"Converged",FALSE,-1.57069843444123,0.787844996172272,-0.0710488065239641,"Converged",FALSE,-1.84363463923694,1.68565361437793,-0.0697952190713611,"Converged",FALSE,-1.59909425945612,0.873790419105994,-0.0711594418956826,"Converged",FALSE,-1.57565996108213,0.79267893038256,-0.0699161826467929,"Converged",FALSE,-1.67437444116839,1.10780614423394,-0.0697607117084884,"Converged",FALSE,-1.5866854905505,0.873211044234809,-0.0702125856795479,"Converged",FALSE,0.99,0.01
19,-2.55536690407076,4.32633476493923,-0.125401334713335,"Converged",FALSE,-2.1872264713961,3.26749842132827,-0.124691813964134,"Converged",FALSE,-2.43922827739986,3.99880090209509,-0.125139678524338,"Converged",FALSE,-2.11943344130381,2.92901621144288,-0.124617147789877,"Converged",FALSE,-2.18691062247888,3.04919068272401,-0.122273954277085,"Converged",FALSE,-2.50831228311977,4.14442637542012,-0.125898760141019,"Converged",FALSE,-2.08412012009433,2.89165249306738,-0.125454766352705,"Converged",FALSE,0.99,0.01
20,-1.59038449367422,1.03660541640966,-0.141288493722327,"Converged",FALSE,-1.45488249001625,0.63523532948952,-0.141032774480209,"Converged",FALSE,-1.6011604213468,1.12109127599896,-0.141491648705313,"Converged",FALSE,-1.66206162523222,1.29784340460892,-0.14297089975773,"Converged",FALSE,-1.6808118019862,1.37487667350558,-0.142872140977199,"Converged",FALSE,-1.58954203912885,1.03809342263974,-0.141860845312664,"Converged",FALSE,-1.69951413207234,1.3957688995582,-0.142543403141102,"Converged",FALSE,0.99,0.01
21,-1.54477206477178,0.895038480822913,-0.125623470257937,"Converged",FALSE,-1.68575826726837,1.35219247020695,-0.125311552120855,"Converged",FALSE,-1.66123513996531,1.29816851835254,-0.125040702103098,"Converged",FALSE,-1.55711096756274,0.950994505160403,-0.125606622096639,"Converged",FALSE,-1.52531364778491,0.854640768696346,-0.12529690850953,"Converged",FALSE,-1.54633312477589,0.902701395588672,-0.125021479175145,"Converged",FALSE,-1.84731486114242,1.8416405346168,-0.124449736267429,"Converged",FALSE,0.99,0.01
22,-2.35451304619063,1.39844920495087,-0.0174896067093225,"Converged",FALSE,-2.39764017683392,1.51697189897543,-0.0177288426315314,"Converged",FALSE,-2.41179713808501,1.58362924376636,-0.0174960255726513,"Converged",FALSE,-2.27470990374447,1.18127873029265,-0.0173157373154677,"Converged",FALSE,-2.2869611565676,1.17995802657582,-0.0172870850124413,"Converged",FALSE,-2.37638176782596,1.49706594828651,-0.0184683920297627,"Converged",FALSE,-2.23450370482798,0.99973050788886,-0.0165260103672991,"Converged",FALSE,0.99,0.01
23,-1.46554015788811,1.55263874224756,-0.137534182462732,"Converged",FALSE,-1.43612284270459,1.48752150198043,-0.138084624532368,"Converged",FALSE,-1.35072268488444,1.25552998947899,-0.13807835325863,"Converged",FALSE,-1.36073382021626,1.22474854055579,-0.13816234190313,"Converged",FALSE,-1.39734752158591,1.27682088718122,-0.13899701896382,"Converged",FALSE,-1.34687000562032,1.22494605296577,-0.138643567208196,"Converged",FALSE,-1.60913062570937,2.02866385231105,-0.138700792305066,"Converged",FALSE,0.99,0.01
24,-1.39171460610532,1.05947561950211,-0.179837364969959,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.39256761794711,1.04061849494622,-0.181008793201122,"Converged",FALSE,-1.39811272730579,1.05167626382125,-0.178844087577822,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.28183221436053,0.674578340678746,-0.179497745631851,"Converged",FALSE,-1.30326784829053,0.726715599125723,-0.17961124388205,"Converged",FALSE,0.99,0.01
25,-1.85420014680682,0.658416449353306,-0.0511655395229544,"Converged",FALSE,-1.7689056326814,0.405304908265784,-0.0515766263700095,"Converged",FALSE,-1.86169567724531,0.700938898351863,-0.0512057065157571,"Converged",FALSE,-1.70992952157158,0.212072336118311,-0.0514460139861396,"Converged",FALSE,-1.75823498383677,0.360713090793596,-0.051465922913184,"Converged",FALSE,-1.76882614547948,0.41298746638109,-0.0518347669222478,"Converged",FALSE,-1.87238243613629,0.747284803667392,-0.0516896983674909,"Converged",FALSE,0.99,0.01
26,-2.22014264193467,3.02613713843967,-0.109540825695641,"Converged",FALSE,-2.04794012143089,2.46060054303426,-0.111154821727907,"Converged",FALSE,-2.22456853407865,3.12916645101973,-0.111988399163119,"Converged",FALSE,-2.07982265645339,2.60620832207031,-0.109879440970388,"Converged",FALSE,-2.21311381574607,3.06634473595201,-0.115143488272897,"Converged",FALSE,-2.20996064681941,2.95917166691693,-0.111007680359319,"Converged",FALSE,-1.89626203453545,2.03059610906771,-0.108465193519323,"Converged",FALSE,0.99,0.01
27,-2.265427626035,3.02560678194665,-0.117955048622343,"Converged",FALSE,-2.2027038899892,3.0063941124365,-0.118633246383424,"Converged",FALSE,-2.26708096376832,3.11368700293363,-0.117470526742804,"Converged",FALSE,-2.20598893366192,2.79661724818666,-0.117487862858775,"Converged",FALSE,-2.08878564217987,2.47801532395786,-0.115674294266316,"Converged",FALSE,-2.3502954261983,3.34408190374839,-0.119243523111917,"Converged",FALSE,-2.14284657761775,2.68618681254945,-0.116756679694345,"Converged",FALSE,0.99,0.01
28,-1.54361381249238,1.04124375906293,-0.11808102107137,"Converged",FALSE,-1.45423367997695,0.775797863635865,-0.117595675410855,"Converged",FALSE,-1.47780681299299,0.830210780115138,-0.118047612011862,"Converged",FALSE,-1.53522834402846,1.03773953550067,-0.118199834685563,"Converged",FALSE,-1.32413257252314,0.363152431843257,-0.116715355078849,"Converged",FALSE,-1.59626242631798,1.23009538188936,-0.119324344382863,"Converged",FALSE,-1.45278570029972,0.779421592521613,-0.118201331683987,"Converged",FALSE,0.99,0.01
29,-1.38865791377554,0.616979688919986,-0.117818602862513,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.70284325010491,1.57772330971225,-0.118106741065218,"Converged",FALSE,-1.43295647163558,0.774522233566666,-0.117426849733194,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.64589838184488,1.44918484271593,-0.118617580539176,"Converged",FALSE,0.99,0.01
30,-2.20036192212965,2.72726177209787,-0.122262612603658,"Converged",FALSE,-2.15679651015559,2.74654469006318,-0.125379359589386,"Converged",FALSE,-2.12839852838829,2.50903124409662,-0.124411512605488,"Converged",FALSE,-2.0107037048268,2.12108352585487,-0.124040084137282,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.0951797782543,2.46692419611668,-0.123726676462119,"Converged",FALSE,0.99,0.01
31,-1.94517121753075,1.43927162101684,-0.0833684276803365,"Converged",FALSE,-1.84201119222545,1.09051732434857,-0.0840885930958487,"Converged",FALSE,-1.8633935613921,1.15664154947633,-0.0832769455343668,"Converged",FALSE,-1.9845000425914,1.56824479560058,-0.0835177443753162,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.8155250425706,1.07398849503761,-0.083849805856065,"Converged",FALSE,0.99,0.01
32,-1.68181636544955,0.796185384432841,-0.0873667508106595,"Converged",FALSE,-1.72237117800696,0.962087068104214,-0.0877631747986584,"Converged",FALSE,-1.80864911560935,1.26165329866465,-0.0879158689796347,"Converged",FALSE,-1.82040175127022,1.35364081312982,-0.0887991784151297,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.88407175786576,1.50570188797078,-0.0878231852583657,"Converged",FALSE,-1.85218629337938,1.36661445342298,-0.0886909723715795,"Converged",FALSE,0.99,0.01
33,-1.8878033293751,1.89557374759397,-0.101308900110714,"Converged",FALSE,-1.71691017378428,1.37075737930481,-0.101093061847448,"Converged",FALSE,-1.75458011530904,1.49752555964908,-0.101135392456299,"Converged",FALSE,-1.76053365644264,1.48823917046896,-0.101315356226065,"Converged",FALSE,-1.72277937372888,1.38568084694862,-0.101959149778767,"Converged",FALSE,-1.67973150311015,1.25807039149016,-0.101267290403863,"Converged",FALSE,-1.67582241957095,1.22055461402485,-0.100394562001504,"Converged",FALSE,0.99,0.01
34,-2.32174532839797,3.04405807583677,-0.0889066630118219,"Converged",FALSE,-2.21473728126741,2.68817126862185,-0.0894347655108825,"Converged",FALSE,-2.23589031536699,2.6239815997793,-0.0893731520613267,"Converged",FALSE,-2.22439289736371,2.67708937558406,-0.0881055808506497,"Converged",FALSE,-2.39784054663926,3.15305719386208,-0.0907788831303244,"Converged",FALSE,-2.23298964544096,2.72254195870946,-0.0883746125477556,"Converged",FALSE,-2.22855643318054,2.63981916369665,-0.089345233974785,"Converged",FALSE,0.99,0.01
35,-2.68786672865686,4.86018525657033,-0.163171843736085,"Converged",FALSE,-2.34059765977832,3.57038931325577,-0.158911680319066,"Converged",FALSE,-2.59356494900353,4.52498984977721,-0.161806379981688,"Converged",FALSE,-2.25073734782839,3.44110075663338,-0.159899908737274,"Converged",FALSE,-2.44307227187282,3.82056045943883,-0.159544600683109,"Converged",FALSE,-2.387908675342,3.85563166139965,-0.161697643053059,"Converged",FALSE,-2.29693856458975,3.53817284944338,-0.161019783513439,"Converged",FALSE,0.99,0.01
36,-2.57099358314396,3.39137930417809,-0.108251432242879,"Converged",FALSE,-2.53085803890069,3.43145492857183,-0.10740161742407,"Converged",FALSE,-2.44188423106428,3.01661224872849,-0.106298555162947,"Converged",FALSE,-2.50487939455446,3.17873207627076,-0.106613622748173,"Converged",FALSE,-2.31035416738006,2.69035994066377,-0.107231985982832,"Converged",FALSE,-2.67849925117759,3.80233824218364,-0.10798206673459,"Converged",FALSE,-2.62302958534057,3.57980974257074,-0.106435490800824,"Converged",FALSE,0.99,0.01
37,-1.66848988331282,1.82471315648622,-0.141863082385272,"Converged",FALSE,-1.97441234852804,2.71241325645682,-0.14327820256973,"Converged",FALSE,-1.77045591357308,2.09893084927879,-0.140875943821771,"Converged",FALSE,-1.91474258920895,2.39396484360754,-0.141342242589715,"Converged",FALSE,-1.54478783474429,1.40764004522297,-0.141268875722268,"Converged",FALSE,-1.67786298018976,1.79816580307114,-0.140413639084575,"Converged",FALSE,-1.82426478766508,2.16076410913812,-0.144033453077937,"Converged",FALSE,0.99,0.01
38,-1.67394084712427,0.718087294350319,-0.0910032973513363,"Converged",FALSE,-1.44586629489047,0.029313407598289,-0.0911521813860191,"Converged",FALSE,-1.80979232818796,1.15470460330009,-0.0908923026403177,"Converged",FALSE,-1.68456753505473,0.770410096505402,-0.0910393822326986,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.66527233982547,0.697374382988141,-0.0906829987930536,"Converged",FALSE,0.99,0.01
39,-2.10612120443019,2.82332601721066,-0.125034303830153,"Converged",FALSE,-2.02186879645813,2.64030595795605,-0.125885323108422,"Converged",FALSE,-2.10546037290011,2.90055003675499,-0.125714208083165,"Converged",FALSE,-1.97199383472894,2.45792622749652,-0.125173155496463,"Converged",FALSE,-2.21529549868711,3.09565481451417,-0.12719574070459,"Converged",FALSE,-2.37459667835199,3.6220042151221,-0.126677853019441,"Converged",FALSE,-2.06112815386515,2.80273795313862,-0.125513741408689,"Converged",FALSE,0.99,0.01
40,-1.98101917537404,0.868342628909679,-0.0227369066929878,"Converged",FALSE,-1.86677477064732,0.506557791210271,-0.0225787326744358,"Converged",FALSE,-1.9833751983335,0.892743037682084,-0.0229695083186479,"Converged",FALSE,-1.8136940538467,0.31654452604971,-0.0223282322510621,"Converged",FALSE,-1.81173197768695,0.317384902948617,-0.0223582920771475,"Converged",FALSE,-1.78106481029182,0.213902963418544,-0.022388695644893,"Converged",FALSE,-1.77279412052972,0.193891044678024,-0.0223361951961398,"Converged",FALSE,0.99,0.01
41,NA,NA,NA,"B-spline error",FALSE,-1.43240909281274,0.919622723542334,-0.151269017609411,"Converged",FALSE,-1.40452310835946,0.844239919141473,-0.150889436808827,"Converged",FALSE,-1.32686969454616,0.59404814799231,-0.151387514666165,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.41939075022949,0.876967232753515,-0.15178003723583,"Converged",FALSE,-1.38117813877279,0.783831884186281,-0.151488589444896,"Converged",FALSE,0.99,0.01
42,-2.08305338104784,2.8100666072175,-0.125600251893947,"Converged",FALSE,-1.74100732681815,1.78857125505111,-0.122503705656939,"Converged",FALSE,-1.60641502363607,1.35027319399703,-0.122406200278569,"Converged",FALSE,-1.80591175678355,1.97617190317758,-0.122715729059634,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.83556232961684,2.07148799821719,-0.123057633042948,"Converged",FALSE,0.99,0.01
43,-1.39345920038837,0.715701590986362,-0.138323178363175,"Converged",FALSE,-1.40331485084178,0.751691756710894,-0.13844465592366,"Converged",FALSE,-1.5311144011665,1.18432872715031,-0.138005036965719,"Converged",FALSE,-1.44136080527487,0.861670416155526,-0.138113046123148,"Converged",FALSE,-1.33515410955765,0.538705303076794,-0.138459192417493,"Converged",FALSE,-1.42677238313738,0.81863203557257,-0.138016405164204,"Converged",FALSE,-1.51246824811356,1.07926120173592,-0.137908451397675,"Converged",FALSE,0.99,0.01
44,-1.95319900498451,2.02665235463539,-0.0971222891856635,"Converged",FALSE,-1.86738447877376,1.81773422761561,-0.0973669031486003,"Converged",FALSE,-1.79253569881061,1.54324007905202,-0.0986063660269028,"Converged",FALSE,-1.81847125611445,1.61664666253886,-0.0969013429106242,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.91144699208655,2.00884279687761,-0.097691302565984,"Converged",FALSE,-1.72236759497628,1.38110417616503,-0.097150710545151,"Converged",FALSE,0.99,0.01
45,-1.99983391535091,2.88219612277603,-0.14502109222376,"Converged",FALSE,-2.01067730738076,2.86892273970725,-0.146644974303878,"Converged",FALSE,-2.10457974528577,3.27603549553993,-0.146799236007329,"Converged",FALSE,-1.86975247887479,2.31778463988368,-0.143530994065606,"Converged",FALSE,-1.7128354634272,1.9333323330889,-0.142976083740924,"Converged",FALSE,-1.79405242079911,2.18119263565124,-0.144390440045273,"Converged",FALSE,-1.98075012749696,2.7432273661441,-0.144967472414806,"Converged",FALSE,0.99,0.01
46,-1.73882858900351,2.66368085168836,-0.163610520467165,"Converged",FALSE,-1.60809416724694,2.12309179215001,-0.163599656696222,"Converged",FALSE,-1.77823482051268,2.74524046794253,-0.16577496577212,"Converged",FALSE,-1.57786200502495,2.03998566111429,-0.163075501716952,"Converged",FALSE,-1.51414316450271,1.85898788367047,-0.163040329387779,"Converged",FALSE,-1.68034026447529,2.40445954041993,-0.163702748663988,"Converged",FALSE,-1.68297733087543,2.43394247106541,-0.166147699842893,"Converged",FALSE,0.99,0.01
47,-2.36830516586652,3.03227014493362,-0.0794822244322118,"Converged",FALSE,-2.46671937680449,3.22222711313505,-0.0784815390546581,"Converged",FALSE,-2.47641228317812,3.33667635523104,-0.0797466906914844,"Converged",FALSE,-2.3485583355631,2.88475950607057,-0.0790336806653309,"Converged",FALSE,-2.37868134389925,2.91656509871919,-0.078118180771421,"Converged",FALSE,-2.35120825784572,2.94966658452139,-0.079450429279515,"Converged",FALSE,-2.57939886357118,3.70157553704036,-0.0803421490642242,"Converged",FALSE,0.99,0.01
48,-1.35999285642833,0.994239589950154,-0.136353438533329,"Converged",FALSE,-1.36919261331855,1.0011238453898,-0.136532529111924,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.31288671532666,0.818557259166861,-0.136200370994248,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
49,-2.06839648906064,2.65120492215118,-0.105725563971314,"Converged",FALSE,-2.07181851235311,2.66768857191282,-0.105850241012925,"Converged",FALSE,-2.01972784682431,2.63770345560668,-0.105710568225383,"Converged",FALSE,-2.00352344455453,2.5157155309941,-0.105731430775542,"Converged",FALSE,-1.92440724703674,2.26493203503902,-0.104347375367435,"Converged",FALSE,-2.04112338936011,2.54496745932111,-0.105688034815432,"Converged",FALSE,-2.1385212067315,2.8715938326933,-0.104374124598628,"Converged",FALSE,0.99,0.01
50,-2.44998648227683,2.6355998535451,-0.0464779655457113,"Converged",FALSE,-2.48916185951453,2.89736011981196,-0.0470092802378896,"Converged",FALSE,-2.74263537969962,3.62286634710462,-0.0484830837786041,"Converged",FALSE,-2.41261469854605,2.6336374027711,-0.0473907817481575,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.50478029942992,2.9069316620989,-0.0469903855991925,"Converged",FALSE,-2.68652873720495,3.39967420588074,-0.0459296753815607,"Converged",FALSE,0.99,0.01
51,-1.98823349450008,1.96862459039969,-0.0671814125783148,"Converged",FALSE,-1.89462256731444,1.67425814667848,-0.0673684737636795,"Converged",FALSE,-2.10496591656584,2.22638724019005,-0.0657237773766383,"Converged",FALSE,-2.00040950517811,2.03053066404917,-0.0673261896729246,"Converged",FALSE,-1.97113390255597,1.88936143318136,-0.0677915673077534,"Converged",FALSE,-1.97305037460353,1.95070346098325,-0.0685494300278498,"Converged",FALSE,-2.10424861981631,2.29874107555537,-0.067064527648081,"Converged",FALSE,0.99,0.01
52,NA,NA,NA,"B-spline error",FALSE,-2.49958587777368,3.2748216227407,-0.0796586690468899,"Converged",FALSE,-2.8384938467507,4.23418473385523,-0.0793074896051818,"Converged",FALSE,-2.49617299235245,3.07719359880326,-0.0777599476384572,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.53749311845114,3.32733788398115,-0.077656535562959,"Converged",FALSE,-2.59250598925742,3.36963390258712,-0.075783493858761,"Converged",FALSE,0.99,0.01
