"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","tpr","fpr"
60,-2.17787664745266,2.25822223428193,-0.0978435398784218,"Converged",0.95,0.05
61,-2.63972036525445,2.79655254292738,-0.000131651982558906,"Converged",0.95,0.05
62,-2.15976634924534,1.7345868921154,-0.0118671487073145,"Converged",0.95,0.05
63,-2.01296709229363,2.26579465768753,-0.118577391329417,"Converged",0.95,0.05
64,-2.08902696946362,2.16130871335825,-0.107634461811055,"Converged",0.95,0.05
65,-1.53955372811562,1.01572372213131,-0.109752050797061,"Converged",0.95,0.05
66,-2.42452171166541,3.54664103053543,-0.0996814672929126,"Converged",0.95,0.05
67,-1.81103303023863,1.54324968864056,-0.0969478831415764,"Converged",0.95,0.05
68,-2.71432087305646,3.81851282847744,-0.041385466510099,"Converged",0.95,0.05
69,-2.57888517381734,4.0010916395052,-0.139398916593925,"Converged",0.95,0.05
70,NA,NA,NA,"B-spline error",0.95,0.05
71,-2.57165845126151,3.75581736781182,-0.111900980932958,"Converged",0.95,0.05
72,-1.51681133130626,0.208472752399507,-0.0913932912636979,"Converged",0.95,0.05
73,-2.12899366430457,2.5241374852797,-0.13395548755875,"Converged",0.95,0.05
74,-1.88387412378658,2.30065947232351,-0.159596660884658,"Converged",0.95,0.05
75,-1.23088091835348,-0.0879821944640022,-0.0910368041491279,"Converged",0.95,0.05
76,-1.9314389905649,2.13620936862816,-0.110891239571755,"Converged",0.95,0.05
77,-1.55409860600441,0.357873774462147,-0.0595713785429078,"Converged",0.95,0.05
78,-1.76508863443111,1.11230177813875,-0.0929802623866143,"Converged",0.95,0.05
79,-1.83241700068006,1.54577019103046,-0.0731916334594093,"Converged",0.95,0.05
80,-1.17897986427396,-0.26345886634743,-0.0823365736807987,"Converged",0.95,0.05
81,-2.60647339841287,4.53412519731068,-0.159451145101272,"Converged",0.95,0.05
82,-1.80526220630567,1.25630829783868,-0.0665599067473343,"Converged",0.95,0.05
83,-2.32725320135957,1.39191298203573,0.0349794680523798,"Converged",0.95,0.05
84,-2.10847196087873,2.04760689087594,-0.076275882569395,"Converged",0.95,0.05
85,-1.66963329842324,1.62162047229939,-0.122760437056101,"Converged",0.95,0.05
86,-1.90234639611064,1.3883827480687,-0.0595085833495505,"Converged",0.95,0.05
87,-2.78035771928675,4.73829629449348,-0.0976990838802343,"Converged",0.95,0.05
88,-2.23052837618194,1.65122429784859,-0.0331528564957703,"Converged",0.95,0.05
89,-2.09032124020872,2.51300888146072,-0.0841017531002569,"Converged",0.95,0.05
90,-1.39187722911076,0.653489597187005,-0.144593506451729,"Converged",0.95,0.05
91,-1.88632104609992,2.2443179992522,-0.109949150631972,"Converged",0.95,0.05
92,-1.56477358034044,1.31341647836089,-0.141760420856925,"Converged",0.95,0.05
93,-2.21954116422137,4.00090318853568,-0.182921108655441,"Converged",0.95,0.05
94,-1.86651394753746,1.65228396488538,-0.0866588619297851,"Converged",0.95,0.05
95,-1.86080238353681,1.0227268801693,-0.0471002673561711,"Converged",0.95,0.05
96,-2.45717054361105,2.99980915395083,-0.0801427221218408,"Converged",0.95,0.05
97,-1.58630637610625,1.12577768007134,-0.08862906907481,"Converged",0.95,0.05
98,-2.36972725306153,3.32257621381696,-0.0960237236411761,"Converged",0.95,0.05
99,-1.82231574818064,1.8970499534982,-0.1113863965317,"Converged",0.95,0.05
100,-2.03107757303461,2.66082135048934,-0.132888817382955,"Converged",0.95,0.05
101,-1.52453718052522,0.649813344664983,-0.0844586391064907,"Converged",0.95,0.05
102,-2.31030884582341,3.40731069030274,-0.10916998483892,"Converged",0.95,0.05
103,-1.54925995291548,1.14111149423521,-0.125134809076021,"Converged",0.95,0.05
104,-1.93614435324064,1.6999512158014,-0.0863836265634066,"Converged",0.95,0.05
105,-2.05672859714063,2.68512436886951,-0.11634252001726,"Converged",0.95,0.05
106,-2.37878003196479,3.27084898570509,-0.117407580559935,"Converged",0.95,0.05
107,-1.96810581797464,2.80152388878607,-0.156138266478496,"Converged",0.95,0.05
108,-1.19841467856461,0.344314323236328,-0.183372847525786,"Converged",0.95,0.05
109,-1.89328662312955,2.11784419088034,-0.116997060506432,"Converged",0.95,0.05
110,-1.29418821118603,-0.0790232317106776,-0.0997385817061062,"Converged",0.95,0.05
111,-3.00845799555585,4.50339369725261,-0.083351571697925,"Converged",0.95,0.05
112,NA,NA,NA,"B-spline error",0.95,0.05
113,-1.80227611829961,1.90729840742302,-0.145586028556327,"Converged",0.95,0.05
114,-1.18045673167991,0.284638296020619,-0.136648864010591,"Converged",0.95,0.05
115,NA,NA,NA,"B-spline error",0.95,0.05
116,-2.19263938512895,2.44627087208359,-0.0762203123792205,"Converged",0.95,0.05
117,-2.20760140971831,2.11303534230161,-0.0652636304299986,"Converged",0.95,0.05
118,-1.89736263003287,1.30344840308594,-0.0600465062456798,"Converged",0.95,0.05
119,-1.53648197475095,1.36501981696121,-0.141036859314716,"Converged",0.95,0.05
120,-1.86749180397808,1.9542131327022,-0.0796833868881285,"Converged",0.95,0.05
121,-2.11148624051127,1.64580200393483,-0.0480672764617169,"Converged",0.95,0.05
122,-1.67874678153813,2.24252142184604,-0.170757521429873,"Converged",0.95,0.05
123,-2.22466494581188,2.3233577991175,-0.0686556426074666,"Converged",0.95,0.05
124,-2.50785473307049,2.74940147245274,-0.0259672280322538,"Converged",0.95,0.05
125,-2.31286607005572,2.45358449206471,-0.0670352572947064,"Converged",0.95,0.05
126,-1.9454516408937,2.37071434182421,-0.166328895632808,"Converged",0.95,0.05
127,-2.18317726744148,2.32386898202685,-0.0765824340120256,"Converged",0.95,0.05
128,-1.94521957055405,2.33943877772833,-0.150897535761527,"Converged",0.95,0.05
129,-2.40735512839784,1.87998187050389,0.0172010708261572,"Converged",0.95,0.05
130,-1.59291345418351,0.496330247704452,-0.0565274963465663,"Converged",0.95,0.05
131,-1.80780059763269,2.52323503501384,-0.148965990199107,"Converged",0.95,0.05
132,-1.73169180738887,0.843609879306545,-0.100813925052121,"Converged",0.95,0.05
133,-1.88340432261177,1.94600780500251,-0.166993590378733,"Converged",0.95,0.05
134,-2.36346882473737,3.89526453161394,-0.0926163328536078,"Converged",0.95,0.05
135,-2.78781344271018,3.92315654419872,-0.0552965522822035,"Converged",0.95,0.05
136,-2.16836496812383,2.2561184828338,-0.0490362151170478,"Converged",0.95,0.05
137,NA,NA,NA,"B-spline error",0.95,0.05
138,-2.66051494083333,3.38757748313708,-0.096150446057069,"Converged",0.95,0.05
139,-1.92492246048864,1.69149982365279,-0.0508101908844182,"Converged",0.95,0.05
140,-2.22765041143674,2.25905468468323,-0.0217175881103754,"Converged",0.95,0.05
141,-1.91193423441663,1.24094347422593,-0.0690318117243604,"Converged",0.95,0.05
142,-1.97743276918779,2.48593419258377,-0.151769808214394,"Converged",0.95,0.05
143,-2.20995609321589,2.76801061869778,-0.111727205245881,"Converged",0.95,0.05
144,-1.17363519821601,0.158477912271879,-0.134623529114751,"Converged",0.95,0.05
145,-2.26648571601813,2.67446887749914,-0.0557465960421643,"Converged",0.95,0.05
146,NA,NA,NA,"B-spline error",0.95,0.05
147,-2.09679218474765,3.10308732023804,-0.147142418694599,"Converged",0.95,0.05
148,-1.58420124111944,1.42026543336458,-0.125823963821886,"Converged",0.95,0.05
149,-1.73226720013678,2.77649185311348,-0.207816587406929,"Converged",0.95,0.05
150,-1.96591361916947,1.3233502203369,-0.0807298931682541,"Converged",0.95,0.05
151,-2.20443194231786,2.91644165141339,-0.0928747850515211,"Converged",0.95,0.05
152,-2.20253368154093,2.17478200996894,-0.0529178136549171,"Converged",0.95,0.05
153,-2.59153797733421,4.27759638493619,-0.127180720427731,"Converged",0.95,0.05
154,-2.01708377209357,1.9302244741941,-0.0563789588430909,"Converged",0.95,0.05
155,-2.50868571083603,3.30019217893852,-0.0952956360363803,"Converged",0.95,0.05
156,NA,NA,NA,"MAX_ITER reached",0.95,0.05
157,-2.43684359068739,2.8725879478744,-0.0646365217826685,"Converged",0.95,0.05
158,-1.72220828739329,1.67671960437652,-0.10931585048576,"Converged",0.95,0.05
159,-1.88042787515558,1.62902898034457,-0.109466985184719,"Converged",0.95,0.05
160,-1.48380841719185,1.4954037705189,-0.151739633797323,"Converged",0.95,0.05
161,-2.34778828995749,2.17902996905802,-0.0426145844361995,"Converged",0.95,0.05
162,-2.05226474883707,1.57329814240594,-0.0551719953083486,"Converged",0.95,0.05
163,-2.54737465598801,2.71977187960417,-0.0407473462878276,"Converged",0.95,0.05
164,-1.47718787292472,1.7893193523318,-0.178750246372476,"Converged",0.95,0.05
165,-1.57516414342576,1.03787689017165,-0.109716902578904,"Converged",0.95,0.05
166,-1.62009893850611,1.11567053781254,-0.130920820157793,"Converged",0.95,0.05
167,-1.7330393708187,1.60918772182812,-0.110319982772959,"Converged",0.95,0.05
168,-2.23328801628646,2.32484862986616,-0.0861760916537957,"Converged",0.95,0.05
169,-1.84656461330179,1.52265637946595,-0.0909468333064793,"Converged",0.95,0.05
170,-1.52146445720879,0.149976128581526,-0.0939601808582105,"Converged",0.95,0.05
171,-2.18561496228123,2.23924352659257,-0.0678871986349543,"Converged",0.95,0.05
172,-1.98561500570412,1.82548657845366,-0.0693278922691119,"Converged",0.95,0.05
173,-1.80846073976522,1.0954738142843,-0.104958181895878,"Converged",0.95,0.05
174,-1.36595413923164,-0.0627427387870599,-0.107922756687607,"Converged",0.95,0.05
175,-1.81404434769311,2.24425425421146,-0.115071319814731,"Converged",0.95,0.05
176,-2.4734324155474,4.14811174861482,-0.128910996255294,"Converged",0.95,0.05
177,-2.61981768385006,3.40045837410767,-0.0273071798757212,"Converged",0.95,0.05
178,-1.12120152975559,0.569141613514593,-0.152792653874542,"Converged",0.95,0.05
179,-1.80623601699076,0.956221086209108,-0.0387700526223331,"Converged",0.95,0.05
180,-2.48343616933548,2.52315781069853,-0.0513771806290258,"Converged",0.95,0.05
181,-2.41293192677964,4.22986222023793,-0.150791435391411,"Converged",0.95,0.05
182,-1.43136105127692,0.661228940101196,-0.130234938449328,"Converged",0.95,0.05
183,NA,NA,NA,"B-spline error",0.95,0.05
184,-2.11357086014088,1.41632309678455,-0.0679491975189861,"Converged",0.95,0.05
185,-1.41291270229343,1.03259917769196,-0.165387348955493,"Converged",0.95,0.05
186,-2.23879222244805,1.80156953885935,-0.0654302544617586,"Converged",0.95,0.05
187,-1.40560660883323,0.161855857552536,-0.101970284782236,"Converged",0.95,0.05
188,-2.2648589814335,4.36587994231602,-0.156833076038578,"Converged",0.95,0.05
189,-1.74380886752675,2.01624756166743,-0.141878661000043,"Converged",0.95,0.05
190,-2.96356445557861,4.49351318660088,-0.0456899878309204,"Converged",0.95,0.05
191,-2.00669663883398,2.70213579755112,-0.10821848001511,"Converged",0.95,0.05
192,-1.83219855793089,1.76195609683999,-0.104154327602764,"Converged",0.95,0.05
193,-1.72990234747902,0.986649760249403,-0.0828624647315738,"Converged",0.95,0.05
194,-2.08488504099576,2.92335806771404,-0.127043060893395,"Converged",0.95,0.05
195,-1.69102344017028,0.987071063182511,-0.0991200796733023,"Converged",0.95,0.05
196,-2.09433610679745,1.24821955584691,-0.0200573270263201,"Converged",0.95,0.05
197,-2.07654618017933,1.76733405243982,-0.0708964570072422,"Converged",0.95,0.05
198,-1.27723932209928,0.483456744726035,-0.10276720191393,"Converged",0.95,0.05
199,-2.23785972588113,2.4282562060152,-0.0630138033345908,"Converged",0.95,0.05
200,-1.59345332304965,1.28024161001573,-0.128109692964323,"Converged",0.95,0.05
201,-2.08521342746381,1.68023731592426,-0.0617863938776559,"Converged",0.95,0.05
202,-1.20298657548214,0.234157864365964,-0.118312397622781,"Converged",0.95,0.05
203,-2.67648348663816,4.5639759785622,-0.11338746905157,"Converged",0.95,0.05
204,-1.62582416190833,1.23536777154251,-0.123571574317614,"Converged",0.95,0.05
205,-1.45673354470171,0.0989817168910057,-0.0719759801209127,"Converged",0.95,0.05
206,-2.23159148113699,2.06247678563545,-0.0282241546136243,"Converged",0.95,0.05
207,-2.31867580505086,2.59109065118055,-0.118412845709302,"Converged",0.95,0.05
208,-2.2838416225174,1.98550751545516,-0.0383180544251879,"Converged",0.95,0.05
209,-1.84770652510942,1.31400242703468,-0.107201565000051,"Converged",0.95,0.05
210,-1.50928593892296,1.34550861704325,-0.13466206677811,"Converged",0.95,0.05
211,-2.44593379762171,3.595701748353,-0.127366338858527,"Converged",0.95,0.05
212,-2.04332153225841,2.91635660164332,-0.161394276864521,"Converged",0.95,0.05
213,-1.80403873306921,1.87422317580302,-0.0879795115111453,"Converged",0.95,0.05
214,-1.74633450588393,0.917858202402233,-0.0978843635179006,"Converged",0.95,0.05
215,-2.24050527964144,2.10202939402195,-0.0287225320636784,"Converged",0.95,0.05
216,-1.89613833734448,2.42837152503001,-0.149540305965517,"Converged",0.95,0.05
217,-1.92796137002722,1.61956728892209,-0.101214199600303,"Converged",0.95,0.05
218,-1.51318757697597,0.841394165126399,-0.123765501103172,"Converged",0.95,0.05
219,-1.86370231897545,1.73377663681903,-0.104914258666913,"Converged",0.95,0.05
220,-2.01121987675912,1.97550821008156,-0.0935989641441339,"Converged",0.95,0.05
221,NA,NA,NA,"MAX_ITER reached",0.95,0.05
222,-1.94318138907449,1.687858481987,-0.0625665989772445,"Converged",0.95,0.05
223,-1.87480458907144,1.8900353761405,-0.109722159930471,"Converged",0.95,0.05
224,-2.13056773132694,2.47873502209924,-0.116323283291732,"Converged",0.95,0.05
225,-2.22801213255949,2.74941848901568,-0.095763793256616,"Converged",0.95,0.05
226,-3.08530331734716,4.86687279473281,-0.0697312341554558,"Converged",0.95,0.05
227,-1.74071015049369,0.914426609820783,-0.079960437926608,"Converged",0.95,0.05
228,-1.84748755095606,1.70419624092716,-0.0970905267245363,"Converged",0.95,0.05
229,-0.26326324482728,-2.41431901067606,-0.171832125642836,"Converged",0.95,0.05
230,-2.48272367360063,2.31350361406026,-0.03630985165666,"Converged",0.95,0.05
231,-2.22841249424294,2.73415120903513,-0.100979826362535,"Converged",0.95,0.05
232,-2.38939144445797,2.68875560995911,-0.0857321132934036,"Converged",0.95,0.05
233,-1.94753148531574,1.93323476351141,-0.0743958595619432,"Converged",0.95,0.05
234,-2.06513369160802,1.77324728511893,-0.090314885915507,"Converged",0.95,0.05
235,-3.00654030805863,4.45214796276275,-0.0695626051479988,"Converged",0.95,0.05
236,-2.15391022203255,3.13307127252157,-0.15903379671447,"Converged",0.95,0.05
237,-1.3603565332401,0.4877296632152,-0.133292061023913,"Converged",0.95,0.05
238,-1.89799519140445,1.54007462381492,-0.0853959219500229,"Converged",0.95,0.05
239,-1.52704289575143,0.57565370488537,-0.123885704074935,"Converged",0.95,0.05
240,-1.2127926938312,1.06849063199639,-0.213228723523349,"Converged",0.95,0.05
241,-2.57846210343545,3.54469421501632,-0.0524471988630611,"Converged",0.95,0.05
242,-2.17068912308096,2.51818499589731,-0.0957881954247437,"Converged",0.95,0.05
243,-1.41627269670378,-0.0662685821261755,-0.0883829755187441,"Converged",0.95,0.05
244,-1.43874723015974,0.456894850126221,-0.104381630460543,"Converged",0.95,0.05
245,-1.97655585053842,1.58686455351751,-0.0524455423968214,"Converged",0.95,0.05
246,-1.47609921678329,0.485415475461802,-0.130921187146575,"Converged",0.95,0.05
247,-2.49707359716219,3.77350781587474,-0.103850844601604,"Converged",0.95,0.05
248,-2.41981522121231,2.95179205155803,-0.0639214105262799,"Converged",0.95,0.05
249,-2.99329729185974,4.62289319754523,-0.0514382726094952,"Converged",0.95,0.05
250,-2.31958927107059,3.18932003223484,-0.107570017520057,"Converged",0.95,0.05
251,-2.20210989297181,2.32979965694077,-0.0798452470706438,"Converged",0.95,0.05
252,-2.15052265507267,2.9282320823051,-0.103066150419649,"Converged",0.95,0.05
253,-1.87395932908839,1.66211625815556,-0.101512999883946,"Converged",0.95,0.05
254,-1.41129394391655,0.299963264867259,-0.106308796901608,"Converged",0.95,0.05
255,-1.49070274133955,0.685201221491026,-0.0892419143418306,"Converged",0.95,0.05
256,-1.49114883593328,0.784517751628869,-0.103914540914406,"Converged",0.95,0.05
257,-1.88862921662851,1.40003799635485,-0.0828543127677756,"Converged",0.95,0.05
258,NA,NA,NA,"B-spline error",0.95,0.05
259,-2.14876688304853,2.46872967228316,-0.107538062769781,"Converged",0.95,0.05
260,-1.51662334812354,-0.557399670112603,-0.021300801538565,"Converged",0.95,0.05
261,-1.77256591566018,0.96317263288353,-0.0788883415880723,"Converged",0.95,0.05
262,-2.75889800613168,3.67266554689429,-0.0601453295438093,"Converged",0.95,0.05
263,-1.8032912979016,1.97594342593706,-0.149013562902603,"Converged",0.95,0.05
264,-1.65446141089832,2.14002352024492,-0.177437063195124,"Converged",0.95,0.05
265,-1.63659039416547,1.19734774670347,-0.112687688712878,"Converged",0.95,0.05
266,-2.09731264564373,2.04744681344434,-0.0907152378717774,"Converged",0.95,0.05
267,-2.16364934576944,2.39746588136899,-0.151285011598899,"Converged",0.95,0.05
268,-1.74016091450944,0.421012480593335,-0.0310180723316065,"Converged",0.95,0.05
269,NA,NA,NA,"B-spline error",0.95,0.05
270,-2.6207691583225,4.71227186470419,-0.163980869817845,"Converged",0.95,0.05
271,NA,NA,NA,"B-spline error",0.95,0.05
272,-2.37022300670645,2.21366503496738,-0.0545130023259583,"Converged",0.95,0.05
273,-2.22738056021463,3.008913488755,-0.103372768511994,"Converged",0.95,0.05
274,-2.06990085510689,2.11525777086273,-0.105060874218074,"Converged",0.95,0.05
275,-1.73735906418492,1.43257175797137,-0.12501988649495,"Converged",0.95,0.05
276,-1.84148629255644,2.47135872105484,-0.174098953691131,"Converged",0.95,0.05
277,NA,NA,NA,"B-spline error",0.95,0.05
278,-2.22865947940878,2.39478761409162,-0.0761488402568021,"Converged",0.95,0.05
279,-2.02113466092335,2.14511977585648,-0.0465763603073773,"Converged",0.95,0.05
280,-1.88166157809821,1.82703474123944,-0.0730704698179297,"Converged",0.95,0.05
281,NA,NA,NA,"B-spline error",0.95,0.05
282,-2.51269083528442,3.27224760094629,-0.0959295621179119,"Converged",0.95,0.05
283,-1.4931923490778,0.562462186318102,-0.136027601102845,"Converged",0.95,0.05
284,-1.88268087908945,1.68116084026967,-0.129674297779914,"Converged",0.95,0.05
285,-1.43376232483293,0.171515871846068,-0.129941006008486,"Converged",0.95,0.05
286,-2.17172624951985,2.68434814624688,-0.11860958128698,"Converged",0.95,0.05
287,-1.69425535217568,1.65176756047348,-0.0872571854135421,"Converged",0.95,0.05
288,-1.4346974238403,-0.097852679203666,-0.0403287199482774,"Converged",0.95,0.05
289,-2.04753899330547,1.80362598168082,-0.0554397137085457,"Converged",0.95,0.05
290,-1.53690497661131,0.877165549364138,-0.115373055757601,"Converged",0.95,0.05
291,-2.06076617237135,2.04775094132315,-0.0752849581580038,"Converged",0.95,0.05
292,-2.44886857737524,2.75675450395485,-0.0450748188356157,"Converged",0.95,0.05
293,-1.85837330916216,1.50119892224663,-0.0796143916853451,"Converged",0.95,0.05
294,-1.11954945339596,1.5314291738221,-0.238694266864715,"Converged",0.95,0.05
295,-2.24244642056213,3.08117566040927,-0.114117252365669,"Converged",0.95,0.05
296,-2.28081241639044,2.80132900078061,-0.124463003989414,"Converged",0.95,0.05
297,-1.85190578011942,1.90224813851284,-0.115851726551042,"Converged",0.95,0.05
298,-1.82679802100116,1.56503199781125,-0.0708612668932903,"Converged",0.95,0.05
299,-2.40844787883044,3.457804115422,-0.0930144330433195,"Converged",0.95,0.05
300,-2.07834616916443,2.99753641115729,-0.139380122825543,"Converged",0.95,0.05
301,-1.88317454057433,1.12560417982635,-0.0760122259597391,"Converged",0.95,0.05
302,-2.25461605510805,2.34207945995372,-0.0768285283394316,"Converged",0.95,0.05
303,-2.0152856314242,2.56995282295133,-0.133975372417326,"Converged",0.95,0.05
304,-1.62199028071204,2.06820441003583,-0.176928540454382,"Converged",0.95,0.05
305,-1.94314784877283,2.76090633268673,-0.144788082280707,"Converged",0.95,0.05
306,-2.01744608927587,1.87337257049038,-0.0873192405621582,"Converged",0.95,0.05
307,-2.98347217301925,5.28017940602607,-0.157572396262999,"Converged",0.95,0.05
308,-1.75440592314239,1.32160718753795,-0.132894310381864,"Converged",0.95,0.05
309,-1.68447636488403,1.54599420502999,-0.105626437647885,"Converged",0.95,0.05
310,-2.25164628264688,2.93352846648143,-0.119125524089947,"Converged",0.95,0.05
311,-1.63650432439157,1.63525491374783,-0.138740023537066,"Converged",0.95,0.05
312,-1.89601185207378,0.507202721866582,-0.0380813911542892,"Converged",0.95,0.05
313,-1.77639430229289,1.48528569969717,-0.110718103899478,"Converged",0.95,0.05
314,-2.61960871422463,3.53794858034062,-0.0922049644515224,"Converged",0.95,0.05
315,-1.61820909672499,1.07410618958269,-0.0934432604838581,"Converged",0.95,0.05
316,-2.42752560071822,2.75685367308078,-0.0693700239126694,"Converged",0.95,0.05
317,-2.12069376670031,3.25756114808869,-0.159076845909868,"Converged",0.95,0.05
318,-1.42186885003507,1.09388044857554,-0.165360170102268,"Converged",0.95,0.05
319,-2.57098534250479,3.16600525873402,-0.0952716119820726,"Converged",0.95,0.05
320,-1.79674045846444,1.70686040334986,-0.135362615572827,"Converged",0.95,0.05
321,-2.35541894895698,1.48612527041789,0.0134282828421928,"Converged",0.95,0.05
322,-1.97773462611651,0.781988926968828,-0.0213979213359378,"Converged",0.95,0.05
323,-1.69374264719428,1.52813372773394,-0.148939910882345,"Converged",0.95,0.05
324,-2.73452724313563,4.03878518308266,-0.0773277617280296,"Converged",0.95,0.05
325,-1.96430798346993,1.24352602387448,-0.0662592011400037,"Converged",0.95,0.05
326,-2.38150925865218,4.4590155523512,-0.19618196887979,"Converged",0.95,0.05
327,-1.55775046300017,0.0398630206940662,-0.085529563862545,"Converged",0.95,0.05
328,-2.33189222324642,3.28824350662127,-0.136068702378568,"Converged",0.95,0.05
329,-2.24124793544316,1.94720782973862,-0.0159545966657762,"Converged",0.95,0.05
330,-1.53900080165321,0.694663820177417,-0.124957611839778,"Converged",0.95,0.05
331,-1.71694994959414,1.12150564165584,-0.0674769455757728,"Converged",0.95,0.05
332,-2.84462512948012,3.15581761394438,-0.00588297480713557,"Converged",0.95,0.05
333,-2.15286668010374,2.52965138927533,-0.0596778087073139,"Converged",0.95,0.05
334,-2.47430006255164,3.12509450301048,-0.0938955069292562,"Converged",0.95,0.05
335,-3.0983165344506,6.23395359368876,-0.1637878079594,"Converged",0.95,0.05
336,-2.12691983741801,1.85202540157499,-0.045731721047983,"Converged",0.95,0.05
337,-1.89608263475826,2.43883386742121,-0.145283806689911,"Converged",0.95,0.05
338,-0.924220710184599,0.221672116561942,-0.211602906316086,"Converged",0.95,0.05
339,-1.56060612471239,1.57410974332683,-0.163183476213069,"Converged",0.95,0.05
340,-2.15825275389209,2.82793555742117,-0.146097723522412,"Converged",0.95,0.05
