"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","tpr","fpr"
54,-1.30403030170226,0.294884290757082,-0.152830386833427,"Converged",0.95,0.05
55,-1.74879577949344,1.31030161113087,-0.11147883357179,"Converged",0.95,0.05
56,-1.65197597837562,0.337726203309668,-0.0556950289287577,"Converged",0.95,0.05
57,-1.51295924274922,1.79519907493555,-0.207525543108827,"Converged",0.95,0.05
58,-1.91686082525745,1.9289567445299,-0.11902336481386,"Converged",0.95,0.05
59,-2.17922565857467,1.97644183023901,-0.0845348855793552,"Converged",0.95,0.05
60,-2.15708828839202,1.54760934512623,-0.0504830578346402,"Converged",0.95,0.05
61,-2.77336133175093,4.18728647159712,-0.106593242417174,"Converged",0.95,0.05
62,-2.18850839468779,2.93516136647572,-0.100768604626545,"Converged",0.95,0.05
63,-1.75286546232021,1.04098913096094,-0.0988709027705944,"Converged",0.95,0.05
64,-2.12977335080096,2.31206279915986,-0.132460443569514,"Converged",0.95,0.05
65,-1.58075729878406,2.42884086311775,-0.194372168625445,"Converged",0.95,0.05
66,-2.04232703735476,2.00676446655533,-0.0812941754012414,"Converged",0.95,0.05
67,-1.99015465414844,1.53624566652304,-0.033347925043458,"Converged",0.95,0.05
68,-2.31340721075467,1.76893219133576,-0.0210247713179418,"Converged",0.95,0.05
69,-2.27653665849305,3.40256159476918,-0.106852550862589,"Converged",0.95,0.05
70,-2.2160303887525,1.47243061308117,-0.0221707618792306,"Converged",0.95,0.05
71,-1.88896153085448,0.75523807903581,-0.0353852377560536,"Converged",0.95,0.05
72,-2.35295382050397,2.835967775745,-0.0956375862212282,"Converged",0.95,0.05
73,-1.82494762594387,1.32477304622813,-0.115386866065614,"Converged",0.95,0.05
74,-2.49697008445649,2.70036147232918,-0.0532361066428039,"Converged",0.95,0.05
75,-1.60702474482547,1.27560867653741,-0.110246907319214,"Converged",0.95,0.05
76,-1.68385733349633,1.31612082031716,-0.108049975440038,"Converged",0.95,0.05
77,-1.55470324717645,1.20007891567783,-0.0957275242244162,"Converged",0.95,0.05
78,-1.83409043501463,1.23939082193228,-0.0660526602737962,"Converged",0.95,0.05
79,-1.99436451994811,1.32742083936561,-0.0505356842636529,"Converged",0.95,0.05
80,-1.95817469898048,2.33538862739782,-0.112714394350531,"Converged",0.95,0.05
81,-1.75084653741135,2.09346710668838,-0.150979350787659,"Converged",0.95,0.05
82,-1.6715058440255,2.18336548770802,-0.160834533321865,"Converged",0.95,0.05
83,-1.93323572274096,2.12885975462773,-0.0936278809561707,"Converged",0.95,0.05
84,-1.66102427043567,-0.0225405510535694,-0.0614720872578434,"Converged",0.95,0.05
85,-1.79602063724599,2.07420291157388,-0.144686042522362,"Converged",0.95,0.05
86,-1.46235015444217,0.826486071042593,-0.110520522574356,"Converged",0.95,0.05
87,-1.756339119429,1.46035288999294,-0.0990962333917762,"Converged",0.95,0.05
88,-1.02437852299945,-0.226437469695608,-0.146410482419508,"Converged",0.95,0.05
89,-2.05192969605198,2.16810949465422,-0.0937821179631178,"Converged",0.95,0.05
90,-1.62718081123903,1.92839453206874,-0.194950624266173,"Converged",0.95,0.05
91,-1.6570077600098,1.38341154098942,-0.086519405006691,"Converged",0.95,0.05
92,-1.64841384402783,1.27288701113718,-0.159888720595952,"Converged",0.95,0.05
93,-1.72640004951409,1.43399672133436,-0.116220959614435,"Converged",0.95,0.05
94,-1.58899081651927,0.93535117386211,-0.0861765424612651,"Converged",0.95,0.05
95,-1.26609341592335,-0.0903324707173587,-0.108303988210183,"Converged",0.95,0.05
96,-2.69326340982793,4.01130850374093,-0.0744013886142117,"Converged",0.95,0.05
97,-2.24722680463781,1.53023306982826,-0.0431818609609769,"Converged",0.95,0.05
98,-1.92301307908815,1.05006677055848,-0.0825009864045549,"Converged",0.95,0.05
99,-1.43459077080017,0.308088911231843,-0.0988370627782389,"Converged",0.95,0.05
100,-1.76844778839326,2.28158884156068,-0.159738324322232,"Converged",0.95,0.05
101,-2.50215686852991,2.99905198597077,-0.105525802083829,"Converged",0.95,0.05
102,-2.37795000188141,3.38364146682937,-0.0966622310913491,"Converged",0.95,0.05
103,-1.87175183543698,2.38405019561817,-0.131960693191275,"Converged",0.95,0.05
104,-1.6222463965563,2.13651377279005,-0.190138052083493,"Converged",0.95,0.05
105,-2.17035388897763,1.29645628314759,-0.0110910958957573,"Converged",0.95,0.05
106,-2.77826380210833,2.88536510521535,-0.0186535617873574,"Converged",0.95,0.05
107,-1.46325892413981,0.409655033593317,-0.114780991932179,"Converged",0.95,0.05
108,-2.48308860318536,3.98900634571743,-0.140335376833924,"Converged",0.95,0.05
109,-2.31428498939366,3.34200709257244,-0.100711394813723,"Converged",0.95,0.05
110,-1.95179576460825,1.61457636719234,-0.0916839546819419,"Converged",0.95,0.05
111,-1.56628161503467,0.554882850306112,-0.0957156533554853,"Converged",0.95,0.05
112,-2.09151686942069,2.40472219179614,-0.0859121732727155,"Converged",0.95,0.05
113,-2.19012174096422,2.29167496489264,-0.104827922064211,"Converged",0.95,0.05
114,-1.61955020045555,1.35909396649429,-0.141340849938298,"Converged",0.95,0.05
115,-1.77841383939166,1.54883022290025,-0.101601606542565,"Converged",0.95,0.05
116,-2.27807772651697,3.30934228825262,-0.122208963704193,"Converged",0.95,0.05
117,-1.82534953235266,1.18860823842368,-0.0871209955908451,"Converged",0.95,0.05
118,-2.25945405432465,2.45936969708837,-0.0667978278860662,"Converged",0.95,0.05
119,-1.84113112124872,2.46546208340717,-0.135229095257662,"Converged",0.95,0.05
120,-1.38890096492983,1.50299151632454,-0.15966057164982,"Converged",0.95,0.05
121,-1.65140256475099,1.74583448259126,-0.132262640336685,"Converged",0.95,0.05
122,-1.63407619870636,0.21841361215809,-0.0397227365148432,"Converged",0.95,0.05
123,-2.00169686778916,0.819840818663829,-0.00532883786134813,"Converged",0.95,0.05
124,-1.55566722090953,0.947184552903475,-0.136898194911601,"Converged",0.95,0.05
125,-1.8540769471571,1.34150726505172,-0.0797809811714353,"Converged",0.95,0.05
126,-2.03381517385208,3.11324461371209,-0.184818174143751,"Converged",0.95,0.05
127,-1.23658788965537,0.100158645488624,-0.11052408109156,"Converged",0.95,0.05
128,-2.04372809149902,2.46729458581934,-0.111795437396928,"Converged",0.95,0.05
129,-1.695625798151,0.19818319020854,-0.0792222300934037,"Converged",0.95,0.05
130,-1.85800877975104,2.24914126743202,-0.142968962828762,"Converged",0.95,0.05
131,-1.32442297753875,1.19982511007944,-0.144062695854025,"Converged",0.95,0.05
132,-2.44195767905114,2.59171611163499,-0.0476237852972065,"Converged",0.95,0.05
133,NA,NA,NA,"B-spline error",0.95,0.05
134,-1.88484774774223,1.82115559560932,-0.107263272546446,"Converged",0.95,0.05
135,-1.88238768330302,2.06008751432533,-0.125592152561836,"Converged",0.95,0.05
136,-2.19693149816318,1.85438385097763,-0.0637025697654884,"Converged",0.95,0.05
137,-1.17706980155691,0.877001963323569,-0.196669453307179,"Converged",0.95,0.05
138,-1.69441788118267,2.17613736184691,-0.163227363217234,"Converged",0.95,0.05
139,-1.90521976225841,1.04641843972651,-0.07367106460669,"Converged",0.95,0.05
140,-2.16067621460438,2.4599598140669,-0.0975413294932903,"Converged",0.95,0.05
141,-2.37694884366116,2.99783443089101,-0.0934147881050152,"Converged",0.95,0.05
142,-1.85379207340639,1.41695165484709,-0.0972853393204867,"Converged",0.95,0.05
143,-2.09501041161626,1.66175710889491,-0.0395698919780252,"Converged",0.95,0.05
144,-1.71660393376319,0.945362482885115,-0.0885913619256561,"Converged",0.95,0.05
145,NA,NA,NA,"B-spline error",0.95,0.05
146,-2.04059851232805,2.54847210589711,-0.152417951278741,"Converged",0.95,0.05
147,-1.80020410647127,1.93658134336173,-0.139428300609999,"Converged",0.95,0.05
148,-2.08111944959074,2.45820763940676,-0.0937726976094237,"Converged",0.95,0.05
149,-2.09759644023948,2.46616991424323,-0.0985577424467595,"Converged",0.95,0.05
150,-1.52849897089916,1.27707899921986,-0.111510072512869,"Converged",0.95,0.05
151,-0.900617042389744,-0.731827634891568,-0.165204357829922,"Converged",0.95,0.05
152,-2.47261346652829,3.05152556496448,-0.103511412042942,"Converged",0.95,0.05
153,-2.19996956548053,2.03796328653859,-0.0757135761360187,"Converged",0.95,0.05
154,-2.26703944429509,2.70901334589301,-0.0907851895950979,"Converged",0.95,0.05
155,-1.99245262102584,1.89340664893043,-0.10234046757419,"Converged",0.95,0.05
156,-1.68883450604511,2.21917777166379,-0.15024708287279,"Converged",0.95,0.05
157,-2.35333011967861,2.28180041348012,-0.0588972591237692,"Converged",0.95,0.05
158,-1.43891865124205,0.730676078717923,-0.149369331762767,"Converged",0.95,0.05
159,-2.53419057701611,3.46711545353239,-0.121596579250923,"Converged",0.95,0.05
160,-2.16495504734833,2.75787770023885,-0.141105487347231,"Converged",0.95,0.05
161,NA,NA,NA,"B-spline error",0.95,0.05
162,-1.96231695346624,1.36190841715819,-0.0741256187562808,"Converged",0.95,0.05
163,-1.82470996900977,1.64082849929848,-0.0712985711047441,"Converged",0.95,0.05
164,-1.76492048579382,0.914599383149366,-0.0940803910131317,"Converged",0.95,0.05
165,-2.44129338803686,2.64147326216032,-0.0676038471086444,"Converged",0.95,0.05
166,-1.60156187052955,1.56998253352744,-0.13913164199066,"Converged",0.95,0.05
167,-2.49754670479313,1.95336139141688,0.0111813754802323,"Converged",0.95,0.05
168,-2.02898155574577,2.40553720920951,-0.0822564744986027,"Converged",0.95,0.05
169,-1.68507602070853,1.07077764744454,-0.114759071208772,"Converged",0.95,0.05
170,-2.07365082675816,2.13723476588851,-0.0922915501746647,"Converged",0.95,0.05
171,-2.14896816716325,3.06240545674151,-0.118061517236106,"Converged",0.95,0.05
172,-1.98275196627403,1.8051340716125,-0.0720121816457701,"Converged",0.95,0.05
173,-2.1201133972177,2.90811991274098,-0.0831017218786683,"Converged",0.95,0.05
174,-1.89935938086329,0.727247024884005,-0.0488323800290908,"Converged",0.95,0.05
175,-1.88251133177707,1.93200450831641,-0.0903002646602085,"Converged",0.95,0.05
176,-2.06274086241386,1.71608905528316,-0.0731819599188447,"Converged",0.95,0.05
177,-2.48948277426698,2.58650603271913,-0.0567476660789142,"Converged",0.95,0.05
178,-2.22208964894423,2.87217896131817,-0.125156567372129,"Converged",0.95,0.05
179,-1.5876729166586,0.731372456657297,-0.0972891495732178,"Converged",0.95,0.05
180,-2.96850988681766,4.43670073310605,-0.0877518690985303,"Converged",0.95,0.05
181,-2.65929605957136,3.3152888356071,-0.0617615862574444,"Converged",0.95,0.05
182,-1.52544531908138,0.872779137408466,-0.109000354709072,"Converged",0.95,0.05
183,-1.55686350857587,0.893232550548726,-0.0952527933827995,"Converged",0.95,0.05
184,-2.09936452243624,1.84401816848987,-0.060983581137913,"Converged",0.95,0.05
185,-1.64242750923138,-0.32842246842442,-0.049928384924148,"Converged",0.95,0.05
186,-2.06356432056882,3.59228545935737,-0.174522997718883,"Converged",0.95,0.05
187,-1.40173991026534,0.305514249136693,-0.099761143158165,"Converged",0.95,0.05
188,-1.6368201682542,1.81667778025152,-0.140120831004313,"Converged",0.95,0.05
189,-1.50499563552778,1.42747129160215,-0.16949457416915,"Converged",0.95,0.05
190,-1.72258680280639,2.16262429058191,-0.183692340658186,"Converged",0.95,0.05
191,-2.15435383560087,2.43179409882857,-0.124523266310531,"Converged",0.95,0.05
192,-1.76919466681562,1.38826605574811,-0.0688015454552655,"Converged",0.95,0.05
193,-1.75332370171349,1.36989967633614,-0.0986917980710091,"Converged",0.95,0.05
194,-1.58730863674538,0.277934019787246,-0.0481721564873315,"Converged",0.95,0.05
195,-1.56914601765247,1.44742035855803,-0.135728856358731,"Converged",0.95,0.05
196,-2.22730767363471,2.64118004795186,-0.0947847005538865,"Converged",0.95,0.05
197,-1.83874540686159,1.5906071695645,-0.111035268435651,"Converged",0.95,0.05
198,-2.64360019644546,3.60144438470696,-0.0929984102355912,"Converged",0.95,0.05
199,-1.39563117660172,1.15744481155236,-0.153274051452405,"Converged",0.95,0.05
200,-2.29513889934115,1.66399563511386,-0.049390239452469,"Converged",0.95,0.05
201,-1.69821647595604,1.48997060968936,-0.13893218963992,"Converged",0.95,0.05
202,-1.38286425585764,0.115480153581721,-0.0849791139311881,"Converged",0.95,0.05
203,-2.45617088918206,3.60580484688799,-0.0940968909717367,"Converged",0.95,0.05
204,-1.77901899752464,2.59967670841101,-0.189614030780775,"Converged",0.95,0.05
205,-1.63847952169827,1.55125912851281,-0.112819881144471,"Converged",0.95,0.05
206,-2.4764564793051,3.10712599304815,-0.060171276866239,"Converged",0.95,0.05
207,-1.61494922698134,0.99418483649598,-0.126734730152021,"Converged",0.95,0.05
208,-1.70352264459338,0.13871086485577,-0.0214989162682624,"Converged",0.95,0.05
209,-2.18373076613727,1.84094097910692,-0.0374746433111821,"Converged",0.95,0.05
210,-2.97406015668568,4.78906286290314,-0.0818555997733362,"Converged",0.95,0.05
211,-1.56482397966305,0.982784098829948,-0.114929640342681,"Converged",0.95,0.05
212,-1.38895095893663,0.191215816671324,-0.11196458586073,"Converged",0.95,0.05
213,-1.66203838420911,0.476712664662653,-0.0527035387752649,"Converged",0.95,0.05
214,-1.88578826154629,1.82067804838786,-0.149028904585215,"Converged",0.95,0.05
215,-1.92451522555304,1.78000661328405,-0.0896370965856151,"Converged",0.95,0.05
216,-1.50389669096442,1.06972847995201,-0.127231887405517,"Converged",0.95,0.05
217,-1.99006290056102,2.34848597589585,-0.125547290299345,"Converged",0.95,0.05
218,-2.73372601495697,3.85834575175786,-0.064333288439693,"Converged",0.95,0.05
219,-1.92607966376889,1.49804456167494,-0.0793158285304877,"Converged",0.95,0.05
220,-2.59859655741451,2.82545623210466,-0.00870787555399542,"Converged",0.95,0.05
221,-1.86517724312161,1.81536676131035,-0.0790912343064437,"Converged",0.95,0.05
222,-1.59886930877547,0.743804789870255,-0.110054267024315,"Converged",0.95,0.05
223,-2.28724879201215,2.93441405790313,-0.0742566654634372,"Converged",0.95,0.05
224,-2.36900597202547,3.13372209953192,-0.0851609744967824,"Converged",0.95,0.05
225,-2.27184648866666,3.20598004416517,-0.142219700493814,"Converged",0.95,0.05
226,-1.20178998843206,0.001248649979097,-0.177783987899619,"Converged",0.95,0.05
227,-1.56784530399057,0.928026561430497,-0.102920407518326,"Converged",0.95,0.05
228,-1.85465575559898,1.51657810839238,-0.121523894877606,"Converged",0.95,0.05
229,-2.15865714452646,1.20800608964307,-0.0223611718972638,"Converged",0.95,0.05
230,-2.04685526406226,1.99767132139521,-0.0930437636669594,"Converged",0.95,0.05
231,-1.53297523794937,1.06456692133004,-0.124246627844133,"Converged",0.95,0.05
232,-2.66884124230303,4.05775237426744,-0.107610672667154,"Converged",0.95,0.05
233,-1.19407552053347,0.925782521375685,-0.162281516777869,"Converged",0.95,0.05
234,-1.92528416728513,2.08337234903339,-0.128629985854154,"Converged",0.95,0.05
235,-2.01465819844129,2.56185639360745,-0.104932115595769,"Converged",0.95,0.05
236,-1.63425828068441,0.990470903738871,-0.147647381419765,"Converged",0.95,0.05
237,-2.18237679723608,3.07185166153053,-0.12919489572573,"Converged",0.95,0.05
238,-1.49470657775919,-0.174922094372399,-0.0597653681252108,"Converged",0.95,0.05
239,-1.68807856818505,0.645955533770456,-0.0489656934433918,"Converged",0.95,0.05
240,-1.72191575542146,1.82774830026716,-0.138322263835223,"Converged",0.95,0.05
241,-1.71416481312319,1.24192082661692,-0.105560083266427,"Converged",0.95,0.05
242,-1.94119877620936,1.85549285594311,-0.0773805515632023,"Converged",0.95,0.05
243,-1.30125397282404,0.0314183736037757,-0.104289693214543,"Converged",0.95,0.05
244,-2.2245909688063,3.0113666206073,-0.109821767525256,"Converged",0.95,0.05
245,-2.38659087185853,2.4981814164694,-0.0585129060270577,"Converged",0.95,0.05
246,-1.60580112476088,1.65126193260479,-0.138832159561932,"Converged",0.95,0.05
247,-1.79903786581101,1.41866654326998,-0.0940729121342994,"Converged",0.95,0.05
248,-1.98065528860644,0.123033245653254,0.0147147648918473,"Converged",0.95,0.05
249,-1.64086141196964,0.278307658050716,-0.0559390868466284,"Converged",0.95,0.05
250,-1.8833997900691,2.35800534304061,-0.143795336415047,"Converged",0.95,0.05
251,-1.74289998634601,1.43360643834163,-0.103713287340038,"Converged",0.95,0.05
252,-2.07635723923441,1.62842716044314,-0.0715389317070243,"Converged",0.95,0.05
253,-1.79740994505219,2.0727206561358,-0.156373422053388,"Converged",0.95,0.05
254,NA,NA,NA,"B-spline error",0.95,0.05
255,-2.37472417897802,2.98590446295158,-0.0709849944697606,"Converged",0.95,0.05
256,-1.46736630214161,1.39580562224837,-0.164938849170829,"Converged",0.95,0.05
257,-1.97305104139846,1.34119257256979,-0.0527170356648531,"Converged",0.95,0.05
258,-2.36285369892475,2.29192922621036,-0.0537489281896749,"Converged",0.95,0.05
259,-2.13704729853168,2.53966906706545,-0.121572163248334,"Converged",0.95,0.05
260,-1.81403783050128,1.39699050825824,-0.053755650841328,"Converged",0.95,0.05
261,-2.38131018861103,2.33711730846924,-0.0621143262051784,"Converged",0.95,0.05
262,NA,NA,NA,"MAX_ITER reached",0.95,0.05
263,-1.6987891924049,0.976940899210849,-0.103529111878621,"Converged",0.95,0.05
264,-1.89622119625599,2.85426246661345,-0.193881754689452,"Converged",0.95,0.05
265,-2.01015645262251,1.85577749039868,-0.0580550113222356,"Converged",0.95,0.05
266,-1.83862618520448,1.71447599169379,-0.0891507870846801,"Converged",0.95,0.05
267,-2.44805392709068,2.94340339198794,-0.0370966966159133,"Converged",0.95,0.05
268,-1.37350744113535,1.01077558180324,-0.19716681708283,"Converged",0.95,0.05
269,-1.56913470669139,1.07783372516107,-0.134526957658598,"Converged",0.95,0.05
270,-1.97577647759187,2.82479792477971,-0.160867460813024,"Converged",0.95,0.05
271,-1.81532674358966,1.6584852271705,-0.100610467033196,"Converged",0.95,0.05
272,-1.99756746995091,2.18368581909996,-0.10618626789722,"Converged",0.95,0.05
273,-2.29968375208743,3.99863257553857,-0.197780461275823,"Converged",0.95,0.05
274,-2.5461329590841,3.83368465539115,-0.108142665692604,"Converged",0.95,0.05
275,-1.47467550005617,0.977285485691155,-0.105360350629454,"Converged",0.95,0.05
276,-1.93888023748719,1.00956488755974,-0.0663849274273764,"Converged",0.95,0.05
277,-1.61051360789398,0.532156503812629,-0.0933853216984507,"Converged",0.95,0.05
278,-2.33826848720864,3.26317845004826,-0.105309574897694,"Converged",0.95,0.05
279,-1.76042979602453,1.41361855531647,-0.110272565456629,"Converged",0.95,0.05
280,-1.99016013585918,1.87544199637623,-0.048057493956661,"Converged",0.95,0.05
281,NA,NA,NA,"B-spline error",0.95,0.05
282,-2.58142009696925,3.76280096474904,-0.0786030836930325,"Converged",0.95,0.05
283,-1.78070433540624,0.956400211536899,-0.102158014495613,"Converged",0.95,0.05
284,-1.59666127139491,1.39130988878003,-0.124005010068944,"Converged",0.95,0.05
285,-1.32995596656681,1.19309431722892,-0.161467019257461,"Converged",0.95,0.05
286,-2.13782597895782,1.62245573464103,-0.0668158411829943,"Converged",0.95,0.05
287,-1.99928972504334,1.97954103557289,-0.049769418458899,"Converged",0.95,0.05
288,-1.51511636812963,-0.34453683324379,-0.0871282860137253,"Converged",0.95,0.05
289,-1.88057107206103,2.07188569761505,-0.121962660500409,"Converged",0.95,0.05
290,-1.26544976937089,0.821061172778725,-0.18106189462343,"Converged",0.95,0.05
291,-2.3419846735613,2.62056198051316,-0.055145523926492,"Converged",0.95,0.05
292,-2.30286541164654,2.65281335814794,-0.0754680611890094,"Converged",0.95,0.05
293,-1.73135123982018,1.28471745661227,-0.0942494179391937,"Converged",0.95,0.05
294,-2.63290355068795,4.05720684164182,-0.0704062140540813,"Converged",0.95,0.05
295,-2.13722585567117,2.36314301188849,-0.0807131624618914,"Converged",0.95,0.05
296,-1.3888078515224,0.85697532628605,-0.166138615599216,"Converged",0.95,0.05
297,-2.31916962302137,3.47274291406685,-0.112136423348467,"Converged",0.95,0.05
298,-1.70397292793542,0.359040391007596,-0.0509481490485834,"Converged",0.95,0.05
299,-1.54268366349462,1.61157046825997,-0.161032981910908,"Converged",0.95,0.05
300,-1.97601518767748,2.1540235092039,-0.0945333796784167,"Converged",0.95,0.05
301,-2.2925795287315,2.81574726929747,-0.0829877535396776,"Converged",0.95,0.05
302,-2.53237920231941,2.34274079025805,-0.0109439159668877,"Converged",0.95,0.05
303,-1.6473547332545,1.12185865326312,-0.0829148063000338,"Converged",0.95,0.05
304,-1.82646767888914,2.3084826786234,-0.126288934252714,"Converged",0.95,0.05
305,-1.65161551850533,1.50304757250286,-0.117871601351839,"Converged",0.95,0.05
306,-2.3666277043588,2.17797367624612,-0.0172792901898341,"Converged",0.95,0.05
307,NA,NA,NA,"B-spline error",0.95,0.05
308,-1.33329852760332,1.33974171585318,-0.187472847236359,"Converged",0.95,0.05
309,-1.99512282190102,3.02205989412871,-0.158709976737231,"Converged",0.95,0.05
310,-2.02061176415685,2.67337297902362,-0.112285932722482,"Converged",0.95,0.05
311,-2.09477602202888,2.37309839705809,-0.0805768894244939,"Converged",0.95,0.05
312,-1.70794780140425,2.11484339261751,-0.157646362250229,"Converged",0.95,0.05
313,-1.78852206951497,0.968694563256657,-0.0734345680425826,"Converged",0.95,0.05
314,-2.1838102468168,3.59997901731008,-0.191934263207187,"Converged",0.95,0.05
315,-2.03337469529402,2.19044400358982,-0.103822152180211,"Converged",0.95,0.05
316,-2.09989026087164,3.3923326262279,-0.132594606809642,"Converged",0.95,0.05
317,-1.50008694884659,0.167744952186608,-0.0686102269884482,"Converged",0.95,0.05
318,-1.9643200361768,2.10218392758482,-0.119249079794951,"Converged",0.95,0.05
319,NA,NA,NA,"B-spline error",0.95,0.05
320,-1.67890284139284,1.69276768603642,-0.123513300527537,"Converged",0.95,0.05
321,-1.73385402897639,0.570262375895613,-0.0292878785600862,"Converged",0.95,0.05
322,-1.39782608430693,1.67980355026218,-0.20651721740127,"Converged",0.95,0.05
323,-1.20275263057131,-0.300964514049258,-0.110756368142538,"Converged",0.95,0.05
324,-1.92958806926183,1.48718038563865,-0.0583261204768618,"Converged",0.95,0.05
325,-2.09116343035583,1.09708550055823,-0.0170304601648145,"Converged",0.95,0.05
326,-1.49607473454851,0.275943915416296,-0.0774191266371932,"Converged",0.95,0.05
327,-1.58566353777187,2.09711308375152,-0.174105757790761,"Converged",0.95,0.05
328,-2.10259067966553,1.59725598437335,-0.0805959110227969,"Converged",0.95,0.05
329,-1.28339320812372,0.72349629221081,-0.14068186863762,"Converged",0.95,0.05
330,-1.77916968585698,1.49007778952164,-0.105507520876787,"Converged",0.95,0.05
331,-1.40717968426042,0.936277628140657,-0.150564265432276,"Converged",0.95,0.05
332,-1.32834826771266,1.36688701080361,-0.17898025310238,"Converged",0.95,0.05
333,-1.5941316179395,1.03392494417398,-0.102667008466395,"Converged",0.95,0.05
334,-1.86422099148501,1.49760354492695,-0.111084707997418,"Converged",0.95,0.05
335,-1.67694069317219,0.469739456587948,-0.0652163666043829,"Converged",0.95,0.05
336,-2.10863626848596,2.1062204836049,-0.114350249108365,"Converged",0.95,0.05
337,-1.38272000791424,-0.209804696471226,-0.112503119619264,"Converged",0.95,0.05
338,-1.93265331024684,2.33747804683043,-0.136972305498147,"Converged",0.95,0.05
