"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","tpr","fpr"
143,-2.94502255402291,4.48211241218037,-0.0416854421124718,"Converged",0.5,0.5
144,-0.938414413993621,-0.964148308631182,-0.118417201711349,"Converged",0.5,0.5
145,-1.03798315190455,-0.697556610772158,-0.106388843658949,"Converged",0.5,0.5
146,-2.63102080682863,4.49597950784403,-0.150419371898495,"Converged",0.5,0.5
147,-1.94192231162159,2.43248801526644,-0.131981798397862,"Converged",0.5,0.5
148,-2.78021489190308,4.34100665743507,-0.0785601109481943,"Converged",0.5,0.5
149,-2.92733311519234,5.255114283055,-0.122594384542391,"Converged",0.5,0.5
150,-0.568896840559831,-1.24862516831755,-0.133837342719116,"Converged",0.5,0.5
151,-1.86567576485034,2.75647594869866,-0.174295077885469,"Converged",0.5,0.5
152,-2.31915675445801,3.43550977036034,-0.117271458496544,"Converged",0.5,0.5
153,-1.51175992580625,-0.241107177712514,-0.0719572862502083,"Converged",0.5,0.5
154,-1.72418399879134,0.917669927435186,-0.0892638747806847,"Converged",0.5,0.5
155,-1.11086005038549,-0.996996319851287,-0.0937626267580345,"Converged",0.5,0.5
156,-2.40808423197459,4.56247688603971,-0.160195804366426,"Converged",0.5,0.5
157,-2.61188165271533,3.10662391919055,-0.0854992019414771,"Converged",0.5,0.5
158,-1.99160386238129,1.97173934158467,-0.128942913729141,"Converged",0.5,0.5
159,-0.425955110688177,-2.31221492555643,-0.167960447893218,"Converged",0.5,0.5
160,-1.95011992803246,2.20992793719211,-0.149381416633861,"Converged",0.5,0.5
161,-2.64917014881749,5.87202272937306,-0.160025783581535,"Converged",0.5,0.5
162,-2.27302278921792,2.64637036766716,-0.0800383203934298,"Converged",0.5,0.5
163,-2.27248590521208,2.90981114227845,-0.0678316821973248,"Converged",0.5,0.5
164,-3.15814975021889,5.30141854471335,-0.0930754042420477,"Converged",0.5,0.5
165,-2.49354476709511,3.12350231689971,-0.0924013597465778,"Converged",0.5,0.5
166,-1.57529510244357,1.92631226023947,-0.173156902285383,"Converged",0.5,0.5
167,-1.33946896814894,-0.516721399558501,-0.0553926939790537,"Converged",0.5,0.5
168,-2.24723567656049,3.76826497247391,-0.145487101310099,"Converged",0.5,0.5
169,-2.89824132383611,5.60643112657246,-0.165920595438299,"Converged",0.5,0.5
170,-0.426928630534816,-3.16182964601181,-0.069879108350709,"Converged",0.5,0.5
171,-1.74739936413895,1.87439561153592,-0.119329332466932,"Converged",0.5,0.5
172,-1.83550721055607,1.2928959183904,-0.0953380418368885,"Converged",0.5,0.5
173,-0.348787668877658,-2.36904390104679,-0.109895328874918,"Converged",0.5,0.5
174,-2.90283826947924,4.4791578202176,-0.0507394765165202,"Converged",0.5,0.5
175,-0.936849328632966,-1.07314489389023,-0.0808569352812111,"Converged",0.5,0.5
176,-3.21933150011309,5.42891751574611,-0.0405407636146759,"Converged",0.5,0.5
177,-2.06533548498286,2.26920008878921,-0.107237719310613,"Converged",0.5,0.5
178,-2.12660108850422,3.3649348065415,-0.151190641927624,"Converged",0.5,0.5
179,-1.17912777421904,-0.0142747358099917,-0.141445125091328,"Converged",0.5,0.5
180,-1.40345267460505,0.820388261614243,-0.147588659657603,"Converged",0.5,0.5
181,-2.59418460975867,3.86034578923591,-0.0895445724263712,"Converged",0.5,0.5
182,-1.97623972858657,2.39515685396499,-0.111498257082394,"Converged",0.5,0.5
183,-2.03280966716761,3.25327023781035,-0.154029223910595,"Converged",0.5,0.5
184,-1.40634764528686,0.0213063730728378,-0.0819252524617498,"Converged",0.5,0.5
185,-1.78500711807116,1.72923486393227,-0.142868627675136,"Converged",0.5,0.5
186,-1.45294800089194,0.983197032817728,-0.120979969911618,"Converged",0.5,0.5
187,-2.57782099873157,3.85577623586477,-0.102906014172199,"Converged",0.5,0.5
188,-1.58249380321296,1.41384384608372,-0.122599158273344,"Converged",0.5,0.5
189,-1.2033203387525,0.743478994954504,-0.153327601515808,"Converged",0.5,0.5
190,-2.0824161875624,1.80252694213031,-0.0781809097576364,"Converged",0.5,0.5
191,-1.63777499482831,1.02539556923252,-0.135775566446645,"Converged",0.5,0.5
192,-2.64919822962373,3.94403710456548,-0.0928416060466093,"Converged",0.5,0.5
193,-1.26310043678165,-0.143289873299046,-0.108298333546676,"Converged",0.5,0.5
194,-2.1049782663107,1.94510877691317,-0.093514159312513,"Converged",0.5,0.5
195,-2.27968085880769,2.35338008268766,-0.0438690717856534,"Converged",0.5,0.5
196,-2.60748671094413,3.9191933045162,-0.0993196112677805,"Converged",0.5,0.5
197,-2.41975750445298,4.05266703577065,-0.152680270867586,"Converged",0.5,0.5
198,-1.77676023113355,1.21941308013086,-0.118124376444406,"Converged",0.5,0.5
199,-0.686080205630058,-1.72883598006648,-0.10050767294603,"Converged",0.5,0.5
200,-3.52491694821244,5.74764748145923,-0.0728639227099209,"Converged",0.5,0.5
201,-1.70667890649859,1.5861466967014,-0.113656045449554,"Converged",0.5,0.5
202,-1.6967356391678,-0.11457431032843,-0.0347778730192565,"Converged",0.5,0.5
203,-2.63229928950997,3.38335712990909,-0.0331090096304864,"Converged",0.5,0.5
204,-2.10086177017213,3.51386716762559,-0.174435272681757,"Converged",0.5,0.5
205,-1.37762997798652,0.0561287021671682,-0.0620997408667597,"Converged",0.5,0.5
206,-1.55750216913524,0.769471886208017,-0.0945929008747565,"Converged",0.5,0.5
207,-1.83981199221932,0.492607165583185,-0.0670377717461177,"Converged",0.5,0.5
208,-2.12026572890382,1.36331525239297,-0.0132164138377438,"Converged",0.5,0.5
209,-1.39437416230351,-0.374017713837958,-0.0560087737229047,"Converged",0.5,0.5
210,-1.80200439728929,2.05795355260247,-0.147488943007841,"Converged",0.5,0.5
211,-1.23203455759504,-1.06727756140386,-0.048303484411098,"Converged",0.5,0.5
212,-1.45895245226746,0.682261307618166,-0.109775560914738,"Converged",0.5,0.5
213,-2.65381253546598,4.60934006937726,-0.111240636759152,"Converged",0.5,0.5
214,-2.22417499884765,1.99843788363663,-0.0726359231343761,"Converged",0.5,0.5
215,-1.06508618544444,-1.13570936148441,-0.0894644859950786,"Converged",0.5,0.5
216,-3.01546293457598,5.86471730377788,-0.0945349169930037,"Converged",0.5,0.5
217,-2.83681563920292,4.81966509387792,-0.101389145850342,"Converged",0.5,0.5
218,-3.47005522034264,6.67369959292035,-0.0811639222134625,"Converged",0.5,0.5
219,-2.19436988059396,2.70947329275882,-0.103474863090616,"Converged",0.5,0.5
220,-2.8091319614524,3.80505479253736,-0.0226775513492758,"Converged",0.5,0.5
221,-1.12304985277194,-0.64212375101335,-0.0770177608791102,"Converged",0.5,0.5
222,-1.44665168067866,0.559399296195328,-0.126079491750896,"Converged",0.5,0.5
223,NA,NA,NA,"B-spline error",0.5,0.5
224,0.130261701041777,-4.74464522147352,-0.0904174568503031,"Converged",0.5,0.5
225,-1.62529915011483,0.690543934789827,-0.103215791527051,"Converged",0.5,0.5
226,-1.28891483165018,0.328917379033244,-0.182931698001371,"Converged",0.5,0.5
227,-0.837713687436181,-0.97177915743914,-0.0983053963985621,"Converged",0.5,0.5
228,-1.40643728123063,0.185855405187462,-0.122747269538596,"Converged",0.5,0.5
229,-2.52343699123052,2.55283227057928,-0.0412995173632315,"Converged",0.5,0.5
230,-2.74882413651065,4.97507428016059,-0.149046532839959,"Converged",0.5,0.5
231,NA,NA,NA,"MAX_ITER reached",0.5,0.5
232,-3.18282444853312,5.3987334390198,-0.0819293297446724,"Converged",0.5,0.5
233,-1.53017646792912,2.43578221227973,-0.216814434240859,"Converged",0.5,0.5
234,-1.63955802451476,2.11767225914129,-0.195429545294728,"Converged",0.5,0.5
235,-2.41440265554552,4.15685324821697,-0.111941874607635,"Converged",0.5,0.5
236,-2.70964946601555,3.8369838139298,-0.0802703365470606,"Converged",0.5,0.5
237,-1.14687436927912,-0.836991679623369,-0.0816179818767463,"Converged",0.5,0.5
238,-1.28254047797805,-0.813594663410366,-0.0629950128093987,"Converged",0.5,0.5
239,-2.44895513848831,3.75601827185064,-0.112768032186334,"Converged",0.5,0.5
240,-1.66434547694345,1.14717911276984,-0.128014324487515,"Converged",0.5,0.5
241,-2.94227368322132,4.92194710773221,-0.0769391441308244,"Converged",0.5,0.5
242,-2.24752915073986,2.28414564672265,-0.0390017515298193,"Converged",0.5,0.5
243,-2.81541669832243,5.56661844098275,-0.116926713561435,"Converged",0.5,0.5
244,-2.11563487966054,2.19803013172445,-0.0802666701855086,"Converged",0.5,0.5
245,-1.39500778830404,0.0768483138814093,-0.0921227083499093,"Converged",0.5,0.5
246,-2.33230515591528,3.84239084310898,-0.153270922858818,"Converged",0.5,0.5
247,NA,NA,NA,"B-spline error",0.5,0.5
248,-3.05083555890105,3.81374067532286,-0.00987224370138763,"Converged",0.5,0.5
249,-2.49437482919896,2.50018482539611,-0.0282745882528196,"Converged",0.5,0.5
250,-1.28270181907062,-0.315281956462004,-0.0998552414218448,"Converged",0.5,0.5
251,-1.93287644597377,1.21450067741309,-0.0774117017369826,"Converged",0.5,0.5
252,-1.92179538798759,1.35769318108824,-0.0641297634555251,"Converged",0.5,0.5
253,-1.40555164627563,0.503651687006316,-0.112042659947169,"Converged",0.5,0.5
254,-1.42912288205439,-0.1053122283974,-0.0668173968528983,"Converged",0.5,0.5
255,-2.26189745016303,3.27021777659629,-0.105586366627117,"Converged",0.5,0.5
256,-2.45082743038923,4.03757706926622,-0.135409619499073,"Converged",0.5,0.5
257,-3.09547711435402,5.23961583208433,-0.0763970516398381,"Converged",0.5,0.5
258,-2.54051864132845,2.37651195626028,-0.0369334938812832,"Converged",0.5,0.5
259,-2.68651389554245,3.81129059323473,-0.0990711021373653,"Converged",0.5,0.5
260,-2.38296015671757,2.61922054577809,-0.00946961947811637,"Converged",0.5,0.5
261,-2.89424852218864,4.46944167948718,-0.0833171302939709,"Converged",0.5,0.5
262,-2.09709269565757,1.73633766084227,-0.0600502336664432,"Converged",0.5,0.5
263,-2.20880690641386,2.49843231938879,-0.0814661584203722,"Converged",0.5,0.5
264,-2.02914932599534,2.82731947033818,-0.17043356387822,"Converged",0.5,0.5
265,-2.10579874705978,2.01089304160785,-0.0386770234618917,"Converged",0.5,0.5
266,-2.32211937104344,3.20346224747448,-0.104870541970028,"Converged",0.5,0.5
267,-1.71898927634992,0.945356787537336,-0.0617096683756382,"Converged",0.5,0.5
268,-0.985943117947271,0.173103813559201,-0.221864116805078,"Converged",0.5,0.5
269,-2.03884050616657,2.16467370675537,-0.101194587773231,"Converged",0.5,0.5
270,-0.892050633187533,-0.838696860580115,-0.130721770303848,"Converged",0.5,0.5
271,NA,NA,NA,"B-spline error",0.5,0.5
272,-1.77695658580566,1.66682872774772,-0.117692114666617,"Converged",0.5,0.5
273,-1.78592124160148,1.78894403193894,-0.131272491554574,"Converged",0.5,0.5
274,-2.43445797783322,2.74057309689677,-0.0675415826454532,"Converged",0.5,0.5
275,-1.60963680718296,1.78511550573549,-0.125722705591637,"Converged",0.5,0.5
276,-2.95825597337137,3.21556525951782,0.0149608190368878,"Converged",0.5,0.5
277,-1.65134560637129,1.60147089969465,-0.154671160605209,"Converged",0.5,0.5
278,-0.792477271843896,-2.01538415139661,-0.0415570821211674,"Converged",0.5,0.5
279,-3.56446894345668,7.10678524013731,-0.112166581886416,"Converged",0.5,0.5
280,-1.53809439979268,0.990694578154064,-0.0877491666429309,"Converged",0.5,0.5
281,-1.4502795871162,0.127477549681308,-0.113620799348082,"Converged",0.5,0.5
282,-1.71771638092502,1.51279890154856,-0.103093363557436,"Converged",0.5,0.5
283,-2.44298397469979,3.47215878030374,-0.115648391780017,"Converged",0.5,0.5
284,-2.28111612010709,2.52070207327889,-0.0488774072438922,"Converged",0.5,0.5
285,-1.21106331393598,0.286017493914637,-0.113383808763424,"Converged",0.5,0.5
286,-1.4754683321037,-0.0461578188525813,-0.0813235747611296,"Converged",0.5,0.5
287,-2.77191612748283,3.71200476950423,-0.0416431981908607,"Converged",0.5,0.5
288,-3.2379152382657,5.41461792373549,-0.109332424418705,"Converged",0.5,0.5
289,-2.21855963581472,2.9267484563753,-0.0910468163845302,"Converged",0.5,0.5
290,-1.40454503182828,0.445639417177117,-0.132175883486325,"Converged",0.5,0.5
291,-2.86204001014539,5.0925448112709,-0.109385934373902,"Converged",0.5,0.5
292,-1.79337991734037,0.915154867830574,-0.0458324006274344,"Converged",0.5,0.5
293,-2.08323314488429,1.95431678192097,-0.081126281834089,"Converged",0.5,0.5
294,-1.64028367521545,1.1575092367456,-0.103218016772304,"Converged",0.5,0.5
295,-2.74117391008374,3.69514067722846,-0.0339270001998717,"Converged",0.5,0.5
296,-0.654541828844178,-1.11588513416131,-0.17205352336436,"Converged",0.5,0.5
297,-1.48251600229994,0.844936582001274,-0.0958493937406201,"Converged",0.5,0.5
298,-1.75691706491107,1.86496137556135,-0.153218656338015,"Converged",0.5,0.5
299,-0.800950779935992,-0.223933619490632,-0.184035221226396,"Converged",0.5,0.5
300,-1.87808382805538,1.60651844641442,-0.0955697766756118,"Converged",0.5,0.5
301,-2.02934527100653,2.56297334243359,-0.127097230300742,"Converged",0.5,0.5
302,-2.27578834863291,1.75392308264345,-0.0289673706627926,"Converged",0.5,0.5
303,NA,NA,NA,"MAX_ITER reached",0.5,0.5
304,-1.46947124960835,1.23909164134732,-0.132188050403096,"Converged",0.5,0.5
305,-2.0296851905867,1.782626265089,-0.0849327289515784,"Converged",0.5,0.5
306,-1.74586718779236,0.00507254533915002,-0.0286969534905149,"Converged",0.5,0.5
307,-1.37811534383507,0.124722240911239,-0.10640256254726,"Converged",0.5,0.5
308,-1.59779564430846,1.39422154688724,-0.143381163967557,"Converged",0.5,0.5
309,-1.01941972695819,-0.907845494820214,-0.0905488262353448,"Converged",0.5,0.5
310,-1.23995091748098,0.687577820293442,-0.168601621726714,"Converged",0.5,0.5
311,-1.14193870624258,-1.34975751092364,-0.0833018726875679,"Converged",0.5,0.5
312,-1.01014970721009,-0.772633455144617,-0.110989808722435,"Converged",0.5,0.5
313,-2.60257977394585,3.89147720732088,-0.122619641568255,"Converged",0.5,0.5
314,-1.75968661076996,2.59735634260824,-0.18293313373819,"Converged",0.5,0.5
315,-1.4074665445197,0.168995241343155,-0.0742378197240121,"Converged",0.5,0.5
316,-1.21780214173911,-0.117629394224923,-0.120200900231555,"Converged",0.5,0.5
317,-1.46892159936919,-0.600360607456419,-0.000687260987509962,"Converged",0.5,0.5
318,-2.59236236139636,3.13489836436518,-0.0425493211320123,"Converged",0.5,0.5
319,-2.05162675800291,1.37455909599794,-0.0337091937989299,"Converged",0.5,0.5
320,-1.37820321271284,-0.242896578032309,-0.0928429007540445,"Converged",0.5,0.5
321,-1.29313577592015,-1.0196982416807,-0.0083904654892902,"Converged",0.5,0.5
322,-2.55244492189433,4.15806480954978,-0.137056318388529,"Converged",0.5,0.5
323,-2.82705933601335,2.07007147987463,0.0256022405613831,"Converged",0.5,0.5
324,-2.12622929699365,1.50772667856652,-0.0416394906230934,"Converged",0.5,0.5
325,-2.03265455479991,2.52129828758284,-0.109194961594805,"Converged",0.5,0.5
326,-1.42919964095762,0.578501997898365,-0.139899511019274,"Converged",0.5,0.5
327,-2.71939031791636,4.13099267162076,-0.0833341560098473,"Converged",0.5,0.5
328,-2.94231694094717,4.10526161111929,-0.0455905455535715,"Converged",0.5,0.5
329,-3.11363326366146,5.01877609019292,-0.0795441239935103,"Converged",0.5,0.5
330,-2.6163238132406,4.09222612892863,-0.0722541094148908,"Converged",0.5,0.5
331,-2.28694233393133,3.22832769741416,-0.111849186308152,"Converged",0.5,0.5
332,-1.62823731535106,0.869408242101347,-0.104733546954903,"Converged",0.5,0.5
333,-1.40882590702756,-0.0264085090017656,-0.0754611589554183,"Converged",0.5,0.5
334,-2.08511818766155,2.57981716469385,-0.0922581101356187,"Converged",0.5,0.5
335,-2.09176829373178,2.84627046450335,-0.102846707895056,"Converged",0.5,0.5
336,-1.97539087156335,2.17933660913893,-0.106614407604784,"Converged",0.5,0.5
