"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","tpr","fpr"
1,-1.87596159863187,2.36308310646072,-0.128237629451435,"Converged",FALSE,0.95,0.05
2,-1.62173238913666,1.32679672004101,-0.143678598280789,"Converged",FALSE,0.95,0.05
3,-1.57809458100016,0.247545722853917,-0.0470960568291589,"Converged",FALSE,0.95,0.05
4,-1.80884191139882,1.56519334986242,-0.0812364608003657,"Converged",FALSE,0.95,0.05
5,-2.25587900542244,2.38215745277578,-0.0710057149149026,"Converged",FALSE,0.95,0.05
6,-2.32703390653893,3.01141641304017,-0.081265978668377,"Converged",FALSE,0.95,0.05
7,-2.37866598949256,2.64118447040213,-0.123070188928849,"Converged",FALSE,0.95,0.05
8,-1.52835934970324,1.26656103204841,-0.133600862054843,"Converged",FALSE,0.95,0.05
9,-2.25063863620437,1.97525678299859,-0.0714375746700186,"Converged",FALSE,0.95,0.05
10,-1.65276590555952,1.751585256509,-0.146045499085264,"Converged",FALSE,0.95,0.05
11,-1.89009099519805,2.0009202455683,-0.0988551711646087,"Converged",FALSE,0.95,0.05
12,-1.94300113677062,1.26858172428346,-0.0693487939111313,"Converged",FALSE,0.95,0.05
13,-2.19848024819457,2.99172913001504,-0.110444566402828,"Converged",FALSE,0.95,0.05
14,-2.1553969766124,2.65996730920147,-0.0841043475988319,"Converged",FALSE,0.95,0.05
15,-2.25720373054974,2.13057693550032,-0.0485205792664269,"Converged",FALSE,0.95,0.05
16,-1.39342649219961,-0.0745374693365372,-0.0720728300012364,"Converged",FALSE,0.95,0.05
17,-1.47884355864135,0.699785727688463,-0.0955783965203873,"Converged",FALSE,0.95,0.05
18,-2.85470118953657,3.43680611955035,-0.0147145162453772,"Converged",FALSE,0.95,0.05
19,-1.80611719505934,1.76462176327249,-0.141570969249715,"Converged",FALSE,0.95,0.05
20,-1.66020978121388,2.01223577275665,-0.147637378297706,"Converged",FALSE,0.95,0.05
21,-2.15650118913721,2.20845027182433,-0.0820539044149145,"Converged",FALSE,0.95,0.05
22,-1.83987000559344,1.5085264030295,-0.11106161972139,"Converged",FALSE,0.95,0.05
23,-2.53787172263681,2.75018167502965,-0.048389042865954,"Converged",FALSE,0.95,0.05
24,-1.85737241390499,1.8458885080842,-0.0949972470853815,"Converged",FALSE,0.95,0.05
25,-1.85369021896759,1.21037545578538,-0.0999327617014799,"Converged",FALSE,0.95,0.05
26,-1.68809396351547,1.33435846605309,-0.110043133344665,"Converged",FALSE,0.95,0.05
27,-1.62282039097869,0.988615331606037,-0.0757931002603597,"Converged",FALSE,0.95,0.05
28,-1.87593388821346,1.32229287559683,-0.0891518099100428,"Converged",FALSE,0.95,0.05
29,-2.06822414547515,2.82670476878923,-0.112451340222931,"Converged",FALSE,0.95,0.05
30,-2.38485969138611,2.35198495912862,-0.0452382337851733,"Converged",FALSE,0.95,0.05
31,-1.92090975980866,2.58610987529643,-0.144633633881561,"Converged",FALSE,0.95,0.05
32,-1.7395255127675,1.78322593572166,-0.13309471238228,"Converged",FALSE,0.95,0.05
33,-1.48671390843003,1.29800010968561,-0.154819628017533,"Converged",FALSE,0.95,0.05
34,-1.79464781009446,2.09551114671782,-0.129980058783212,"Converged",FALSE,0.95,0.05
35,-2.02040589600591,1.49177365359005,-0.0429817510054294,"Converged",FALSE,0.95,0.05
36,-1.61751380462625,2.1118304623548,-0.151395146681746,"Converged",FALSE,0.95,0.05
