"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","tpr","fpr"
1,-1.74454030045599,1.90653664258342,-0.128376705405942,"Converged",FALSE,0.99,0.01
2,-2.12303681932551,3.03317450644727,-0.153515147527242,"Converged",FALSE,0.99,0.01
3,-2.1415283835324,2.35898976686389,-0.0699134233423226,"Converged",FALSE,0.99,0.01
4,-1.80693441316924,1.77952132894896,-0.112055500098693,"Converged",FALSE,0.99,0.01
5,-2.16942793855445,2.60852251894388,-0.110391368688623,"Converged",FALSE,0.99,0.01
6,-1.83542879399078,1.31636612200014,-0.0909067261610993,"Converged",FALSE,0.99,0.01
7,-1.9368506042924,1.18878147647206,-0.100753782669494,"Converged",FALSE,0.99,0.01
8,-1.65128848357525,1.70336160479633,-0.135966217790246,"Converged",FALSE,0.99,0.01
9,-1.62876818272034,0.0385177725807958,-0.0567157010741939,"Converged",FALSE,0.99,0.01
10,-1.58530307617445,1.3342319473992,-0.137290934322833,"Converged",FALSE,0.99,0.01
11,-1.77838231665887,1.59823106277448,-0.0830685298570141,"Converged",FALSE,0.99,0.01
12,-2.22617073148782,2.50298595863487,-0.0904042974625318,"Converged",FALSE,0.99,0.01
13,-1.59910178390728,0.800050559104932,-0.0944268527463112,"Converged",FALSE,0.99,0.01
14,-2.28498871173506,2.64900983874622,-0.0853633720967712,"Converged",FALSE,0.99,0.01
15,-2.28863379644994,2.3660976692573,-0.0627685036831923,"Converged",FALSE,0.99,0.01
16,-1.67467049905381,0.71135739589915,-0.0766357677145152,"Converged",FALSE,0.99,0.01
17,-1.55723948308112,1.18433942880991,-0.107754164277356,"Converged",FALSE,0.99,0.01
18,-2.74115808718039,3.83485898245339,-0.0911020766803252,"Converged",FALSE,0.99,0.01
19,-2.00092319467182,1.98323258429493,-0.114036225549912,"Converged",FALSE,0.99,0.01
20,-1.3261764374885,1.491562899735,-0.17251979116402,"Converged",FALSE,0.99,0.01
21,-1.74526501513589,1.40870446481876,-0.106505809441267,"Converged",FALSE,0.99,0.01
22,-1.52389811732095,0.802616131955177,-0.118345186894335,"Converged",FALSE,0.99,0.01
23,-2.00251460131657,1.07167826009667,-0.0495010771819723,"Converged",FALSE,0.99,0.01
24,-1.94949376152675,1.81717358530423,-0.0788880364219185,"Converged",FALSE,0.99,0.01
25,-2.40246425071979,2.74208999600163,-0.0670993674689586,"Converged",FALSE,0.99,0.01
26,-1.72519622221016,1.42117264566089,-0.115096867590734,"Converged",FALSE,0.99,0.01
27,-1.83444409068028,1.87715720380818,-0.109901790221541,"Converged",FALSE,0.99,0.01
28,-2.26563587138283,2.58757799810725,-0.107283432953524,"Converged",FALSE,0.99,0.01
29,-1.28873561701021,0.693462675425617,-0.141908133858076,"Converged",FALSE,0.99,0.01
30,-2.43475039641169,2.80871144395062,-0.0751385860444145,"Converged",FALSE,0.99,0.01
31,-1.96526298062081,2.12307459796253,-0.127493495663406,"Converged",FALSE,0.99,0.01
32,-1.84265463940068,1.62040840332611,-0.0884503402678924,"Converged",FALSE,0.99,0.01
33,-1.80784122872334,1.83907248023565,-0.122525867206269,"Converged",FALSE,0.99,0.01
34,-1.90757551181062,2.0070003689016,-0.124127215459689,"Converged",FALSE,0.99,0.01
35,-2.17025517680881,1.71358206142935,-0.0392656853809314,"Converged",FALSE,0.99,0.01
36,-1.54342393895137,1.54977644165581,-0.13102194496418,"Converged",FALSE,0.99,0.01
37,-1.96771674466649,1.95800557758524,-0.0734904383218201,"Converged",FALSE,0.99,0.01
38,-2.29758194510135,2.0946160972302,-0.0324354039609808,"Converged",FALSE,0.99,0.01
39,-1.49444712294205,1.20148713190851,-0.133717637839871,"Converged",FALSE,0.99,0.01
40,-1.93400105341998,2.16878353751281,-0.130019420487731,"Converged",FALSE,0.99,0.01
41,-1.4826378015426,0.496932058442912,-0.128411666171391,"Converged",FALSE,0.99,0.01
42,-2.03446854219233,1.55852411851209,-0.0981462144555324,"Converged",FALSE,0.99,0.01
43,-1.51101796506707,0.763110784056728,-0.108477158381529,"Converged",FALSE,0.99,0.01
44,-1.87292268893294,1.92215184565525,-0.152707191850015,"Converged",FALSE,0.99,0.01
45,-2.01817608239745,2.04542116705943,-0.103027842118649,"Converged",FALSE,0.99,0.01
46,-2.00452980195245,2.40312865851083,-0.167843447371979,"Converged",FALSE,0.99,0.01
47,-1.76870203608335,1.92755573009213,-0.104533786022328,"Converged",FALSE,0.99,0.01
48,-1.49790786195704,1.43680965043129,-0.147923658758312,"Converged",FALSE,0.99,0.01
49,-1.63000713174065,0.16400614760125,-0.0163729323490132,"Converged",FALSE,0.99,0.01
50,-2.09256454859753,2.36216979120545,-0.107247212538489,"Converged",FALSE,0.99,0.01
51,-1.88431522384855,2.25444737206612,-0.144621239914918,"Converged",FALSE,0.99,0.01
52,-1.67660690100336,0.423771961201553,-0.0484637720913547,"Converged",FALSE,0.99,0.01
53,-1.30312071000622,-0.152803421029419,-0.14209664127265,"Converged",FALSE,0.99,0.01
54,-1.64908901280332,1.0227016625747,-0.101913445733054,"Converged",FALSE,0.99,0.01
55,-2.43647404314974,2.93635691966227,-0.0746750107689206,"Converged",FALSE,0.99,0.01
56,-1.99189749093706,0.838274862304245,-0.0128887580239526,"Converged",FALSE,0.99,0.01
57,-1.35677692144781,1.45730321565265,-0.217359937577176,"Converged",FALSE,0.99,0.01
58,-1.45838859822585,0.819511383806391,-0.127629646149351,"Converged",FALSE,0.99,0.01
59,-2.27677736979411,2.8085805695401,-0.121487593307805,"Converged",FALSE,0.99,0.01
