"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.44555142795124,0.876249538490092,0.0834781648781525,"Converged",FALSE,4,64,1,31,0.95,0.05
1,0.9,"CC",-1.81099990808406,2.11580803164737,0.082528775267596,"Converged",FALSE,3,47,3,47,0.95,0.05
1,0.9,"BCC",-1.55985465543726,1.29378315315263,0.083214157523467,"Converged",FALSE,26,26,22,26,0.95,0.05
1,0.9,"RESID",-1.51641059672715,1.1426052570349,0.0840002808845196,"Converged",FALSE,9,41,2,48,0.95,0.05
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,37,13,22,28,0.95,0.05
2,0.9,"SRS",-2.10131721082758,2.58567120048834,0.102915002418294,"Converged",FALSE,4,62,7,27,0.95,0.05
2,0.9,"CC",-2.52700107558555,4.03067612267123,0.105762110804964,"Converged",FALSE,3,47,3,47,0.95,0.05
2,0.9,"BCC",-2.33658993153166,3.14038788663007,0.107396444296819,"Converged",FALSE,25,25,25,25,0.95,0.05
2,0.9,"RESID",-2.28469820853121,3.24757629565871,0.105808511270711,"Converged",FALSE,22,28,0,50,0.95,0.05
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,28,22,32,18,0.95,0.05
3,0.9,"SRS",-2.21249285486488,2.85446806554061,0.100244330437377,"Converged",FALSE,6,75,2,17,0.95,0.05
3,0.9,"CC",-2.05351333112091,2.23561428635908,0.101419266601677,"Converged",FALSE,7,43,4,46,0.95,0.05
3,0.9,"BCC",-2.10943127225919,2.50401732308061,0.100032532932933,"Converged",FALSE,25,25,25,25,0.95,0.05
3,0.9,"RESID",-2.28235815315356,3.15061481980927,0.0976948544908223,"Converged",FALSE,21,29,0,50,0.95,0.05
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,28,22,0.95,0.05
4,0.9,"SRS",-2.29594707886442,3.44289062647662,0.100625654795758,"Converged",FALSE,5,74,5,16,0.95,0.05
4,0.9,"CC",-2.15243569465232,2.75074438930609,0.105744240527817,"Converged",FALSE,3,47,4,46,0.95,0.05
4,0.9,"BCC",-2.32399131913305,3.24927565931335,0.100670540836664,"Converged",FALSE,25,25,25,25,0.95,0.05
4,0.9,"RESID",-2.15806110156693,2.80373126954576,0.10123730238744,"Converged",FALSE,25,25,0,50,0.95,0.05
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,32,18,35,15,0.95,0.05
5,0.9,"SRS",-1.55291917329981,0.467179151649333,0.105858717187503,"Converged",FALSE,4,68,1,27,0.95,0.05
5,0.9,"CC",-1.35427898031389,-0.13070879816599,0.105510674125443,"Converged",FALSE,2,48,4,46,0.95,0.05
5,0.9,"BCC",-1.43319773209612,0.119837546345643,0.105486803095717,"Converged",FALSE,25,25,25,25,0.95,0.05
5,0.9,"RESID",-1.55175267068826,0.489199863671042,0.105632542058789,"Converged",FALSE,4,46,5,45,0.95,0.05
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,27,23,0.95,0.05
6,0.9,"SRS",NA,NA,NA,"MAX_ITER reached",FALSE,0,66,2,32,0.95,0.05
6,0.9,"CC",-1.76623612411876,1.42740872132864,0.0908559339524346,"Converged",FALSE,5,45,5,45,0.95,0.05
6,0.9,"BCC",-1.75333416482025,1.35251556132693,0.09041497846778,"Converged",FALSE,25,25,25,25,0.95,0.05
6,0.9,"RESID",-1.97174521736932,2.02505109996269,0.0899448130861474,"Converged",FALSE,18,32,0,50,0.95,0.05
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,38,12,28,22,0.95,0.05
7,0.9,"SRS",-2.07721721466194,2.28794642459343,0.113162663627232,"Converged",FALSE,3,67,3,27,0.95,0.05
7,0.9,"CC",-1.94502594182232,1.88638690789386,0.111179801058053,"Converged",FALSE,4,46,6,44,0.95,0.05
7,0.9,"BCC",-1.98060286504525,1.97863996927209,0.111345028717832,"Converged",FALSE,25,25,25,25,0.95,0.05
7,0.9,"RESID",-2.234250699763,2.68212305561068,0.11256035364358,"Converged",FALSE,11,39,0,50,0.95,0.05
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,30,20,0.95,0.05
8,0.9,"SRS",-1.74157298665401,2.13804031702313,0.0405274006718069,"Converged",FALSE,10,59,2,29,0.95,0.05
8,0.9,"CC",-1.59951098105876,1.80632807167826,0.0407749331882693,"Converged",FALSE,3,47,5,45,0.95,0.05
8,0.9,"BCC",-1.42936229542849,1.10634289709954,0.0392135080927231,"Converged",FALSE,27,26,21,26,0.95,0.05
8,0.9,"RESID",-1.66251335573184,1.68819005776734,0.0393776127439264,"Converged",FALSE,38,12,0,50,0.95,0.05
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,48,2,21,29,0.95,0.05
9,0.9,"SRS",-1.98097288947745,1.96058220792586,0.121400095564369,"Converged",FALSE,5,70,2,23,0.95,0.05
9,0.9,"CC",-2.22938794122328,2.61937782086466,0.123282914053471,"Converged",FALSE,3,47,3,47,0.95,0.05
9,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,26,26,23,25,0.95,0.05
9,0.9,"RESID",-2.10572733781892,2.25921950773734,0.123521816409961,"Converged",FALSE,13,37,0,50,0.95,0.05
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,22,28,0.95,0.05
10,0.9,"SRS",-1.50943533387188,0.796057540567036,0.0917906808961905,"Converged",FALSE,4,65,2,29,0.95,0.05
10,0.9,"CC",-1.78488946959962,1.76589648375218,0.0915524891874193,"Converged",FALSE,1,49,4,46,0.95,0.05
10,0.9,"BCC",-1.46623124587193,0.671507335712918,0.0908921656685417,"Converged",FALSE,27,27,20,26,0.95,0.05
10,0.9,"RESID",-1.69565497336741,1.35167429370349,0.0924537217646088,"Converged",FALSE,8,42,0,50,0.95,0.05
10,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,20,30,0.95,0.05
11,0.9,"SRS",-1.84470918411408,2.2287191149843,0.0683594287466821,"Converged",FALSE,7,63,1,29,0.95,0.05
11,0.9,"CC",-1.79831885028906,1.93375594916797,0.068380304503147,"Converged",FALSE,4,46,7,43,0.95,0.05
11,0.9,"BCC",-2.01109141259887,2.5864462337381,0.0687345495697033,"Converged",FALSE,25,25,25,25,0.95,0.05
11,0.9,"RESID",-1.92115099195767,2.32909320826085,0.0703770932160022,"Converged",FALSE,18,32,0,50,0.95,0.05
11,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,29,21,0.95,0.05
12,0.9,"SRS",-2.50399584269095,3.4997849154115,0.107199999112363,"Converged",FALSE,1,67,4,28,0.95,0.05
12,0.9,"CC",-2.20539628360584,2.5787494120757,0.107519634131888,"Converged",FALSE,4,46,3,47,0.95,0.05
12,0.9,"BCC",-2.16768838078346,2.16364032709746,0.104787697988911,"Converged",FALSE,25,25,25,25,0.95,0.05
12,0.9,"RESID",-2.21859732785677,2.54105953325883,0.107297159367105,"Converged",FALSE,13,37,0,50,0.95,0.05
12,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,24,26,26,24,0.95,0.05
13,0.9,"SRS",-2.64710535045705,3.85782669829608,0.112099905791059,"Converged",FALSE,8,70,2,20,0.95,0.05
13,0.9,"CC",-2.05208760036385,2.16181500341634,0.107167380168428,"Converged",FALSE,2,48,10,40,0.95,0.05
13,0.9,"BCC",-2.25978503120363,2.78406008507949,0.110712845159146,"Converged",FALSE,25,25,25,25,0.95,0.05
13,0.9,"RESID",-2.10386329329524,2.30077625810263,0.107796183924201,"Converged",FALSE,19,31,0,50,0.95,0.05
13,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,36,14,0.95,0.05
14,0.9,"SRS",-1.88377048584094,1.83187696354444,0.0931978428037126,"Converged",FALSE,7,57,2,34,0.95,0.05
14,0.9,"CC",-1.64661350461837,1.05675072055922,0.0920604110192826,"Converged",FALSE,6,44,2,48,0.95,0.05
14,0.9,"BCC",-1.85116112844249,1.65677318440315,0.0938040361365517,"Converged",FALSE,25,25,25,25,0.95,0.05
14,0.9,"RESID",-2.05741059412129,2.37054061358411,0.0953138127142704,"Converged",FALSE,20,30,0,50,0.95,0.05
14,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,27,23,0.95,0.05
15,0.9,"SRS",-1.7777946912958,1.11683507084856,0.120601395569696,"Converged",FALSE,7,55,6,32,0.95,0.05
15,0.9,"CC",-1.87703960303555,1.43258251169033,0.120569536601456,"Converged",FALSE,0,50,6,44,0.95,0.05
15,0.9,"BCC",-1.7652788849849,1.04769121099973,0.121917274648049,"Converged",FALSE,25,25,25,25,0.95,0.05
15,0.9,"RESID",-1.74190617063961,0.962087208309195,0.120876820606675,"Converged",FALSE,11,39,1,49,0.95,0.05
15,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,29,21,0.95,0.05
16,0.9,"SRS",-1.64650185247512,-0.322865179497521,0.177984859099921,"Converged",FALSE,10,63,3,24,0.95,0.05
16,0.9,"CC",-1.72961515065702,-0.0553335869048375,0.177825901768096,"Converged",FALSE,4,46,3,47,0.95,0.05
16,0.9,"BCC",-1.64569333891794,-0.320634086510555,0.178008282044836,"Converged",FALSE,26,26,23,25,0.95,0.05
16,0.9,"RESID",-1.79868725007987,0.157769876978009,0.177882705983215,"Converged",FALSE,3,47,5,45,0.95,0.05
16,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,21,29,0.95,0.05
17,0.9,"SRS",-1.16130433001019,-0.353637604338326,0.0971555872607842,"Converged",FALSE,1,69,2,28,0.95,0.05
17,0.9,"CC",-1.2894935420534,0.0580369866500302,0.0968806036223231,"Converged",FALSE,4,46,4,46,0.95,0.05
17,0.9,"BCC",-1.3905302068899,0.36323894906402,0.0965357075730796,"Converged",FALSE,26,25,24,25,0.95,0.05
17,0.9,"RESID",-1.19015204417324,-0.261423026087907,0.0971317140239181,"Converged",FALSE,0,50,6,44,0.95,0.05
17,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,24,26,0.95,0.05
18,0.9,"SRS",-1.76578076382804,1.88343434923806,0.0604249730360325,"Converged",FALSE,6,71,0,23,0.95,0.05
18,0.9,"CC",-1.84078194794473,2.05593684288502,0.0612332565239206,"Converged",FALSE,3,47,4,46,0.95,0.05
18,0.9,"BCC",-1.73392434471912,1.66788866217466,0.0604230297508185,"Converged",FALSE,25,25,25,25,0.95,0.05
18,0.9,"RESID",-1.8481383077829,1.95912629598582,0.0631147027977257,"Converged",FALSE,29,21,0,50,0.95,0.05
18,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,45,5,32,18,0.95,0.05
19,0.9,"SRS",-1.68640569002828,1.15355835295588,0.101966738107107,"Converged",FALSE,3,68,4,25,0.95,0.05
19,0.9,"CC",-1.90976117849776,1.81499913165611,0.103300434412788,"Converged",FALSE,3,47,3,47,0.95,0.05
19,0.9,"BCC",-1.76981496273059,1.41424298072229,0.102349782608217,"Converged",FALSE,27,27,20,26,0.95,0.05
19,0.9,"RESID",-1.73788299200892,1.32983560898335,0.102589018716552,"Converged",FALSE,17,33,0,50,0.95,0.05
19,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,40,10,20,30,0.95,0.05
20,0.9,"SRS",-1.79296256295559,1.7942219646596,0.0745989316429667,"Converged",FALSE,8,64,5,23,0.95,0.05
20,0.9,"CC",-2.02515216393544,2.5845208638769,0.0764700810145502,"Converged",FALSE,4,46,6,44,0.95,0.05
20,0.9,"BCC",-1.79652335812651,1.85098159262213,0.0740675836437636,"Converged",FALSE,25,25,25,25,0.95,0.05
20,0.9,"RESID",-1.99883718060918,2.37649827851533,0.0794229707426879,"Converged",FALSE,15,35,0,50,0.95,0.05
20,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,33,17,0.95,0.05
21,0.9,"SRS",-2.21922317304881,2.30458337486868,0.113532650965331,"Converged",FALSE,6,60,2,32,0.95,0.05
21,0.9,"CC",-2.01497837823921,1.78152547725817,0.112574118204578,"Converged",FALSE,5,45,5,45,0.95,0.05
21,0.9,"BCC",-1.79980011668075,1.12969543794086,0.110308147374609,"Converged",FALSE,25,25,25,25,0.95,0.05
21,0.9,"RESID",-2.26472049207872,2.53351923896789,0.115954008800677,"Converged",FALSE,14,36,0,50,0.95,0.05
21,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,27,23,25,25,0.95,0.05
22,0.9,"SRS",-1.67511239629753,0.346979613346953,0.110817504589353,"Converged",FALSE,6,64,3,27,0.95,0.05
22,0.9,"CC",-1.76966779650876,0.649475185144386,0.110694503523109,"Converged",FALSE,8,42,4,46,0.95,0.05
22,0.9,"BCC",-1.9160454535001,1.12107906904544,0.111491555281536,"Converged",FALSE,25,25,25,25,0.95,0.05
