"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.32774568248236,0.309937706091701,0.0710484604889363,"Converged",FALSE,5,64,2,29,0.8,0.2
1,0.9,"CC",-1.7565755410458,1.61213160520816,0.0712258147794022,"Converged",FALSE,4,46,3,47,0.8,0.2
1,0.9,"BCC",-1.50344162477292,0.835846376212038,0.070142975381284,"Converged",FALSE,27,27,19,27,0.8,0.2
1,0.9,"RESID",-2.47278048530624,3.92789875922066,0.0781485440317091,"Converged",FALSE,2,48,3,47,0.8,0.2
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,19,31,0.8,0.2
2,0.9,"SRS",-2.63865405954299,3.33958592859339,0.133494653486894,"Converged",FALSE,6,66,4,24,0.8,0.2
2,0.9,"CC",-2.10498736780103,1.85220017658627,0.124969874380469,"Converged",FALSE,3,47,4,46,0.8,0.2
2,0.9,"BCC",-2.69397755629476,3.54425615240981,0.125495462775461,"Converged",FALSE,27,26,21,26,0.8,0.2
2,0.9,"RESID",-2.20219082347664,2.2000774316269,0.126402164065845,"Converged",FALSE,7,43,0,50,0.8,0.2
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,22,28,18,32,0.8,0.2
3,0.9,"SRS",-1.70088833550663,1.22389334694395,0.0884035766216603,"Converged",FALSE,4,67,5,24,0.8,0.2
3,0.9,"CC",-0.108146585723008,-3.84799004378405,0.0975266863237187,"Converged",FALSE,3,47,2,48,0.8,0.2
3,0.9,"BCC",-1.72922895798281,1.35446118967608,0.0908499354160665,"Converged",FALSE,27,27,19,27,0.8,0.2
3,0.9,"RESID",-2.03109138394539,2.15386503597388,0.0917317786105033,"Converged",FALSE,5,45,4,46,0.8,0.2
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,19,31,0.8,0.2
4,0.9,"SRS",-2.56900396374459,4.23616747716237,0.0752975984498547,"Converged",FALSE,5,65,4,26,0.8,0.2
4,0.9,"CC",-1.8145563794465,1.84403938255515,0.0742850536268317,"Converged",FALSE,2,48,4,46,0.8,0.2
4,0.9,"BCC",-2.01693036809191,2.58756049432085,0.0736161824995469,"Converged",FALSE,26,25,24,25,0.8,0.2
4,0.9,"RESID",-1.90381234510625,2.15230309239653,0.0722623561652649,"Converged",FALSE,23,27,0,50,0.8,0.2
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,24,26,0.8,0.2
5,0.9,"SRS",-3.00750648871246,5.02565214485357,0.121983871585058,"Converged",FALSE,7,63,6,24,0.8,0.2
5,0.9,"CC",-1.9125613194856,1.9771660169364,0.113210509183694,"Converged",FALSE,5,45,4,46,0.8,0.2
5,0.9,"BCC",-2.15780247776327,2.69227030759521,0.112392020530092,"Converged",FALSE,27,27,19,27,0.8,0.2
5,0.9,"RESID",-1.61589097955191,0.997409138353016,0.110822277054748,"Converged",FALSE,0,50,6,44,0.8,0.2
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,27,23,19,31,0.8,0.2
6,0.9,"SRS",-1.72691574796846,1.95927457092591,0.0623453589852757,"Converged",FALSE,5,72,1,22,0.8,0.2
6,0.9,"CC",-1.61036208353282,1.53379953738182,0.0628195111930149,"Converged",FALSE,3,47,4,46,0.8,0.2
6,0.9,"BCC",-1.73459641114236,1.86654303771494,0.063107560869288,"Converged",FALSE,25,25,25,25,0.8,0.2
6,0.9,"RESID",-1.70484790476576,1.77685240714243,0.0651013678134524,"Converged",FALSE,11,39,0,50,0.8,0.2
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,39,11,31,19,0.8,0.2
7,0.9,"SRS",-2.00574406538561,2.16756395983554,0.11157030671412,"Converged",FALSE,3,64,2,31,0.8,0.2
7,0.9,"CC",-0.878525619319305,-1.48639237428924,0.112541693613279,"Converged",FALSE,7,43,1,49,0.8,0.2
7,0.9,"BCC",-1.4437830580609,0.4357204407146,0.109652907834556,"Converged",FALSE,29,28,15,28,0.8,0.2
7,0.9,"RESID",-2.25465875579372,2.9390016942547,0.112154409550144,"Converged",FALSE,3,47,3,47,0.8,0.2
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,15,35,0.8,0.2
8,0.9,"SRS",-2.80401156800102,4.60388662338262,0.077413370258959,"Converged",FALSE,8,62,3,27,0.8,0.2
8,0.9,"CC",-1.96186926817912,2.1662477414114,0.0695849950305141,"Converged",FALSE,4,46,4,46,0.8,0.2
8,0.9,"BCC",-1.8921821159319,1.85207832101017,0.0714827648473463,"Converged",FALSE,25,25,25,25,0.8,0.2
8,0.9,"RESID",-2.509485970862,3.80905770836611,0.0742978029326206,"Converged",FALSE,25,25,0,50,0.8,0.2
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,39,11,28,22,0.8,0.2
9,0.9,"SRS",-1.21563778276042,-0.291060259611194,0.100819948105451,"Converged",FALSE,5,76,1,18,0.8,0.2
9,0.9,"CC",-1.32654326411196,0.0508308693532103,0.100835933006293,"Converged",FALSE,3,47,2,48,0.8,0.2
9,0.9,"BCC",-1.34182338206176,0.0987828741110647,0.10085208746421,"Converged",FALSE,28,28,17,27,0.8,0.2
9,0.9,"RESID",-3.78768961441881,7.89243992024629,0.11305371047458,"Converged",FALSE,0,50,10,40,0.8,0.2
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,17,33,0.8,0.2
10,0.9,"SRS",-2.15879339801173,2.66165317770395,0.0967274305495621,"Converged",FALSE,2,71,1,26,0.8,0.2
10,0.9,"CC",-1.70399482012517,1.34999565507177,0.0952829904273696,"Converged",FALSE,3,47,6,44,0.8,0.2
10,0.9,"BCC",-2.19480643632612,2.90641279153294,0.0955829836104735,"Converged",FALSE,26,25,24,25,0.8,0.2
10,0.9,"RESID",-1.26520820347638,0.0427373826508255,0.0921417371539504,"Converged",FALSE,2,48,6,44,0.8,0.2
10,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,35,15,23,27,0.8,0.2
11,0.9,"SRS",-1.87870526260281,1.98116377320975,0.0843417794979837,"Converged",FALSE,5,71,1,23,0.8,0.2
11,0.9,"CC",-2.22142146185871,3.00405153901196,0.0832367695347333,"Converged",FALSE,4,46,3,47,0.8,0.2
11,0.9,"BCC",-1.08319139227663,-0.647494958228854,0.084413520599473,"Converged",FALSE,25,25,25,25,0.8,0.2
