"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-2.74424346526248,3.9788721277775,0.134667427378843,"Converged",FALSE,4,66,3,27,0.8,0.2
1,0.9,"CC",-2.21592277831649,2.4254872705967,0.133404728003573,"Converged",FALSE,4,46,4,46,0.8,0.2
1,0.9,"BCC",-3.10674645055792,5.12259942140216,0.137999539898547,"Converged",FALSE,25,25,25,25,0.8,0.2
1,0.9,"RESID",-2.84489006319465,4.62490099419571,0.136059208087806,"Converged",FALSE,10,40,0,50,0.8,0.2
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,28,22,0.8,0.2
2,0.9,"SRS",-1.88952466382601,1.95013099257135,0.101289284045857,"Converged",FALSE,8,63,2,27,0.8,0.2
2,0.9,"CC",-2.19583619077329,2.84995347407025,0.104086379612684,"Converged",FALSE,2,48,6,44,0.8,0.2
2,0.9,"BCC",-2.4397504122931,3.34225269226345,0.102956769198279,"Converged",FALSE,27,26,21,26,0.8,0.2
2,0.9,"RESID",-1.98327991465987,2.31544422885344,0.10057556770287,"Converged",FALSE,15,35,0,50,0.8,0.2
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,21,29,0.8,0.2
3,0.9,"SRS",-2.15365267376473,1.92823836646843,0.131105070520247,"Converged",FALSE,6,64,3,27,0.8,0.2
3,0.9,"CC",-2.20238051486915,2.14287585373881,0.130006688730003,"Converged",FALSE,3,47,4,46,0.8,0.2
3,0.9,"BCC",-1.8640916032943,1.05915953315827,0.129255455087997,"Converged",FALSE,25,25,25,25,0.8,0.2
3,0.9,"RESID",-2.31472200851412,2.58878201632936,0.132034036994519,"Converged",FALSE,9,41,0,50,0.8,0.2
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,26,24,28,22,0.8,0.2
4,0.9,"SRS",-2.01999637422776,1.51979485932812,0.121344481728305,"Converged",FALSE,5,63,4,28,0.8,0.2
4,0.9,"CC",-2.41316877497877,2.98735874300282,0.121318949580995,"Converged",FALSE,2,48,2,48,0.8,0.2
