"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-2.18776401851268,2.82954020621014,0.0992612327419641,"Converged",FALSE,4,68,1,27,0.95,0.05
1,0.9,"CC",-2.08014060382546,2.33432621388137,0.100884103936823,"Converged",FALSE,1,49,2,48,0.95,0.05
1,0.9,"BCC",-2.30238497280572,2.97960073386374,0.101959204110261,"Converged",FALSE,25,25,25,25,0.95,0.05
1,0.9,"RESID",-2.0036825692162,2.30163044945254,0.0992051799692942,"Converged",FALSE,20,30,0,50,0.95,0.05
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,29,21,0.95,0.05
2,0.9,"SRS",-1.56381248095795,1.0754155994133,0.0669808559475703,"Converged",FALSE,4,68,4,24,0.95,0.05
2,0.9,"CC",-1.4104575081734,0.515249464552879,0.0671028357985468,"Converged",FALSE,3,47,6,44,0.95,0.05
2,0.9,"BCC",-1.77640896640074,1.58865300325133,0.0665018902154909,"Converged",FALSE,26,26,23,25,0.95,0.05
2,0.9,"RESID",-1.60861145636118,1.16027499606983,0.0669881409157698,"Converged",FALSE,13,37,0,50,0.95,0.05
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,23,27,0.95,0.05
3,0.9,"SRS",-2.19542481961733,2.60487776886131,0.110525298648866,"Converged",FALSE,6,68,2,24,0.95,0.05
3,0.9,"CC",-2.05437446549313,2.21432759942427,0.110062371500212,"Converged",FALSE,2,48,6,44,0.95,0.05
3,0.9,"BCC",-2.12213708267939,2.38138033094817,0.109511614074669,"Converged",FALSE,25,25,25,25,0.95,0.05
3,0.9,"RESID",-2.00604083748978,2.05779676689914,0.110306396825957,"Converged",FALSE,18,32,0,50,0.95,0.05
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,25,25,0.95,0.05
4,0.9,"SRS",-2.08408146220924,2.0781222440187,0.123521278317423,"Converged",FALSE,3,72,2,23,0.95,0.05
4,0.9,"CC",-1.79027155259288,1.03945587879415,0.123044871314516,"Converged",FALSE,2,48,5,45,0.95,0.05
4,0.9,"BCC",-1.93887082863563,1.47203907579416,0.122756843958059,"Converged",FALSE,29,28,15,28,0.95,0.05
4,0.9,"RESID",-1.86576927652448,1.24113003957067,0.123455009707007,"Converged",FALSE,8,42,0,50,0.95,0.05
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,15,35,0.95,0.05
5,0.9,"SRS",-2.39893170300191,3.19870204768944,0.118359731200334,"Converged",FALSE,7,70,2,21,0.95,0.05
5,0.9,"CC",-2.277083468556,2.92730568617149,0.113860516222316,"Converged",FALSE,2,48,2,48,0.95,0.05
5,0.9,"BCC",-2.16952215501159,2.56604061902382,0.114784510243907,"Converged",FALSE,28,27,18,27,0.95,0.05
5,0.9,"RESID",-2.08325623823811,2.23205503865727,0.114654652679779,"Converged",FALSE,22,28,0,50,0.95,0.05
5,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,37,13,18,32,0.95,0.05
6,0.9,"SRS",-1.85765562669057,1.95423413359682,0.09367006899296,"Converged",FALSE,0,70,2,28,0.95,0.05
6,0.9,"CC",-1.70498657300654,1.42848158439856,0.0939777474019284,"Converged",FALSE,4,46,2,48,0.95,0.05
6,0.9,"BCC",-1.83721674783866,1.86483855788478,0.0930786812935122,"Converged",FALSE,25,25,25,25,0.95,0.05
6,0.9,"RESID",-1.87561341019861,1.97410582000838,0.0935836285341159,"Converged",FALSE,19,31,0,50,0.95,0.05
6,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,33,17,28,22,0.95,0.05
7,0.9,"SRS",-1.65003083632378,0.934457099533277,0.110562117074343,"Converged",FALSE,7,66,0,27,0.95,0.05
7,0.9,"CC",-1.68529829693801,1.03003038632677,0.111281282322217,"Converged",FALSE,4,46,5,45,0.95,0.05
7,0.9,"BCC",-1.99146788670055,1.87060307535279,0.108579092749241,"Converged",FALSE,25,25,25,25,0.95,0.05
7,0.9,"RESID",-1.98068083484968,2.02871804976343,0.110945673983429,"Converged",FALSE,6,44,2,48,0.95,0.05
7,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,29,21,27,23,0.95,0.05
8,0.9,"SRS",-1.63792022120945,0.921190852204447,0.103736595938611,"Converged",FALSE,5,63,1,31,0.95,0.05
8,0.9,"CC",-1.65427766423561,0.964265579442482,0.104036216173004,"Converged",FALSE,2,48,7,43,0.95,0.05
8,0.9,"BCC",-1.84532886766862,1.46228297087559,0.103731851716513,"Converged",FALSE,25,25,25,25,0.95,0.05
8,0.9,"RESID",-1.71076948887929,1.18418135294076,0.104251164307165,"Converged",FALSE,8,42,0,50,0.95,0.05
8,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,27,23,30,20,0.95,0.05
9,0.9,"SRS",-3.1126124977056,4.8056354760671,0.135021223615262,"Converged",FALSE,6,63,2,29,0.95,0.05
9,0.9,"CC",-2.56620532133112,3.42455116876739,0.13074025898525,"Converged",FALSE,7,43,3,47,0.95,0.05
9,0.9,"BCC",-2.27086284731764,2.48987756379211,0.129179036479383,"Converged",FALSE,27,26,21,26,0.95,0.05
9,0.9,"RESID",-2.35292079195363,2.84019467020804,0.127487703005719,"Converged",FALSE,22,28,0,50,0.95,0.05
9,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,21,29,0.95,0.05
10,0.9,"SRS",-1.45963076095949,0.427721938502376,0.117743020049163,"Converged",FALSE,7,58,2,33,0.95,0.05
10,0.9,"CC",-1.6331532766753,0.961945459874282,0.116999360152105,"Converged",FALSE,3,47,6,44,0.95,0.05
10,0.9,"BCC",-1.62183854316091,0.963184116469599,0.117048612717317,"Converged",FALSE,25,25,25,25,0.95,0.05
10,0.9,"RESID",-1.71600180377434,1.23206815086945,0.117803709370434,"Converged",FALSE,8,42,2,48,0.95,0.05
10,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,34,16,25,25,0.95,0.05
11,0.9,"SRS",-1.41786269950135,0.562907543236456,0.094747833857714,"Converged",FALSE,1,62,4,33,0.95,0.05
11,0.9,"CC",-1.95330561311111,2.30110054680307,0.094681973138552,"Converged",FALSE,1,49,3,47,0.95,0.05
11,0.9,"BCC",-1.6948438520156,1.4255227287772,0.0945151296033176,"Converged",FALSE,25,25,25,25,0.95,0.05
11,0.9,"RESID",-1.47955483909639,0.786150305902972,0.0945299011437902,"Converged",FALSE,15,35,0,50,0.95,0.05
11,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,28,22,31,19,0.95,0.05
12,0.9,"SRS",-1.50212909341678,0.771499090859701,0.0751600258479715,"Converged",FALSE,5,73,2,20,0.95,0.05
12,0.9,"CC",-1.46057212248158,0.601859482437337,0.0751553173207428,"Converged",FALSE,1,49,5,45,0.95,0.05
12,0.9,"BCC",-1.5759630694699,0.962408630616938,0.0758335945521261,"Converged",FALSE,25,25,25,25,0.95,0.05
12,0.9,"RESID",-1.53579499922035,0.869627106128239,0.0759019030545237,"Converged",FALSE,8,42,3,47,0.95,0.05
12,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,37,13,25,25,0.95,0.05
13,0.9,"SRS",-1.39320956268805,0.837122015798438,0.0343132072031965,"Converged",FALSE,6,67,1,26,0.95,0.05
13,0.9,"CC",-1.56606057392429,1.36783143818317,0.0317524182484796,"Converged",FALSE,4,46,4,46,0.95,0.05
13,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,26,25,24,25,0.95,0.05
13,0.9,"RESID",-1.44113534505831,0.991593186337875,0.0332791794274943,"Converged",FALSE,16,34,0,50,0.95,0.05
13,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,47,3,24,26,0.95,0.05
14,0.9,"SRS",-1.5289547074124,0.986437964816812,0.0834111318210613,"Converged",FALSE,6,63,3,28,0.95,0.05
14,0.9,"CC",-1.34450380944182,0.401302151836633,0.0828637426299006,"Converged",FALSE,5,45,3,47,0.95,0.05
14,0.9,"BCC",-1.71188908898048,1.61378044081433,0.0837688074454522,"Converged",FALSE,25,25,25,25,0.95,0.05
14,0.9,"RESID",-1.43776969689301,0.72009331973771,0.0827720409196421,"Converged",FALSE,7,43,1,49,0.95,0.05
14,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,42,8,29,21,0.95,0.05
15,0.9,"SRS",-2.04230941683488,1.54660511820887,0.148162516588753,"Converged",FALSE,5,63,2,30,0.95,0.05
15,0.9,"CC",-2.43500822724924,2.64736934788515,0.151529962037665,"Converged",FALSE,1,49,6,44,0.95,0.05
15,0.9,"BCC",NA,NA,NA,"B-spline error",FALSE,25,25,25,25,0.95,0.05
15,0.9,"RESID",-2.24784291423751,2.09725725565938,0.152247341492059,"Converged",FALSE,5,45,3,47,0.95,0.05
